label,weltgruppe,achsenklasse,rollenbreite_klasse,rollen,kombinationen,rollen_reaktiviert,kombinationen_voll,reaktivierungsquote,kombinationsquote,cross_state,same_state,avg_co_touch,min_co_touch,avg_resonanz,syntax,stabil,tragend_unruhig,kippend,gespannt,field_carried,field_strained,rekopplung,adaptive_rekopplung,adaptive_rekopplung_delta,adaptive_rekopplung_experience,adaptive_weight_carry,adaptive_weight_alignment,adaptive_weight_strain_relief,adaptive_weight_sensory,carry,strain,sensory,nachhall,neuro_load,neuro_balance,data_path,follow_data_path,base_rows,base_drift,base_abs_drift,base_avg_abs_return,base_p95_abs_return,base_avg_range,base_p95_range,base_avg_volume_change,base_direction_change_ratio,base_direction_persistence,base_world_energy,follow_rows,follow_drift,follow_abs_drift,follow_avg_abs_return,follow_p95_abs_return,follow_avg_range,follow_p95_range,follow_avg_volume_change,follow_direction_change_ratio,follow_direction_persistence,follow_world_energy,follow_minus_base_energy,follow_minus_base_abs_drift,follow_minus_base_range
BTC_2025_1H_0_1000,BTC_2025_1H_SEQ,mittlere_uebergangsphase,mittel,4,6,1,0,0.25,0.0,3,1,0.2766665,0.063333,0.297823,245,981,13,0,0,0,0,0.695357,0.731947,0.03659000000000001,0.541024,0.309985,0.222668,0.263646,0.203701,0.51081,0.160339,0.847427,0.336759,0.097488,0.344281,data\btc_2025_1h_follow_candidate_0_1000.csv,data\btc_2025_1h_follow_candidate_1000_2000.csv,1000.0,0.027609730136733512,0.027609730136733512,0.0037869412736474357,0.011924642178484162,0.007775030456360733,0.019121101909777945,0.46255373971416336,0.5240480961923848,0.4759519038076152,8.6426657185384,1000.0,-0.10302729049587994,0.10302729049587994,0.004079154289955258,0.012834323923276336,0.008315331310958931,0.02180726703542961,0.4536412219627866,0.531062124248497,0.46893787575150303,9.48431941389475,0.8416536953563512,0.07541756035914643,0.0005403008545981983
BTC_2025_1H_1000_2000,BTC_2025_1H_SEQ,verteilt_offen,verteilt,6,15,4,6,0.666667,0.4,9,6,0.5406666666666666,0.013333,0.19849920000000001,240,977,17,0,0,0,0,0.69354,0.735906,0.042365999999999904,0.567237,0.294346,0.220493,0.272882,0.21228,0.508119,0.162062,0.844703,0.327525,0.098722,0.340876,data\btc_2025_1h_follow_candidate_1000_2000.csv,data\btc_2025_1h_follow_candidate_2000_3000.csv,1000.0,-0.10302729049587994,0.10302729049587994,0.004079154289955258,0.012834323923276336,0.008315331310958931,0.02180726703542961,0.4536412219627866,0.531062124248497,0.46893787575150303,9.48431941389475,1000.0,0.09247430570955659,0.09247430570955659,0.003313985506359651,0.010246986717476673,0.006694606776004681,0.015911239171574408,0.491581525769333,0.5160320641282565,0.48396793587174347,7.372446176518536,-2.111873237376215,-0.010552984786323355,-0.0016207245349542498
BTC_2025_1H_2000_3000,BTC_2025_1H_SEQ,verteilt_rekoppelnd,verteilt,5,10,4,6,0.8,0.6,4,6,0.5846668,0.156667,0.223385,229,984,10,0,0,0,0,0.695555,0.737,0.041444999999999954,0.443215,0.29581,0.220571,0.272272,0.211346,0.51221,0.161427,0.846332,0.351238,0.096721,0.348267,data\btc_2025_1h_follow_candidate_2000_3000.csv,data\btc_2025_1h_follow_candidate_3000_4000.csv,1000.0,0.09247430570955659,0.09247430570955659,0.003313985506359651,0.010246986717476673,0.006694606776004681,0.015911239171574408,0.491581525769333,0.5160320641282565,0.48396793587174347,7.372446176518536,1000.0,0.1355837261938275,0.1355837261938275,0.0026794410729258198,0.007405558275484795,0.005363491189954001,0.01125843383962687,0.5061673622535184,0.4969939879759519,0.503006012024048,5.5083283750442,-1.864117801474336,0.04310942048427091,-0.0013311155860506801
BTC_2025_1H_3000_4000,BTC_2025_1H_SEQ,mittlere_uebergangsphase,mittel,3,3,2,1,0.666667,0.333333,2,1,0.107778,0.076667,0.36104833333333336,220,984,10,0,0,0,0,0.693828,0.730712,0.03688400000000003,0.469316,0.307675,0.222243,0.265038,0.205043,0.511324,0.162935,0.843733,0.34586,0.096932,0.348569,data\btc_2025_1h_follow_candidate_3000_4000.csv,data\btc_2025_1h_follow_candidate_4000_5000.csv,1000.0,0.1355837261938275,0.1355837261938275,0.0026794410729258198,0.007405558275484795,0.005363491189954001,0.01125843383962687,0.5061673622535184,0.4969939879759519,0.503006012024048,5.5083283750442,1000.0,0.10331654727061844,0.10331654727061844,0.002357422902331845,0.006858967669037477,0.004711485846971492,0.010681604230399785,0.49890585192392234,0.4849699398797595,0.5150300601202404,5.049489215613896,-0.45883915943030384,-0.03226717892320906,-0.0006520053429825094
DOGE_2025_1H_0_1000,DOGE_2025_1H_SEQ,mittlere_uebergangsphase,mittel,3,3,3,3,1.0,1.0,2,1,1.0,1.0,0.3333333333333333,230,977,17,0,0,0,0,0.695702,0.737545,0.041842999999999964,0.585122,0.294984,0.2201,0.272282,0.212634,0.512864,0.159922,0.846536,0.344069,0.095538,0.349777,data\doge_2025_1h_follow_candidate_0_1000.csv,data\doge_2025_1h_follow_candidate_1000_2000.csv,1000.0,-0.19321295143212955,0.19321295143212955,0.008515362337271752,0.026887347406453262,0.017467800058504034,0.04110240777993375,0.5298059455127754,0.5050100200400801,0.4949899799599199,19.100425472025872,1000.0,-0.287294108484872,0.287294108484872,0.007510302480431274,0.021375832828025052,0.01538964350673638,0.03456666112833648,0.5415499641516837,0.5150300601202404,0.48496993987975956,16.063428164080616,-3.0369973079452564,0.09408115705274248,-0.0020781565517676535
DOGE_2025_1H_1000_2000,DOGE_2025_1H_SEQ,verteilt_offen,verteilt,5,10,2,1,0.4,0.1,6,4,0.5286667,0.193333,0.22871480000000002,235,977,17,0,0,0,0,0.69151,0.733597,0.0420870000000001,0.627319,0.294699,0.220629,0.273141,0.211531,0.506619,0.163634,0.841119,0.320206,0.098884,0.34071,data\doge_2025_1h_follow_candidate_1000_2000.csv,data\doge_2025_1h_follow_candidate_2000_3000.csv,1000.0,-0.287294108484872,0.287294108484872,0.007510302480431274,0.021375832828025052,0.01538964350673638,0.03456666112833648,0.5415499641516837,0.5150300601202404,0.48496993987975956,16.063428164080616,1000.0,-0.07442768796788549,0.07442768796788549,0.0065168291158110795,0.019230820188867008,0.013509936743415305,0.027978210106863122,0.5221819106782449,0.5100200400801603,0.48997995991983967,13.805351934083678,-2.258076229996938,-0.21286642051698654,-0.0018797067633210748
DOGE_2025_1H_2000_3000,DOGE_2025_1H_SEQ,mittlere_uebergangsphase,mittel,4,6,1,0,0.25,0.0,3,3,0.5094443333333333,0.09,0.27543283333333335,229,981,13,0,0,0,0,0.694065,0.733522,0.039456999999999964,0.510396,0.301217,0.221116,0.269134,0.208533,0.510902,0.162875,0.845031,0.345542,0.097773,0.346094,data\doge_2025_1h_follow_candidate_2000_3000.csv,data\doge_2025_1h_follow_candidate_3000_4000.csv,1000.0,-0.07442768796788549,0.07442768796788549,0.0065168291158110795,0.019230820188867008,0.013509936743415305,0.027978210106863122,0.5221819106782449,0.5100200400801603,0.48997995991983967,13.805351934083678,1000.0,0.04312066737163662,0.04312066737163662,0.006920437544694701,0.020859521149058632,0.01438013984548667,0.03132439877065548,0.5463896840422192,0.48597194388777554,0.5140280561122245,15.021585946013325,1.2162340119296466,-0.03130702059624887,0.0008702031020713652
DOGE_2025_1H_3000_4000,DOGE_2025_1H_SEQ,kompakt_nachhallend,kompakt,1,0,1,0,1.0,0.0,0,0,0.0,0.0,0.0,237,983,11,0,0,0,0,0.69171,0.730704,0.03899399999999997,0.450648,0.30287,0.221767,0.268341,0.207022,0.50725,0.164459,0.843379,0.329085,0.100556,0.339138,data\doge_2025_1h_follow_candidate_3000_4000.csv,data\doge_2025_1h_follow_candidate_4000_5000.csv,1000.0,0.04312066737163662,0.04312066737163662,0.006920437544694701,0.020859521149058632,0.01438013984548667,0.03132439877065548,0.5463896840422192,0.48597194388777554,0.5140280561122245,15.021585946013325,1000.0,0.36166759932848347,0.36166759932848347,0.006633516143145426,0.02118549229962248,0.014078327634080741,0.03353546680772288,0.5754575574935876,0.5140280561122245,0.48597194388777554,15.28889742051216,0.2673114744988361,0.31854693195684686,-0.0003018122114059295
XRP_2025_1H_0_1000,XRP_2025_1H_SEQ,verteilt_offen,verteilt,8,22,5,10,0.625,0.454545,9,13,0.28151522727272726,0.026667,0.19288013636363635,257,975,19,0,0,0,0,0.690207,0.728907,0.03869999999999996,0.547507,0.303616,0.221869,0.26767,0.206845,0.504786,0.165165,0.839713,0.317634,0.10138,0.335347,data\xrp_2025_1h_follow_candidate_0_1000.csv,data\xrp_2025_1h_follow_candidate_1000_2000.csv,1000.0,0.17014119207808218,0.17014119207808218,0.008256341028439258,0.02604564739073423,0.017413054219307715,0.04008737218786017,0.476900125278625,0.5020040080160321,0.49799599198396793,18.65591887805792,1000.0,-0.013719263963523883,0.013719263963523883,0.008005226810420494,0.022447701239681404,0.016418398131497907,0.037557014855887014,0.5142696743602895,0.5360721442885772,0.4639278557114228,17.160464719138794,-1.4954541589191273,-0.1564219281145583,-0.000994656087809808
XRP_2025_1H_1000_2000,XRP_2025_1H_SEQ,mittlere_uebergangsphase,mittel,3,3,2,1,0.666667,0.333333,2,1,0.072222,0.063333,0.345493,233,978,16,0,0,0,0,0.693802,0.733361,0.03955900000000001,0.628437,0.300514,0.221133,0.269377,0.208976,0.51106,0.162745,0.843234,0.349189,0.097327,0.346717,data\xrp_2025_1h_follow_candidate_1000_2000.csv,data\xrp_2025_1h_follow_candidate_2000_3000.csv,1000.0,-0.013719263963523883,0.013719263963523883,0.008005226810420494,0.022447701239681404,0.016418398131497907,0.037557014855887014,0.5142696743602895,0.5360721442885772,0.4639278557114228,17.160464719138794,1000.0,-0.1245788478921852,0.1245788478921852,0.005880890949194167,0.01747529106162934,0.012353480146497535,0.027995629167161428,0.464924709090599,0.5200400801603207,0.47995991983967934,12.961310821433086,-4.199153897705708,0.11085958392866131,-0.004064917985000372
