achsenklasse,count,rollen,kombinationen,cross_state,same_state,rekopplung,adaptive_rekopplung,adaptive_rekopplung_experience,nachhall,base_world_energy,follow_world_energy,follow_minus_base_energy,base_abs_drift,follow_abs_drift,follow_minus_base_abs_drift,base_avg_range,follow_avg_range,follow_minus_base_range,base_direction_change_ratio,follow_direction_change_ratio
kompakt_nachhallend,1,1.0,0.0,0.0,0.0,0.689703,0.731929,0.539459,0.319077,3.864998436963727,4.112219178361406,0.24722074139767924,0.09248509774318663,0.06776068963542103,-0.02472440810776559,0.0038853154825594723,0.003708151674574958,-0.00017716380798451408,0.47194388777555113,0.4969939879759519
mittlere_uebergangsphase,5,4.0,6.0,3.4,2.0,0.6902878,0.7297834,0.570282,0.3023204,3.619667277135479,5.603422652109744,1.983755374974266,0.01891319725298609,0.08945072218504309,0.07053752493205699,0.003385612126392691,0.005019583675271719,0.0016339715488790276,0.4693386773547094,0.4537074148296593
verteilt_offen,7,5.857142857142857,14.0,7.571428571428571,5.571428571428571,0.6906671428571428,0.7273015714285714,0.47300200000000003,0.30860000000000004,4.00283334415002,3.014670091032779,-0.9881632531172411,0.030303101839820264,0.017404629986657382,-0.01289847185316288,0.0035969653680832147,0.0027444730030232525,-0.0008524923650599625,0.5054394503292299,0.5087317492127111
verteilt_rekoppelnd,3,8.0,20.0,10.0,6.0,0.7042073333333333,0.736206,0.29516000000000003,0.3752686666666667,0.9887094857850339,1.4034566324711413,0.4147471466861073,0.011629035246876862,0.012492050218959683,0.0008630149720828218,0.0007834462565061779,0.001135431658837,0.0003519854023308221,0.27488309953239815,0.3046092184368738
