quelle,achsenklasse,count,rollen,kombinationen,cross_state,rekopplung,adaptive_rekopplung,adaptive_rekopplung_experience,nachhall,base_world_energy,follow_world_energy,follow_minus_base_energy,base_abs_drift,follow_abs_drift,follow_minus_base_abs_drift,base_avg_range,follow_avg_range,follow_minus_base_range
synthetisch_1770_1000,kompakt_nachhallend,22,1.0,0.0,0.0,0.7462081818181818,0.7462081818181818,0.0,0.6990059090909091,4.757617566154144,4.546791098434,-0.21082646772014285,0.3054423749227553,0.31947212722380436,0.014029752301049109,0.007954919385762664,0.007521298122292853,-0.0004336212634698123
synthetisch_1770_1000,mittlere_uebergangsphase,2,3.0,3.0,2.0,0.7455955000000001,0.7676715000000001,0.057372,0.6744355,5.168534490298288,6.570346429809662,1.401811939511374,1.0517506568845088,0.25662155412222276,-0.7951291027622861,0.007739687161850858,0.011955137726373737,0.004215450564522878
synthetisch_1770_2000,kompakt_nachhallend,7,1.0,0.0,0.0,0.747611,0.747611,0.0,0.7424268571428572,5.2864122347579405,3.997965741192091,-1.2884464935658495,0.4781200278318156,0.22669726392212336,-0.25142276390969226,0.008629188826209097,0.006034951187786737,-0.00259423763842236
synthetisch_1770_2000,mittlere_uebergangsphase,2,3.0,3.0,2.0,0.7515259999999999,0.7621910000000001,0.028544,0.7769295,3.9402254929118676,6.722312801876452,2.7820873089645852,2.08336657169798,0.32518119975063914,-1.7581853719473406,0.0049217092558308745,0.012159991911322086,0.007238282655491211
paxg_2024_real,mittlere_uebergangsphase,3,3.0,3.0,2.0,0.7026506666666666,0.7141756666666667,0.029976,0.33230833333333337,1.1525077758141558,1.0662744827801076,-0.08623329303404818,0.005650718971955439,0.003313854753209738,-0.0023368642187457,0.0008019649982329353,0.000722658780149318,-7.930621808361733e-05
paxg_2024_real,verteilt_rekoppelnd,1,5.0,10.0,6.0,0.70704,0.742225,0.120333,0.377034,0.945846419160309,1.0351870126491909,0.0893405934888819,0.002001000500250125,0.010978043912175649,0.008977043411925524,0.0006398218457553164,0.0006847015758398587,4.487973008454225e-05
