label,weltgruppe,achsenklasse,rollenbreite_klasse,rollen,kombinationen,rollen_reaktiviert,kombinationen_voll,reaktivierungsquote,kombinationsquote,cross_state,same_state,avg_co_touch,min_co_touch,avg_resonanz,syntax,stabil,tragend_unruhig,kippend,gespannt,field_carried,field_strained,rekopplung,adaptive_rekopplung,adaptive_rekopplung_delta,adaptive_rekopplung_experience,adaptive_weight_carry,adaptive_weight_alignment,adaptive_weight_strain_relief,adaptive_weight_sensory,carry,strain,sensory,nachhall,neuro_load,neuro_balance,data_path,follow_data_path
BTC_2024_FOLLOW_0_1000,BTC_2024_LOCAL_SEQ,verteilt_offen,verteilt,5,10,2,1,0.4,0.1,6,4,1.0,1.0,0.1999999,248,987,7,0,0,0,0,0.693136,0.732344,0.03920800000000002,0.358037,0.303353,0.221992,0.268354,0.206301,0.50703,0.161105,0.846802,0.3185,0.099949,0.336463,data\scan_btc-2024-5m-10k_start5000_size1000.csv,data\scan_btc-2024-5m-10k_start6000_size1000.csv
DOGE_2024_FOLLOW_0_1000,DOGE_2024_LOCAL_SEQ,verteilt_offen,verteilt,8,22,3,3,0.375,0.136364,4,12,0.4545452727272727,0.013333,0.1936375909090909,256,986,8,0,0,0,0,0.692157,0.731721,0.03956399999999993,0.284764,0.303158,0.221941,0.267075,0.207827,0.504725,0.16149,0.84686,0.301024,0.101253,0.332344,data\scan_doge-2024-5m-10k_start5000_size1000.csv,data\scan_doge-2024-5m-10k_start6000_size1000.csv
XRP_2024_FOLLOW_0_1000,XRP_2024_LOCAL_SEQ,mittlere_uebergangsphase,mittel,3,3,1,0,0.333333,0.0,2,0,0.4733336666666667,0.416667,0.3448873333333333,266,982,12,0,0,0,0,0.690265,0.731151,0.04088599999999998,0.629667,0.299678,0.221293,0.270227,0.208802,0.502146,0.163445,0.843417,0.295645,0.103035,0.328465,data\scan_xrp-2024-5m-10k_start5000_size1000.csv,data\scan_xrp-2024-5m-10k_start6000_size1000.csv
BTC_2024_FOLLOW_1000_2000,BTC_2024_LOCAL_SEQ,verteilt_offen,verteilt,5,10,3,3,0.6,0.3,6,2,0.1353331,0.013333,0.23854329999999999,267,988,6,0,0,0,0,0.688281,0.729326,0.041045,0.399117,0.2993,0.221546,0.269978,0.209177,0.499671,0.164309,0.8404,0.281457,0.103796,0.325504,data\scan_btc-2024-5m-10k_start6000_size1000.csv,data\scan_btc-2024-5m-10k_start7000_size1000.csv
DOGE_2024_FOLLOW_1000_2000,DOGE_2024_LOCAL_SEQ,mittlere_uebergangsphase,mittel,4,6,4,6,1.0,1.0,3,3,0.18999983333333334,0.013333,0.2920625,263,980,14,0,0,0,0,0.687785,0.731313,0.04352800000000001,0.681254,0.292079,0.220094,0.274575,0.213252,0.500393,0.165575,0.83766,0.291131,0.103188,0.328573,data\scan_doge-2024-5m-10k_start6000_size1000.csv,data\scan_doge-2024-5m-10k_start7000_size1000.csv
XRP_2024_FOLLOW_1000_2000,XRP_2024_LOCAL_SEQ,verteilt_offen,verteilt,6,14,4,6,0.666667,0.428571,8,4,0.64,0.156667,0.19764685714285715,253,978,16,0,0,0,0,0.691871,0.732357,0.04048600000000002,0.558071,0.300216,0.221238,0.269781,0.208765,0.504933,0.161679,0.844239,0.303545,0.10042,0.334844,data\scan_xrp-2024-5m-10k_start6000_size1000.csv,data\scan_xrp-2024-5m-10k_start7000_size1000.csv
BTC_2024_FOLLOW_2000_3000,BTC_2024_LOCAL_SEQ,verteilt_offen,verteilt,6,14,5,9,0.833333,0.642857,8,6,0.6514286428571429,0.026667,0.1971672142857143,257,979,15,0,0,0,0,0.690215,0.727139,0.03692399999999996,0.606137,0.309192,0.22253,0.264997,0.203281,0.50375,0.16391,0.840624,0.307058,0.101466,0.33348,data\scan_btc-2024-5m-10k_start7000_size1000.csv,data\scan_btc-2024-5m-10k_start8000_size1000.csv
DOGE_2024_FOLLOW_2000_3000,DOGE_2024_LOCAL_SEQ,verteilt_offen,verteilt,10,29,4,5,0.4,0.172414,14,12,0.16655168965517242,0.013333,0.20012627586206896,256,984,10,0,0,0,0,0.687989,0.729152,0.04116300000000006,0.549687,0.298387,0.221368,0.271734,0.208511,0.499645,0.164828,0.838402,0.280071,0.102926,0.328529,data\scan_doge-2024-5m-10k_start7000_size1000.csv,data\scan_doge-2024-5m-10k_start8000_size1000.csv
XRP_2024_FOLLOW_2000_3000,XRP_2024_LOCAL_SEQ,verteilt_offen,verteilt,6,14,6,14,1.0,1.0,8,6,0.3580952142857143,0.036667,0.21531571428571428,261,972,22,0,0,0,0,0.688835,0.729885,0.04105000000000003,0.723396,0.29909,0.220881,0.270421,0.209607,0.499996,0.164476,0.84013,0.283024,0.1031,0.327747,data\scan_xrp-2024-5m-10k_start7000_size1000.csv,data\scan_xrp-2024-5m-10k_start8000_size1000.csv
BTC_2024_FOLLOW_3000_4000,BTC_2024_LOCAL_SEQ,verteilt_offen,verteilt,7,17,1,0,0.142857,0.0,10,5,0.2062745882352941,0.026667,0.22269817647058823,250,979,15,0,0,0,0,0.689866,0.730809,0.04094300000000006,0.623631,0.298433,0.22086,0.270361,0.210346,0.503917,0.164828,0.840786,0.309134,0.101904,0.3338,data\scan_btc-2024-5m-10k_start8000_size1000.csv,data\scan_btc-2024-5m-10k_start9000_size1000.csv
