label,weltgruppe,achsenklasse,rollenbreite_klasse,rollen,kombinationen,rollen_reaktiviert,kombinationen_voll,reaktivierungsquote,kombinationsquote,cross_state,same_state,avg_co_touch,min_co_touch,avg_resonanz,syntax,stabil,tragend_unruhig,kippend,gespannt,field_carried,field_strained,rekopplung,adaptive_rekopplung,adaptive_rekopplung_delta,adaptive_rekopplung_experience,adaptive_weight_carry,adaptive_weight_alignment,adaptive_weight_strain_relief,adaptive_weight_sensory,carry,strain,sensory,nachhall,neuro_load,neuro_balance,data_path,follow_data_path
PAXG_2024_1H_FOLLOW_4000_5000,PAXG_2024_1H_SEQ,kompakt_nachhallend,kompakt,1,0,1,0,1.0,0.0,0,0,0.0,0.0,0.0,298,972,22,0,0,0,0,0.683498,0.727129,0.043630999999999975,0.522189,0.293009,0.220507,0.273573,0.212911,0.489324,0.170434,0.832471,0.251327,0.110785,0.309008,data\paxg_2024_1h_follow_candidate_4000_5000.csv,data\paxg_2024_1h_follow_candidate_5000_6000.csv
PAXG_2024_1H_FOLLOW_5000_6000,PAXG_2024_1H_SEQ,verteilt_offen,verteilt,6,14,1,0,0.166667,0.0,7,7,0.7142857142857143,0.456667,0.19567678571428573,237,984,10,0,0,0,0,0.694814,0.732511,0.03769699999999998,0.500559,0.307137,0.22219,0.266146,0.204527,0.508238,0.161137,0.848355,0.329283,0.099296,0.339708,data\paxg_2024_1h_follow_candidate_5000_6000.csv,data\paxg_2024_1h_follow_candidate_6000_7000.csv
PAXG_2024_1H_FOLLOW_6000_7000,PAXG_2024_1H_SEQ,verteilt_offen,verteilt,7,18,3,3,0.428571,0.166667,8,6,0.3359258333333333,0.053333,0.2049416666666667,266,984,10,0,0,0,0,0.690216,0.731364,0.04114799999999996,0.56148,0.298597,0.221256,0.2708,0.209346,0.50047,0.163604,0.84023,0.287807,0.102544,0.328885,data\paxg_2024_1h_follow_candidate_6000_7000.csv,data\paxg_2024_1h_follow_candidate_7000_8000.csv
PAXG_2025_1H_FOLLOW_4000_5000,PAXG_2025_1H_SEQ,verteilt_offen,verteilt,8,22,6,14,0.75,0.636364,9,8,0.45454545454545453,0.026667,0.1926843181818182,227,989,5,0,0,0,0,0.694612,0.730842,0.036229999999999984,0.277945,0.310944,0.223041,0.263388,0.202628,0.509047,0.159729,0.846231,0.322678,0.09675,0.344223,data\paxg_2025_1h_follow_candidate_4000_5000.csv,data\paxg_2025_1h_follow_candidate_5000_6000.csv
PAXG_2025_1H_FOLLOW_5000_6000,PAXG_2025_1H_SEQ,verteilt_offen,verteilt,7,20,6,14,0.857143,0.7,11,9,0.34066675,0.026667,0.19905475,268,980,14,0,0,0,0,0.690124,0.731525,0.04140100000000002,0.622904,0.29837,0.220834,0.271024,0.209772,0.501203,0.163108,0.842068,0.29349,0.103112,0.327671,data\paxg_2025_1h_follow_candidate_5000_6000.csv,data\paxg_2025_1h_follow_candidate_6000_7000.csv
PAXG_2025_1H_FOLLOW_6000_7000,PAXG_2025_1H_SEQ,verteilt_offen,verteilt,7,18,6,12,0.857143,0.666667,12,6,0.22333316666666667,0.013333,0.2149861111111111,309,969,25,0,0,0,0,0.685636,0.727553,0.04191699999999998,0.585345,0.297031,0.220935,0.27143,0.210604,0.495318,0.167363,0.835244,0.27072,0.107526,0.316302,data\paxg_2025_1h_follow_candidate_6000_7000.csv,data\paxg_2025_1h_follow_candidate_7000_8000.csv
