achsenklasse,count,rollen,kombinationen,cross_state,same_state,rekopplung,adaptive_rekopplung,adaptive_rekopplung_experience,nachhall,base_world_energy,follow_world_energy,follow_minus_base_energy,base_abs_drift,follow_abs_drift,follow_minus_base_abs_drift,base_avg_range,follow_avg_range,follow_minus_base_range,base_direction_change_ratio,follow_direction_change_ratio
mittlere_uebergangsphase,3,3.0,3.0,2.0,0.0,0.7026506666666666,0.7141756666666667,0.029976,0.33230833333333337,1.1525077758141558,1.0662744827801076,-0.08623329303404818,0.005650718971955439,0.003313854753209738,-0.0023368642187457,0.0008019649982329353,0.000722658780149318,-7.930621808361733e-05,0.2828991315965264,0.26619906479625915
verteilt_rekoppelnd,1,5.0,10.0,6.0,2.0,0.70704,0.742225,0.120333,0.377034,0.945846419160309,1.0351870126491909,0.0893405934888819,0.002001000500250125,0.010978043912175649,0.008977043411925524,0.0006398218457553164,0.0006847015758398587,4.487973008454225e-05,0.24248496993987975,0.24348697394789579
