target_family,neighbor_family,co_memory_count,neighbor_count_sum,avg_cosine,avg_distance,role_reading,major_delta_axis,major_delta,source_profile,target_avg_sehen_form_salience,neighbor_avg_sehen_form_salience,delta_sehen_form_salience,target_avg_sehen_memory_recall,neighbor_avg_sehen_memory_recall,delta_sehen_memory_recall,target_avg_hoeren_stimulation,neighbor_avg_hoeren_stimulation,delta_hoeren_stimulation,target_avg_kontakt_druck,neighbor_avg_kontakt_druck,delta_kontakt_druck,target_avg_feldaufnahme_druck,neighbor_avg_feldaufnahme_druck,delta_feldaufnahme_druck,target_avg_mcm_kohaerenz,neighbor_avg_mcm_kohaerenz,delta_mcm_kohaerenz,target_avg_mcm_spannung,neighbor_avg_mcm_spannung,delta_mcm_spannung,target_avg_mcm_asymmetrie,neighbor_avg_mcm_asymmetrie,delta_mcm_asymmetrie,target_avg_feldsignatur,neighbor_avg_feldsignatur,delta_feldsignatur
dio_0l7p,dio_087m,191,2827,0.957808,0.28524,asymmetrie_plus,mcm_asymmetrie,0.23743,sonstige:61;btc:46;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.230222,0.267734,0.037512,0.0,0.0,0.0,0.083744,0.145734,0.06199,0.0,0.0,0.0,0.050776,0.076678,0.025902,0.62155,0.75257,0.13102,0.050776,0.076678,0.025902,0.001136,0.238566,0.23743,0.010004,0.010921,0.000917
dio_0l7p,dio_1rqi,188,2205,0.963327,0.268984,asymmetrie_minus,mcm_asymmetrie,-0.217352,sonstige:59;btc:46;doge:25;xrp:24;paxg:24;expansion:3;sideways:3;stress:3;synth:1,0.231323,0.272935,0.041612,0.0,0.0,0.0,0.083512,0.14615,0.062638,0.0,0.0,0.0,0.050749,0.077185,0.026436,0.620106,0.747217,0.127112,0.050749,0.077185,0.026436,-0.000131,-0.217482,-0.217352,0.009991,0.011811,0.00182
dio_0l7p,dio_1s2n,187,1110,0.973735,0.1736,asymmetrie_plus,mcm_asymmetrie,0.127563,sonstige:64;btc:42;doge:26;xrp:23;paxg:23;expansion:3;sideways:3;stress:3,0.231313,0.342209,0.110896,0.0,0.0,0.0,0.082948,0.084226,0.001277,0.0,0.0,0.0,0.050407,0.054443,0.004037,0.621476,0.628897,0.00742,0.050407,0.054443,0.004037,0.000948,0.128511,0.127563,0.010022,0.00961,-0.000412
dio_0l7p,dio_1jsj,185,1602,0.96282,0.24722,asymmetrie_minus,mcm_asymmetrie,-0.214764,sonstige:71;btc:38;doge:23;xrp:22;paxg:21;expansion:3;sideways:3;stress:3;synth:1,0.230203,0.271784,0.04158,0.0,0.0,0.0,0.082555,0.087916,0.005361,0.0,0.0,0.0,0.050141,0.052754,0.002612,0.622771,0.72807,0.1053,0.050141,0.052754,0.002612,0.001184,-0.213579,-0.214764,0.010073,0.011648,0.001574
dio_0l7p,dio_0dd2,185,4709,0.985105,0.175075,kohaerenz_hoeher,mcm_kohaerenz,0.133707,sonstige:55;btc:46;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.228675,0.156093,-0.072582,0.0,0.0,0.0,0.083695,0.155479,0.071784,0.0,0.0,0.0,0.050816,0.076556,0.025741,0.619558,0.753265,0.133707,0.050816,0.076556,0.025741,0.000905,-0.008376,-0.00928,0.009984,0.011526,0.001542
dio_0l7p,dio_02n3,184,4829,0.990867,0.09203,zielnahe_mitrolle,sehen_form_salience,-0.054396,sonstige:73;btc:46;doge:23;xrp:23;paxg:11;sideways:3;stress:3;synth:1;expansion:1,0.230292,0.175896,-0.054396,0.0,0.0,0.0,0.082728,0.034331,-0.048397,0.0,0.0,0.0,0.049976,0.02523,-0.024746,0.624067,0.654092,0.030026,0.049976,0.02523,-0.024746,0.001131,-0.001264,-0.002394,0.010094,0.010563,0.000469
dio_0l7p,dio_17ct,183,7994,0.969162,0.249272,hoeren_staerker,hoeren_stimulation,0.151973,sonstige:52;btc:46;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.231691,0.24524,0.013549,0.0,0.0,0.0,0.084007,0.23598,0.151973,0.0,0.0,0.0,0.051024,0.11364,0.062616,0.619823,0.735306,0.115483,0.051024,0.11364,0.062616,-0.000973,-0.128969,-0.127996,0.009965,0.011432,0.001467
dio_0l7p,dio_18kx,179,1902,0.937492,0.279291,asymmetrie_minus,mcm_asymmetrie,-0.23987,sonstige:50;btc:46;doge:26;xrp:24;paxg:23;expansion:3;sideways:3;stress:3;synth:1,0.232772,0.352365,0.119593,0.0,0.0,0.0,0.082984,0.141298,0.058314,0.0,0.0,0.0,0.050559,0.07891,0.028352,0.620725,0.631097,0.010372,0.050559,0.07891,0.028352,-0.000175,-0.240045,-0.23987,0.010007,0.010327,0.00032
dio_0l7p,dio_1qyl,178,986,0.937573,0.268407,asymmetrie_plus,mcm_asymmetrie,0.239047,sonstige:57;btc:43;doge:25;xrp:23;paxg:21;expansion:3;sideways:3;stress:3,0.231827,0.34779,0.115962,0.0,0.0,0.0,0.083403,0.082894,-0.000509,0.0,0.0,0.0,0.050648,0.054167,0.003519,0.620888,0.624468,0.00358,0.050648,0.054167,0.003519,0.000227,0.239275,0.239047,0.009993,0.009303,-0.000689
dio_0l7p,dio_0z9t,175,3422,0.971912,0.214301,hoeren_staerker,hoeren_stimulation,0.140057,btc:46;sonstige:45;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.229856,0.158593,-0.071263,0.0,0.0,0.0,0.084311,0.224368,0.140057,0.0,0.0,0.0,0.051175,0.110761,0.059586,0.618995,0.730812,0.111817,0.051175,0.110761,0.059586,0.001365,-0.015794,-0.017159,0.00994,0.011154,0.001214
dio_0l7p,dio_1mjc,175,2891,0.99206,0.119116,kohaerenz_hoeher,mcm_kohaerenz,0.097423,sonstige:62;btc:38;doge:26;paxg:20;xrp:19;expansion:3;sideways:3;stress:3;synth:1,0.231152,0.208509,-0.022643,0.0,0.0,0.0,0.082243,0.040765,-0.041478,0.0,0.0,0.0,0.05005,0.029032,-0.021018,0.622174,0.719597,0.097423,0.05005,0.029032,-0.021018,0.000897,0.012145,0.011248,0.010057,0.011181,0.001124
dio_0l7p,dio_0pq6,174,2623,0.96711,0.195785,sehen_schaerfer,sehen_form_salience,0.141058,btc:46;sonstige:44;doge:26;xrp:24;paxg:24;expansion:3;sideways:3;stress:3;synth:1,0.232574,0.373632,0.141058,0.0,0.0,0.0,0.083678,0.142092,0.058414,0.0,0.0,0.0,0.050975,0.080121,0.029146,0.619875,0.611037,-0.008838,0.050975,0.080121,0.029146,0.000457,0.099473,0.099017,0.009958,0.009414,-0.000543
dio_0l7p,dio_1jc2,172,4193,0.981638,0.1313,asymmetrie_minus,mcm_asymmetrie,-0.113606,btc:46;sonstige:41;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.232556,0.252251,0.019696,0.0,0.0,0.0,0.0839,0.038335,-0.045565,0.0,0.0,0.0,0.051187,0.030814,-0.020372,0.618672,0.630638,0.011965,0.051187,0.030814,-0.020372,-0.000513,-0.114119,-0.113606,0.009929,0.010243,0.000314
dio_0l7p,dio_09bn,169,5174,0.984712,0.186767,asymmetrie_plus,mcm_asymmetrie,0.122075,btc:46;sonstige:39;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.231071,0.235871,0.0048,0.0,0.0,0.0,0.085689,0.145675,0.059986,0.0,0.0,0.0,0.051991,0.074947,0.022957,0.617562,0.737838,0.120276,0.051991,0.074947,0.022957,-0.000794,0.121282,0.122075,0.009884,0.010958,0.001075
dio_0l7p,dio_10ef,167,3417,0.932039,0.275936,asymmetrie_plus,mcm_asymmetrie,0.24501,sonstige:64;btc:38;doge:21;xrp:20;paxg:16;expansion:3;stress:3;synth:1;sideways:1,0.231496,0.341178,0.109682,0.0,0.0,0.0,0.082355,0.037024,-0.045331,0.0,0.0,0.0,0.05001,0.03451,-0.0155,0.622349,0.626053,0.003704,0.05001,0.03451,-0.0155,0.001273,0.246283,0.24501,0.010054,0.009349,-0.000705
dio_0l7p,dio_06s7,167,7103,0.987111,0.112385,asymmetrie_minus,mcm_asymmetrie,-0.106944,btc:46;sonstige:36;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.231382,0.249792,0.018411,0.0,0.0,0.0,0.085747,0.087763,0.002016,0.0,0.0,0.0,0.05201,0.052058,4.8e-05,0.617127,0.633058,0.015931,0.05201,0.052058,4.8e-05,-0.00217,-0.109114,-0.106944,0.00987,0.010173,0.000303
dio_0l7p,dio_0gfm,164,1862,0.930951,0.280178,asymmetrie_minus,mcm_asymmetrie,-0.2495,sonstige:63;btc:35;doge:21;xrp:20;paxg:18;sideways:3;stress:3;synth:1,0.231647,0.341706,0.110059,0.0,0.0,0.0,0.082268,0.040001,-0.042266,0.0,0.0,0.0,0.050044,0.035827,-0.014216,0.622989,0.628996,0.006007,0.050044,0.035827,-0.014216,0.001014,-0.248486,-0.2495,0.010079,0.010473,0.000394
dio_0l7p,dio_0p8i,164,1056,0.94018,0.267721,asymmetrie_minus,mcm_asymmetrie,-0.240397,sonstige:54;btc:38;doge:23;xrp:21;paxg:18;expansion:3;sideways:3;stress:3;synth:1,0.232714,0.343102,0.110388,0.0,0.0,0.0,0.082497,0.082114,-0.000383,0.0,0.0,0.0,0.050207,0.053747,0.00354,0.621993,0.636154,0.014161,0.050207,0.053747,0.00354,0.000575,-0.239822,-0.240397,0.010036,0.010495,0.000458
dio_0l7p,dio_00ly,164,9566,0.982059,0.136474,asymmetrie_plus,mcm_asymmetrie,0.113001,btc:46;sonstige:33;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.230873,0.256931,0.026058,0.0,0.0,0.0,0.086089,0.143349,0.05726,0.0,0.0,0.0,0.052193,0.076924,0.024731,0.618235,0.627107,0.008872,0.052193,0.076924,0.024731,-0.001216,0.111785,0.113001,0.009871,0.009634,-0.000238
dio_0l7p,dio_0om4,163,1964,0.93708,0.275243,asymmetrie_plus,mcm_asymmetrie,0.236779,btc:46;sonstige:32;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.233287,0.352546,0.119259,0.0,0.0,0.0,0.084885,0.141081,0.056195,0.0,0.0,0.0,0.051725,0.078506,0.026781,0.61829,0.62166,0.00337,0.051725,0.078506,0.026781,-0.000467,0.236312,0.236779,0.009888,0.009195,-0.000693
dio_0l7p,dio_10dv,163,2653,0.962526,0.253791,hoeren_staerker,hoeren_stimulation,0.143559,btc:46;sonstige:33;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.229692,0.158969,-0.070723,0.0,0.0,0.0,0.08562,0.229178,0.143559,0.0,0.0,0.0,0.051925,0.11286,0.060936,0.617298,0.745567,0.128269,0.051925,0.11286,0.060936,-0.002836,-0.11871,-0.115875,0.009887,0.011445,0.001558
dio_0l7p,dio_1gsb,162,689,0.956913,0.232037,asymmetrie_minus,mcm_asymmetrie,-0.205752,btc:43;sonstige:37;doge:25;paxg:24;xrp:23;expansion:3;sideways:3;stress:3;synth:1,0.231413,0.296664,0.065251,0.0,0.0,0.0,0.083691,0.144841,0.06115,0.0,0.0,0.0,0.051065,0.077456,0.026391,0.618775,0.651496,0.032721,0.051065,0.077456,0.026391,-0.000949,-0.206701,-0.205752,0.009946,0.010489,0.000543
dio_0l7p,dio_0jt7,162,5557,0.953493,0.230432,asymmetrie_plus,mcm_asymmetrie,0.209512,sonstige:71;btc:31;xrp:20;doge:18;paxg:15;expansion:3;sideways:3;synth:1,0.230135,0.291314,0.06118,0.0,0.0,0.0,0.081969,0.03405,-0.047918,0.0,0.0,0.0,0.04969,0.03063,-0.01906,0.624396,0.65668,0.032284,0.04969,0.03063,-0.01906,0.001837,0.211349,0.209512,0.010114,0.00991,-0.000204
dio_0l7p,dio_0h9h,162,14631,0.983574,0.130957,asymmetrie_minus,mcm_asymmetrie,-0.10176,btc:46;sonstige:31;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.23057,0.251221,0.020651,0.0,0.0,0.0,0.086244,0.150663,0.064418,0.0,0.0,0.0,0.05225,0.08089,0.02864,0.617619,0.62585,0.008231,0.05225,0.08089,0.02864,-0.003024,-0.104784,-0.10176,0.009868,0.010015,0.000147
dio_0l7p,dio_155c,161,23453,0.958462,0.214265,hoeren_staerker,hoeren_stimulation,0.156903,btc:46;sonstige:30;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.230581,0.239647,0.009066,0.0,0.0,0.0,0.085683,0.242585,0.156903,0.0,0.0,0.0,0.051976,0.120094,0.068118,0.616454,0.622295,0.005841,0.051976,0.120094,0.068118,-0.002508,-0.10743,-0.104921,0.009853,0.009911,5.8e-05
dio_0l7p,dio_1fe0,160,984,0.954354,0.299405,asymmetrie_minus,mcm_asymmetrie,-0.237386,sonstige:49;btc:43;doge:22;paxg:19;xrp:17;expansion:3;sideways:3;stress:3;synth:1,0.234078,0.349285,0.115208,0.0,0.0,0.0,0.082992,0.149813,0.066821,0.0,0.0,0.0,0.050634,0.082214,0.03158,0.619576,0.726794,0.107218,0.050634,0.082214,0.03158,-0.000994,-0.23838,-0.237386,0.009988,0.011558,0.00157
dio_0l7p,dio_1u5i,159,5414,0.992736,0.094781,zielnahe_mitrolle,mcm_kohaerenz,-0.06852,btc:46;sonstige:29;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.230742,0.264862,0.03412,0.0,0.0,0.0,0.086484,0.037579,-0.048905,0.0,0.0,0.0,0.052508,0.040018,-0.012489,0.616156,0.547636,-0.06852,0.052508,0.040018,-0.012489,-0.001771,0.001102,0.002873,0.009834,0.009011,-0.000823
dio_0l7p,dio_104t,159,33391,0.99474,0.070663,zielnahe_mitrolle,hoeren_stimulation,0.056679,btc:46;sonstige:28;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.230952,0.23685,0.005898,0.0,0.0,0.0,0.086458,0.143137,0.056679,0.0,0.0,0.0,0.052434,0.077858,0.025424,0.616369,0.614382,-0.001987,0.052434,0.077858,0.025424,-0.002808,-0.006806,-0.003999,0.009841,0.009733,-0.000108
dio_0l7p,dio_1q85,158,5930,0.980574,0.20455,hoeren_staerker,hoeren_stimulation,0.147674,btc:46;sonstige:28;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.230458,0.229074,-0.001384,0.0,0.0,0.0,0.086608,0.234282,0.147674,0.0,0.0,0.0,0.052509,0.112796,0.060287,0.615843,0.725221,0.109378,0.052509,0.112796,0.060287,-0.002747,-0.008789,-0.006043,0.009824,0.010995,0.001171
dio_0l7p,dio_0tay,158,4545,0.99482,0.135544,kohaerenz_hoeher,mcm_kohaerenz,0.108743,btc:46;sonstige:28;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.231151,0.221858,-0.009293,0.0,0.0,0.0,0.086592,0.154459,0.067867,0.0,0.0,0.0,0.052507,0.077708,0.025201,0.616556,0.725299,0.108743,0.052507,0.077708,0.025201,-0.001934,0.001568,0.003502,0.009837,0.011051,0.001213
dio_0l7p,dio_1sa0,157,1446,0.945926,0.354551,asymmetrie_minus,mcm_asymmetrie,-0.23793,btc:46;sonstige:28;doge:26;xrp:24;paxg:23;expansion:3;sideways:3;stress:3;synth:1,0.234434,0.360702,0.126268,0.0,0.0,0.0,0.085306,0.245635,0.160329,0.0,0.0,0.0,0.052012,0.121012,0.069,0.617446,0.74558,0.128134,0.052012,0.121012,0.069,-0.002651,-0.240582,-0.23793,0.009871,0.011548,0.001677
dio_0l7p,dio_0oiz,157,650,0.958423,0.224814,asymmetrie_minus,mcm_asymmetrie,-0.210027,sonstige:56;btc:36;doge:22;paxg:19;xrp:17;expansion:3;stress:3;synth:1,0.232264,0.295636,0.063372,0.0,0.0,0.0,0.082037,0.084307,0.002269,0.0,0.0,0.0,0.049951,0.052233,0.002282,0.622602,0.660654,0.038052,0.049951,0.052233,0.002282,0.00094,-0.209087,-0.210027,0.010073,0.01081,0.000737
dio_0l7p,dio_0zad,156,592,0.970416,0.1804,asymmetrie_plus,mcm_asymmetrie,0.127633,sonstige:50;btc:34;doge:24;paxg:22;xrp:17;expansion:3;sideways:3;stress:3,0.232337,0.342936,0.110599,0.0,0.0,0.0,0.082647,0.044053,-0.038594,0.0,0.0,0.0,0.050336,0.037417,-0.012919,0.621475,0.627572,0.006097,0.050336,0.037417,-0.012919,0.001881,0.129514,0.127633,0.010014,0.00963,-0.000384
dio_0l7p,dio_19pg,155,4628,0.980989,0.142547,sehen_schaerfer,sehen_form_salience,0.118415,btc:46;doge:26;paxg:25;xrp:24;sonstige:24;expansion:3;sideways:3;stress:3;synth:1,0.2314,0.349814,0.118415,0.0,0.0,0.0,0.08635,0.146651,0.060301,0.0,0.0,0.0,0.052433,0.081401,0.028968,0.616027,0.595457,-0.02057,0.052433,0.081401,0.028968,-0.002541,-0.006256,-0.003715,0.009815,0.009435,-0.00038
dio_0l7p,dio_07uk,153,3140,0.943242,0.337253,asymmetrie_plus,mcm_asymmetrie,0.243015,btc:46;doge:26;paxg:25;xrp:24;sonstige:23;expansion:3;sideways:3;stress:3,0.232238,0.253307,0.02107,0.0,0.0,0.0,0.086353,0.245991,0.159638,0.0,0.0,0.0,0.052541,0.118529,0.065988,0.616641,0.755468,0.138828,0.052541,0.118529,0.065988,-0.001621,0.241394,0.243015,0.009835,0.010827,0.000992
dio_0l7p,dio_1uof,153,3921,0.964594,0.175384,sehen_schaerfer,sehen_form_salience,0.134694,btc:46;doge:26;paxg:25;xrp:24;sonstige:22;expansion:3;sideways:3;stress:3;synth:1,0.230913,0.365608,0.134694,0.0,0.0,0.0,0.086548,0.038922,-0.047626,0.0,0.0,0.0,0.052534,0.040139,-0.012395,0.61569,0.518213,-0.097477,0.052534,0.040139,-0.012395,-0.002691,0.001888,0.004579,0.009804,0.008582,-0.001223
dio_0l7p,dio_02xf,153,3016,0.969026,0.164508,sehen_schaerfer,sehen_form_salience,0.134738,btc:46;doge:26;paxg:25;xrp:24;sonstige:22;expansion:3;sideways:3;stress:3;synth:1,0.231145,0.365883,0.134738,0.0,0.0,0.0,0.086514,0.07836,-0.008154,0.0,0.0,0.0,0.052531,0.056049,0.003518,0.616042,0.525643,-0.090399,0.052531,0.056049,0.003518,-0.002703,-7.2e-05,0.00263,0.009814,0.008662,-0.001152
dio_0l7p,dio_0z3k,151,1113,0.949291,0.374419,asymmetrie_plus,mcm_asymmetrie,0.251781,btc:46;doge:26;xrp:24;paxg:24;sonstige:22;expansion:3;sideways:3;stress:3,0.231823,0.235016,0.003193,0.0,0.0,0.0,0.086551,0.234959,0.148408,0.0,0.0,0.0,0.052596,0.11352,0.060923,0.616366,0.832002,0.215636,0.052596,0.11352,0.060923,-0.001031,0.25075,0.251781,0.00982,0.01174,0.00192
