achsenklasse,count,rollen,kombinationen,cross_state,same_state,rekopplung,adaptive_rekopplung,adaptive_rekopplung_experience,nachhall,base_world_energy,follow_world_energy,follow_minus_base_energy,base_abs_drift,follow_abs_drift,follow_minus_base_abs_drift,base_avg_range,follow_avg_range,follow_minus_base_range,base_direction_change_ratio,follow_direction_change_ratio
kompakt_nachhallend,1,1.0,0.0,0.0,0.0,0.683498,0.727129,0.522189,0.251327,2.6947955058414332,3.3522598084775446,0.6574643026361113,0.02400342906129447,0.04773869346733668,0.023735264406042213,0.003013092943336604,0.003556090672655867,0.0005429977293192629,0.43286573146292584,0.40981963927855714
verteilt_offen,5,7.0,18.4,9.4,7.2,0.6910804,0.730759,0.5096466,0.3007956,2.682786824782228,3.004311973759504,0.32152514897727624,0.08252580653619931,0.07432116853816054,-0.008204637998038767,0.0026587601633242665,0.00295600646478383,0.0002972463014595636,0.4837675350701403,0.4905811623246493
