label,achsenklasse,rollen,kombinationen,syntax,rekopplung,adaptive_rekopplung,adaptive_rekopplung_experience,nachhall,base_world_energy,follow_world_energy,follow_minus_base_energy,base_abs_drift,follow_abs_drift,follow_minus_base_abs_drift,base_avg_range,follow_avg_range,follow_minus_base_range,base_direction_change_ratio,follow_direction_change_ratio
PAXG_2024_FOLLOW_0_1000,mittlere_uebergangsphase,3,3,214,0.702374,0.709459,0.018779,0.333634,1.2006716873016743,1.221664627491602,0.02099294018992781,0.000996512207274539,0.004977600796416127,0.003981088589141588,0.0008374252328485268,0.0008837681860104206,4.6342953161893703e-05,0.2965931863727455,0.30861723446893785
PAXG_2024_FOLLOW_1000_2000,mittlere_uebergangsphase,3,3,226,0.696857,0.70051,0.009837,0.299223,1.221664627491602,0.945846419160309,-0.2758182083312931,0.004977600796416127,0.002001000500250125,-0.002976600296166002,0.0008837681860104206,0.0006398218457553164,-0.00024394634025510413,0.30861723446893785,0.24248496993987975
PAXG_2024_FOLLOW_2000_3000,verteilt_rekoppelnd,5,10,182,0.70704,0.742225,0.120333,0.377034,0.945846419160309,1.0351870126491909,0.0893405934888819,0.002001000500250125,0.010978043912175649,0.008977043411925524,0.0006398218457553164,0.0006847015758398587,4.487973008454225e-05,0.24248496993987975,0.24348697394789579
PAXG_2024_FOLLOW_3000_4000,mittlere_uebergangsphase,3,3,192,0.708721,0.732558,0.061312,0.364068,1.0351870126491909,1.0313124016884117,-0.0038746109607792345,0.010978043912175649,0.002962962962962963,-0.008015080949212687,0.0006847015758398587,0.0006443863086822171,-4.031526715764157e-05,0.24348697394789579,0.24749498997995992
