label,weltgruppe,achsenklasse,rollenbreite_klasse,rollen,kombinationen,rollen_reaktiviert,kombinationen_voll,reaktivierungsquote,kombinationsquote,cross_state,same_state,avg_co_touch,min_co_touch,avg_resonanz,syntax,stabil,tragend_unruhig,kippend,gespannt,field_carried,field_strained,rekopplung,adaptive_rekopplung,adaptive_rekopplung_delta,adaptive_rekopplung_experience,adaptive_weight_carry,adaptive_weight_alignment,adaptive_weight_strain_relief,adaptive_weight_sensory,carry,strain,sensory,nachhall,neuro_load,neuro_balance,data_path,follow_data_path,base_rows,base_drift,base_abs_drift,base_avg_abs_return,base_p95_abs_return,base_avg_range,base_p95_range,base_avg_volume_change,base_direction_change_ratio,base_direction_persistence,base_world_energy,follow_rows,follow_drift,follow_abs_drift,follow_avg_abs_return,follow_p95_abs_return,follow_avg_range,follow_p95_range,follow_avg_volume_change,follow_direction_change_ratio,follow_direction_persistence,follow_world_energy,follow_minus_base_energy,follow_minus_base_abs_drift,follow_minus_base_range
BTC_2025_1H_SHIFT_4000_5000,BTC_1H_SHIFTZONE,kompakt_nachhallend,kompakt,2,1,2,1,1.0,1.0,0,1,0.233333,0.233333,0.5,244,977,17,0,0,0,0,0.692402,0.735372,0.042970000000000064,0.660519,0.292864,0.219894,0.274121,0.213122,0.507153,0.162488,0.842827,0.319601,0.099086,0.340023,data\btc_2025_1h_shiftzone_4000_5000.csv,data\btc_2025_1h_shiftzone_5000_6000.csv,1000.0,0.10331654727061844,0.10331654727061844,0.002357422902331845,0.006858967669037477,0.004711485846971492,0.010681604230399785,0.49890585192392234,0.4849699398797595,0.5150300601202404,5.049489215613896,1000.0,-0.06664102401521091,0.06664102401521091,0.0023465002432675125,0.007074475088429681,0.004677898693670935,0.00992448021154348,0.4676178087635466,0.5370741482965932,0.46292585170340683,4.9615408901733735,-0.08794832544052245,-0.03667552325540753,-3.3587153300557e-05
BTC_2025_1H_SHIFT_5000_6000,BTC_1H_SHIFTZONE,kompakt_nachhallend,kompakt,1,0,1,0,1.0,0.0,0,0,0.0,0.0,0.0,249,978,16,0,0,0,0,0.688662,0.726666,0.03800400000000004,0.570926,0.305729,0.22218,0.266738,0.205353,0.502338,0.166697,0.837736,0.306789,0.102407,0.332997,data\btc_2025_1h_shiftzone_5000_6000.csv,data\btc_2025_1h_shiftzone_6000_7000.csv,1000.0,-0.06664102401521091,0.06664102401521091,0.0023465002432675125,0.007074475088429681,0.004677898693670935,0.00992448021154348,0.4676178087635466,0.5370741482965932,0.46292585170340683,4.9615408901733735,1000.0,-0.02121349039625061,0.02121349039625061,0.002431027124891703,0.007657703025897439,0.005032931461019057,0.012333841351708631,0.48664915102900264,0.4789579158316633,0.5210420841683367,5.583590532768249,0.6220496425948756,-0.0454275336189603,0.00035503276734812246
BTC_2025_1H_SHIFT_6000_7000,BTC_1H_SHIFTZONE,kompakt_nachhallend,kompakt,1,0,1,0,1.0,0.0,0,0,0.0,0.0,0.0,289,972,22,0,0,0,0,0.685738,0.727402,0.041664000000000034,0.530349,0.297285,0.221009,0.271765,0.209942,0.495952,0.167613,0.834644,0.273112,0.106136,0.320458,data\btc_2025_1h_shiftzone_6000_7000.csv,data\btc_2025_1h_shiftzone_7000_8000.csv,1000.0,-0.02121349039625061,0.02121349039625061,0.002431027124891703,0.007657703025897439,0.005032931461019057,0.012333841351708631,0.48664915102900264,0.4789579158316633,0.5210420841683367,5.583590532768249,1000.0,-0.16254233978637722,0.16254233978637722,0.003638868775545886,0.01054096009156107,0.007409831266532842,0.01618711995799252,0.4800774089678213,0.5250501002004008,0.47494989979959923,7.741752392584844,2.1581618598165946,0.1413288493901266,0.002376899805513785
BTC_2025_30M_SHIFT_8000_9000,BTC_30M_SHIFTZONE,verteilt_rekoppelnd,verteilt,6,15,2,1,0.333333,0.066667,5,6,0.6666666666666666,0.026667,0.191496,224,984,10,0,0,0,0,0.695411,0.737957,0.04254599999999997,0.435167,0.293612,0.220265,0.273316,0.212807,0.512054,0.160941,0.848134,0.346705,0.097059,0.346914,data\btc_2025_30m_shiftzone_8000_9000.csv,data\btc_2025_30m_shiftzone_9000_10000.csv,1000.0,0.009467203701212151,0.009467203701212151,0.0016266950993037365,0.004761159505378681,0.0030633406163972587,0.007111805766168697,0.46346373266912394,0.5240480961923848,0.4759519038076152,3.417398006613963,1000.0,0.09663088981405138,0.09663088981405138,0.0017538992045393789,0.004882172192954575,0.0033663703689844056,0.007450446995565856,0.49427188188789545,0.5130260521042084,0.4869739478957916,3.6072484615610616,0.1898504549470985,0.08716368611283923,0.0003030297525871469
BTC_2025_30M_SHIFT_9000_10000,BTC_30M_SHIFTZONE,verteilt_offen,verteilt,5,10,4,6,0.8,0.6,6,2,0.1956666,0.09,0.2422728,247,979,15,0,0,0,0,0.690981,0.728871,0.03789000000000009,0.493237,0.307189,0.222397,0.265741,0.204674,0.504009,0.163132,0.842642,0.302715,0.100823,0.334239,data\btc_2025_30m_shiftzone_9000_10000.csv,data\btc_2025_30m_shiftzone_10000_11000.csv,1000.0,0.09663088981405138,0.09663088981405138,0.0017538992045393789,0.004882172192954575,0.0033663703689844056,0.007450446995565856,0.49427188188789545,0.5130260521042084,0.4869739478957916,3.6072484615610616,1000.0,-0.031068830586898313,0.031068830586898313,0.0016044435261292366,0.004414141112314853,0.0030739997678512977,0.0067342411500677535,0.4732993842674164,0.5170340681362725,0.4829659318637275,3.2765421186539956,-0.330706342907066,-0.06556205922715307,-0.00029237060113310783
BTC_2025_30M_SHIFT_10000_11000,BTC_30M_SHIFTZONE,verteilt_offen,verteilt,5,10,1,0,0.2,0.0,6,4,0.056666499999999995,0.013333,0.2348594,245,982,12,0,0,0,0,0.690278,0.727539,0.0372610000000001,0.4445,0.307907,0.222173,0.265501,0.20442,0.504732,0.164206,0.839019,0.31304,0.100067,0.337557,data\btc_2025_30m_shiftzone_10000_11000.csv,data\btc_2025_30m_shiftzone_11000_12000.csv,1000.0,-0.031068830586898313,0.031068830586898313,0.0016044435261292366,0.004414141112314853,0.0030739997678512977,0.0067342411500677535,0.4732993842674164,0.5170340681362725,0.4829659318637275,3.2765421186539956,1000.0,-0.03727182952182955,0.03727182952182955,0.001720253200744005,0.004778538915668807,0.003332989605617943,0.007524304992451357,0.5017651494510256,0.5280561122244489,0.4719438877755511,3.577854459202447,0.30131234054845146,0.006202998934931238,0.0002589898377666454
BTC_2025_30M_SHIFT_11000_12000,BTC_30M_SHIFTZONE,mittlere_uebergangsphase,mittel,4,6,3,3,0.75,0.5,3,3,0.4833335,0.026667,0.27832633333333334,259,981,13,0,0,0,0,0.688445,0.730733,0.04228799999999999,0.587972,0.294668,0.220846,0.273263,0.211222,0.501808,0.166628,0.838265,0.305162,0.103458,0.330188,data\btc_2025_30m_shiftzone_11000_12000.csv,data\btc_2025_30m_shiftzone_12000_13000.csv,1000.0,-0.03727182952182955,0.03727182952182955,0.001720253200744005,0.004778538915668807,0.003332989605617943,0.007524304992451357,0.5017651494510256,0.5280561122244489,0.4719438877755511,3.577854459202447,1000.0,-0.008034787324289607,0.008034787324289607,0.0013149759458780316,0.0038829152650907283,0.0024868322813297967,0.005546377236437922,0.46276884597520074,0.5450901803607214,0.45490981963927857,2.7462642673481326,-0.8315901918543145,-0.029237042197539944,-0.0008461573242881464
BTC_2025_15M_SHIFT_16000_17000,BTC_15M_SHIFTZONE,verteilt_offen,verteilt,6,15,2,1,0.333333,0.066667,8,4,0.24044433333333334,0.013333,0.21795946666666666,265,984,10,0,0,0,0,0.689152,0.731437,0.04228500000000002,0.483289,0.295037,0.22076,0.273401,0.210801,0.501887,0.165124,0.839422,0.302772,0.10321,0.329654,data\btc_2025_15m_shiftzone_16000_17000.csv,data\btc_2025_15m_shiftzone_17000_18000.csv,1000.0,-0.005149645733163282,0.005149645733163282,0.0014644890477030074,0.004199029834305581,0.0027056054097960663,0.006179246035242409,0.49526267874258095,0.530060120240481,0.469939879759519,3.014943716946194,1000.0,0.013282106826722003,0.013282106826722003,0.000839661263908181,0.0023737628655815532,0.001504724994129565,0.003706008956289979,0.537645638507777,0.49899799599198397,0.5010020040080161,1.7564662722940925,-1.2584774446521017,0.00813246109355872,-0.0012008804156665013
BTC_2025_15M_SHIFT_17000_18000,BTC_15M_SHIFTZONE,kompakt_nachhallend,kompakt,2,1,2,1,1.0,1.0,0,1,0.053333,0.053333,0.5,272,979,15,0,0,0,0,0.68868,0.730541,0.04186100000000004,0.67315,0.297368,0.220664,0.271436,0.210532,0.499824,0.164093,0.840793,0.283564,0.104275,0.324997,data\btc_2025_15m_shiftzone_17000_18000.csv,data\btc_2025_15m_shiftzone_18000_19000.csv,1000.0,0.013282106826722003,0.013282106826722003,0.000839661263908181,0.0023737628655815532,0.001504724994129565,0.003706008956289979,0.537645638507777,0.49899799599198397,0.5010020040080161,1.7564662722940925,1000.0,0.10831557898228868,0.10831557898228868,0.0013618144051586515,0.003732726653229264,0.002428886751771888,0.0054844140667176635,0.5286048361362565,0.501002004008016,0.498997995991984,2.7099459227109772,0.9534796504168848,0.09503347215556668,0.0009241617576423232
BTC_2025_15M_SHIFT_18000_19000,BTC_15M_SHIFTZONE,verteilt_offen,verteilt,7,20,4,5,0.571429,0.25,11,7,0.4165,0.026667,0.1955438,284,978,16,0,0,0,0,0.68746,0.730053,0.04259299999999999,0.624413,0.295244,0.220509,0.27285,0.211396,0.498165,0.164524,0.837185,0.274321,0.104171,0.323895,data\btc_2025_15m_shiftzone_18000_19000.csv,data\btc_2025_15m_shiftzone_19000_20000.csv,1000.0,0.10831557898228868,0.10831557898228868,0.0013618144051586515,0.003732726653229264,0.002428886751771888,0.0054844140667176635,0.5286048361362565,0.501002004008016,0.498997995991984,2.7099459227109772,1000.0,-0.01274997291082245,0.01274997291082245,0.0011946362954346006,0.0033844318553851766,0.0021891712708251255,0.004628278894267065,0.5048818541014599,0.5220440881763527,0.4779559118236473,2.388314436025073,-0.321631486685904,-0.09556560607146622,-0.0002397154809467626
BTC_2025_15M_SHIFT_19000_20000,BTC_15M_SHIFTZONE,verteilt_offen,verteilt,6,14,2,1,0.333333,0.071429,7,4,0.6559522142857144,0.153333,0.1973765,247,984,10,0,0,0,0,0.691627,0.732577,0.04095000000000004,0.507825,0.299568,0.221577,0.270406,0.208449,0.503681,0.161162,0.844342,0.293204,0.100325,0.333485,data\btc_2025_15m_shiftzone_19000_20000.csv,data\btc_2025_15m_shiftzone_20000_21000.csv,1000.0,-0.01274997291082245,0.01274997291082245,0.0011946362954346006,0.0033844318553851766,0.0021891712708251255,0.004628278894267065,0.5048818541014599,0.5220440881763527,0.4779559118236473,2.388314436025073,1000.0,-0.02020951984509917,0.02020951984509917,0.001174918576310124,0.003155294729807626,0.0021598720079280035,0.0046953038329032,0.48627899184912293,0.5,0.5,2.3360103996595547,-0.0523040363655185,0.007459546934276719,-2.9299262897122032e-05
