target_family,neighbor_family,co_memory_count,neighbor_count_sum,avg_cosine,avg_distance,role_reading,major_delta_axis,major_delta,source_profile,target_avg_sehen_form_salience,neighbor_avg_sehen_form_salience,delta_sehen_form_salience,target_avg_sehen_memory_recall,neighbor_avg_sehen_memory_recall,delta_sehen_memory_recall,target_avg_hoeren_stimulation,neighbor_avg_hoeren_stimulation,delta_hoeren_stimulation,target_avg_kontakt_druck,neighbor_avg_kontakt_druck,delta_kontakt_druck,target_avg_feldaufnahme_druck,neighbor_avg_feldaufnahme_druck,delta_feldaufnahme_druck,target_avg_mcm_kohaerenz,neighbor_avg_mcm_kohaerenz,delta_mcm_kohaerenz,target_avg_mcm_spannung,neighbor_avg_mcm_spannung,delta_mcm_spannung,target_avg_mcm_asymmetrie,neighbor_avg_mcm_asymmetrie,delta_mcm_asymmetrie,target_avg_feldsignatur,neighbor_avg_feldsignatur,delta_feldsignatur
dio_104t,dio_04q7,160,1650,0.952147,0.271735,asymmetrie_plus,mcm_asymmetrie,0.229521,btc:45;sonstige:32;doge:26;xrp:24;paxg:24;expansion:3;sideways:3;stress:3,0.236853,0.262325,0.025472,0.0,0.0,0.0,0.143017,0.090842,-0.052175,0.0,0.0,0.0,0.07767,0.053472,-0.024198,0.615494,0.739546,0.124052,0.07767,0.053472,-0.024198,-0.006896,0.222625,0.229521,0.009763,0.010767,0.001004
dio_104t,dio_1ygx,160,4177,0.964381,0.216331,kohaerenz_hoeher,mcm_kohaerenz,0.136954,btc:45;sonstige:32;doge:25;xrp:24;paxg:24;expansion:3;sideways:3;stress:3;synth:1,0.236923,0.169933,-0.066989,0.0,0.0,0.0,0.142929,0.037171,-0.105758,0.0,0.0,0.0,0.077662,0.025568,-0.052094,0.615339,0.752292,0.136954,0.077662,0.025568,-0.052094,-0.007061,-0.084721,-0.077659,0.00976,0.011687,0.001926
dio_104t,dio_0ly7,160,2786,0.97296,0.210569,kohaerenz_hoeher,mcm_kohaerenz,0.156755,btc:46;sonstige:30;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.236018,0.167151,-0.068867,0.0,0.0,0.0,0.142973,0.091621,-0.051353,0.0,0.0,0.0,0.077693,0.048777,-0.028916,0.615806,0.772561,0.156755,0.077693,0.048777,-0.028916,-0.006357,0.093927,0.100284,0.009762,0.011514,0.001752
dio_104t,dio_1350,160,2322,0.989862,0.129721,kohaerenz_hoeher,mcm_kohaerenz,0.107106,btc:46;sonstige:30;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.237102,0.212504,-0.024599,0.0,0.0,0.0,0.142679,0.093436,-0.049243,0.0,0.0,0.0,0.077579,0.051685,-0.025894,0.614818,0.721923,0.107106,0.077579,0.051685,-0.025894,-0.007437,0.008783,0.01622,0.009748,0.011071,0.001322
dio_104t,dio_087m,159,2485,0.957553,0.278517,asymmetrie_plus,mcm_asymmetrie,0.238598,btc:46;sonstige:29;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.236888,0.264327,0.027439,0.0,0.0,0.0,0.142778,0.148429,0.005651,0.0,0.0,0.0,0.077639,0.077561,-7.8e-05,0.614745,0.752885,0.13814,0.077639,0.077561,-7.8e-05,-0.007386,0.231212,0.238598,0.009746,0.010861,0.001115
dio_104t,dio_05ap,159,1998,0.97654,0.195245,kohaerenz_hoeher,mcm_kohaerenz,0.147686,btc:46;sonstige:29;doge:26;xrp:24;paxg:24;expansion:3;sideways:3;stress:3;synth:1,0.237141,0.170233,-0.066908,0.0,0.0,0.0,0.143029,0.092002,-0.051027,0.0,0.0,0.0,0.077754,0.049115,-0.028639,0.615123,0.762809,0.147686,0.077754,0.049115,-0.028639,-0.006704,-0.088441,-0.081736,0.009751,0.011822,0.002071
dio_104t,dio_06s7,159,7090,0.983484,0.125052,asymmetrie_minus,mcm_asymmetrie,-0.100815,btc:46;sonstige:28;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.23685,0.249707,0.012857,0.0,0.0,0.0,0.143137,0.088195,-0.054943,0.0,0.0,0.0,0.077858,0.052276,-0.025581,0.614382,0.631109,0.016727,0.077858,0.052276,-0.025581,-0.006806,-0.107622,-0.100815,0.009733,0.010133,0.0004
dio_104t,dio_0l7p,159,21326,0.99474,0.070663,zielnahe_mitrolle,hoeren_stimulation,-0.056679,btc:46;sonstige:28;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.23685,0.230952,-0.005898,0.0,0.0,0.0,0.143137,0.086458,-0.056679,0.0,0.0,0.0,0.077858,0.052434,-0.025424,0.614382,0.616369,0.001987,0.077858,0.052434,-0.025424,-0.006806,-0.002808,0.003999,0.009733,0.009841,0.000108
dio_104t,dio_1rqi,157,2093,0.966487,0.259177,asymmetrie_minus,mcm_asymmetrie,-0.213386,btc:46;sonstige:28;doge:25;xrp:24;paxg:24;expansion:3;sideways:3;stress:3;synth:1,0.236832,0.267779,0.030948,0.0,0.0,0.0,0.143113,0.149313,0.006201,0.0,0.0,0.0,0.077843,0.078196,0.000352,0.6144,0.754195,0.139796,0.077843,0.078196,0.000352,-0.006833,-0.220219,-0.213386,0.009734,0.011786,0.002052
dio_104t,dio_17ct,157,7914,0.984363,0.201361,asymmetrie_minus,mcm_asymmetrie,-0.122108,btc:46;doge:26;sonstige:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.237038,0.242691,0.005653,0.0,0.0,0.0,0.14331,0.234576,0.091266,0.0,0.0,0.0,0.077903,0.1127,0.034797,0.614551,0.733878,0.119327,0.077903,0.1127,0.034797,-0.006777,-0.128885,-0.122108,0.009728,0.011328,0.0016
dio_104t,dio_0tay,157,4543,0.996577,0.115853,kohaerenz_hoeher,mcm_kohaerenz,0.110477,btc:46;sonstige:27;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.23719,0.222241,-0.014949,0.0,0.0,0.0,0.142466,0.15489,0.012425,0.0,0.0,0.0,0.077543,0.077912,0.000369,0.614082,0.72456,0.110477,0.077543,0.077912,0.000369,-0.007921,0.001782,0.009703,0.009732,0.011032,0.001301
dio_104t,dio_09bn,156,5128,0.984272,0.178362,asymmetrie_plus,mcm_asymmetrie,0.127623,btc:46;doge:26;sonstige:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.236059,0.236047,-1.3e-05,0.0,0.0,0.0,0.142761,0.14728,0.004519,0.0,0.0,0.0,0.077655,0.075614,-0.002041,0.615139,0.736191,0.121052,0.077655,0.075614,-0.002041,-0.006536,0.121087,0.127623,0.009744,0.010883,0.001139
dio_104t,dio_0dd2,156,4660,0.988156,0.154142,kohaerenz_hoeher,mcm_kohaerenz,0.132517,btc:46;doge:26;sonstige:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.235955,0.162351,-0.073605,0.0,0.0,0.0,0.142971,0.155342,0.012371,0.0,0.0,0.0,0.077745,0.07624,-0.001505,0.615152,0.747669,0.132517,0.077745,0.07624,-0.001505,-0.005875,-0.006551,-0.000676,0.009743,0.011373,0.001631
dio_104t,dio_00ly,156,9555,0.985233,0.121011,asymmetrie_plus,mcm_asymmetrie,0.118213,btc:46;doge:26;paxg:25;sonstige:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.237322,0.25465,0.017328,0.0,0.0,0.0,0.142458,0.144805,0.002347,0.0,0.0,0.0,0.077568,0.077511,-5.7e-05,0.613934,0.624552,0.010618,0.077568,0.077511,-5.7e-05,-0.007533,0.110679,0.118213,0.009723,0.009587,-0.000136
dio_104t,dio_1u5i,154,5408,0.982432,0.139808,hoeren_leiser,hoeren_stimulation,-0.105202,btc:46;doge:26;paxg:25;xrp:24;sonstige:24;expansion:3;sideways:3;stress:3,0.236914,0.265536,0.028623,0.0,0.0,0.0,0.14277,0.037568,-0.105202,0.0,0.0,0.0,0.077746,0.040029,-0.037717,0.613524,0.5474,-0.066123,0.077746,0.040029,-0.037717,-0.00738,0.001211,0.00859,0.009714,0.008986,-0.000728
dio_104t,dio_19pg,154,4624,0.987112,0.116083,sehen_schaerfer,sehen_form_salience,0.110891,btc:46;doge:26;paxg:25;xrp:24;sonstige:23;expansion:3;sideways:3;stress:3;synth:1,0.237936,0.348827,0.110891,0.0,0.0,0.0,0.142628,0.146785,0.004157,0.0,0.0,0.0,0.077671,0.081417,0.003746,0.613421,0.595319,-0.018101,0.077671,0.081417,0.003746,-0.008083,-0.006814,0.001269,0.009707,0.009434,-0.000273
dio_104t,dio_0h9h,154,14617,0.990765,0.097104,zielnahe_mitrolle,mcm_asymmetrie,-0.093071,btc:46;doge:26;paxg:25;xrp:24;sonstige:23;expansion:3;sideways:3;stress:3;synth:1,0.237291,0.249058,0.011766,0.0,0.0,0.0,0.142951,0.151165,0.008214,0.0,0.0,0.0,0.077829,0.081142,0.003313,0.613404,0.622898,0.009494,0.077829,0.081142,0.003313,-0.007824,-0.100895,-0.093071,0.009705,0.009936,0.000231
dio_104t,dio_0g3b,153,5900,0.96258,0.223753,kohaerenz_hoeher,mcm_kohaerenz,0.143378,btc:45;sonstige:32;paxg:24;doge:22;xrp:20;expansion:3;sideways:3;stress:3;synth:1,0.236843,0.167381,-0.069462,0.0,0.0,0.0,0.142802,0.040064,-0.102737,0.0,0.0,0.0,0.077604,0.026684,-0.05092,0.615484,0.758861,0.143378,0.077604,0.026684,-0.05092,-0.007033,0.083205,0.090238,0.009764,0.01144,0.001676
dio_104t,dio_1s2n,153,862,0.967764,0.185523,asymmetrie_plus,mcm_asymmetrie,0.130362,btc:42;sonstige:30;doge:26;xrp:23;paxg:23;expansion:3;sideways:3;stress:3,0.237082,0.345451,0.108369,0.0,0.0,0.0,0.142815,0.085304,-0.057511,0.0,0.0,0.0,0.077599,0.055022,-0.022577,0.615525,0.620219,0.004694,0.077599,0.055022,-0.022577,-0.006923,0.123439,0.130362,0.009766,0.009453,-0.000313
dio_104t,dio_1q85,153,5925,0.993534,0.154078,kohaerenz_hoeher,mcm_kohaerenz,0.110883,btc:46;doge:26;paxg:25;xrp:24;sonstige:23;expansion:3;sideways:3;stress:3,0.236274,0.229617,-0.006657,0.0,0.0,0.0,0.143239,0.2339,0.090661,0.0,0.0,0.0,0.077916,0.11258,0.034665,0.613834,0.724717,0.110883,0.077916,0.11258,0.034665,-0.0063,-0.007683,-0.001383,0.00972,0.01097,0.001249
dio_104t,dio_02xf,152,3015,0.967265,0.17288,sehen_schaerfer,sehen_form_salience,0.128479,btc:46;doge:26;paxg:25;xrp:24;sonstige:21;expansion:3;sideways:3;stress:3;synth:1,0.237555,0.366033,0.128479,0.0,0.0,0.0,0.142835,0.078308,-0.064528,0.0,0.0,0.0,0.0778,0.056023,-0.021777,0.613203,0.525638,-0.087565,0.0778,0.056023,-0.021777,-0.007927,0.000291,0.008218,0.009701,0.00866,-0.001041
dio_104t,dio_1uof,151,3918,0.956435,0.199247,sehen_schaerfer,sehen_form_salience,0.127832,btc:46;doge:26;paxg:25;xrp:24;sonstige:20;expansion:3;sideways:3;stress:3;synth:1,0.237541,0.365373,0.127832,0.0,0.0,0.0,0.142831,0.03888,-0.103951,0.0,0.0,0.0,0.077797,0.040169,-0.037627,0.613244,0.518076,-0.095169,0.077797,0.040169,-0.037627,-0.007637,0.001537,0.009174,0.009699,0.008583,-0.001117
dio_104t,dio_07uk,150,3134,0.95327,0.310821,asymmetrie_plus,mcm_asymmetrie,0.248298,btc:46;doge:26;paxg:25;xrp:24;sonstige:20;expansion:3;sideways:3;stress:3,0.237176,0.25294,0.015764,0.0,0.0,0.0,0.142797,0.24749,0.104692,0.0,0.0,0.0,0.077866,0.119174,0.041308,0.614022,0.753778,0.139756,0.077866,0.119174,0.041308,-0.008167,0.240131,0.248298,0.009719,0.01079,0.001071
dio_104t,dio_1qyl,150,761,0.928925,0.281587,asymmetrie_plus,mcm_asymmetrie,0.247057,btc:43;sonstige:29;doge:25;xrp:23;paxg:21;expansion:3;sideways:3;stress:3,0.23736,0.348635,0.111275,0.0,0.0,0.0,0.143013,0.084676,-0.058337,0.0,0.0,0.0,0.07762,0.054893,-0.022727,0.61579,0.618531,0.002741,0.07762,0.054893,-0.022727,-0.007138,0.239919,0.247057,0.009764,0.009178,-0.000586
dio_104t,dio_10dv,150,2637,0.974871,0.218698,kohaerenz_hoeher,mcm_kohaerenz,0.130927,btc:46;doge:26;paxg:25;xrp:24;sonstige:20;expansion:3;sideways:3;stress:3,0.235459,0.159994,-0.075465,0.0,0.0,0.0,0.143583,0.231162,0.087579,0.0,0.0,0.0,0.078049,0.11379,0.035741,0.614339,0.745266,0.130927,0.078049,0.11379,0.035741,-0.005273,-0.122656,-0.117383,0.009716,0.011389,0.001674
dio_104t,dio_00pl,150,1250,0.951222,0.210204,asymmetrie_plus,mcm_asymmetrie,0.128915,btc:46;doge:26;paxg:25;xrp:23;sonstige:20;expansion:3;sideways:3;stress:3;synth:1,0.237801,0.350381,0.11258,0.0,0.0,0.0,0.142879,0.077459,-0.06542,0.0,0.0,0.0,0.077861,0.057066,-0.020795,0.61297,0.51856,-0.09441,0.077861,0.057066,-0.020795,-0.008114,0.120801,0.128915,0.009696,0.00829,-0.001406
dio_104t,dio_00ja,150,8755,0.972896,0.157107,sehen_schaerfer,sehen_form_salience,0.128671,btc:46;doge:26;paxg:25;xrp:24;sonstige:19;expansion:3;sideways:3;stress:3;synth:1,0.237526,0.366197,0.128671,0.0,0.0,0.0,0.142826,0.132997,-0.009828,0.0,0.0,0.0,0.077793,0.08055,0.002757,0.613286,0.525741,-0.087544,0.077793,0.08055,0.002757,-0.007343,-0.006688,0.000655,0.009698,0.008584,-0.001113
dio_104t,dio_155c,150,23441,0.978954,0.154584,asymmetrie_minus,mcm_asymmetrie,-0.101129,btc:46;doge:26;paxg:25;xrp:24;sonstige:19;expansion:3;sideways:3;stress:3;synth:1,0.236942,0.240436,0.003494,0.0,0.0,0.0,0.143109,0.241757,0.098648,0.0,0.0,0.0,0.077913,0.119721,0.041807,0.612683,0.618635,0.005952,0.077913,0.119721,0.041807,-0.006893,-0.108022,-0.101129,0.009688,0.00982,0.000132
dio_104t,dio_0u1o,149,1776,0.945162,0.292045,hoeren_staerker,hoeren_stimulation,0.207935,btc:46;doge:26;paxg:25;xrp:24;sonstige:18;expansion:3;sideways:3;stress:3;synth:1,0.238242,0.355701,0.117459,0.0,0.0,0.0,0.142598,0.350533,0.207935,0.0,0.0,0.0,0.077812,0.162145,0.084334,0.613386,0.613636,0.00025,0.077812,0.162145,0.084334,-0.009362,-0.123049,-0.113687,0.009702,0.009699,-3e-06
dio_104t,dio_1mwv,149,2097,0.964777,0.285588,asymmetrie_minus,mcm_asymmetrie,-0.214713,btc:46;doge:26;paxg:25;xrp:24;sonstige:18;expansion:3;sideways:3;stress:3;synth:1,0.236117,0.257544,0.021427,0.0,0.0,0.0,0.143095,0.247763,0.104667,0.0,0.0,0.0,0.077931,0.119145,0.041214,0.613349,0.753952,0.140603,0.077931,0.119145,0.041214,-0.006701,-0.221414,-0.214713,0.009693,0.011619,0.001926
dio_104t,dio_0om4,149,1906,0.935859,0.275782,asymmetrie_plus,mcm_asymmetrie,0.249725,btc:46;doge:26;paxg:25;xrp:24;sonstige:18;expansion:3;sideways:3;stress:3;synth:1,0.239108,0.352456,0.113348,0.0,0.0,0.0,0.142967,0.143509,0.000542,0.0,0.0,0.0,0.078018,0.079475,0.001457,0.612872,0.61904,0.006168,0.078018,0.079475,0.001457,-0.010037,0.239689,0.249725,0.0097,0.009135,-0.000566
dio_104t,dio_0v65,149,1837,0.938662,0.234741,asymmetrie_plus,mcm_asymmetrie,0.124781,btc:46;doge:26;paxg:25;xrp:24;sonstige:18;expansion:3;sideways:3;stress:3;synth:1,0.23819,0.357184,0.118994,0.0,0.0,0.0,0.142975,0.040531,-0.102445,0.0,0.0,0.0,0.077982,0.043714,-0.034268,0.612523,0.504676,-0.107847,0.077982,0.043714,-0.034268,-0.008548,0.116234,0.124781,0.009688,0.00816,-0.001528
dio_104t,dio_0g2r,149,5235,0.953526,0.205472,asymmetrie_plus,mcm_asymmetrie,0.126497,btc:46;doge:26;paxg:25;xrp:24;sonstige:18;expansion:3;sideways:3;stress:3;synth:1,0.23819,0.361994,0.123804,0.0,0.0,0.0,0.142975,0.128875,-0.014101,0.0,0.0,0.0,0.077982,0.07999,0.002008,0.612523,0.511873,-0.10065,0.077982,0.07999,0.002008,-0.008548,0.11795,0.126497,0.009688,0.008213,-0.001475
dio_104t,dio_1gp2,149,5447,0.960204,0.189836,sehen_schaerfer,sehen_form_salience,0.125138,btc:46;doge:26;paxg:25;xrp:24;sonstige:18;expansion:3;sideways:3;stress:3;synth:1,0.23819,0.363328,0.125138,0.0,0.0,0.0,0.142975,0.1322,-0.010776,0.0,0.0,0.0,0.077982,0.080622,0.00264,0.612523,0.513634,-0.098889,0.077982,0.080622,0.00264,-0.008548,-0.10847,-0.099923,0.009688,0.008579,-0.001109
dio_104t,dio_0z9t,149,3360,0.985891,0.167674,kohaerenz_hoeher,mcm_kohaerenz,0.11688,btc:46;doge:26;paxg:25;xrp:24;sonstige:19;expansion:3;sideways:3;stress:3,0.236927,0.162674,-0.074253,0.0,0.0,0.0,0.143285,0.222487,0.079202,0.0,0.0,0.0,0.078092,0.109467,0.031375,0.612559,0.729439,0.11688,0.078092,0.109467,0.031375,-0.007234,-0.012621,-0.005387,0.009697,0.01105,0.001353
dio_104t,dio_0m9z,149,21293,0.990351,0.108209,hoeren_staerker,hoeren_stimulation,0.091793,btc:46;doge:26;paxg:25;xrp:24;sonstige:18;expansion:3;sideways:3;stress:3;synth:1,0.235949,0.243827,0.007878,0.0,0.0,0.0,0.14286,0.234653,0.091793,0.0,0.0,0.0,0.077869,0.11498,0.03711,0.613295,0.622641,0.009346,0.077869,0.11498,0.03711,-0.005918,-0.012165,-0.006247,0.009695,0.009698,4e-06
dio_104t,dio_1ewh,149,7138,0.994994,0.081317,zielnahe_mitrolle,mcm_kohaerenz,-0.069079,btc:46;doge:26;paxg:25;xrp:24;sonstige:18;expansion:3;sideways:3;stress:3;synth:1,0.236117,0.272442,0.036326,0.0,0.0,0.0,0.143095,0.131633,-0.011463,0.0,0.0,0.0,0.077931,0.078574,0.000643,0.613349,0.544271,-0.069079,0.077931,0.078574,0.000643,-0.006701,-0.001332,0.005369,0.009693,0.008815,-0.000878
dio_104t,dio_0ein,148,1946,0.943124,0.225963,sehen_schaerfer,sehen_form_salience,0.119291,btc:46;doge:26;paxg:25;xrp:24;sonstige:17;expansion:3;sideways:3;stress:3;synth:1,0.237895,0.357186,0.119291,0.0,0.0,0.0,0.14314,0.039808,-0.103333,0.0,0.0,0.0,0.078067,0.042909,-0.035158,0.61203,0.505632,-0.106398,0.078067,0.042909,-0.035158,-0.008606,-0.116436,-0.10783,0.009681,0.008584,-0.001097
dio_104t,dio_1j37,148,1209,0.955348,0.200603,sehen_schaerfer,sehen_form_salience,0.11222,btc:46;doge:26;paxg:25;xrp:23;sonstige:18;expansion:3;sideways:3;stress:3;synth:1,0.238153,0.350373,0.11222,0.0,0.0,0.0,0.142977,0.077268,-0.065709,0.0,0.0,0.0,0.077981,0.056551,-0.021431,0.612551,0.516832,-0.095719,0.077981,0.056551,-0.021431,-0.008579,-0.119394,-0.110815,0.009688,0.008689,-0.001
dio_104t,dio_1lsu,148,7468,0.97486,0.167288,asymmetrie_plus,mcm_asymmetrie,0.121503,btc:46;doge:26;paxg:25;xrp:24;sonstige:18;expansion:3;sideways:3;stress:3,0.235936,0.248034,0.012098,0.0,0.0,0.0,0.143093,0.239141,0.096048,0.0,0.0,0.0,0.077896,0.117793,0.039897,0.613596,0.615917,0.002321,0.077896,0.117793,0.039897,-0.00651,0.114993,0.121503,0.009699,0.009445,-0.000254
dio_104t,dio_169a,147,3649,0.947564,0.258575,hoeren_staerker,hoeren_stimulation,0.196709,btc:46;doge:26;paxg:25;xrp:24;sonstige:17;expansion:3;sideways:3;stress:3,0.237146,0.249482,0.012336,0.0,0.0,0.0,0.143029,0.339738,0.196709,0.0,0.0,0.0,0.077903,0.161987,0.084083,0.613065,0.609198,-0.003867,0.077903,0.161987,0.084083,-0.007227,-0.120904,-0.113677,0.009692,0.00969,-2e-06
dio_104t,dio_1o4z,147,2868,0.978735,0.160399,sehen_schaerfer,sehen_form_salience,0.117506,btc:46;doge:26;paxg:25;xrp:24;sonstige:16;expansion:3;sideways:3;stress:3;synth:1,0.238701,0.356207,0.117506,0.0,0.0,0.0,0.143153,0.148026,0.004873,0.0,0.0,0.0,0.078147,0.081433,0.003287,0.612159,0.616534,0.004376,0.078147,0.081433,0.003287,-0.009138,-0.114893,-0.105755,0.009679,0.009865,0.000186
dio_104t,dio_1jc2,147,4131,0.973291,0.157911,hoeren_leiser,hoeren_stimulation,-0.103129,btc:46;doge:26;paxg:25;xrp:24;sonstige:16;expansion:3;sideways:3;stress:3;synth:1,0.239021,0.247384,0.008363,0.0,0.0,0.0,0.142834,0.039704,-0.103129,0.0,0.0,0.0,0.078071,0.031213,-0.046858,0.61187,0.622283,0.010413,0.078071,0.031213,-0.046858,-0.009555,-0.104691,-0.095136,0.009681,0.010041,0.000361
dio_104t,dio_1xrt,147,2652,0.98444,0.12175,asymmetrie_minus,mcm_asymmetrie,-0.088694,btc:46;doge:26;paxg:25;xrp:24;sonstige:16;expansion:3;sideways:3;stress:3;synth:1,0.23585,0.277691,0.041841,0.0,0.0,0.0,0.143211,0.135512,-0.007699,0.0,0.0,0.0,0.078006,0.080054,0.002048,0.612927,0.543596,-0.069331,0.078006,0.080054,0.002048,-0.006226,-0.09492,-0.088694,0.009683,0.008937,-0.000746
