achsenklasse,count,rollen,kombinationen,cross_state,same_state,rekopplung,adaptive_rekopplung,adaptive_rekopplung_experience,nachhall,base_world_energy,follow_world_energy,follow_minus_base_energy,base_abs_drift,follow_abs_drift,follow_minus_base_abs_drift,base_avg_range,follow_avg_range,follow_minus_base_range,base_direction_change_ratio,follow_direction_change_ratio
mittlere_uebergangsphase,2,3.5,4.5,2.5,1.5,0.689025,0.731232,0.6554605,0.293388,2.731924686907134,2.186082962148303,-0.5458417247588309,0.06086250139570892,0.04169559973728679,-0.019166901658422133,0.002502128231809381,0.0020753416072207325,-0.00042678662458864845,0.44889779559118237,0.4308617234468938
verteilt_offen,10,6.4,15.4,7.8,6.1,0.6905110999999999,0.7302877000000001,0.5165158,0.30015200000000003,2.247161171481422,2.047724760457409,-0.19943641102401297,0.03662636341849313,0.03380626039928852,-0.0028201030192046084,0.0019843899642697114,0.0018561606136397028,-0.00012822935063000875,0.46072144288577155,0.4662324649298597
