target_family,neighbor_family,co_memory_count,co_memory_share,neighbor_count_sum,avg_cosine,avg_distance,source_profile,dominant_axes,sehen_form_salience,sehen_memory_recall,hoeren_stimulation,kontakt_druck,feldaufnahme_druck,mcm_kohaerenz,mcm_spannung,mcm_asymmetrie,feldsignatur
dio_104t,dio_12yl,16,0.09816,17,0.853666,0.494237,doge:5;xrp:4;btc:4;expansion:2;sonstige:1,sehen_form_salience:0.5863;mcm_kohaerenz:0.5064;hoeren_stimulation:0.4171;feldaufnahme_druck:0.1923,0.586296,0.0,0.417089,0.0,0.192317,0.506382,0.192317,0.090002,0.008006
dio_104t,dio_087w,16,0.09816,25,0.832554,0.38486,doge:5;btc:4;paxg:4;sonstige:2;sideways:1,sehen_form_salience:0.4212;mcm_kohaerenz:0.4122;mcm_asymmetrie:0.2403;feldaufnahme_druck:0.0452,0.421206,0.0,0.041458,0.0,0.045238,0.412239,0.045238,0.240293,0.006587
dio_104t,dio_0vyx,16,0.09816,19,0.810379,0.597092,doge:7;btc:4;expansion:2;xrp:2;sonstige:1,sehen_form_salience:0.7463;mcm_kohaerenz:0.4787;hoeren_stimulation:0.3551;feldaufnahme_druck:0.1709,0.746309,0.0,0.355062,0.0,0.170923,0.478716,0.170923,-0.140726,0.007853
dio_104t,dio_04me,16,0.09816,21,0.803372,0.484352,btc:4;paxg:3;doge:3;sonstige:3;expansion:2;xrp:1,sehen_form_salience:0.5319;mcm_kohaerenz:0.3973;hoeren_stimulation:0.3369;mcm_asymmetrie:-0.2262,0.531936,0.0,0.336917,0.0,0.162275,0.397254,0.162275,-0.22619,0.007149
dio_104t,dio_0g9q,16,0.09816,21,0.779923,0.552123,doge:11;xrp:2;sonstige:2;synth:1,sehen_form_salience:0.6100;hoeren_stimulation:0.4152;mcm_kohaerenz:0.3766;feldaufnahme_druck:0.1941,0.609967,0.0,0.415199,0.0,0.194071,0.376611,0.194071,-0.12411,0.006452
dio_104t,dio_1ex1,16,0.09816,19,0.769577,0.485563,btc:5;expansion:3;doge:3;xrp:3;paxg:1;sonstige:1,sehen_form_salience:0.5056;mcm_kohaerenz:0.3989;mcm_asymmetrie:-0.3471;hoeren_stimulation:0.0739,0.505571,0.0,0.073932,0.0,0.057421,0.39894,0.057421,-0.347072,0.007218
dio_104t,dio_01q8,16,0.09816,18,0.762814,0.604275,xrp:4;sonstige:4;btc:3;paxg:3;sideways:1;doge:1,hoeren_stimulation:0.5887;mcm_kohaerenz:0.4869;feldaufnahme_druck:0.2719;mcm_spannung:0.2719,0.256494,0.0,0.588747,0.0,0.271937,0.486863,0.271937,-0.270655,0.008561
dio_104t,dio_1i8b,16,0.09816,19,0.747242,0.51498,doge:4;paxg:3;btc:3;sonstige:3;xrp:2;sideways:1,sehen_form_salience:0.5136;mcm_kohaerenz:0.4007;mcm_asymmetrie:0.3639;hoeren_stimulation:0.0728,0.513596,0.0,0.072849,0.0,0.05897,0.40065,0.05897,0.363876,0.006184
dio_104t,dio_1eef,16,0.09816,23,0.725508,0.927775,btc:4;expansion:3;paxg:3;sonstige:3;doge:2;xrp:1,hoeren_stimulation:0.6971;mcm_kohaerenz:0.6301;mcm_asymmetrie:0.6190;sehen_form_salience:0.4675,0.467504,0.0,0.697107,0.0,0.30769,0.630104,0.30769,0.618958,0.008318
dio_104t,dio_1dav,16,0.09816,22,0.720545,0.685123,xrp:6;doge:5;sonstige:3;btc:2,sehen_form_salience:0.8425;mcm_kohaerenz:0.3650;hoeren_stimulation:0.2583;mcm_asymmetrie:-0.1523,0.84246,0.0,0.258339,0.0,0.141043,0.365005,0.141043,-0.152277,0.006736
dio_104t,dio_0vj6,16,0.09816,25,0.715989,0.542659,btc:6;xrp:5;doge:3;sonstige:2,sehen_form_salience:0.6588;mcm_kohaerenz:0.2928;hoeren_stimulation:0.1082;mcm_asymmetrie:0.1072,0.658759,0.0,0.108239,0.0,0.087244,0.292757,0.087244,0.107249,0.005281
dio_104t,dio_150j,16,0.09816,19,0.680962,1.261163,btc:4;expansion:3;doge:3;sonstige:3;paxg:2;xrp:1,hoeren_stimulation:0.8846;mcm_asymmetrie:0.8591;mcm_kohaerenz:0.7290;sehen_form_salience:0.5300,0.530037,0.0,0.884613,0.0,0.38541,0.729028,0.38541,0.859058,0.008757
dio_104t,dio_0h1f,16,0.09816,18,0.658851,1.202494,btc:7;doge:7;sideways:1;sonstige:1,hoeren_stimulation:0.8586;mcm_asymmetrie:0.7944;mcm_kohaerenz:0.6114;sehen_form_salience:0.5979,0.597875,0.0,0.858562,0.0,0.361257,0.611441,0.361257,0.794385,0.007387
dio_104t,dio_0mhk,16,0.09816,19,0.658516,0.630526,doge:7;xrp:6;sonstige:2;sideways:1,sehen_form_salience:0.7513;mcm_kohaerenz:0.2797;mcm_asymmetrie:-0.1086;feldaufnahme_druck:0.0522,0.751273,0.0,0.035274,0.0,0.052156,0.279696,0.052156,-0.108569,0.005769
dio_104t,dio_0fta,16,0.09816,22,0.647199,0.871561,btc:7;paxg:3;xrp:3;doge:2;sonstige:1,hoeren_stimulation:0.7052;sehen_form_salience:0.4788;mcm_asymmetrie:0.4773;mcm_kohaerenz:0.3980,0.47883,0.0,0.705181,0.0,0.306119,0.397995,0.306119,0.477314,0.005903
dio_104t,dio_0g6z,16,0.09816,18,0.621129,1.194339,doge:7;paxg:4;sonstige:2;btc:1;stress:1;xrp:1,hoeren_stimulation:0.8719;mcm_asymmetrie:0.7569;sehen_form_salience:0.6097;mcm_kohaerenz:0.5068,0.60973,0.0,0.871891,0.0,0.360893,0.506763,0.360893,0.756862,0.006469
dio_104t,dio_1grk,15,0.092025,18,0.946596,0.357156,btc:8;sideways:2;doge:2;xrp:2;synth:1,mcm_kohaerenz:0.7259;hoeren_stimulation:0.4066;sehen_form_salience:0.2604;feldaufnahme_druck:0.1956,0.260441,0.0,0.40655,0.0,0.195579,0.72591,0.195579,-0.123692,0.010912
dio_104t,dio_0v6d,15,0.092025,18,0.946094,0.366279,btc:7;doge:6;sonstige:2,mcm_kohaerenz:0.7088;hoeren_stimulation:0.4102;sehen_form_salience:0.3408;feldaufnahme_druck:0.1937,0.340797,0.0,0.410236,0.0,0.193715,0.70881,0.193715,-0.133296,0.010826
dio_104t,dio_1up7,15,0.092025,19,0.926705,0.459652,doge:7;expansion:3;btc:2;paxg:2;sonstige:1,mcm_kohaerenz:0.7567;hoeren_stimulation:0.4185;sehen_form_salience:0.3690;mcm_asymmetrie:0.2532,0.369022,0.0,0.418454,0.0,0.193963,0.756716,0.193963,0.253191,0.010677
dio_104t,dio_08ll,15,0.092025,15,0.907406,0.289243,btc:4;expansion:3;sonstige:3;paxg:2;xrp:2;doge:1,mcm_kohaerenz:0.4185;sehen_form_salience:0.4001;hoeren_stimulation:0.2487;feldaufnahme_druck:0.1286,0.400059,0.0,0.248714,0.0,0.128588,0.418505,0.128588,0.016382,0.006867
dio_104t,dio_07v9,15,0.092025,19,0.878512,0.537503,doge:10;btc:3;paxg:1;sonstige:1,mcm_kohaerenz:0.7232;sehen_form_salience:0.4790;mcm_asymmetrie:-0.4565;hoeren_stimulation:0.2448,0.478986,0.0,0.244775,0.0,0.126448,0.72324,0.126448,-0.456497,0.011218
dio_104t,dio_09ff,15,0.092025,18,0.873556,0.439674,xrp:6;btc:4;doge:2;paxg:2;sonstige:1,mcm_kohaerenz:0.5872;sehen_form_salience:0.5830;mcm_asymmetrie:0.2616;hoeren_stimulation:0.1193,0.583049,0.0,0.119282,0.0,0.08013,0.587162,0.08013,0.261591,0.00831
dio_104t,dio_07zd,15,0.092025,19,0.853901,0.504314,xrp:4;expansion:3;sonstige:3;stress:2;btc:1;doge:1;sideways:1,mcm_kohaerenz:0.6746;mcm_asymmetrie:0.4532;sehen_form_salience:0.4296;hoeren_stimulation:0.1535,0.429551,0.0,0.153453,0.0,0.088196,0.67458,0.088196,0.453202,0.009095
dio_104t,dio_1obv,15,0.092025,26,0.845597,0.408924,sonstige:6;doge:5;btc:2;xrp:2,sehen_form_salience:0.5806;mcm_kohaerenz:0.4645;mcm_asymmetrie:0.1356;feldaufnahme_druck:0.0493,0.580562,0.0,0.046238,0.0,0.049332,0.464518,0.049332,0.13557,0.007411
dio_104t,dio_118x,15,0.092025,19,0.839212,0.495059,doge:4;sonstige:4;paxg:3;xrp:2;btc:2,mcm_kohaerenz:0.5474;hoeren_stimulation:0.4254;sehen_form_salience:0.3829;mcm_asymmetrie:0.3265,0.382893,0.0,0.425364,0.0,0.194027,0.547368,0.194027,0.326524,0.008179
dio_104t,dio_01xz,15,0.092025,18,0.822313,0.429202,btc:5;doge:4;sonstige:3;paxg:1;xrp:1;stress:1,sehen_form_salience:0.5992;mcm_kohaerenz:0.4155;mcm_asymmetrie:-0.1038;hoeren_stimulation:0.0699,0.599174,0.0,0.06994,0.0,0.0595,0.415479,0.0595,-0.103821,0.007361
dio_104t,dio_0iq2,15,0.092025,17,0.804178,0.4284,xrp:6;doge:3;paxg:2;btc:2;sonstige:2,sehen_form_salience:0.4774;mcm_kohaerenz:0.4028;mcm_asymmetrie:0.2644;hoeren_stimulation:0.0680,0.477417,0.0,0.067992,0.0,0.057722,0.402761,0.057722,0.26443,0.006172
dio_104t,dio_0h17,15,0.092025,20,0.79416,0.545444,btc:5;expansion:3;paxg:2;sonstige:2;doge:1;xrp:1;sideways:1,sehen_form_salience:0.7314;mcm_kohaerenz:0.4522;mcm_asymmetrie:0.1610;hoeren_stimulation:0.1378,0.731366,0.0,0.137775,0.0,0.093226,0.452154,0.093226,0.160994,0.007005
dio_104t,dio_1ewc,15,0.092025,22,0.752914,0.971333,doge:4;paxg:3;sonstige:3;expansion:2;xrp:2;synth:1,mcm_asymmetrie:0.7678;mcm_kohaerenz:0.7464;sehen_form_salience:0.5978;hoeren_stimulation:0.5196,0.59782,0.0,0.519606,0.0,0.23487,0.746362,0.23487,0.767784,0.009047
dio_104t,dio_02a1,15,0.092025,17,0.719535,0.665178,btc:5;paxg:4;sonstige:3;xrp:3,hoeren_stimulation:0.6800;mcm_kohaerenz:0.4178;feldaufnahme_druck:0.3144;mcm_spannung:0.3144,0.28477,0.0,0.67997,0.0,0.314375,0.41778,0.314375,0.030885,0.007159
dio_104t,dio_0rpv,15,0.092025,16,0.697517,0.780979,xrp:6;doge:3;btc:2;sonstige:2;synth:1;paxg:1,sehen_form_salience:0.6424;mcm_asymmetrie:0.6041;mcm_kohaerenz:0.4792;hoeren_stimulation:0.3368,0.642371,0.0,0.336838,0.0,0.165363,0.479226,0.165363,0.604054,0.006284
dio_104t,dio_00k2,15,0.092025,17,0.672618,0.884876,xrp:6;doge:5;btc:3;sonstige:1,hoeren_stimulation:0.7858;sehen_form_salience:0.5994;mcm_kohaerenz:0.3801;feldaufnahme_druck:0.3346,0.599364,0.0,0.785843,0.0,0.334584,0.38013,0.334584,-0.238738,0.006711
dio_104t,dio_1qbu,15,0.092025,16,0.657366,1.253104,btc:6;stress:3;doge:2;xrp:2;sideways:1;sonstige:1,hoeren_stimulation:0.9075;mcm_asymmetrie:0.8332;mcm_kohaerenz:0.6620;sehen_form_salience:0.5164,0.516358,0.0,0.907465,0.0,0.392559,0.662032,0.392559,0.833201,0.008204
dio_104t,dio_03v6,15,0.092025,21,0.64589,0.722977,paxg:8;stress:2;btc:2;sonstige:1;doge:1;xrp:1,hoeren_stimulation:0.6725;mcm_kohaerenz:0.3840;feldaufnahme_druck:0.3180;mcm_spannung:0.3180,0.147139,0.0,0.672478,0.0,0.318,0.383955,0.318,0.249802,0.006268
dio_104t,dio_08cw,15,0.092025,22,0.624969,0.700386,btc:7;xrp:4;doge:2;sideways:1;sonstige:1,sehen_form_salience:0.8238;mcm_kohaerenz:0.2330;hoeren_stimulation:0.1453;feldaufnahme_druck:0.1000,0.823791,0.0,0.145336,0.0,0.099968,0.233041,0.099968,-0.00643,0.005096
dio_104t,dio_10cc,15,0.092025,17,0.576315,0.842238,paxg:5;doge:3;sonstige:3;xrp:2;btc:2,hoeren_stimulation:0.7551;sehen_form_salience:0.3401;feldaufnahme_druck:0.3364;mcm_spannung:0.3364,0.340109,0.0,0.755069,0.0,0.336374,0.264653,0.336374,0.254974,0.004892
dio_104t,dio_1x8d,15,0.092025,32,0.538059,0.794701,xrp:7;doge:3;sonstige:3;btc:2,sehen_form_salience:0.8786;mcm_kohaerenz:0.1522;mcm_asymmetrie:-0.1122;hoeren_stimulation:0.1102,0.878578,0.0,0.11019,0.0,0.09375,0.152232,0.09375,-0.112229,0.004166
dio_104t,dio_03h4,15,0.092025,17,0.482941,0.986111,btc:7;paxg:6;sonstige:2,hoeren_stimulation:0.8392;mcm_asymmetrie:0.3926;feldaufnahme_druck:0.3751;mcm_spannung:0.3751,0.229598,0.0,0.83922,0.0,0.375099,0.222617,0.375099,0.392565,0.004028
dio_104t,dio_1bjt,14,0.08589,15,0.884037,0.680489,paxg:4;doge:3;sideways:2;xrp:2;sonstige:2;btc:1,mcm_kohaerenz:0.7722;sehen_form_salience:0.6194;hoeren_stimulation:0.4779;mcm_asymmetrie:-0.3827,0.619418,0.0,0.477927,0.0,0.214343,0.772225,0.214343,-0.382742,0.011524
dio_104t,dio_0kkm,14,0.08589,20,0.854701,0.60714,btc:8;doge:6,sehen_form_salience:0.7154;mcm_kohaerenz:0.6118;hoeren_stimulation:0.3635;mcm_asymmetrie:-0.2799,0.715381,0.0,0.363519,0.0,0.173889,0.611763,0.173889,-0.279874,0.009672
dio_104t,dio_0654,14,0.08589,15,0.841913,0.672706,xrp:8;btc:2;expansion:1;sideways:1;sonstige:1;doge:1,sehen_form_salience:0.7513;mcm_kohaerenz:0.6380;hoeren_stimulation:0.3666;mcm_asymmetrie:-0.3507,0.751283,0.0,0.366604,0.0,0.17669,0.637998,0.17669,-0.350719,0.010146
dio_104t,dio_02zg,14,0.08589,14,0.819867,0.551278,doge:3;paxg:3;sonstige:3;stress:2;xrp:2;btc:1,sehen_form_salience:0.5730;mcm_kohaerenz:0.4746;hoeren_stimulation:0.4176;mcm_asymmetrie:-0.2040,0.573021,0.0,0.417569,0.0,0.193423,0.474646,0.193423,-0.203966,0.007978
dio_104t,dio_08p5,14,0.08589,18,0.785858,0.682771,doge:5;xrp:4;sonstige:3;paxg:2,sehen_form_salience:0.8452;mcm_kohaerenz:0.5035;hoeren_stimulation:0.2720;mcm_asymmetrie:-0.2489,0.845248,0.0,0.271964,0.0,0.14723,0.503487,0.14723,-0.248899,0.008183
dio_104t,dio_1xzd,14,0.08589,22,0.78489,0.912419,doge:8;btc:4;xrp:1;sonstige:1,mcm_kohaerenz:0.7908;mcm_asymmetrie:0.7157;sehen_form_salience:0.5426;hoeren_stimulation:0.5161,0.542569,0.0,0.516133,0.0,0.233474,0.790819,0.233474,0.7157,0.009883
dio_104t,dio_00fy,14,0.08589,22,0.782517,0.686174,doge:7;xrp:4;btc:2;sonstige:1,mcm_kohaerenz:0.6424;mcm_asymmetrie:0.5958;sehen_form_salience:0.5340;hoeren_stimulation:0.2493,0.534003,0.0,0.249276,0.0,0.130673,0.642429,0.130673,0.595831,0.008125
dio_104t,dio_1vs6,14,0.08589,17,0.779719,0.979384,btc:5;xrp:5;doge:2;sonstige:2,mcm_kohaerenz:0.8260;mcm_asymmetrie:0.7354;hoeren_stimulation:0.6053;sehen_form_salience:0.5071,0.5071,0.0,0.605287,0.0,0.272078,0.826045,0.272078,0.735406,0.010037
dio_104t,dio_06mj,14,0.08589,18,0.774542,0.606546,btc:9;doge:2;paxg:2;sonstige:1,sehen_form_salience:0.5898;mcm_kohaerenz:0.4756;mcm_asymmetrie:0.4067;hoeren_stimulation:0.3371,0.589809,0.0,0.337087,0.0,0.16868,0.475617,0.16868,0.406691,0.007106
dio_104t,dio_07pt,14,0.08589,18,0.770339,0.667976,xrp:5;btc:4;sonstige:3;synth:1;doge:1,sehen_form_salience:0.6212;mcm_kohaerenz:0.5017;mcm_asymmetrie:-0.4835;hoeren_stimulation:0.3582,0.621186,0.0,0.35816,0.0,0.17697,0.501708,0.17697,-0.483518,0.008394
dio_104t,dio_11i8,14,0.08589,20,0.762462,0.700904,doge:5;btc:4;paxg:2;sonstige:2;xrp:1,mcm_kohaerenz:0.5288;hoeren_stimulation:0.5248;sehen_form_salience:0.5097;mcm_asymmetrie:0.4560,0.509731,0.0,0.524758,0.0,0.2308,0.528803,0.2308,0.45605,0.007686
dio_104t,dio_0vdw,14,0.08589,20,0.737602,0.929674,doge:5;btc:3;xrp:3;sonstige:2;paxg:1,mcm_asymmetrie:0.6413;mcm_kohaerenz:0.6325;hoeren_stimulation:0.6242;sehen_form_salience:0.6089,0.608885,0.0,0.624227,0.0,0.267096,0.632538,0.267096,0.641258,0.008024
dio_104t,dio_1c8b,14,0.08589,15,0.73597,0.685404,doge:5;paxg:4;xrp:3;btc:1;sonstige:1,hoeren_stimulation:0.7004;mcm_kohaerenz:0.4465;sehen_form_salience:0.3444;feldaufnahme_druck:0.3208,0.344427,0.0,0.700416,0.0,0.320766,0.446518,0.320766,-0.036131,0.007424
dio_104t,dio_1nj2,14,0.08589,17,0.733325,0.687733,btc:7;xrp:3;doge:2;sonstige:2,sehen_form_salience:0.6417;hoeren_stimulation:0.4801;mcm_kohaerenz:0.3986;mcm_asymmetrie:-0.3430,0.641656,0.0,0.480058,0.0,0.217743,0.398588,0.217743,-0.343042,0.007253
dio_104t,dio_1v1w,14,0.08589,17,0.682492,0.831656,doge:6;paxg:3;xrp:3;btc:2,hoeren_stimulation:0.6961;mcm_asymmetrie:0.4811;mcm_kohaerenz:0.4728;sehen_form_salience:0.3843,0.384332,0.0,0.696085,0.0,0.308392,0.472813,0.308392,0.481093,0.006945
dio_104t,dio_01xf,14,0.08589,15,0.64643,0.738852,xrp:4;btc:3;sonstige:3;paxg:2;doge:2,hoeren_stimulation:0.6989;sehen_form_salience:0.3842;feldaufnahme_druck:0.3083;mcm_spannung:0.3083,0.384227,0.0,0.698917,0.0,0.30832,0.305478,0.30832,0.105593,0.005761
dio_104t,dio_0mf0,14,0.08589,22,0.635618,0.777207,btc:7;doge:3;sonstige:3;xrp:1,sehen_form_salience:0.8770;mcm_kohaerenz:0.2688;hoeren_stimulation:0.2627;mcm_asymmetrie:-0.2309,0.876976,0.0,0.262706,0.0,0.147146,0.268806,0.147146,-0.230867,0.005537
dio_104t,dio_187w,14,0.08589,16,0.579457,0.752254,btc:9;doge:3;expansion:2,sehen_form_salience:0.8563;mcm_kohaerenz:0.2288;mcm_asymmetrie:0.1418;feldaufnahme_druck:0.0543,0.85629,0.0,0.028344,0.0,0.054283,0.228769,0.054283,0.141838,0.004505
dio_104t,dio_0ds5,14,0.08589,22,0.429598,1.034558,paxg:7;xrp:3;btc:2;sonstige:2,hoeren_stimulation:0.8720;feldaufnahme_druck:0.3868;mcm_spannung:0.3868;mcm_asymmetrie:0.3506,0.244887,0.0,0.871972,0.0,0.386823,0.144324,0.386823,0.350596,0.003465
dio_104t,dio_1rnu,13,0.079755,13,0.966401,0.361409,doge:4;expansion:3;paxg:3;btc:2;sonstige:1,mcm_kohaerenz:0.8275;sehen_form_salience:0.3283;hoeren_stimulation:0.2721;mcm_asymmetrie:0.2260,0.328341,0.0,0.272083,0.0,0.13017,0.827533,0.13017,0.226035,0.011416
dio_104t,dio_1ox6,13,0.079755,15,0.939604,0.285942,paxg:5;btc:3;doge:3;sonstige:1;xrp:1,mcm_kohaerenz:0.6721;hoeren_stimulation:0.2905;mcm_asymmetrie:0.2010;sehen_form_salience:0.1691,0.169125,0.0,0.290468,0.0,0.1419,0.672058,0.1419,0.201032,0.009778
dio_104t,dio_1ov5,13,0.079755,17,0.906542,0.529695,doge:6;btc:4;sonstige:3,mcm_kohaerenz:0.7087;sehen_form_salience:0.5920;hoeren_stimulation:0.3629;mcm_asymmetrie:-0.2931,0.592002,0.0,0.362909,0.0,0.172711,0.70874,0.172711,-0.293058,0.010897
dio_104t,dio_0mu1,13,0.079755,16,0.905431,0.403749,doge:6;expansion:3;sonstige:3;xrp:1,mcm_kohaerenz:0.5868;sehen_form_salience:0.5800;hoeren_stimulation:0.2551;mcm_asymmetrie:0.1533,0.579977,0.0,0.255069,0.0,0.133416,0.586834,0.133416,0.153265,0.008576
dio_104t,dio_1t77,13,0.079755,21,0.900363,0.300627,doge:6;paxg:3;sideways:2;expansion:1;xrp:1,mcm_kohaerenz:0.4222;sehen_form_salience:0.4165;hoeren_stimulation:0.2257;feldaufnahme_druck:0.1195,0.41651,0.0,0.225707,0.0,0.119477,0.422189,0.119477,-0.110035,0.00737
dio_104t,dio_00an,13,0.079755,16,0.899117,0.453976,doge:6;xrp:3;btc:2;sonstige:2,mcm_kohaerenz:0.5999;sehen_form_salience:0.5947;hoeren_stimulation:0.3509;feldaufnahme_druck:0.1662,0.594693,0.0,0.350897,0.0,0.166209,0.59994,0.166209,-0.147043,0.009391
dio_104t,dio_176n,13,0.079755,14,0.892098,0.512608,btc:4;expansion:3;xrp:3;paxg:2;sonstige:1,mcm_kohaerenz:0.7585;mcm_asymmetrie:-0.4538;sehen_form_salience:0.4102;hoeren_stimulation:0.2330,0.410166,0.0,0.233012,0.0,0.11936,0.758528,0.11936,-0.453841,0.011558
dio_104t,dio_15pd,13,0.079755,17,0.886453,0.451169,xrp:6;sonstige:4;expansion:3,sehen_form_salience:0.5998;mcm_kohaerenz:0.5913;hoeren_stimulation:0.2482;mcm_asymmetrie:0.2254,0.599833,0.0,0.248161,0.0,0.131076,0.591332,0.131076,0.225395,0.008566
dio_104t,dio_021l,13,0.079755,15,0.868458,0.45739,xrp:6;btc:3;sonstige:3;paxg:1,mcm_kohaerenz:0.6142;hoeren_stimulation:0.4204;mcm_asymmetrie:-0.3264;sehen_form_salience:0.2627,0.262727,0.0,0.420429,0.0,0.19737,0.614229,0.19737,-0.326393,0.009771
dio_104t,dio_1w1w,13,0.079755,45,0.837365,0.461245,btc:7;xrp:2;doge:2;synth:1;sonstige:1,mcm_kohaerenz:0.5820;sehen_form_salience:0.4514;mcm_asymmetrie:-0.4046;feldaufnahme_druck:0.0398,0.451428,0.0,0.035523,0.0,0.039817,0.582049,0.039817,-0.404568,0.009549
dio_104t,dio_06nc,13,0.079755,22,0.835001,0.66464,doge:5;btc:3;paxg:2;xrp:1;stress:1;sonstige:1,mcm_kohaerenz:0.6299;hoeren_stimulation:0.5763;sehen_form_salience:0.5238;mcm_asymmetrie:-0.3345,0.523771,0.0,0.576257,0.0,0.256282,0.629931,0.256282,-0.334533,0.009904
dio_104t,dio_11xf,13,0.079755,19,0.801775,0.485121,btc:5;doge:4;expansion:2;xrp:2,sehen_form_salience:0.5194;mcm_kohaerenz:0.3989;hoeren_stimulation:0.3467;mcm_asymmetrie:0.2232,0.519378,0.0,0.346726,0.0,0.16585,0.398881,0.16585,0.223218,0.006379
dio_104t,dio_1niw,13,0.079755,14,0.769386,0.493945,xrp:5;paxg:4;btc:4,sehen_form_salience:0.6057;mcm_kohaerenz:0.3915;mcm_asymmetrie:-0.2183;feldaufnahme_druck:0.0515,0.605697,0.0,0.037255,0.0,0.051465,0.391515,0.051465,-0.21835,0.00697
dio_104t,dio_1a8n,13,0.079755,14,0.757482,0.73284,btc:5;doge:3;xrp:3;stress:1;sonstige:1,sehen_form_salience:0.8614;mcm_kohaerenz:0.4608;hoeren_stimulation:0.3519;mcm_asymmetrie:-0.2587,0.861383,0.0,0.351893,0.0,0.172953,0.460847,0.172953,-0.258653,0.007867
dio_104t,dio_02qr,13,0.079755,19,0.716431,0.577741,doge:6;xrp:2;btc:2;sonstige:2;paxg:1,sehen_form_salience:0.7192;mcm_kohaerenz:0.3508;mcm_asymmetrie:0.1322;feldaufnahme_druck:0.0516,0.719189,0.0,0.036579,0.0,0.051637,0.35081,0.051637,0.132213,0.00605
dio_104t,dio_04aj,13,0.079755,28,0.7134,0.535324,doge:8;btc:5,sehen_form_salience:0.6568;mcm_kohaerenz:0.2973;feldaufnahme_druck:0.0570;mcm_spannung:0.0570,0.656751,0.0,0.04059,0.0,0.056974,0.297345,0.056974,0.00741,0.005843
dio_104t,dio_1ffm,13,0.079755,16,0.698678,0.686832,doge:6;xrp:4;btc:3,sehen_form_salience:0.8416;mcm_kohaerenz:0.3577;mcm_asymmetrie:-0.2100;hoeren_stimulation:0.1425,0.841625,0.0,0.142476,0.0,0.097935,0.357667,0.097935,-0.209991,0.006823
dio_104t,dio_0bgq,13,0.079755,18,0.695941,0.747127,btc:6;doge:3;sonstige:3;xrp:1,hoeren_stimulation:0.6256;sehen_form_salience:0.4709;mcm_kohaerenz:0.4083;mcm_asymmetrie:0.3792,0.47091,0.0,0.625593,0.0,0.27649,0.408308,0.27649,0.379163,0.006382
dio_104t,dio_03mt,13,0.079755,14,0.685264,0.896777,paxg:5;expansion:3;xrp:2;doge:1;sideways:1;sonstige:1,hoeren_stimulation:0.7073;mcm_asymmetrie:0.5479;mcm_kohaerenz:0.5037;sehen_form_salience:0.4796,0.479585,0.0,0.707295,0.0,0.305906,0.503718,0.305906,0.547927,0.007105
dio_104t,dio_13r8,13,0.079755,16,0.664121,1.36461,doge:3;btc:3;expansion:2;xrp:2;paxg:2;sonstige:1,mcm_asymmetrie:0.9531;hoeren_stimulation:0.9133;mcm_kohaerenz:0.7303;sehen_form_salience:0.6090,0.609007,0.0,0.913296,0.0,0.390407,0.730347,0.390407,0.95312,0.00814
dio_104t,dio_1mu9,13,0.079755,18,0.634218,0.818737,xrp:6;btc:3;sonstige:3;doge:1,hoeren_stimulation:0.6987;mcm_asymmetrie:0.4003;sehen_form_salience:0.3838;mcm_kohaerenz:0.3616,0.383793,0.0,0.698744,0.0,0.310001,0.361626,0.310001,0.400349,0.005903
dio_104t,dio_05u1,13,0.079755,20,0.63278,0.652564,btc:9;sonstige:2;synth:1;xrp:1,sehen_form_salience:0.7606;mcm_kohaerenz:0.2578;mcm_asymmetrie:0.1054;feldaufnahme_druck:0.0556,0.760569,0.0,0.039405,0.0,0.055587,0.257812,0.055587,0.105446,0.004856
dio_104t,dio_0y6a,13,0.079755,14,0.629488,0.777389,paxg:7;sonstige:3;xrp:2;doge:1,hoeren_stimulation:0.7307;mcm_kohaerenz:0.3567;feldaufnahme_druck:0.3363;mcm_spannung:0.3363,0.223547,0.0,0.730734,0.0,0.336345,0.356671,0.336345,0.236103,0.005941
dio_104t,dio_04db,13,0.079755,19,0.578686,1.086388,btc:5;xrp:4;doge:2;sonstige:2,hoeren_stimulation:0.9615;sehen_form_salience:0.6198;feldaufnahme_druck:0.4003;mcm_spannung:0.4003,0.619808,0.0,0.961535,0.0,0.400323,0.282442,0.400323,-0.231305,0.005845
dio_104t,dio_0s9i,13,0.079755,21,0.502498,0.941136,paxg:4;btc:3;sonstige:3;xrp:3,hoeren_stimulation:0.8435;feldaufnahme_druck:0.3862;mcm_spannung:0.3862;mcm_asymmetrie:0.2502,0.15825,0.0,0.843462,0.0,0.386214,0.247141,0.386214,0.250171,0.004593
dio_104t,dio_0867,12,0.07362,13,0.985864,0.316137,btc:10;sonstige:2,mcm_kohaerenz:0.8314;sehen_form_salience:0.3296;hoeren_stimulation:0.2790;mcm_asymmetrie:-0.1433,0.329633,0.0,0.279012,0.0,0.133048,0.831406,0.133048,-0.143287,0.012365
dio_104t,dio_13qt,12,0.07362,12,0.89585,0.6513,xrp:5;doge:4;sonstige:2;synth:1,mcm_kohaerenz:0.8869;mcm_asymmetrie:-0.5073;sehen_form_salience:0.3994;hoeren_stimulation:0.3773,0.399415,0.0,0.377333,0.0,0.174768,0.886884,0.174768,-0.507266,0.013248
