asset,achsenklasse,count,rollen,kombinationen,cross_state,same_state,rekopplung,adaptive_rekopplung,adaptive_rekopplung_experience,nachhall,base_world_energy,follow_world_energy,follow_minus_base_energy,base_abs_drift,follow_abs_drift,follow_minus_base_abs_drift,base_avg_range,follow_avg_range,follow_minus_base_range,base_direction_change_ratio,follow_direction_change_ratio
BTC,mittlere_uebergangsphase,1,4.0,6.0,4.0,1.0,0.68822,0.731493,0.621842,0.283115,1.9434503853488958,3.1789483058996835,1.2354979205507877,0.0003542159500166086,0.031077271220567013,0.030723055270550404,0.0017257526211038557,0.002815307153835028,0.0010895545327311723,0.5200400801603207,0.5040080160320641
BTC,verteilt_offen,3,6.0,15.0,8.333333333333334,5.666666666666667,0.6913596666666667,0.7291986666666667,0.48753633333333335,0.31256233333333333,3.0231967976925866,2.298641041570044,-0.7245557561225427,0.025794797025750407,0.013519079925705597,-0.012275717100044811,0.002584267241232872,0.001985876763977683,-0.0005983904772551893,0.5026720106880428,0.5106880427521711
DOGE,kompakt_nachhallend,1,1.0,0.0,0.0,0.0,0.689703,0.731929,0.539459,0.319077,3.864998436963727,4.112219178361406,0.24722074139767924,0.09248509774318663,0.06776068963542103,-0.02472440810776559,0.0038853154825594723,0.003708151674574958,-0.00017716380798451408,0.47194388777555113,0.4969939879759519
DOGE,mittlere_uebergangsphase,2,4.0,6.0,3.5,2.5,0.689418,0.7254975,0.529131,0.3011375,6.027637607820297,6.591727128470635,0.564089520650338,0.02487378945470045,0.13539668077586225,0.11052289132116179,0.005690821363036428,0.006078158005870138,0.00038733664283371015,0.5045090180360721,0.498496993987976
DOGE,verteilt_offen,1,6.0,15.0,8.0,7.0,0.688473,0.727836,0.457802,0.284306,4.112219178361406,3.4339278310136563,-0.6782913473477499,0.06776068963542103,0.011375514972637217,-0.05638517466278382,0.003708151674574958,0.0032975336255143383,-0.0004106180490606199,0.4969939879759519,0.5060120240480962
PAXG,mittlere_uebergangsphase,1,4.0,6.0,3.0,3.0,0.694303,0.735161,0.570646,0.315959,1.251843697642099,1.0622442907120648,-0.1895994069300342,0.018202080237741457,0.009857612267250822,-0.008344467970490635,0.0010308090930144335,0.000865129887120449,-0.00016567920589398454,0.30861723446893785,0.2785571142284569
PAXG,verteilt_rekoppelnd,3,8.0,20.0,10.0,6.0,0.7042073333333333,0.736206,0.29516000000000003,0.3752686666666667,0.9887094857850339,1.4034566324711413,0.4147471466861073,0.011629035246876862,0.012492050218959683,0.0008630149720828218,0.0007834462565061779,0.001135431658837,0.0003519854023308221,0.27488309953239815,0.3046092184368738
XRP,mittlere_uebergangsphase,1,4.0,6.0,3.0,1.0,0.69008,0.731268,0.60066,0.310253,2.8477670870458067,10.592466406995706,7.7446993199499,0.026262111167771485,0.1355253658856731,0.10926325471790162,0.0027898561917723123,0.009261165323662841,0.0064713091318905295,0.5090180360721442,0.48897795591182364
XRP,verteilt_offen,3,5.666666666666667,12.666666666666666,6.666666666666667,5.0,0.690706,0.7252263333333334,0.4635343333333333,0.3127356666666667,4.946007945870324,3.5909465605018878,-1.3550613853684361,0.02232554405535653,0.02329988505228256,0.0009743409969260297,0.004572601392769643,0.00331871570123846,-0.0012538856915311832,0.5110220440881763,0.5076820307281229
