label,weltgruppe,achsenklasse,rollenbreite_klasse,rollen,kombinationen,rollen_reaktiviert,kombinationen_voll,reaktivierungsquote,kombinationsquote,cross_state,same_state,avg_co_touch,min_co_touch,avg_resonanz,syntax,stabil,tragend_unruhig,kippend,gespannt,field_carried,field_strained,rekopplung,adaptive_rekopplung,adaptive_rekopplung_delta,adaptive_rekopplung_experience,adaptive_weight_carry,adaptive_weight_alignment,adaptive_weight_strain_relief,adaptive_weight_sensory,carry,strain,sensory,nachhall,neuro_load,neuro_balance,data_path,follow_data_path
BTC_2025_1H_0_1000,BTC_2025_1H_SEQ,mittlere_uebergangsphase,mittel,4,6,1,0,0.25,0.0,3,1,0.2766665,0.063333,0.297823,245,981,13,0,0,0,0,0.695357,0.731947,0.03659000000000001,0.541024,0.309985,0.222668,0.263646,0.203701,0.51081,0.160339,0.847427,0.336759,0.097488,0.344281,data\btc_2025_1h_follow_candidate_0_1000.csv,data\btc_2025_1h_follow_candidate_1000_2000.csv
BTC_2025_1H_1000_2000,BTC_2025_1H_SEQ,verteilt_offen,verteilt,6,15,4,6,0.666667,0.4,9,6,0.5406666666666666,0.013333,0.19849920000000001,240,977,17,0,0,0,0,0.69354,0.735906,0.042365999999999904,0.567237,0.294346,0.220493,0.272882,0.21228,0.508119,0.162062,0.844703,0.327525,0.098722,0.340876,data\btc_2025_1h_follow_candidate_1000_2000.csv,data\btc_2025_1h_follow_candidate_2000_3000.csv
BTC_2025_1H_2000_3000,BTC_2025_1H_SEQ,verteilt_rekoppelnd,verteilt,5,10,4,6,0.8,0.6,4,6,0.5846668,0.156667,0.223385,229,984,10,0,0,0,0,0.695555,0.737,0.041444999999999954,0.443215,0.29581,0.220571,0.272272,0.211346,0.51221,0.161427,0.846332,0.351238,0.096721,0.348267,data\btc_2025_1h_follow_candidate_2000_3000.csv,data\btc_2025_1h_follow_candidate_3000_4000.csv
BTC_2025_1H_3000_4000,BTC_2025_1H_SEQ,mittlere_uebergangsphase,mittel,3,3,2,1,0.666667,0.333333,2,1,0.107778,0.076667,0.36104833333333336,220,984,10,0,0,0,0,0.693828,0.730712,0.03688400000000003,0.469316,0.307675,0.222243,0.265038,0.205043,0.511324,0.162935,0.843733,0.34586,0.096932,0.348569,data\btc_2025_1h_follow_candidate_3000_4000.csv,data\btc_2025_1h_follow_candidate_4000_5000.csv
DOGE_2025_1H_0_1000,DOGE_2025_1H_SEQ,mittlere_uebergangsphase,mittel,3,3,3,3,1.0,1.0,2,1,1.0,1.0,0.3333333333333333,230,977,17,0,0,0,0,0.695702,0.737545,0.041842999999999964,0.585122,0.294984,0.2201,0.272282,0.212634,0.512864,0.159922,0.846536,0.344069,0.095538,0.349777,data\doge_2025_1h_follow_candidate_0_1000.csv,data\doge_2025_1h_follow_candidate_1000_2000.csv
DOGE_2025_1H_1000_2000,DOGE_2025_1H_SEQ,verteilt_offen,verteilt,5,10,2,1,0.4,0.1,6,4,0.5286667,0.193333,0.22871480000000002,235,977,17,0,0,0,0,0.69151,0.733597,0.0420870000000001,0.627319,0.294699,0.220629,0.273141,0.211531,0.506619,0.163634,0.841119,0.320206,0.098884,0.34071,data\doge_2025_1h_follow_candidate_1000_2000.csv,data\doge_2025_1h_follow_candidate_2000_3000.csv
DOGE_2025_1H_2000_3000,DOGE_2025_1H_SEQ,mittlere_uebergangsphase,mittel,4,6,1,0,0.25,0.0,3,3,0.5094443333333333,0.09,0.27543283333333335,229,981,13,0,0,0,0,0.694065,0.733522,0.039456999999999964,0.510396,0.301217,0.221116,0.269134,0.208533,0.510902,0.162875,0.845031,0.345542,0.097773,0.346094,data\doge_2025_1h_follow_candidate_2000_3000.csv,data\doge_2025_1h_follow_candidate_3000_4000.csv
DOGE_2025_1H_3000_4000,DOGE_2025_1H_SEQ,kompakt_nachhallend,kompakt,1,0,1,0,1.0,0.0,0,0,0.0,0.0,0.0,237,983,11,0,0,0,0,0.69171,0.730704,0.03899399999999997,0.450648,0.30287,0.221767,0.268341,0.207022,0.50725,0.164459,0.843379,0.329085,0.100556,0.339138,data\doge_2025_1h_follow_candidate_3000_4000.csv,data\doge_2025_1h_follow_candidate_4000_5000.csv
XRP_2025_1H_0_1000,XRP_2025_1H_SEQ,verteilt_offen,verteilt,8,22,5,10,0.625,0.454545,9,13,0.28151522727272726,0.026667,0.19288013636363635,257,975,19,0,0,0,0,0.690207,0.728907,0.03869999999999996,0.547507,0.303616,0.221869,0.26767,0.206845,0.504786,0.165165,0.839713,0.317634,0.10138,0.335347,data\xrp_2025_1h_follow_candidate_0_1000.csv,data\xrp_2025_1h_follow_candidate_1000_2000.csv
XRP_2025_1H_1000_2000,XRP_2025_1H_SEQ,mittlere_uebergangsphase,mittel,3,3,2,1,0.666667,0.333333,2,1,0.072222,0.063333,0.345493,233,978,16,0,0,0,0,0.693802,0.733361,0.03955900000000001,0.628437,0.300514,0.221133,0.269377,0.208976,0.51106,0.162745,0.843234,0.349189,0.097327,0.346717,data\xrp_2025_1h_follow_candidate_1000_2000.csv,data\xrp_2025_1h_follow_candidate_2000_3000.csv
XRP_2025_1H_2000_3000,XRP_2025_1H_SEQ,verteilt_offen,verteilt,5,10,2,1,0.4,0.1,6,4,0.2586665,0.053333,0.2402939,226,978,16,0,0,0,0,0.694588,0.727568,0.03298000000000001,0.552761,0.31917,0.223982,0.258543,0.198304,0.511234,0.162567,0.84674,0.34832,0.09812,0.345464,data\xrp_2025_1h_follow_candidate_2000_3000.csv,data\xrp_2025_1h_follow_candidate_3000_4000.csv
XRP_2025_1H_3000_4000,XRP_2025_1H_SEQ,kompakt_nachhallend,kompakt,2,1,2,1,1.0,1.0,0,1,0.156667,0.156667,0.5,227,983,11,0,0,0,0,0.692157,0.729122,0.036965000000000026,0.607925,0.308078,0.222664,0.26592,0.203338,0.508085,0.163153,0.842095,0.326731,0.098091,0.343612,data\xrp_2025_1h_follow_candidate_3000_4000.csv,data\xrp_2025_1h_follow_candidate_4000_5000.csv
