memory,source_hint,family,present,count,symbol_count,dominant_axes,field_profile,sehen_form_salience,sehen_memory_recall,hoeren_stimulation,kontakt_druck,feldaufnahme_druck,mcm_kohaerenz,mcm_spannung,mcm_asymmetrie,feldsignatur
SYN1766_B_2000_3000,sonstige,dio_104t,1,1,1,mcm_kohaerenz:0.6474;sehen_form_salience:0.2457;hoeren_stimulation:0.1269;feldaufnahme_druck:0.0668,inner_effect_stable:1.0000,0.245701,0.0,0.126852,0.0,0.066833,0.647433,0.066833,-0.041449,0.010756
SYN1766_B_2500_4000,sonstige,dio_104t,1,1,1,mcm_kohaerenz:0.6264;sehen_form_salience:0.2712;hoeren_stimulation:0.1269;feldaufnahme_druck:0.0681,inner_effect_stable:1.0000,0.271183,0.0,0.126852,0.0,0.068078,0.626438,0.068078,-0.015621,0.010094
SYN1766_C_1000_2000,sonstige,dio_104t,1,1,1,mcm_kohaerenz:0.6664;sehen_form_salience:0.2128;hoeren_stimulation:0.1673;feldaufnahme_druck:0.0852,inner_effect_stable:1.0000,0.212775,0.0,0.167336,0.0,0.085162,0.666392,0.085162,0.034091,0.010894
SYN1766_C_2000_3000,sonstige,dio_104t,1,1,1,mcm_kohaerenz:0.6664;sehen_form_salience:0.2128;hoeren_stimulation:0.1673;feldaufnahme_druck:0.0852,inner_effect_stable:1.0000,0.212775,0.0,0.167336,0.0,0.085162,0.666392,0.085162,0.034091,0.010894
SYN1766_C_2500_4000,sonstige,dio_104t,1,1,1,mcm_kohaerenz:0.6674;sehen_form_salience:0.2141;hoeren_stimulation:0.1673;feldaufnahme_druck:0.0851,inner_effect_stable:1.0000,0.214078,0.0,0.167336,0.0,0.085077,0.6674,0.085077,0.035651,0.010863
SYN1788_BASE_TO_SHUFFLE,sonstige,dio_104t,1,1,1,mcm_kohaerenz:0.5952;sehen_form_salience:0.2046;hoeren_stimulation:0.1156;feldaufnahme_druck:0.0702,inner_effect_stable:0.9999;inner_effect_carried_unrest:0.0001,0.2046,0.0,0.11557,0.0,0.070248,0.595216,0.070248,0.033432,0.01037
SYN_RAND_DOM_FOLLOW_0_1000,sonstige,dio_104t,1,1,1,mcm_kohaerenz:0.6070;sehen_form_salience:0.2397;hoeren_stimulation:0.1436;feldaufnahme_druck:0.0784,inner_effect_stable:1.0000,0.239665,0.0,0.143567,0.0,0.07836,0.607015,0.07836,-0.0517,0.009949
SYN_RAND_DOM_FOLLOW_1000_2000,sonstige,dio_104t,1,1,1,mcm_kohaerenz:0.6070;sehen_form_salience:0.2397;hoeren_stimulation:0.1436;feldaufnahme_druck:0.0784,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.239665,0.0,0.143567,0.0,0.07836,0.607015,0.07836,-0.0517,0.009949
SYN1764_A_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1764_A_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1764_A_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1764_B_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1764_B_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1764_B_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1764_B_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1764_C_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1764_C_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1765_2400_3900_TO_2800_4300,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1765_2400_4400_TO_2800_4800,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1765_2600_5100_TO_3000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9998;inner_effect_carried_unrest:0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1765_2800_4300_TO_3000_4500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9997;inner_effect_carried_unrest:0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1765_2800_4800_TO_3000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9997;inner_effect_carried_unrest:0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1765_3000_4500_TO_3200_4700,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9997;inner_effect_carried_unrest:0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1765_3000_5000_TO_3200_5200,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9997;inner_effect_carried_unrest:0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_A_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_A_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_A_1500_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_A_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_A_2500_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_A_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_A_3500_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_B_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_B_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_B_3500_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_C_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_C_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1766_C_3500_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_A_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_A_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_A_1000_2500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_A_1000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_A_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_A_2000_3500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_A_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_A_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_B_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_B_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_B_1000_2500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_B_1000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_B_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_B_2000_3500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_B_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_B_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_C_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_C_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_C_1000_2500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_C_1000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_C_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_C_2000_3500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_C_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1767_C_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_0_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_0_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_1500_3500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_2500_5500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_3000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_4500_6500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_5000_6000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_6000_7000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_6000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_A_7000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_0_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_0_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_1500_3500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_2500_5500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_3000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_4500_6500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_5000_6000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_6000_7000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_6000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_B_7000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_0_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_0_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_1500_3500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_2500_5500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_3000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_4500_6500,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_5000_6000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_6000_7000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_6000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1768_C_7000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_A_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_A_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_A_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_A_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_A_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_A_5000_6000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_A_6000_7000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_A_7000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_B_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_B_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_B_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_B_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_B_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_B_5000_6000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_B_6000_7000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_B_7000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_C_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_C_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_C_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_C_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_C_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_C_5000_6000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_C_6000_7000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1769_C_7000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_0_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9997;inner_effect_carried_unrest:0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_3000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_5000_6000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_6000_7000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_6000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_A_7000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_0_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9997;inner_effect_carried_unrest:0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_3000_4000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_3000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_4000_5000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_5000_6000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_6000_7000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_6000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_B_7000_8000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_C_0_1000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_C_0_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_C_1000_2000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1770_C_2000_3000,sonstige,dio_104t,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
