target_family,neighbor_family,co_memory_count,neighbor_count_sum,avg_cosine,avg_distance,role_reading,major_delta_axis,major_delta,source_profile,target_avg_sehen_form_salience,neighbor_avg_sehen_form_salience,delta_sehen_form_salience,target_avg_sehen_memory_recall,neighbor_avg_sehen_memory_recall,delta_sehen_memory_recall,target_avg_hoeren_stimulation,neighbor_avg_hoeren_stimulation,delta_hoeren_stimulation,target_avg_kontakt_druck,neighbor_avg_kontakt_druck,delta_kontakt_druck,target_avg_feldaufnahme_druck,neighbor_avg_feldaufnahme_druck,delta_feldaufnahme_druck,target_avg_mcm_kohaerenz,neighbor_avg_mcm_kohaerenz,delta_mcm_kohaerenz,target_avg_mcm_spannung,neighbor_avg_mcm_spannung,delta_mcm_spannung,target_avg_mcm_asymmetrie,neighbor_avg_mcm_asymmetrie,delta_mcm_asymmetrie,target_avg_feldsignatur,neighbor_avg_feldsignatur,delta_feldsignatur
dio_155c,dio_0kx9,167,4718,0.898299,0.326351,asymmetrie_plus,mcm_asymmetrie,0.21823,btc:46;sonstige:36;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.239687,0.252192,0.012504,0.0,0.0,0.0,0.24258,0.03865,-0.20393,0.0,0.0,0.0,0.119971,0.031131,-0.08884,0.623337,0.627379,0.004041,0.119971,0.031131,-0.08884,-0.10713,0.1111,0.21823,0.009956,0.009718,-0.000238
dio_155c,dio_1fll,167,21470,0.913804,0.314887,hoeren_leiser,hoeren_stimulation,-0.206255,btc:46;sonstige:36;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.239687,0.148313,-0.091375,0.0,0.0,0.0,0.24258,0.036325,-0.206255,0.0,0.0,0.0,0.119971,0.023987,-0.095984,0.623337,0.752499,0.129162,0.119971,0.023987,-0.095984,-0.10713,0.001082,0.108212,0.009956,0.01157,0.001614
dio_155c,dio_14wj,167,14637,0.936852,0.262039,hoeren_leiser,hoeren_stimulation,-0.202235,btc:46;sonstige:36;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.239687,0.223844,-0.015844,0.0,0.0,0.0,0.24258,0.040345,-0.202235,0.0,0.0,0.0,0.119971,0.033737,-0.086234,0.623337,0.605902,-0.017435,0.119971,0.033737,-0.086234,-0.10713,-0.000102,0.107028,0.009956,0.009791,-0.000165
dio_155c,dio_13o0,167,8277,0.940177,0.262019,hoeren_leiser,hoeren_stimulation,-0.202658,btc:46;sonstige:36;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.239687,0.223655,-0.016033,0.0,0.0,0.0,0.24258,0.039922,-0.202658,0.0,0.0,0.0,0.119971,0.029605,-0.090367,0.623337,0.720492,0.097155,0.119971,0.029605,-0.090367,-0.10713,-0.122411,-0.015281,0.009956,0.011393,0.001437
dio_155c,dio_06er,167,5921,0.941933,0.26177,hoeren_leiser,hoeren_stimulation,-0.151234,btc:46;sonstige:36;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.239687,0.158195,-0.081492,0.0,0.0,0.0,0.24258,0.091346,-0.151234,0.0,0.0,0.0,0.119971,0.048161,-0.07181,0.623337,0.752598,0.12926,0.119971,0.048161,-0.07181,-0.10713,-0.004705,0.102424,0.009956,0.011524,0.001568
dio_155c,dio_1492,167,5379,0.961904,0.214744,hoeren_leiser,hoeren_stimulation,-0.153167,btc:46;sonstige:36;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.239687,0.22649,-0.013198,0.0,0.0,0.0,0.24258,0.089413,-0.153167,0.0,0.0,0.0,0.119971,0.050871,-0.0691,0.623337,0.730898,0.107561,0.119971,0.050871,-0.0691,-0.10713,-0.120193,-0.013063,0.009956,0.011473,0.001516
dio_155c,dio_0n0i,165,12359,0.893238,0.349718,asymmetrie_plus,mcm_asymmetrie,0.231455,btc:45;sonstige:36;doge:25;paxg:25;xrp:24;expansion:3;sideways:3;stress:3;synth:1,0.239668,0.224909,-0.014759,0.0,0.0,0.0,0.24259,0.039769,-0.202822,0.0,0.0,0.0,0.119968,0.029599,-0.090369,0.623429,0.721057,0.097628,0.119968,0.029599,-0.090369,-0.107154,0.124301,0.231455,0.009959,0.010844,0.000886
dio_155c,dio_0nlj,165,5139,0.916798,0.314753,asymmetrie_plus,mcm_asymmetrie,0.22867,btc:46;sonstige:35;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.239945,0.224105,-0.01584,0.0,0.0,0.0,0.242542,0.089347,-0.153195,0.0,0.0,0.0,0.119911,0.050729,-0.069182,0.623427,0.733942,0.110515,0.119911,0.050729,-0.069182,-0.107116,0.121553,0.22867,0.009957,0.010958,0.001
dio_155c,dio_0ly7,164,2679,0.917625,0.320411,asymmetrie_plus,mcm_asymmetrie,0.201128,btc:46;sonstige:34;doge:26;paxg:25;xrp:24;expansion:3;sideways:3;stress:3,0.238985,0.167032,-0.071953,0.0,0.0,0.0,0.243124,0.091389,-0.151734,0.0,0.0,0.0,0.120223,0.048675,-0.071548,0.622798,0.77304,0.150242,0.120223,0.048675,-0.071548,-0.106849,0.094279,0.201128,0.009947,0.011536,0.001589
dio_155c,dio_1ygx,164,7114,0.928648,0.289482,hoeren_leiser,hoeren_stimulation,-0.206119,btc:45;sonstige:36;doge:25;xrp:24;paxg:24;expansion:3;sideways:3;stress:3;synth:1,0.239591,0.169764,-0.069827,0.0,0.0,0.0,0.2426,0.036481,-0.206119,0.0,0.0,0.0,0.119968,0.02526,-0.094708,0.623447,0.7523,0.128853,0.119968,0.02526,-0.094708,-0.107148,-0.084786,0.022362,0.00996,0.011708,0.001748
