quelle,achsenklasse,count,rollen,kombinationen,cross_state,same_state,rekopplung,adaptive_rekopplung,adaptive_rekopplung_experience,nachhall,base_world_energy,follow_world_energy,follow_minus_base_energy,base_abs_drift,follow_abs_drift,follow_minus_base_abs_drift,base_avg_range,follow_avg_range,follow_minus_base_range,base_direction_change_ratio,follow_direction_change_ratio
paxg_2024_5m,verteilt_rekoppelnd,1,5.0,10.0,6.0,2.0,0.70704,0.742225,0.120333,0.377034,0.945846419160309,1.0351870126491909,0.0893405934888819,0.002001000500250125,0.010978043912175649,0.008977043411925524,0.0006398218457553164,0.0006847015758398587,4.487973008454225e-05,0.24248496993987975,0.24348697394789579
paxg_2025_5m,verteilt_offen,3,6.0,15.0,8.333333333333334,5.666666666666667,0.6913596666666667,0.7291986666666667,0.48753633333333335,0.31256233333333333,3.0231967976925866,2.298641041570044,-0.7245557561225427,0.025794797025750407,0.013519079925705597,-0.012275717100044811,0.002584267241232872,0.001985876763977683,-0.0005983904772551893,0.5026720106880428,0.5106880427521711
paxg_2025_5m,verteilt_rekoppelnd,3,8.0,20.0,10.0,6.0,0.7042073333333333,0.736206,0.29516000000000003,0.3752686666666667,0.9887094857850339,1.4034566324711413,0.4147471466861073,0.011629035246876862,0.012492050218959683,0.0008630149720828218,0.0007834462565061779,0.001135431658837,0.0003519854023308221,0.27488309953239815,0.3046092184368738
paxg_1h_early_late,verteilt_offen,8,7.125,19.0,10.0,6.75,0.6911406250000001,0.73056375,0.4606735,0.30141375,3.2228855334589555,3.173137758115809,-0.04974777534314645,0.07667371321296373,0.06569862171536699,-0.01097509149759674,0.0032295657389361824,0.003123918886636597,-0.00010564685229958555,0.4658066132264529,0.4814629258517034
