world,block_index,base_sequence,adapted_lage,base_zentrum,base_rand,base_rekopplung,base_strain,adapted_zentrum,adapted_rand,adapted_rekopplung,adapted_strain
SOL_2025_1H,12,offen_suchend->normale_weltspannung,normale_weltspannung,0.82,0.01,0.713688,0.146727,0.82,0.0,0.714409,0.145674
SOL_2025_1H,13,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.56,0.02,0.704979,0.156793,0.6,0.01,0.706458,0.154782
SOL_2025_1H,14,randlastige_sinneslage->randlastige_sinneslage,randlastige_sinneslage,0.61,0.04,0.703454,0.160608,0.64,0.04,0.705521,0.157678
SOL_2025_1H,15,randlastige_sinneslage->offen_suchend,offen_suchend,0.62,0.01,0.707198,0.154996,0.63,0.01,0.708922,0.152608
SOL_2025_1H,16,offen_suchend->offen_suchend,offen_suchend,0.62,0.01,0.708463,0.153477,0.62,0.01,0.70991,0.151551
SOL_2025_1H,17,offen_suchend->normale_weltspannung,normale_weltspannung,0.83,0.01,0.71425,0.146485,0.84,0.0,0.714959,0.14546
SOL_2025_1H,18,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.73,0.0,0.710263,0.151532,0.73,0.0,0.711535,0.14972
SOL_2025_1H,19,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.71,0.0,0.712783,0.148112,0.73,0.0,0.713353,0.147321
BTC_2025_5M,1,lauter_feldkontakt->lauter_feldkontakt,offen_suchend,0.64,0.01,0.706242,0.156738,0.65,0.01,0.707321,0.155245
BTC_2025_5M,2,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.73,0.0,0.71067,0.150044,0.73,0.0,0.711672,0.148616
BTC_2025_5M,3,normale_weltspannung->offen_suchend,offen_suchend,0.68,0.0,0.709408,0.152493,0.68,0.0,0.710099,0.15151
BTC_2025_5M,4,offen_suchend->randlastige_sinneslage,offen_suchend,0.57,0.02,0.704251,0.157859,0.58,0.01,0.70595,0.15563
BTC_2025_5M,5,randlastige_sinneslage->offen_suchend,offen_suchend,0.64,0.0,0.70893,0.151713,0.65,0.0,0.709952,0.150342
BTC_2025_5M,6,offen_suchend->normale_weltspannung,ruhig_zentrumsnah,0.79,0.0,0.714285,0.145518,0.79,0.0,0.715014,0.144501
BTC_2025_5M,7,normale_weltspannung->offen_suchend,normale_weltspannung,0.72,0.0,0.708867,0.152376,0.72,0.0,0.70993,0.150918
BTC_2025_5M,8,offen_suchend->normale_weltspannung,normale_weltspannung,0.82,0.0,0.712555,0.148322,0.82,0.0,0.712983,0.147753
BTC_2025_5M,9,normale_weltspannung->randlastige_sinneslage,randlastige_sinneslage,0.78,0.02,0.712556,0.148176,0.78,0.02,0.713166,0.147311
BTC_2025_5M,10,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.78,0.01,0.712574,0.148546,0.78,0.01,0.713139,0.147742
BTC_2025_5M,11,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.74,0.01,0.712684,0.148508,0.74,0.01,0.713401,0.147494
BTC_2025_5M,12,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.77,0.01,0.711339,0.150138,0.77,0.01,0.712198,0.148952
BTC_2025_5M,13,lauter_feldkontakt->randlastige_sinneslage,normale_weltspannung,0.73,0.02,0.708292,0.154018,0.75,0.01,0.709663,0.152044
BTC_2025_5M,14,randlastige_sinneslage->randlastige_sinneslage,normale_weltspannung,0.7,0.02,0.7082,0.154128,0.72,0.01,0.709232,0.15268
BTC_2025_5M,15,randlastige_sinneslage->offen_suchend,offen_suchend,0.67,0.0,0.711263,0.150015,0.68,0.0,0.711787,0.149332
BTC_2025_5M,16,offen_suchend->offen_suchend,offen_suchend,0.59,0.01,0.7037,0.157869,0.59,0.0,0.705378,0.155581
BTC_2025_5M,17,offen_suchend->normale_weltspannung,normale_weltspannung,0.72,0.0,0.711563,0.149007,0.74,0.0,0.712551,0.147652
BTC_2025_5M,18,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.73,0.0,0.709845,0.151844,0.74,0.0,0.710806,0.150511
BTC_2025_5M,19,normale_weltspannung->offen_suchend,leise_duenn,0.61,0.01,0.70623,0.154296,0.61,0.0,0.707818,0.152219
BTC_2025_1H,1,ruhig_zentrumsnah->randlastige_sinneslage,normale_weltspannung,0.81,0.02,0.711374,0.150138,0.81,0.0,0.712276,0.14882
BTC_2025_1H,2,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.8,0.01,0.712088,0.149431,0.8,0.01,0.712971,0.148219
BTC_2025_1H,3,normale_weltspannung->lauter_feldkontakt,offen_suchend,0.68,0.01,0.70655,0.156053,0.7,0.0,0.708247,0.15372
BTC_2025_1H,4,lauter_feldkontakt->randlastige_sinneslage,offen_suchend,0.59,0.03,0.703655,0.159394,0.63,0.01,0.705571,0.156791
BTC_2025_1H,5,randlastige_sinneslage->normale_weltspannung,ruhig_zentrumsnah,0.84,0.01,0.714104,0.145535,0.85,0.0,0.714875,0.144431
BTC_2025_1H,6,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.76,0.01,0.713425,0.14705,0.76,0.01,0.713999,0.146301
BTC_2025_1H,7,normale_weltspannung->normale_weltspannung,leise_duenn,0.71,0.0,0.710856,0.149845,0.71,0.0,0.712219,0.147997
BTC_2025_1H,8,normale_weltspannung->leise_scharf_duenn,leise_scharf_duenn,0.8,0.0,0.712726,0.147359,0.81,0.0,0.713634,0.14612
BTC_2025_1H,9,leise_scharf_duenn->normale_weltspannung,normale_weltspannung,0.82,0.0,0.712494,0.148457,0.82,0.0,0.713315,0.147288
BTC_2025_1H,10,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.84,0.01,0.715015,0.14425,0.84,0.01,0.715442,0.143648
BTC_2025_1H,11,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.83,0.0,0.714083,0.145672,0.83,0.0,0.714545,0.145006
BTC_2025_1H,12,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.82,0.0,0.715811,0.143577,0.83,0.0,0.716573,0.142509
BTC_2025_1H,13,ruhig_zentrumsnah->randlastige_sinneslage,offen_suchend,0.63,0.02,0.7082,0.153411,0.65,0.01,0.709277,0.151957
BTC_2025_1H,14,randlastige_sinneslage->randlastige_sinneslage,offen_suchend,0.65,0.03,0.704857,0.157958,0.65,0.01,0.706764,0.155274
BTC_2025_1H,15,randlastige_sinneslage->randlastige_sinneslage,offen_suchend,0.62,0.02,0.705292,0.156948,0.62,0.01,0.706921,0.154762
BTC_2025_1H,16,randlastige_sinneslage->offen_suchend,offen_suchend,0.59,0.0,0.706606,0.155526,0.6,0.0,0.707875,0.153761
BTC_2025_1H,17,offen_suchend->normale_weltspannung,normale_weltspannung,0.78,0.01,0.713845,0.14622,0.78,0.0,0.714319,0.145573
BTC_2025_1H,18,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.0,0.711822,0.148744,0.75,0.0,0.712738,0.14748
BTC_2025_1H,19,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.86,0.01,0.715533,0.143632,0.86,0.0,0.715938,0.143034
KAS_2024_5M,1,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.78,0.0,0.712521,0.148579,0.79,0.0,0.713305,0.147439
KAS_2024_5M,2,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.79,0.0,0.714094,0.146476,0.82,0.0,0.714982,0.145255
KAS_2024_5M,3,normale_weltspannung->offen_suchend,normale_weltspannung,0.68,0.0,0.709592,0.152162,0.71,0.0,0.710775,0.150517
KAS_2024_5M,4,offen_suchend->lauter_feldkontakt,lauter_feldkontakt,0.63,0.0,0.708866,0.15374,0.68,0.0,0.709959,0.152202
KAS_2024_5M,5,lauter_feldkontakt->offen_suchend,offen_suchend,0.65,0.01,0.709135,0.152573,0.66,0.0,0.710319,0.150946
KAS_2024_5M,6,offen_suchend->randlastige_sinneslage,lauter_feldkontakt,0.76,0.02,0.711585,0.150013,0.76,0.01,0.712478,0.148711
KAS_2024_5M,7,randlastige_sinneslage->randlastige_sinneslage,randlastige_sinneslage,0.49,0.06,0.698225,0.165726,0.49,0.03,0.700043,0.163216
KAS_2024_5M,8,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.7,0.01,0.710934,0.150317,0.72,0.01,0.711835,0.149173
KAS_2024_5M,9,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.71,0.0,0.711271,0.149618,0.72,0.0,0.712184,0.148388
KAS_2024_5M,10,normale_weltspannung->offen_suchend,offen_suchend,0.62,0.0,0.708151,0.153577,0.62,0.0,0.709374,0.151995
KAS_2024_5M,11,offen_suchend->randlastige_sinneslage,offen_suchend,0.69,0.02,0.707135,0.154345,0.7,0.0,0.708664,0.15231
KAS_2024_5M,12,randlastige_sinneslage->offen_suchend,offen_suchend,0.64,0.0,0.706784,0.155511,0.65,0.0,0.708107,0.153756
KAS_2024_5M,13,offen_suchend->offen_suchend,offen_suchend,0.66,0.0,0.707948,0.154491,0.66,0.0,0.709221,0.152727
KAS_2024_5M,14,offen_suchend->offen_suchend,offen_suchend,0.65,0.0,0.707508,0.155127,0.67,0.0,0.708859,0.153246
KAS_2024_5M,15,offen_suchend->offen_suchend,offen_suchend,0.65,0.0,0.705682,0.156628,0.68,0.0,0.70725,0.154517
KAS_2024_5M,16,offen_suchend->normale_weltspannung,normale_weltspannung,0.76,0.0,0.711324,0.14968,0.77,0.0,0.712419,0.148214
KAS_2024_5M,17,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.71,0.0,0.710465,0.150609,0.73,0.0,0.711411,0.149277
KAS_2024_5M,18,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.74,0.0,0.712104,0.148512,0.74,0.0,0.712704,0.147686
KAS_2024_5M,19,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.01,0.710188,0.150998,0.76,0.01,0.71101,0.149809
PAXG_2025_5M,1,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.86,0.0,0.720046,0.138089,0.86,0.0,0.720385,0.137601
PAXG_2025_5M,2,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.83,0.0,0.716204,0.141912,0.86,0.0,0.717103,0.140673
PAXG_2025_5M,3,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.84,0.0,0.715874,0.14312,0.84,0.0,0.716679,0.142001
PAXG_2025_5M,4,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.84,0.0,0.717101,0.141217,0.84,0.0,0.717671,0.140435
PAXG_2025_5M,5,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.84,0.0,0.717821,0.140281,0.86,0.0,0.718458,0.139378
PAXG_2025_5M,6,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.82,0.01,0.715305,0.143011,0.82,0.01,0.716205,0.141747
PAXG_2025_5M,7,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.8,0.0,0.715256,0.143262,0.8,0.0,0.716037,0.14218
PAXG_2025_5M,8,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.93,0.0,0.722327,0.134289,0.93,0.0,0.722513,0.13402
PAXG_2025_5M,9,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.96,0.0,0.722241,0.13428,0.96,0.0,0.722241,0.13428
PAXG_2025_5M,10,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.92,0.0,0.719912,0.137145,0.92,0.0,0.720152,0.136808
PAXG_2025_5M,11,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.83,0.01,0.718056,0.139876,0.83,0.01,0.718597,0.139126
PAXG_2025_5M,12,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.84,0.01,0.718616,0.13963,0.84,0.0,0.719174,0.138803
PAXG_2025_5M,13,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.86,0.0,0.718285,0.139111,0.87,0.0,0.718936,0.138182
PAXG_2025_5M,14,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.81,0.0,0.717454,0.140891,0.82,0.0,0.718086,0.139981
PAXG_2025_5M,15,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.79,0.0,0.716193,0.142635,0.79,0.0,0.716986,0.141511
PAXG_2025_5M,16,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.72,0.0,0.712387,0.148195,0.74,0.0,0.71346,0.146701
PAXG_2025_5M,17,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.81,0.0,0.713497,0.14623,0.81,0.0,0.714085,0.145398
PAXG_2025_5M,18,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.79,0.0,0.71629,0.142127,0.79,0.0,0.717044,0.141057
PAXG_2025_5M,19,ruhig_zentrumsnah->normale_weltspannung,leise_duenn,0.72,0.0,0.710034,0.15035,0.73,0.0,0.71099,0.14912
