followhold_kind,world,world_kind,source_file,rand_start_tick,rand_end_tick,rand_duration,follow_role,follow_start_tick,follow_end_tick,follow_duration,after_role,after_duration,rand_loudness,rand_intake,rand_sharpness,rand_rekopplung,rand_strain,follow_loudness,follow_intake,follow_sharpness,follow_rekopplung,follow_strain,delta_follow_rekopplung,delta_follow_strain
offene_variante_entlastend_gehalten,HARMONIE,synthetische_sinneswelt,1221_FELDPHASEN_MATRIX_SYNTH_EXTREMWELTEN_SEGMENTE.csv,900,900,1,offene_variante,901,903,3,zentrum_stabil,1,0.795117,0.466217,0.640126,0.579156,0.28656,0.209109,0.118384,0.799323,0.678839,0.154057,0.099683,-0.132503
offene_variante_entlastend_gehalten,HARMONIE,synthetische_sinneswelt,1221_FELDPHASEN_MATRIX_SYNTH_EXTREMWELTEN_SEGMENTE.csv,3600,3600,1,offene_variante,3601,3602,2,rekopplungsnaehe,1,0.725873,0.413484,0.583569,0.607554,0.25229,0.311708,0.171433,0.655194,0.65115,0.191804,0.043596,-0.060486
offene_variante_entlastend_gehalten,HARMONIE,synthetische_sinneswelt,1221_FELDPHASEN_MATRIX_SYNTH_EXTREMWELTEN_SEGMENTE.csv,4500,4500,1,offene_variante,4501,4503,3,zentrum_stabil,891,0.664216,0.390944,0.733816,0.601445,0.259282,0.204383,0.115844,0.75766,0.675054,0.159074,0.073609,-0.100208
offene_variante_entlastend_gehalten,HARMONIE_GEDEHNT,synthetische_sinneswelt,1221_FELDPHASEN_MATRIX_SYNTH_EXTREMWELTEN_SEGMENTE.csv,1800,1800,1,offene_variante,1801,1804,4,rekopplungsnaehe,1,0.799334,0.469337,0.706169,0.574953,0.295521,0.156381,0.090778,0.818329,0.683037,0.145677,0.108084,-0.149844
offene_variante_entlastend_gehalten,HARMONIE_GEDEHNT,synthetische_sinneswelt,1221_FELDPHASEN_MATRIX_SYNTH_EXTREMWELTEN_SEGMENTE.csv,9000,9000,1,offene_variante,9001,9002,2,zentrum_stabil,1792,0.667976,0.393869,0.735957,0.599128,0.262348,0.248421,0.142204,0.782223,0.671817,0.164831,0.072689,-0.097517
offene_variante_entlastend_gehalten,HARMONIE_KOMPAKT,synthetische_sinneswelt,1221_FELDPHASEN_MATRIX_SYNTH_EXTREMWELTEN_SEGMENTE.csv,450,450,1,offene_variante,451,454,4,rekopplungsnaehe,1,0.805359,0.473732,0.702893,0.574233,0.296108,0.16171,0.093922,0.819482,0.683029,0.14498,0.108796,-0.151128
offene_variante_entlastend_gehalten,HARMONIE_KOMPAKT,synthetische_sinneswelt,1221_FELDPHASEN_MATRIX_SYNTH_EXTREMWELTEN_SEGMENTE.csv,900,900,1,offene_variante,901,902,2,zentrum_stabil,1,0.724248,0.418301,0.53035,0.602697,0.251983,0.224445,0.126148,0.672876,0.658828,0.179435,0.056131,-0.072548
offene_variante_entlastend_gehalten,HARMONIE_KOMPAKT,synthetische_sinneswelt,1221_FELDPHASEN_MATRIX_SYNTH_EXTREMWELTEN_SEGMENTE.csv,2250,2250,1,offene_variante,2251,2251,1,rekopplungsnaehe,2,0.654583,0.383806,0.738248,0.607051,0.251405,0.279518,0.159618,0.792013,0.698186,0.151094,0.091135,-0.100311
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,6,6,1,offene_variante,7,19,13,rekopplungsnaehe,1,0.610469,0.340693,0.505648,0.580584,0.28204,0.215488,0.127443,0.665982,0.662947,0.169205,0.082363,-0.112835
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,38,38,1,offene_variante,39,47,9,rekopplungsnaehe,1,0.704576,0.409748,0.756908,0.599997,0.260602,0.239573,0.134821,0.699169,0.676015,0.157416,0.076018,-0.103186
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,88,88,1,offene_variante,89,90,2,rekopplungsnaehe,1,0.69473,0.400509,0.653946,0.598053,0.264758,0.219418,0.121903,0.711731,0.673089,0.158287,0.075036,-0.10647
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,109,109,1,offene_variante,110,115,6,rekopplungsnaehe,1,0.617702,0.358652,0.445916,0.594083,0.263861,0.251293,0.142318,0.674695,0.680622,0.157747,0.086539,-0.106114
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,161,161,1,offene_variante,162,165,4,rekopplungsnaehe,1,0.740237,0.425095,0.735769,0.587798,0.284399,0.295789,0.167887,0.611311,0.64993,0.189621,0.062132,-0.094778
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,240,240,1,offene_variante,241,244,4,rekopplungsnaehe,1,0.667667,0.381006,0.646163,0.604638,0.257555,0.223456,0.134983,0.637918,0.681925,0.163126,0.077287,-0.094429
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,381,381,1,offene_variante,382,384,3,zentrum_stabil,1,0.719472,0.412548,0.437706,0.604587,0.250447,0.235761,0.135832,0.684657,0.674321,0.161485,0.069734,-0.088962
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,422,422,1,offene_variante,423,425,3,rekopplungsnaehe,1,0.455408,0.263595,0.330096,0.597777,0.258782,0.295369,0.170356,0.609271,0.658523,0.181438,0.060746,-0.077344
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,443,443,1,offene_variante,444,444,1,rekopplungsnaehe,1,0.631244,0.362094,0.681267,0.597704,0.262412,0.259815,0.148819,0.550905,0.67205,0.162278,0.074346,-0.100134
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,567,567,1,offene_variante,568,569,2,zentrum_stabil,1,0.64928,0.376519,0.759731,0.605147,0.253081,0.236037,0.13813,0.62178,0.689889,0.155434,0.084742,-0.097647
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,601,601,1,offene_variante,602,609,8,zentrum_stabil,1,0.449755,0.255463,0.358296,0.601965,0.253357,0.290899,0.178347,0.583734,0.662744,0.177436,0.060779,-0.075921
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,637,637,1,offene_variante,638,639,2,zentrum_stabil,2,0.796389,0.463245,0.732165,0.578124,0.296159,0.312517,0.174672,0.604718,0.666668,0.185024,0.088545,-0.111135
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,684,684,1,offene_variante,685,685,1,zentrum_stabil,1,0.865781,0.501385,0.647237,0.567024,0.307775,0.483548,0.271213,0.659588,0.648802,0.19859,0.081778,-0.109185
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,710,710,1,offene_variante,711,714,4,zentrum_stabil,1,0.846831,0.481985,0.616397,0.552437,0.323076,0.199743,0.126969,0.550545,0.665667,0.170351,0.11323,-0.152725
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,727,727,1,offene_variante,728,732,5,rekopplungsnaehe,1,0.316055,0.206866,0.250569,0.56476,0.292292,0.159787,0.111372,0.558446,0.653205,0.177834,0.088445,-0.114458
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,751,751,1,offene_variante,752,764,13,zentrum_stabil,1,0.557795,0.305435,0.501433,0.594768,0.259551,0.191938,0.127988,0.512231,0.664005,0.175916,0.069237,-0.083635
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,775,775,1,offene_variante,776,784,9,zentrum_stabil,1,0.558009,0.317029,0.239378,0.581085,0.281359,0.140001,0.098489,0.561977,0.676427,0.159496,0.095342,-0.121863
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,803,803,1,offene_variante,804,805,2,zentrum_stabil,2,0.75743,0.429737,0.653567,0.567009,0.302933,0.250977,0.154204,0.499999,0.665239,0.180139,0.09823,-0.122794
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,963,963,1,offene_variante,964,966,3,zentrum_stabil,2,0.430871,0.254726,0.280434,0.592731,0.265287,0.246071,0.1458,0.636576,0.685293,0.161038,0.092562,-0.104249
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,985,985,1,offene_variante,986,989,4,rekopplungsnaehe,1,0.794047,0.451234,0.433732,0.590997,0.26892,0.129493,0.098287,0.482057,0.653597,0.181602,0.0626,-0.087318
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1158,1158,1,offene_variante,1159,1163,5,rekopplungsnaehe,1,0.779266,0.440104,0.42537,0.559465,0.309791,0.2387,0.141632,0.578309,0.681676,0.157703,0.122211,-0.152088
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1173,1173,1,offene_variante,1174,1177,4,zentrum_stabil,3,0.707089,0.389203,0.503142,0.56993,0.294755,0.277967,0.169714,0.446584,0.636889,0.20758,0.066959,-0.087175
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1203,1203,1,offene_variante,1204,1205,2,zentrum_stabil,1,0.613629,0.343397,0.719264,0.600467,0.26059,0.173488,0.121181,0.443058,0.654785,0.184232,0.054318,-0.076357
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1422,1422,1,offene_variante,1423,1423,1,rekopplungsnaehe,1,0.599401,0.337203,0.719771,0.612078,0.250487,0.248398,0.143503,0.688377,0.68132,0.187698,0.069242,-0.062789
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1444,1444,1,offene_variante,1445,1450,6,zentrum_stabil,4,0.697383,0.393588,0.713556,0.584065,0.282241,0.324814,0.188477,0.512939,0.656313,0.190689,0.072248,-0.091552
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1464,1464,1,offene_variante,1465,1467,3,zentrum_stabil,1,0.775147,0.434634,0.441347,0.593389,0.267507,0.225699,0.141086,0.480064,0.66089,0.185109,0.067501,-0.082398
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1531,1531,1,offene_variante,1532,1534,3,rekopplungsnaehe,2,0.709228,0.391379,0.422971,0.606414,0.25042,0.334961,0.189986,0.599428,0.667676,0.182561,0.061262,-0.067859
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1625,1625,1,offene_variante,1626,1629,4,zentrum_stabil,3,0.691339,0.389666,0.562416,0.602128,0.258422,0.273999,0.166992,0.551923,0.654344,0.19299,0.052216,-0.065432
offene_variante_entlastend_gehalten,KAS_5M_2K,kas_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1924,1924,1,offene_variante,1925,1925,1,zentrum_stabil,1,0.798611,0.455381,0.561652,0.583071,0.28421,0.340774,0.188038,0.567947,0.671927,0.188093,0.088856,-0.096117
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,62,62,1,offene_variante,63,64,2,zentrum_stabil,1,0.639639,0.367746,0.686351,0.607972,0.252054,0.182366,0.112028,0.586259,0.64924,0.182621,0.041268,-0.069433
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,119,119,1,offene_variante,120,123,4,rekopplungsnaehe,1,0.684189,0.388815,0.544961,0.579366,0.280645,0.217156,0.133469,0.627066,0.683688,0.155432,0.104322,-0.125213
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,130,130,1,offene_variante,131,141,11,zentrum_stabil,1,0.697244,0.40554,0.573298,0.601084,0.254547,0.243342,0.143324,0.655399,0.671607,0.167449,0.070523,-0.087098
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,181,181,1,offene_variante,182,182,1,zentrum_stabil,1,0.590057,0.3391,0.766002,0.602481,0.255125,0.362263,0.196109,0.626952,0.673626,0.166,0.071145,-0.089125
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,191,191,1,offene_variante,192,203,12,rekopplungsnaehe,2,0.660201,0.382042,0.74683,0.597948,0.259331,0.257447,0.149837,0.674698,0.667634,0.17195,0.069686,-0.087381
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,285,285,1,offene_variante,286,286,1,zentrum_stabil,1,0.704204,0.408563,0.740765,0.591194,0.275365,0.328919,0.184055,0.801648,0.652689,0.183748,0.061495,-0.091617
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,361,361,1,offene_variante,362,362,1,rekopplungsnaehe,3,0.676772,0.39392,0.712912,0.606667,0.251264,0.38303,0.218272,0.773122,0.64883,0.190206,0.042163,-0.061058
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,481,481,1,offene_variante,482,487,6,zentrum_stabil,1,0.719472,0.417002,0.607445,0.594343,0.264196,0.3311,0.191146,0.684323,0.639955,0.20056,0.045612,-0.063636
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,568,568,1,offene_variante,569,573,5,zentrum_stabil,10,0.96644,0.563961,0.667647,0.565767,0.30562,0.374518,0.216875,0.62401,0.659338,0.195369,0.093571,-0.110251
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,657,657,1,offene_variante,658,663,6,zentrum_stabil,1,0.718496,0.406834,0.511203,0.571295,0.29454,0.224419,0.136107,0.629223,0.6664,0.167955,0.095105,-0.126585
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,827,827,1,offene_variante,828,830,3,zentrum_stabil,1,0.883622,0.502132,0.517529,0.56967,0.302326,0.335907,0.19043,0.509657,0.644211,0.204445,0.074541,-0.097881
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,936,936,1,offene_variante,937,938,2,zentrum_stabil,1,0.903189,0.517685,0.506659,0.569419,0.296935,0.399865,0.226851,0.690084,0.657065,0.186269,0.087646,-0.110667
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,972,972,1,offene_variante,973,976,4,zentrum_stabil,2,0.680849,0.385643,0.731513,0.584791,0.279359,0.261789,0.152934,0.603189,0.661343,0.179412,0.076552,-0.099947
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1008,1008,1,offene_variante,1009,1013,5,rekopplungsnaehe,2,0.554439,0.318096,0.40852,0.592209,0.266415,0.301228,0.18217,0.541624,0.654083,0.197766,0.061874,-0.068649
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1064,1064,1,offene_variante,1065,1066,2,zentrum_stabil,4,0.654353,0.372077,0.716381,0.603016,0.262745,0.227212,0.131378,0.712512,0.671048,0.164518,0.068032,-0.098227
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1128,1129,2,offene_variante,1130,1132,3,zentrum_stabil,3,0.785099,0.447774,0.685449,0.570239,0.303085,0.267524,0.158606,0.535746,0.667528,0.177008,0.097289,-0.126077
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1215,1215,1,offene_variante,1216,1216,1,zentrum_stabil,1,0.693146,0.402328,0.711249,0.59529,0.269348,0.356098,0.202128,0.786297,0.685484,0.178857,0.090194,-0.090491
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1313,1313,1,offene_variante,1314,1317,4,rekopplungsnaehe,1,0.58801,0.329766,0.379863,0.575729,0.286863,0.210235,0.126361,0.574056,0.679926,0.167424,0.104197,-0.119439
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1561,1561,1,offene_variante,1562,1565,4,rekopplungsnaehe,1,0.484754,0.280874,0.300277,0.586996,0.271606,0.295099,0.175521,0.49114,0.673544,0.178206,0.086548,-0.0934
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1782,1782,1,offene_variante,1783,1786,4,rekopplungsnaehe,1,0.877855,0.511201,0.679749,0.576557,0.289943,0.18994,0.121638,0.547676,0.677502,0.160686,0.100945,-0.129257
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1855,1855,1,offene_variante,1856,1856,1,rekopplungsnaehe,1,0.464617,0.255805,0.444902,0.602905,0.251188,0.344012,0.186876,0.652414,0.661343,0.174674,0.058438,-0.076514
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1908,1908,1,offene_variante,1909,1910,2,zentrum_stabil,1,0.7461,0.419533,0.582609,0.567463,0.302306,0.216162,0.146958,0.404093,0.665271,0.170754,0.097808,-0.131553
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2019,2019,1,offene_variante,2020,2021,2,zentrum_stabil,1,0.736928,0.415552,0.490801,0.561707,0.307443,0.193016,0.114846,0.616949,0.694148,0.145932,0.132441,-0.161511
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2207,2207,1,offene_variante,2208,2208,1,zentrum_stabil,3,0.778029,0.452521,0.419217,0.573559,0.290665,0.405188,0.228224,0.68672,0.650406,0.187991,0.076847,-0.102674
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2226,2226,1,offene_variante,2227,2227,1,zentrum_stabil,1,0.788822,0.451195,0.60593,0.590646,0.27876,0.44445,0.243677,0.627483,0.641898,0.204401,0.051252,-0.074359
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2319,2319,1,offene_variante,2320,2320,1,zentrum_stabil,7,0.654319,0.375688,0.400719,0.591557,0.268215,0.423261,0.242285,0.622148,0.662535,0.192596,0.070978,-0.075619
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2497,2497,1,offene_variante,2498,2501,4,zentrum_stabil,1,0.369385,0.224333,0.293281,0.600071,0.251032,0.327523,0.2002,0.425215,0.646176,0.195483,0.046105,-0.055549
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2509,2510,2,offene_variante,2511,2518,8,rekopplungsnaehe,1,0.570391,0.326778,0.424324,0.565246,0.29911,0.144484,0.113296,0.45364,0.653055,0.182078,0.087809,-0.117032
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2532,2532,1,offene_variante,2533,2538,6,zentrum_stabil,1,0.326855,0.204357,0.314212,0.573664,0.282259,0.152076,0.115529,0.421402,0.652536,0.183665,0.078872,-0.098594
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2586,2586,1,offene_variante,2587,2591,5,zentrum_stabil,1,0.229569,0.162583,0.256878,0.580986,0.268603,0.177049,0.121507,0.474205,0.652125,0.186453,0.071139,-0.08215
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2630,2630,1,offene_variante,2631,2631,1,zentrum_stabil,1,0.269682,0.193431,0.166333,0.586102,0.26188,0.058998,0.075365,0.511788,0.697086,0.12499,0.110984,-0.13689
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2668,2669,2,offene_variante,2670,2680,11,zentrum_stabil,1,0.279136,0.189592,0.223627,0.581906,0.270837,0.175336,0.132453,0.411172,0.649304,0.184939,0.067398,-0.085899
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2752,2752,1,offene_variante,2753,2753,1,zentrum_stabil,1,0.308982,0.200731,0.274773,0.595304,0.253599,0.259614,0.169497,0.328347,0.625731,0.226448,0.030427,-0.027151
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2762,2762,1,offene_variante,2763,2767,5,zentrum_stabil,1,0.339616,0.213176,0.265861,0.598766,0.254188,0.143576,0.107686,0.481614,0.671897,0.16772,0.073131,-0.086468
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,2945,2945,1,offene_variante,2946,2950,5,rekopplungsnaehe,2,0.752808,0.415927,0.331209,0.602317,0.253937,0.200332,0.138385,0.423993,0.65128,0.191682,0.048963,-0.062255
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,3048,3048,1,offene_variante,3049,3050,2,rekopplungsnaehe,1,0.777184,0.440259,0.635121,0.58262,0.288667,0.311261,0.174641,0.657404,0.667253,0.190223,0.084633,-0.098444
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,3053,3053,1,offene_variante,3054,3056,3,zentrum_stabil,3,0.681579,0.377106,0.668297,0.588494,0.274233,0.232456,0.146539,0.595587,0.665381,0.178071,0.076887,-0.096162
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,3219,3219,1,offene_variante,3220,3221,2,zentrum_stabil,2,0.680624,0.382609,0.609755,0.603337,0.260241,0.339573,0.20749,0.463702,0.644864,0.209631,0.041527,-0.05061
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,3374,3374,1,offene_variante,3375,3375,1,zentrum_stabil,1,0.718795,0.398088,0.623028,0.59301,0.27674,0.297062,0.179682,0.539776,0.637688,0.217638,0.044678,-0.059102
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,3510,3511,2,offene_variante,3512,3515,4,rekopplungsnaehe,1,0.708039,0.403415,0.348259,0.553382,0.316545,0.196233,0.132032,0.469,0.6613,0.186965,0.107918,-0.12958
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,3552,3552,1,offene_variante,3553,3553,1,zentrum_stabil,1,0.67639,0.383498,0.742321,0.599823,0.268056,0.209738,0.128887,0.644568,0.671561,0.174742,0.071738,-0.093314
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,3620,3620,1,offene_variante,3621,3624,4,zentrum_stabil,2,0.873786,0.499063,0.639722,0.564779,0.313253,0.295448,0.175758,0.584588,0.665296,0.185841,0.100517,-0.127412
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,3635,3635,1,offene_variante,3636,3636,1,zentrum_stabil,2,0.740442,0.419156,0.706126,0.587095,0.286417,0.337783,0.197094,0.470558,0.607093,0.24309,0.019998,-0.043327
offene_variante_entlastend_gehalten,NEG_STRESS_10K,stress_oder_negative_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,3735,3735,1,offene_variante,3736,3736,1,zentrum_stabil,1,0.745086,0.427417,0.718143,0.611055,0.259241,0.236818,0.145874,0.455101,0.679182,0.178394,0.068127,-0.080847
