passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world_group,world,run,family,pattern,tick,timestamp_ms,visual,tone,field,before_tension,target_tension,delta_tension,before_rekopplung,target_rekopplung,delta_rekopplung,before_strain,target_strain,delta_strain,visual_sharpness,visual_distance,auditory_loudness,auditory_listen,raw_field_intake,adapted_field_intake
1,0,0,0,0,0,0,feld_5m,adapted_field_btc_2024_5m_2k,dio_mini_lauf_1,dio_0g2r,kippnaehe,7,1704069300000,wechselnde_distanzform,geordnetes_hinhoeren_mit_wechsel,offen,0.09160583333333333,0.09234,0.0007341666666666746,0.6701086666666667,0.660039,-0.010069666666666643,0.16258216666666667,0.171804,0.009221833333333346,0.497125,0.502875,0.15218,0.798436,0.108306,0.09234
1,0,0,0,0,0,0,feld_5m,adapted_field_btc_2024_5m_2k,dio_mini_lauf_1,dio_0g2r,tragende_verarbeitung,1388,1704483600000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.125080875,0.067918,-0.057162875,0.704576375,0.716212,0.011635624999999927,0.156385125,0.133095,-0.023290125000000023,0.547496,0.452504,0.095939,0.821538,0.078736,0.067918
1,0,0,0,0,0,0,feld_5m,adapted_field_btc_2024_5m_2k,dio_mini_lauf_2,dio_0g2r,kippnaehe,7,1704069300000,wechselnde_distanzform,geordnetes_hinhoeren_mit_wechsel,offen,0.09160583333333333,0.09234,0.0007341666666666746,0.6676669999999999,0.657501,-0.010165999999999897,0.1610725,0.170241,0.009168499999999996,0.497125,0.502875,0.15218,0.798436,0.108306,0.09234
1,0,0,0,0,0,0,feld_5m,adapted_field_btc_2024_5m_2k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,1388,1704483600000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.125080875,0.067918,-0.057162875,0.704135125,0.716199,0.012063875000000057,0.1561175,0.133055,-0.023062499999999986,0.547496,0.452504,0.095939,0.821538,0.078736,0.067918
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_1,dio_0g2r,kippnaehe,1650,1704562200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.083975375,0.08409,0.0001146249999999932,0.720287375,0.69931,-0.020977374999999965,0.13919637499999998,0.159296,0.02009962500000001,0.549437,0.450563,0.1573,0.793097,0.09821,0.08409
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_1,dio_0g2r,tragende_verarbeitung,3360,1705075200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.13655975,0.06581,-0.07074975000000001,0.656403125,0.722608,0.06620487500000005,0.18935525,0.13082,-0.05853525000000001,0.547249,0.452751,0.102804,0.822218,0.076288,0.06581
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_1,dio_0g2r,tragende_verarbeitung,6488,1706013600000,wechselnde_distanzform,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.094102625,0.06273,-0.031372625,0.6944319999999999,0.722131,0.02769900000000003,0.162718,0.133347,-0.029371000000000008,0.484789,0.515211,0.073501,0.84579,0.072972,0.06273
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_2,dio_0g2r,kippnaehe,1650,1704562200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.083975375,0.08409,0.0001146249999999932,0.72001925,0.69949,-0.020529250000000054,0.139003625,0.159288,0.02028437500000002,0.549437,0.450563,0.1573,0.793097,0.09821,0.08409
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,3360,1705075200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.13655975,0.06581,-0.07074975000000001,0.6557955,0.722766,0.06697050000000004,0.189018,0.130882,-0.05813599999999999,0.547249,0.452751,0.102804,0.822218,0.076288,0.06581
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,3910,1705240200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.157499875,0.068618,-0.08888187500000001,0.67915675,0.721617,0.04246024999999998,0.172092375,0.133039,-0.039053375,0.548622,0.451378,0.099398,0.824727,0.07949,0.068618
