phase_key,phase_class,window_reading,world,data_file,current_start_tick,current_end_tick,center_tick,current_intake,current_loudness,current_sharpness,current_rekopplung,current_strain,delta_next_rekopplung,delta_next_strain,raw_rows,raw_return,range_ratio,body_ratio,direction_consistency,expansion_ratio,break_ratio,movement_class
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,7632,7632,7632,0.512406,0.885832,0.528626,0.569545,0.298808,0.089732,-0.102251,71,0.01491819,0.02694899,0.00143692,0.09090909,2.36104513,0.50356295,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->rekopplungsnaehe,weltgebundene_feldphase,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,9335,9335,9335,0.471138,0.820265,0.649878,0.575297,0.298479,0.132801,-0.139359,71,0.00049116,0.00294695,0.00034589,0.02564103,3.30232558,0.58139535,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,5061,5061,5061,0.480267,0.820123,0.730154,0.575428,0.298098,0.115003,-0.116589,71,-0.00921659,0.01081177,0.00074392,0.0,3.13747954,0.48772504,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,3987,3988,3988,0.3971,0.715745,0.592534,0.572653,0.298078,0.058874,-0.091411,71,0.03841388,0.0677406,0.00258885,0.10769231,7.10772579,0.48422198,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,6206,6206,6206,0.519263,0.914115,0.415833,0.570162,0.297908,0.060865,-0.077327,71,0.00216179,0.02082148,0.00162976,0.01449275,3.9403527,0.52748963,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,7481,7481,7481,0.406985,0.727278,0.571049,0.569279,0.29784,0.072176,-0.093738,71,0.05115888,0.09018854,0.00377019,0.10144928,2.53571429,0.5378861,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,803,803,803,0.377121,0.68241,0.447009,0.567497,0.297788,0.098219,-0.115446,71,0.02600349,0.04153578,0.00230072,0.08823529,2.88380463,0.48123393,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1313,1313,1313,0.480423,0.823336,0.670932,0.574207,0.297722,0.092184,-0.118366,71,0.00655999,0.02806641,0.00177394,0.08571429,2.71989311,0.46352928,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,9632,9632,9632,0.431046,0.758992,0.708019,0.572506,0.297717,0.104955,-0.140393,71,0.00876578,0.02197288,0.0014766,0.05714286,3.0334873,0.51789838,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,7166,7166,7166,0.521882,0.904297,0.697662,0.581744,0.29761,0.070144,-0.105264,71,-0.00515759,0.02578797,0.00164656,0.0,3.61834655,0.46206116,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,3256,3256,3256,0.423602,0.74311,0.588364,0.569732,0.297506,0.100154,-0.111882,71,-0.01403549,0.0221552,0.00166152,0.03030303,2.60345731,0.53273965,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,198,198,198,0.414332,0.73033,0.533263,0.568955,0.297429,0.121496,-0.155264,71,-0.00515243,0.03735509,0.00171748,0.01587302,2.91940789,0.46710526,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,7130,7130,7130,0.453093,0.792164,0.712608,0.578695,0.297416,0.091782,-0.101231,71,0.01041871,0.02201691,0.0009386,0.16923077,3.11569149,0.45079787,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,1029,1030,1030,0.407651,0.725963,0.644823,0.571084,0.297414,0.075562,-0.101118,71,-0.04347826,0.05122686,0.00172191,0.15625,5.17218543,0.47019868,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,4482,4482,4482,0.483875,0.851761,0.59998,0.576625,0.297354,0.058666,-0.08331,71,-0.01145503,0.02888131,0.00145548,0.04615385,3.13837284,0.54324151,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,3812,3813,3812,0.362013,0.632534,0.471376,0.571053,0.297108,0.105177,-0.114158,71,0.00254777,0.02335456,0.00132771,0.1147541,4.73333333,0.51034483,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,936,936,936,0.517685,0.903189,0.506659,0.569419,0.296935,0.087646,-0.110667,71,0.02790897,0.04121941,0.00209242,0.0625,2.57401813,0.52265861,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,rekopplung_bricht_in_last,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,2834,2834,2834,0.505015,0.892953,0.667834,0.578153,0.29688,0.036266,-0.060309,71,0.06936416,0.08246628,0.00308466,0.27536232,3.61702128,0.51093797,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,7981,7981,7981,0.429775,0.766159,0.703667,0.572316,0.296645,0.088597,-0.119781,71,-0.08461011,0.10427624,0.00450588,0.02857143,3.02071772,0.51757307,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,3908,3908,3908,0.414582,0.726139,0.660774,0.573564,0.296525,0.091002,-0.112427,71,0.00049554,0.00445986,0.00050252,0.06666667,3.46341463,0.58536585,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,6363,6364,6364,0.384,0.667542,0.413237,0.570129,0.296522,0.084495,-0.090391,71,0.004814,0.03719912,0.00163343,0.0,3.5028463,0.5028463,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,8273,8273,8273,0.465429,0.830987,0.559811,0.577233,0.296456,0.081973,-0.113507,71,0.02793189,0.03654104,0.00146585,0.04477612,4.41196778,0.6260069,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,rekopplung_bricht_in_last,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,4721,4721,4721,0.492495,0.873702,0.473581,0.573711,0.29645,0.029687,-0.051124,71,0.00047393,0.01054502,0.00076597,0.01538462,3.68087558,0.52880184,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,7851,7851,7851,0.394996,0.696242,0.258632,0.571111,0.296449,0.096384,-0.099176,71,-0.00093589,0.0215255,0.00097544,0.06896552,3.11082474,0.3814433,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,1402,1402,1402,0.459909,0.800685,0.677745,0.577105,0.296395,0.081124,-0.118748,71,0.02002836,0.02250975,0.00100604,0.25806452,3.50722892,0.48554217,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,1518,1519,1518,0.394213,0.688975,0.414766,0.574684,0.296219,0.096925,-0.119296,71,0.00090293,0.02844244,0.0020475,0.07692308,5.14885496,0.61450382,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,8138,8138,8138,0.393857,0.698094,0.510425,0.571423,0.296214,0.089793,-0.105067,71,-0.00777989,0.01537002,0.00083652,0.11111111,4.25,0.55105634,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,KAS_5M_2K,kontrolliert_kas_2024_5m_test1_2000_KASUSDT.csv,637,637,637,0.463245,0.796389,0.732165,0.578124,0.296159,0.088545,-0.111135,71,-0.03377704,0.04251248,0.00169084,0.11428571,6.49952487,0.45707951,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_1H_2K,kontrolliert_sol_2024_1h_test1_2000_SOLUSDT.csv,204,204,204,0.362979,0.653011,0.441913,0.569672,0.296,0.088841,-0.116963,71,0.1546288,0.22059481,0.0127444,0.08571429,3.77578298,0.45834513,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,KAS_5M_2K,kontrolliert_kas_2024_5m_test1_2000_KASUSDT.csv,598,598,598,0.481535,0.84602,0.547326,0.574789,0.295882,0.086948,-0.105081,71,0.00377423,0.05043747,0.00265429,0.02857143,4.68149669,0.50125485,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,2693,2693,2693,0.395068,0.706016,0.55062,0.571405,0.295636,0.106769,-0.118197,71,-0.00198118,0.00643883,0.00043251,0.13636364,5.56862745,0.40522876,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_1H_2K,kontrolliert_sol_2024_1h_test1_2000_SOLUSDT.csv,1010,1010,1010,0.460676,0.804457,0.503507,0.571057,0.29562,0.109717,-0.139311,71,0.05090236,0.10874595,0.00507068,0.11428571,3.01106839,0.45322148,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_1H_2K,kontrolliert_sol_2024_1h_test1_2000_SOLUSDT.csv,59,60,60,0.405602,0.721091,0.613138,0.57211,0.295479,0.087489,-0.121966,71,-0.04684799,0.2906395,0.0100653,0.07246377,7.41096355,0.44396722,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,2558,2558,2558,0.425681,0.764948,0.662938,0.572879,0.295351,0.081471,-0.115012,71,-0.03510483,0.0443686,0.00215628,0.18181818,2.67924528,0.49371069,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,4001,4001,4001,0.499942,0.872261,0.603801,0.578525,0.295343,0.095876,-0.113341,71,0.03493629,0.06329634,0.00249504,0.12121212,7.20176406,0.47519294,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1551,1551,1551,0.332959,0.58768,0.231679,0.572038,0.295335,0.071991,-0.095768,71,0.0427491,0.15693837,0.00847236,0.17142857,4.69373135,0.48337862,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,3444,3444,3444,0.481581,0.836985,0.592222,0.575193,0.295073,0.091686,-0.10266,71,-0.01901449,0.04347826,0.00215554,0.11764706,3.12993039,0.51044084,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1623,1623,1623,0.460552,0.785734,0.370321,0.570772,0.295072,0.108079,-0.123725,71,0.04294104,0.06554218,0.00289164,0.2,5.67315386,0.38182036,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,1510,1510,1510,0.407673,0.728117,0.606492,0.571823,0.294993,0.092551,-0.11988,71,-0.02385589,0.04868549,0.00190113,0.04347826,3.45872801,0.50022553,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,7276,7276,7276,0.486457,0.825772,0.366561,0.570798,0.294879,0.10043,-0.122964,71,0.00253362,0.01052426,0.00074115,0.01538462,4.23662551,0.55555556,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,8713,8713,8713,0.451001,0.800526,0.624772,0.579445,0.294879,0.075137,-0.097012,71,-0.01290474,0.02698264,0.00223726,0.10144928,3.01564829,0.50447094,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_5M_2K,kontrolliert_sol_2024_5m_test1_2000_SOLUSDT.csv,87,87,87,0.489259,0.838454,0.433934,0.570386,0.294815,0.078298,-0.109597,71,0.01869705,0.03418054,0.00208888,0.10144928,2.44827586,0.55281307,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,1461,1461,1461,0.492273,0.860624,0.682522,0.579826,0.294791,0.058394,-0.08257,71,0.02475654,0.04552388,0.0022871,0.14285714,2.31757905,0.47058824,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,KAS_5M_2K,kontrolliert_kas_2024_5m_test1_2000_KASUSDT.csv,1173,1173,1173,0.389203,0.707089,0.503142,0.56993,0.294755,0.066959,-0.087175,71,-0.04664673,0.07765912,0.00385775,0.14285714,4.04890159,0.48239543,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,8216,8216,8216,0.425325,0.754388,0.695232,0.573989,0.294744,0.095409,-0.115508,71,0.00777202,0.04378238,0.00308692,0.03030303,3.01315003,0.50567842,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,4888,4888,4888,0.474661,0.829832,0.596744,0.575619,0.294657,0.085334,-0.103003,71,0.00838282,0.0195599,0.00185957,0.0,3.38599106,0.5633383,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,897,897,897,0.458884,0.800468,0.499074,0.56968,0.29459,0.113109,-0.123818,71,0.01261902,0.0312034,0.00182742,0.02941176,1.91800948,0.53601896,gemischte_rohwelt
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,657,657,657,0.406834,0.718496,0.511203,0.571295,0.29454,0.095105,-0.126585,71,-0.0060241,0.03399312,0.00165451,0.04615385,3.56228374,0.47231834,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,5982,5982,5982,0.491982,0.872625,0.63418,0.578661,0.294449,0.071446,-0.092768,71,-0.02813379,0.05189122,0.0031656,0.07462687,3.63569861,0.52596928,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,9025,9025,9025,0.479631,0.841838,0.543898,0.585079,0.294415,0.05293,-0.079933,71,-0.02938343,0.05226397,0.00236099,0.08823529,2.81789883,0.54163424,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,6264,6264,6264,0.409433,0.735541,0.60236,0.572776,0.294271,0.086339,-0.107143,71,-0.02513401,0.05562835,0.00271959,0.20588235,2.3797663,0.49846248,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,574,574,574,0.497235,0.854679,0.718125,0.574229,0.294172,0.073203,-0.098789,71,-0.00063816,0.00909381,0.00076175,0.04761905,3.24695122,0.51676829,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,216,216,216,0.451466,0.784704,0.702572,0.579449,0.294107,0.098411,-0.134108,71,0.02517845,0.02918129,0.00093734,0.11428571,2.95793627,0.55974704,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_5M_2K,kontrolliert_sol_2024_5m_test1_2000_SOLUSDT.csv,1260,1260,1260,0.46947,0.822686,0.593537,0.577443,0.293876,0.092112,-0.113241,71,-0.0149857,0.04042197,0.00219814,0.17142857,3.16336634,0.46097845,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,4495,4495,4495,0.406591,0.725033,0.599087,0.574466,0.293718,0.091445,-0.11012,71,0.00331184,0.02126547,0.00109249,0.16923077,4.34352941,0.52352941,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,6802,6802,6802,0.527449,0.920154,0.474105,0.577623,0.293691,0.083951,-0.092931,71,-0.00580357,0.01919643,0.00144618,0.01538462,2.30092593,0.53240741,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,4928,4928,4928,0.520489,0.903447,0.658348,0.585121,0.293479,0.071274,-0.099097,71,0.02464422,0.04581742,0.00237594,0.16923077,3.74086022,0.52258065,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,8209,8209,8209,0.47841,0.855902,0.464077,0.576742,0.293153,0.080179,-0.104071,71,0.00729547,0.04611777,0.00313764,0.03030303,2.96355085,0.5026455,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,2947,2947,2947,0.487833,0.848879,0.700866,0.581819,0.292999,0.060684,-0.091643,71,0.00321199,0.03104925,0.00165542,0.01449275,2.95377504,0.50744735,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,9926,9926,9926,0.52091,0.89349,0.260989,0.577405,0.292939,0.093968,-0.12765,71,-0.00127833,0.01626961,0.00104099,0.11764706,2.57087827,0.48998459,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_5M_2K,kontrolliert_sol_2024_5m_test1_2000_SOLUSDT.csv,1795,1795,1795,0.52643,0.905501,0.589736,0.572646,0.292933,0.073421,-0.096576,71,0.01294979,0.05041928,0.00288687,0.13043478,5.30365822,0.49398823,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->zentrum_stabil,weltgebundene_feldphase,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,2563,2563,2563,0.206185,0.311928,0.215785,0.563551,0.292789,0.151667,-0.152403,71,-0.02447381,0.04698972,0.00230261,0.18181818,2.5508982,0.5,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,7857,7857,7857,0.421193,0.751026,0.681628,0.575362,0.29267,0.09044,-0.103622,71,-0.00140449,0.02153558,0.00102864,0.06896552,3.14322917,0.40625,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_1H_2K,kontrolliert_sol_2024_1h_test1_2000_SOLUSDT.csv,1495,1495,1495,0.475836,0.820204,0.703733,0.576451,0.292581,0.098838,-0.118818,71,-0.04072262,0.08114415,0.00656676,0.02857143,2.72309134,0.44654315,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,286,286,286,0.383606,0.687176,0.543047,0.573986,0.292529,0.087858,-0.109937,71,-0.06975036,0.16160668,0.00491716,0.02857143,4.78107312,0.4950824,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,2664,2664,2664,0.387572,0.694012,0.542536,0.574558,0.292457,0.047504,-0.062868,71,-0.01599297,0.02337434,0.00116587,0.10144928,3.53495763,0.49894068,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,KAS_5M_2K,kontrolliert_kas_2024_5m_test1_2000_KASUSDT.csv,727,727,727,0.206866,0.316055,0.250569,0.56476,0.292292,0.088445,-0.114458,71,-0.13868861,0.35991178,0.00968676,0.14285714,10.55141741,0.58634654,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,2459,2460,2460,0.377294,0.642683,0.37008,0.574829,0.291984,0.061969,-0.086255,71,-0.00786503,0.03805658,0.00192248,0.17647059,7.55868972,0.48953594,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,803,803,803,0.409528,0.723147,0.689898,0.575728,0.29194,0.079543,-0.095067,71,0.00817073,0.02865854,0.00217451,0.0,3.04907975,0.51779141,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,1500,1500,1500,0.459269,0.816357,0.544846,0.580151,0.29192,0.070744,-0.101262,71,-0.00491766,0.02321592,0.00151412,0.0,3.07297433,0.47307499,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,2660,2660,2660,0.541315,0.943314,0.55118,0.584438,0.291903,0.069672,-0.095135,71,-0.00273224,0.0154827,0.0008402,0.0,5.91666667,0.51984127,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,2144,2144,2144,0.462358,0.794419,0.686747,0.579147,0.29181,0.097309,-0.114757,71,0.0085026,0.0170052,0.0008649,0.03846154,2.40225564,0.4887218,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,3825,3825,3825,0.50782,0.89057,0.4272,0.573848,0.291802,0.08839,-0.110202,71,0.0188049,0.0346406,0.00153861,0.1641791,3.79482759,0.50747126,bewegungsbruch
