passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world,tonal_band,runs,avg_count,avg_ratio,avg_hoeren_energy_tone,delta_hoeren_energy_tone_vs_world,avg_mcm_rekopplung_quality,delta_mcm_rekopplung_quality_vs_world,avg_mcm_strain_quality,delta_mcm_strain_quality_vs_world,avg_mcm_carry_quality,delta_mcm_carry_quality_vs_world,avg_rezeptor_field_intake_pressure,delta_rezeptor_field_intake_pressure_vs_world,avg_perception_auditory_loudness,delta_perception_auditory_loudness_vs_world,avg_perception_auditory_listen_tendency,delta_perception_auditory_listen_tendency_vs_world,avg_perception_auditory_softening_tendency,delta_perception_auditory_softening_tendency_vs_world,avg_perception_adapted_field_intake_pressure,delta_perception_adapted_field_intake_pressure_vs_world,avg_mcm_feldwirkung_mcm_tension,delta_mcm_feldwirkung_mcm_tension_vs_world,rekopplung_minus_strain
1,0,0,0,0,0,0,adapted_field_btc_2024_5m_2k,tonal_high,2,679.0,0.34052156469408223,0.28067219587628867,0.2876819596676628,0.6809393858615611,-0.014378912533624388,0.1689752503681885,0.014246515162571666,0.49046018998527247,-0.02237899807892013,0.13696922238586154,0.031201652175229647,0.28049913696612666,0.07300663897214471,0.734748001472754,-0.05324486913908144,0.26525199852724596,0.05324486913908147,0.13696922238586154,0.031201652175229647,0.13696922238586154,0.031201652175229647,0.5119641354933726
1,0,0,0,0,0,0,adapted_field_btc_2024_5m_2k,tonal_low,2,659.0,0.3304914744232698,-0.2585041502276176,-0.25149438643624344,0.6956367913505311,0.00031849295534558397,0.15941882928679818,0.004690094081181317,0.5181830614567526,0.005343873392560039,0.11729999848254931,0.011532428271917416,0.23355509559939303,0.026062597605411075,0.776922942336874,-0.01106992827496145,0.22307705766312594,0.01106992827496145,0.11729999848254931,0.011532428271917416,0.11729999848254931,0.011532428271917416,0.5362179620637331
1,0,0,0,0,0,0,adapted_field_btc_2024_5m_2k,tonal_mid,2,656.0,0.32898696088264795,-0.052133620426829265,-0.045123856635455144,0.7098814001524391,0.014563101757253505,0.1352711806402439,-0.019457554565372945,0.5306345038109757,0.017795315746783058,0.061886789634146344,-0.04388078057648555,0.1057443887195122,-0.10174810927446976,0.8542251097560976,0.06623223914426213,0.14577489024390244,-0.06623223914426205,0.061886789634146344,-0.04388078057648555,0.061886789634146344,-0.04388078057648555,0.5746102195121952
1,0,0,0,0,0,0,adapted_field_doge_2024_5m_10k,tonal_high,2,3399.0,0.3401040624374625,0.28215053898205356,0.28825316585817923,0.6927972050603118,-0.012376656756778459,0.16547203574580757,0.012690121097018295,0.5188041100323624,-0.018180274798536122,0.1371300041188585,0.03017732481127397,0.28137817887614003,0.07104109532600997,0.7349454886731392,-0.05138696359822359,0.26505451132686086,0.05138696359822367,0.1371300041188585,0.03017732481127397,0.1371300041188585,0.03017732481127397,0.5273251693145042
1,0,0,0,0,0,0,adapted_field_doge_2024_5m_10k,tonal_low,2,3299.0,0.3300980588353012,-0.2634198105486511,-0.25731718367252543,0.7041078158532889,-0.001066045963801443,0.15856989587753867,0.005787981228749378,0.5393941035162171,0.0024097186853184738,0.12109797302212791,0.014145293714543372,0.2433029011821764,0.03296581763204634,0.7699257080933616,-0.016406744178001254,0.23007429190663836,0.01640674417800117,0.12109797302212791,0.014145293714543372,0.12109797302212791,0.014145293714543372,0.5455379199757502
1,0,0,0,0,0,0,adapted_field_doge_2024_5m_10k,tonal_mid,2,3296.0,0.3297978787272363,-0.04581231189320388,-0.03970968501707821,0.7190043053701456,0.01383044355305535,0.13390197785194174,-0.018879936796847532,0.5533208812196602,0.016336496388761612,0.061674144417475735,-0.0452785348901088,0.10408013106796117,-0.10625695248216889,0.8557469359830098,0.06941448371164693,0.14425306401699028,-0.06941448371164691,0.061674144417475735,-0.0452785348901088,0.061674144417475735,-0.0452785348901088,0.5851023275182039
1,0,0,0,0,0,0,adapted_field_kas_2024_5m_2k,tonal_high,2,679.0,0.34052156469408223,0.2947438777614138,0.29824705178348,0.6795902260677467,-0.014002628997448918,0.1700256995581738,0.01409877729137339,0.4888632540500736,-0.02140129509736874,0.13999524005891018,0.03142153895560025,0.2881005537555228,0.07451352617277454,0.7306254079528719,-0.05257141200700777,0.26937459204712816,0.052571412007007795,0.13999524005891018,0.03142153895560025,0.13999524005891018,0.03142153895560025,0.509564526509573
1,0,0,0,0,0,0,adapted_field_kas_2024_5m_2k,tonal_low,2,659.0,0.3304914744232698,-0.2646940060698027,-0.2611908320477365,0.6959369840667677,0.002344129001572215,0.15872548027314112,0.002798558006340726,0.5183293611532624,0.008064812005820154,0.12035036570561457,0.011776664602304643,0.24186722610015174,0.028280198517403488,0.7712276904400608,-0.011969129519818877,0.2287723095599393,0.011969129519818933,0.12035036570561457,0.011776664602304643,0.12035036570561457,0.011776664602304643,0.5372115037936267
1,0,0,0,0,0,0,adapted_field_kas_2024_5m_2k,tonal_mid,2,656.0,0.32898696088264795,-0.04982175609756098,-0.04631858207549478,0.7057315807926829,0.012138725727487365,0.1385224717987805,-0.017404450468019902,0.5243145007621951,0.014049951614752754,0.06421997103658536,-0.044353730066724564,0.10805145579268292,-0.10553557179006533,0.8496353033536586,0.06643848339377889,0.15036469664634147,-0.06643848339377889,0.06421997103658536,-0.044353730066724564,0.06421997103658536,-0.044353730066724564,0.5672091089939024
1,0,0,0,0,0,0,adapted_field_paxg_2024_5m_10k,tonal_high,2,3399.0,0.3401040624374625,0.2784679182112386,0.28263546854143673,0.7037337756693145,-0.011143358261043734,0.15922377478670197,0.010931727658425011,0.5233914270373639,-0.016697302500358724,0.12924964283612828,0.028941676856540532,0.2574488817299206,0.06710962337490758,0.7576667193292145,-0.04726873234178808,0.24233328067078552,0.04726873234178813,0.12924964283612828,0.028941676856540532,0.12924964283612828,0.028941676856540532,0.5445100008826125
1,0,0,0,0,0,0,adapted_field_paxg_2024_5m_10k,tonal_low,2,3299.0,0.3300980588353012,-0.25992300181873296,-0.25575545148853485,0.7113574390724462,-0.0035196948579119813,0.15521644877235524,0.0069244016440782735,0.5369442805395575,-0.0031444489981651835,0.12008555319793877,0.01977758721835103,0.23633515913913306,0.04599590078412005,0.775221781448924,-0.029713670222078603,0.2247782185510761,0.029713670222078714,0.12008555319793877,0.01977758721835103,0.12008555319793877,0.01977758721835103,0.556140990300091
1,0,0,0,0,0,0,adapted_field_paxg_2024_5m_10k,tonal_mid,2,3296.0,0.3297978787272363,-0.039647138652912625,-0.03547958832271451,0.7298916206007282,0.015014486670369975,0.13008799878640775,-0.018204048341869214,0.5604551337985437,0.020366404260821036,0.05066627305825243,-0.049641692921335315,0.07509469326456311,-0.11524456509044989,0.883422047330097,0.07848659565909444,0.11657795266990291,-0.07848659565909448,0.05066627305825243,-0.049641692921335315,0.05066627305825243,-0.049641692921335315,0.5998036218143205
1,0,0,0,0,0,0,adapted_field_sol_2024_5m_2k,tonal_high,2,679.0,0.34052156469408223,0.28907312076583214,0.2955416669042474,0.6774549300441826,-0.015478090015997925,0.17208258983799707,0.015020840339501573,0.48619037039764357,-0.02410521435661922,0.14068379823269514,0.032189147781341076,0.2895600736377025,0.07608722759958814,0.7271996450662739,-0.05473888803302407,0.27280035493372606,0.05473888803302396,0.14068379823269514,0.032189147781341076,0.14068379823269514,0.032189147781341076,0.5053723402061856
