followhold_kind,world,data_file,rand_start_tick,follow_role,follow_duration,after_role,delta_follow_rekopplung,delta_follow_strain,rand_loudness,rand_intake,rand_sharpness,rand_rekopplung,rand_strain,raw_rows,raw_return,range_ratio,body_ratio,direction_consistency,expansion_ratio,break_ratio,movement_class,raw_shape_bucket
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,424,offene_variante,8,zentrum_stabil,0.116403,-0.146681,0.751302,0.424017,0.453098,0.562807,0.305866,71,-0.02865341,0.06184508,0.00335463,0.05714286,3.20780629,0.47419015,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,446,offene_variante,9,zentrum_stabil,0.074434,-0.098771,0.736699,0.424111,0.651437,0.583396,0.281033,71,-0.02204153,0.06222905,0.00302491,0.02857143,3.6231246,0.47996383,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,652,offene_variante,2,zentrum_stabil,0.083853,-0.103953,0.675343,0.38791,0.73106,0.597367,0.269549,71,0.01276779,0.03496465,0.0022688,0.02857143,2.7541363,0.43819817,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,708,offene_variante,2,zentrum_stabil,0.084818,-0.099726,0.723169,0.430994,0.535987,0.602047,0.253303,71,0.01487044,0.04942727,0.00337181,0.0,2.88161936,0.48549029,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,938,offene_variante,4,zentrum_stabil,0.100087,-0.132759,0.845264,0.48473,0.666815,0.569097,0.307303,71,0.09479354,0.12236113,0.0034752,0.11428571,3.4550543,0.48527841,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,987,offene_variante,2,zentrum_stabil,0.068148,-0.08618,0.818177,0.467116,0.56682,0.605678,0.262552,71,0.01886554,0.04380116,0.00247504,0.08571429,2.84244308,0.42296555,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1022,offene_variante,3,zentrum_stabil,0.046563,-0.071215,0.70464,0.396412,0.641865,0.596369,0.269275,71,0.03897445,0.05764007,0.00396687,0.05714286,3.57681332,0.52768704,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1045,offene_variante,1,rekopplungsnaehe,0.083938,-0.102646,0.576396,0.32584,0.673655,0.603618,0.254092,71,0.06565631,0.08916342,0.00419043,0.14285714,3.24256514,0.515706,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1066,offene_variante,2,zentrum_stabil,0.081188,-0.092612,0.364655,0.212236,0.464348,0.593499,0.260312,71,0.03753168,0.09064642,0.00402338,0.22857143,3.11640109,0.49917707,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1080,offene_variante,2,zentrum_stabil,0.086868,-0.109217,0.703458,0.405829,0.700668,0.593827,0.272792,71,0.04624859,0.09033486,0.00415811,0.25714286,3.01078588,0.50012793,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1141,offene_variante,3,zentrum_stabil,0.061758,-0.078269,0.736238,0.423412,0.613998,0.61174,0.25095,71,0.00430692,0.03750582,0.00244083,0.02857143,3.01439722,0.4691977,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1233,offene_variante,1,zentrum_stabil,0.08393,-0.085026,0.574446,0.325676,0.665312,0.596707,0.264066,71,-0.00557945,0.04556073,0.00360394,0.05714286,3.01736539,0.51441844,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1313,offene_variante,1,zentrum_stabil,0.092184,-0.118366,0.823336,0.480423,0.670932,0.574207,0.297722,71,0.00655999,0.02806641,0.00177394,0.08571429,2.71989311,0.46352928,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1359,offene_variante,5,rekopplungsnaehe,0.071694,-0.099027,0.755489,0.427488,0.696923,0.584918,0.28938,71,0.10020104,0.12958223,0.00387197,0.11428571,3.75261096,0.50597771,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1369,offene_variante,3,zentrum_stabil,0.063817,-0.078383,0.794053,0.447681,0.521983,0.585362,0.281485,71,0.14102108,0.16634163,0.00467409,0.11428571,3.25041414,0.52961378,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1399,offene_variante,6,rekopplungsnaehe,0.057829,-0.089791,0.884378,0.505584,0.603724,0.594641,0.2844,71,0.13791936,0.19726858,0.00683958,0.08571429,6.388531,0.44182218,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1409,offene_variante,2,zentrum_stabil,0.127802,-0.143104,0.752273,0.419562,0.237273,0.566213,0.302667,71,0.09630611,0.14988823,0.00639539,0.0,6.34343096,0.42664538,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1512,offene_variante,1,zentrum_stabil,0.109656,-0.135861,0.856073,0.501332,0.728473,0.565965,0.310846,71,0.08061065,0.11915314,0.00421117,0.2,3.63701388,0.42327285,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1551,offene_variante,9,zentrum_stabil,0.071991,-0.095768,0.58768,0.332959,0.231679,0.572038,0.295335,71,0.0427491,0.15693837,0.00847236,0.17142857,4.69373135,0.48337862,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1566,offene_variante,2,rekopplungsnaehe,0.106453,-0.138773,0.302964,0.192177,0.344546,0.577469,0.276495,71,0.00666001,0.14949429,0.00757262,0.17142857,4.84979339,0.46863897,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1572,offene_variante,1,rekopplungsnaehe,0.075039,-0.087498,0.591342,0.331028,0.397589,0.60433,0.257439,71,-0.01675607,0.14645609,0.00720441,0.14285714,4.99427731,0.46865969,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1623,offene_variante,2,rekopplungsnaehe,0.108079,-0.123725,0.785734,0.460552,0.370321,0.570772,0.295072,71,0.04294104,0.06554218,0.00289164,0.2,5.67315386,0.38182036,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1680,offene_variante,3,zentrum_stabil,0.118463,-0.124019,0.686311,0.388886,0.581198,0.574197,0.291764,71,0.05218155,0.08455403,0.00369081,0.02857143,3.8705674,0.48245019,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1687,offene_variante,3,zentrum_stabil,0.06512,-0.093952,0.767463,0.433029,0.668343,0.583895,0.289888,71,0.04164908,0.08754637,0.0040824,0.02857143,4.01630778,0.4475659,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1778,offene_variante,4,rekopplungsnaehe,0.088979,-0.118882,0.858103,0.479218,0.481063,0.570127,0.302499,71,-0.0595649,0.11328055,0.00626883,0.05714286,4.10362263,0.49524654,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1830,offene_variante,5,zentrum_stabil,0.062508,-0.076728,0.638678,0.357018,0.59335,0.61111,0.251769,71,-0.01607949,0.08966435,0.00605156,0.02857143,2.88600855,0.5216163,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,19,offene_variante,8,rekopplungsnaehe,0.081546,-0.120933,0.776509,0.444954,0.675368,0.583206,0.28893,54,0.0005631,0.01337493,0.00080734,0.13207547,3.65999089,0.59555709,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,44,offene_variante,1,rekopplungsnaehe,0.061204,-0.079011,0.65592,0.379285,0.744348,0.600204,0.260334,71,-0.00261286,0.01399907,0.00068332,0.0,4.33473119,0.59932135,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,216,offene_variante,5,zentrum_stabil,0.098411,-0.134108,0.784704,0.451466,0.702572,0.579449,0.294107,71,0.02517845,0.02918129,0.00093734,0.11428571,2.95793627,0.55974704,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,233,offene_variante,1,rekopplungsnaehe,0.036543,-0.049407,0.662109,0.386073,0.752426,0.600454,0.264132,71,0.01815694,0.02731262,0.00090683,0.07246377,2.43734011,0.53616986,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,276,offene_variante,2,rekopplungsnaehe,0.052446,-0.080618,0.662929,0.378159,0.72925,0.601337,0.265151,71,0.02928743,0.04621515,0.00157864,0.10144928,3.20337832,0.57132566,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,324,offene_variante,9,zentrum_stabil,0.091918,-0.11009,0.492911,0.274768,0.412115,0.595332,0.260619,71,0.02219398,0.0305947,0.00170441,0.14285714,3.05880044,0.59795972,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,668,offene_variante,4,zentrum_stabil,0.102114,-0.133031,0.775969,0.445584,0.656954,0.570632,0.299304,71,0.00342221,0.01238112,0.00087169,0.02857143,3.37086828,0.63970709,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,722,offene_variante,11,zentrum_stabil,0.071158,-0.082935,0.223094,0.170196,0.204859,0.587516,0.259922,71,-0.06423651,0.10495078,0.00340097,0.17142857,8.68933617,0.62209784,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,769,offene_variante,3,rekopplungsnaehe,0.071345,-0.078806,0.216369,0.159972,0.205501,0.573011,0.27659,71,-0.00663595,0.03685928,0.00230995,0.05714286,3.69627524,0.52881117,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,775,offene_variante,3,zentrum_stabil,0.057263,-0.066262,0.512408,0.278477,0.517952,0.602567,0.25106,71,0.00573981,0.03695309,0.00231538,0.05714286,3.75002365,0.53639615,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,810,offene_variante,2,zentrum_stabil,0.024674,-0.043363,0.591207,0.327129,0.724707,0.611871,0.251627,71,-0.01505788,0.03302452,0.0016564,0.08571429,4.47155449,0.50464427,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,824,offene_variante,1,zentrum_stabil,0.092305,-0.089199,0.41827,0.239276,0.405276,0.603383,0.250081,71,-0.00265031,0.02452263,0.001452,0.11428571,5.22849684,0.50990845,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,897,offene_variante,3,zentrum_stabil,0.092535,-0.109761,0.7489,0.432208,0.724257,0.584662,0.286939,71,0.01292582,0.0151789,0.00108238,0.11428571,2.40706355,0.59556958,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,949,offene_variante,1,rekopplungsnaehe,0.109102,-0.11094,0.723493,0.42453,0.40972,0.582137,0.280858,71,0.00070223,0.01333836,0.0010486,0.02857143,2.86531302,0.54697035,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1111,offene_variante,2,rekopplungsnaehe,0.075719,-0.094618,0.612841,0.354119,0.52327,0.577134,0.288724,71,0.00561801,0.02046706,0.00151604,0.02857143,4.73184221,0.5261316,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1176,offene_variante,2,rekopplungsnaehe,0.087301,-0.088723,0.292442,0.186135,0.424464,0.595884,0.25609,71,-0.01677851,0.04298975,0.00144522,0.02857143,10.65740454,0.4624635,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1260,offene_variante,3,zentrum_stabil,0.064555,-0.123306,0.873478,0.500172,0.663645,0.594773,0.319391,71,0.00327489,0.02043343,0.00105411,0.17142857,4.45556978,0.49027013,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1283,offene_variante,3,zentrum_stabil,0.110676,-0.131238,0.776143,0.440212,0.631602,0.564894,0.306569,71,0.00127004,0.02036725,0.00113053,0.08571429,3.86777555,0.45793083,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1328,offene_variante,10,zentrum_stabil,0.088753,-0.110573,0.788712,0.456821,0.629488,0.58344,0.278977,71,-0.01040493,0.02304458,0.00149423,0.11428571,4.34237204,0.4824074,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1402,offene_variante,6,zentrum_stabil,0.107424,-0.130939,0.714639,0.406608,0.439743,0.566954,0.304307,71,0.01283426,0.02160183,0.00128883,0.05714286,5.59441413,0.53477934,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1731,offene_variante,2,zentrum_stabil,0.052624,-0.07061,0.745992,0.435725,0.637138,0.589748,0.273127,71,0.00370008,0.01201778,0.00080804,0.05714286,2.86779823,0.58027657,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1759,offene_variante,1,zentrum_stabil,0.052827,-0.077278,0.752469,0.431108,0.687499,0.596979,0.273231,71,0.00219355,0.0097061,0.0007515,0.02857143,3.28813277,0.61939457,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1799,offene_variante,1,zentrum_stabil,0.05063,-0.067407,0.810003,0.468298,0.56309,0.612946,0.252091,71,0.00258594,0.00738134,0.00055569,0.08571429,3.14243318,0.58389757,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1886,offene_variante,1,zentrum_stabil,0.061978,-0.070514,0.629522,0.363892,0.734283,0.609043,0.253226,71,0.0029127,0.01305642,0.00070678,0.08571429,3.16243421,0.49807088,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1929,offene_variante,4,zentrum_stabil,0.076026,-0.088058,0.674523,0.388017,0.728185,0.590294,0.273986,71,-0.00410578,0.01759406,0.00079811,0.14285714,3.55375655,0.50964326,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,12,offene_variante,20,rekopplungsnaehe,0.094851,-0.131931,0.820217,0.476174,0.692624,0.578892,0.289726,47,-0.00379634,0.01440375,0.00085287,0.15555556,3.0591716,0.53106509,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,44,offene_variante,2,zentrum_stabil,0.051075,-0.076856,0.596988,0.343747,0.738241,0.606431,0.251837,71,-0.00855841,0.02011782,0.00087823,0.10144928,3.40319549,0.52725564,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,51,offene_variante,2,zentrum_stabil,0.010015,-0.050569,0.517527,0.287935,0.623861,0.63087,0.252423,71,-0.00334113,0.02015815,0.0008345,0.02941176,3.54305284,0.52054795,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,69,offene_variante,1,rekopplungsnaehe,0.073732,-0.102322,0.689781,0.394394,0.511901,0.59031,0.268921,71,-0.00533689,0.01634423,0.00081588,0.10447761,3.5745311,0.51431392,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,151,offene_variante,1,zentrum_stabil,0.123988,-0.137372,0.833297,0.486686,0.724827,0.570259,0.305478,71,0.0135918,0.01570856,0.00079712,0.17647059,2.22389791,0.58932715,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,219,offene_variante,5,rekopplungsnaehe,0.09748,-0.127115,0.800551,0.462781,0.724372,0.576244,0.298875,71,0.00692764,0.01550473,0.00100205,0.01449275,2.84,0.5626087,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,297,offene_variante,8,rekopplungsnaehe,0.058632,-0.088585,0.731877,0.425635,0.716239,0.589154,0.278148,71,0.01355339,0.02306263,0.00121771,0.12121212,3.42168675,0.56059532,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,378,offene_variante,6,zentrum_stabil,0.081588,-0.116315,0.89431,0.506445,0.526743,0.567841,0.306946,71,0.00290416,0.01871571,0.0011756,0.07462687,5.00997862,0.5531005,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,406,offene_variante,5,zentrum_stabil,0.129793,-0.166437,0.836681,0.473586,0.469447,0.544774,0.329709,71,0.00086207,0.02079741,0.00125516,0.21212121,4.44310999,0.52275601,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,441,offene_variante,1,zentrum_stabil,0.101395,-0.123306,0.543169,0.304958,0.623665,0.596223,0.257895,71,-0.02303017,0.03603796,0.00160382,0.17647059,3.24908996,0.55538222,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,462,offene_variante,6,zentrum_stabil,0.068439,-0.094748,0.640808,0.359148,0.719835,0.590567,0.267845,71,-0.01580305,0.02537089,0.00167918,0.13043478,3.08695652,0.56726343,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,731,offene_variante,28,zentrum_stabil,0.059948,-0.077826,0.283821,0.188105,0.352929,0.595324,0.25726,71,-0.11560631,0.18488309,0.0049246,0.12121212,9.33624814,0.53044052,bewegungsbruch,starker_bruchimpuls
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,803,offene_variante,4,rekopplungsnaehe,0.079543,-0.095067,0.723147,0.409528,0.689898,0.575728,0.29194,71,0.00817073,0.02865854,0.00217451,0.0,3.04907975,0.51779141,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,880,offene_variante,7,rekopplungsnaehe,0.057731,-0.073807,0.606814,0.334953,0.720688,0.602391,0.256954,71,-0.00605547,0.0207097,0.0017467,0.04347826,3.59442548,0.58248009,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,897,offene_variante,1,zentrum_stabil,0.050865,-0.075027,0.728974,0.421991,0.716722,0.615127,0.252848,71,0.01261019,0.02289422,0.00162779,0.07246377,3.88383528,0.58020897,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,963,offene_variante,1,zentrum_stabil,0.108202,-0.121335,0.70713,0.398893,0.353429,0.556625,0.313847,71,-0.00218288,0.01916081,0.00168925,0.02857143,3.03285871,0.54162103,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,1039,offene_variante,3,rekopplungsnaehe,0.079389,-0.115213,0.726751,0.415936,0.667164,0.591653,0.276021,71,0.01331719,0.02845036,0.00161648,0.13043478,3.11140444,0.50052798,bewegungsbruch,bewegungsbruch
offene_variante_entlastend_gehalten,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,1111,offene_variante,1,zentrum_stabil,0.074229,-0.099746,0.646108,0.369534,0.689064,0.605355,0.256616,71,0.00489669,0.01827302,0.00148028,0.02941176,2.41149575,0.57478772,bewegungsbruch,bewegungsbruch
