meaning_key,field_form,asset_coloring,dominant_sequence,raw_profile,scale_profile,sensory_profile,windows,avg_auditory,avg_visual_sharpness,avg_field_pressure,avg_range_pct,passive_only,influences_action,is_gate,is_direction_signal
mcm_meaning_zwischenlage_gemischte_rohwelt_btc,zwischenlage_gemischte_rohwelt,btc_offen_suchend_zu_offen_suchend,offen_suchend->offen_suchend,gemischte_rohwelt,100:32;200:23;400:15,hoeren_mittel|sehen_mittel|felddruck_mittel|range_mittel,70,0.409494,0.648058,0.104631,0.215895,1,0,0,0
mcm_meaning_zwischenlage_gemischte_rohwelt_doge,zwischenlage_gemischte_rohwelt,doge_normale_weltspannung_zu_normale_weltspannung,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,100:32;200:23;400:15,hoeren_mittel|sehen_mittel|felddruck_mittel|range_mittel,70,0.437231,0.660135,0.109685,0.431997,1,0,0,0
mcm_meaning_zwischenlage_gemischte_rohwelt_paxg,zwischenlage_gemischte_rohwelt,paxg_ruhig_zentrumsnah_zu_normale_weltspannung,ruhig_zentrumsnah->normale_weltspannung,gemischte_rohwelt,100:32;200:23;400:15,hoeren_mittel|sehen_mittel|felddruck_mittel|range_niedrig,70,0.419639,0.653587,0.10941,0.081802,1,0,0,0
mcm_meaning_zwischenlage_gemischte_rohwelt_sol,zwischenlage_gemischte_rohwelt,sol_normale_weltspannung_zu_normale_weltspannung,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,100:32;200:23;400:15,hoeren_mittel|sehen_mittel|felddruck_mittel|range_mittel,70,0.416555,0.649495,0.105866,0.368618,1,0,0,0
mcm_meaning_zwischenlage_gemischte_rohwelt_xrp,zwischenlage_gemischte_rohwelt,xrp_normale_weltspannung_zu_normale_weltspannung,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,100:32;200:23;400:15,hoeren_mittel|sehen_mittel|felddruck_mittel|range_mittel,70,0.430095,0.661628,0.107989,0.425229,1,0,0,0
