world,block_index,base_sequence,adapted_lage,base_zentrum,base_rand,base_rekopplung,base_strain,adapted_zentrum,adapted_rand,adapted_rekopplung,adapted_strain
BTC_2024_5M_FULL,67,offen_suchend->normale_weltspannung,normale_weltspannung,0.72,0.0,0.710243,0.151526,0.73,0.0,0.711006,0.150488
BTC_2024_5M_FULL,68,normale_weltspannung->offen_suchend,offen_suchend,0.63,0.0,0.708354,0.15295,0.64,0.0,0.709205,0.151802
BTC_2024_5M_FULL,69,offen_suchend->ruhig_zentrumsnah,ruhig_zentrumsnah,0.85,0.0,0.716566,0.143219,0.86,0.0,0.717192,0.142329
BTC_2024_5M_FULL,70,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.77,0.0,0.713138,0.14753,0.78,0.0,0.713708,0.14678
BTC_2024_5M_FULL,71,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.79,0.0,0.712134,0.148607,0.79,0.0,0.712827,0.147632
BTC_2024_5M_FULL,72,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.84,0.0,0.716243,0.143173,0.84,0.0,0.716524,0.142776
BTC_2024_5M_FULL,73,ruhig_zentrumsnah->offen_suchend,offen_suchend,0.66,0.01,0.707292,0.155024,0.66,0.0,0.708372,0.153568
BTC_2024_5M_FULL,74,offen_suchend->normale_weltspannung,leise_duenn,0.78,0.0,0.712858,0.146897,0.78,0.0,0.713336,0.146254
BTC_2024_5M_FULL,75,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.78,0.0,0.713534,0.146582,0.78,0.0,0.714418,0.145322
BTC_2024_5M_FULL,76,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.87,0.0,0.717465,0.141408,0.87,0.0,0.717898,0.140788
BTC_2024_5M_FULL,77,ruhig_zentrumsnah->lauter_feldkontakt,lauter_feldkontakt,0.73,0.01,0.710312,0.151411,0.73,0.01,0.71104,0.150364
BTC_2024_5M_FULL,78,lauter_feldkontakt->randlastige_sinneslage,normale_weltspannung,0.75,0.02,0.71046,0.151541,0.75,0.0,0.711322,0.150331
BTC_2024_5M_FULL,79,randlastige_sinneslage->lauter_feldkontakt,lauter_feldkontakt,0.63,0.0,0.706837,0.156093,0.64,0.0,0.707699,0.154931
BTC_2024_5M_FULL,80,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.78,0.01,0.711663,0.150166,0.78,0.0,0.712546,0.148888
BTC_2024_5M_FULL,81,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.81,0.01,0.712801,0.148309,0.81,0.0,0.713433,0.147427
BTC_2024_5M_FULL,82,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7,0.0,0.709215,0.152168,0.71,0.0,0.71043,0.150533
BTC_2024_5M_FULL,83,normale_weltspannung->randlastige_sinneslage,randlastige_sinneslage,0.74,0.03,0.70984,0.151378,0.74,0.02,0.710616,0.150316
BTC_2024_5M_FULL,84,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.77,0.0,0.714391,0.145992,0.78,0.0,0.714907,0.145275
BTC_2024_5M_FULL,85,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.71,0.0,0.711147,0.149883,0.71,0.0,0.712057,0.148646
BTC_2024_5M_FULL,86,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.76,0.0,0.711099,0.149915,0.77,0.0,0.711707,0.14907
BTC_2024_5M_FULL,87,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.79,0.01,0.71304,0.148247,0.79,0.0,0.713856,0.147091
BTC_2024_5M_FULL,88,normale_weltspannung->offen_suchend,offen_suchend,0.6,0.01,0.706214,0.156025,0.62,0.0,0.707853,0.153879
BTC_2024_5M_FULL,89,offen_suchend->normale_weltspannung,normale_weltspannung,0.74,0.0,0.710553,0.150551,0.74,0.0,0.711287,0.149527
BTC_2024_5M_FULL,90,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.81,0.0,0.713954,0.146228,0.83,0.0,0.714496,0.145467
BTC_2024_5M_FULL,91,normale_weltspannung->leise_scharf_duenn,leise_scharf_duenn,0.75,0.0,0.712617,0.148255,0.75,0.0,0.713202,0.147501
BTC_2024_5M_FULL,92,leise_scharf_duenn->normale_weltspannung,normale_weltspannung,0.76,0.0,0.712997,0.147527,0.76,0.0,0.713351,0.147036
BTC_2024_5M_FULL,93,normale_weltspannung->lauter_feldkontakt,normale_weltspannung,0.71,0.01,0.709501,0.152211,0.73,0.01,0.710645,0.150612
BTC_2024_5M_FULL,94,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.71,0.01,0.711168,0.150174,0.72,0.01,0.712048,0.148933
BTC_2024_5M_FULL,95,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.73,0.0,0.711838,0.149003,0.74,0.0,0.713029,0.147279
BTC_2024_5M_FULL,96,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.62,0.0,0.707637,0.154998,0.63,0.0,0.708876,0.153243
BTC_2024_5M_FULL,97,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.71,0.0,0.709226,0.152801,0.72,0.0,0.709997,0.151705
BTC_2024_5M_FULL,98,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.68,0.0,0.707076,0.155662,0.68,0.0,0.707974,0.15438
BTC_2024_5M_FULL,99,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.73,0.0,0.712174,0.149212,0.73,0.0,0.713088,0.147924
BTC_2025_5M_FULL,1,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.72,0.01,0.708707,0.153852,0.72,0.01,0.709455,0.152813
BTC_2025_5M_FULL,2,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.79,0.0,0.712593,0.147887,0.8,0.0,0.713613,0.146455
BTC_2025_5M_FULL,3,normale_weltspannung->lauter_feldkontakt,normale_weltspannung,0.74,0.01,0.711166,0.150539,0.74,0.0,0.711978,0.149375
BTC_2025_5M_FULL,4,lauter_feldkontakt->randlastige_sinneslage,offen_suchend,0.67,0.02,0.706943,0.155097,0.67,0.01,0.708494,0.153001
BTC_2025_5M_FULL,5,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.74,0.0,0.71119,0.149518,0.74,0.0,0.711981,0.148448
BTC_2025_5M_FULL,6,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.82,0.0,0.715689,0.144041,0.83,0.0,0.716216,0.14329
BTC_2025_5M_FULL,7,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.79,0.01,0.710895,0.150327,0.8,0.01,0.711841,0.149017
BTC_2025_5M_FULL,8,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.83,0.0,0.713949,0.146577,0.84,0.0,0.714313,0.146062
BTC_2025_5M_FULL,9,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.79,0.0,0.713347,0.147169,0.79,0.0,0.714019,0.146214
BTC_2025_5M_FULL,10,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.8,0.01,0.713159,0.147756,0.8,0.0,0.713686,0.146985
BTC_2025_5M_FULL,11,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.77,0.01,0.712604,0.148474,0.77,0.01,0.713355,0.147403
BTC_2025_5M_FULL,12,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.76,0.01,0.711298,0.150096,0.76,0.01,0.712129,0.148923
BTC_2025_5M_FULL,13,lauter_feldkontakt->randlastige_sinneslage,lauter_feldkontakt,0.75,0.02,0.710033,0.151921,0.75,0.01,0.711014,0.150515
BTC_2025_5M_FULL,14,randlastige_sinneslage->randlastige_sinneslage,lauter_feldkontakt,0.74,0.02,0.710068,0.151896,0.77,0.01,0.71113,0.150393
BTC_2025_5M_FULL,15,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.75,0.0,0.71289,0.148061,0.77,0.0,0.713474,0.147216
BTC_2025_5M_FULL,16,normale_weltspannung->offen_suchend,offen_suchend,0.67,0.01,0.707392,0.154205,0.67,0.01,0.708651,0.152522
BTC_2025_5M_FULL,17,offen_suchend->normale_weltspannung,normale_weltspannung,0.77,0.0,0.713275,0.146987,0.79,0.0,0.714088,0.145832
BTC_2025_5M_FULL,18,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.8,0.0,0.711407,0.149918,0.81,0.0,0.712057,0.149012
BTC_2025_5M_FULL,19,lauter_feldkontakt->offen_suchend,offen_suchend,0.69,0.0,0.709982,0.150729,0.69,0.0,0.711299,0.148921
BTC_2025_5M_FULL,20,offen_suchend->normale_weltspannung,normale_weltspannung,0.78,0.01,0.711524,0.148883,0.78,0.0,0.712536,0.147471
BTC_2025_5M_FULL,21,normale_weltspannung->offen_suchend,offen_suchend,0.66,0.01,0.706466,0.155855,0.67,0.01,0.708135,0.153572
BTC_2025_5M_FULL,22,offen_suchend->offen_suchend,leise_duenn,0.63,0.0,0.709083,0.151027,0.65,0.0,0.710409,0.149384
BTC_2025_5M_FULL,23,offen_suchend->randlastige_sinneslage,normale_weltspannung,0.73,0.02,0.71342,0.147135,0.74,0.01,0.714516,0.145577
BTC_2025_5M_FULL,24,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.71,0.0,0.710598,0.150606,0.72,0.0,0.711473,0.149434
BTC_2025_5M_FULL,25,normale_weltspannung->leise_duenn,leise_duenn,0.72,0.01,0.711881,0.148248,0.73,0.0,0.712898,0.146934
BTC_2025_5M_FULL,26,leise_duenn->normale_weltspannung,normale_weltspannung,0.76,0.0,0.712185,0.148495,0.78,0.0,0.712844,0.147551
BTC_2025_5M_FULL,27,normale_weltspannung->offen_suchend,offen_suchend,0.63,0.01,0.707066,0.154237,0.64,0.01,0.708346,0.152553
BTC_2025_5M_FULL,28,offen_suchend->normale_weltspannung,normale_weltspannung,0.79,0.0,0.712581,0.147441,0.81,0.0,0.713104,0.146773
BTC_2025_5M_FULL,29,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.86,0.0,0.716379,0.143125,0.88,0.0,0.716721,0.142637
BTC_2025_5M_FULL,30,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.83,0.0,0.716546,0.142768,0.84,0.0,0.716942,0.142205
BTC_2025_5M_FULL,31,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.84,0.0,0.716634,0.142446,0.85,0.0,0.717226,0.141592
BTC_2025_5M_FULL,32,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.83,0.0,0.715725,0.144279,0.84,0.0,0.716008,0.14386
BTC_2025_5M_FULL,33,ruhig_zentrumsnah->lauter_feldkontakt,lauter_feldkontakt,0.78,0.01,0.71258,0.149034,0.78,0.0,0.713089,0.148312
BTC_2025_5M_FULL,34,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.74,0.01,0.711366,0.150131,0.76,0.0,0.712052,0.149192
BTC_2025_5M_FULL,35,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.73,0.01,0.711763,0.149266,0.74,0.01,0.712549,0.148181
BTC_2025_5M_FULL,36,normale_weltspannung->randlastige_sinneslage,leise_duenn,0.64,0.02,0.706867,0.153737,0.64,0.01,0.708522,0.151583
BTC_2025_5M_FULL,37,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.78,0.0,0.713409,0.146419,0.79,0.0,0.714344,0.145116
BTC_2025_5M_FULL,38,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.72,0.0,0.711683,0.149976,0.72,0.0,0.712078,0.149446
BTC_2025_5M_FULL,39,normale_weltspannung->leise_duenn,leise_duenn,0.76,0.01,0.710564,0.149503,0.76,0.01,0.711208,0.148673
BTC_2025_5M_FULL,40,leise_duenn->normale_weltspannung,normale_weltspannung,0.79,0.0,0.712509,0.148052,0.79,0.0,0.713256,0.14703
BTC_2025_5M_FULL,41,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.72,0.01,0.712336,0.148748,0.72,0.01,0.713085,0.147698
BTC_2025_5M_FULL,42,normale_weltspannung->leise_duenn,leise_duenn,0.75,0.0,0.713883,0.145548,0.77,0.0,0.714487,0.144783
BTC_2025_5M_FULL,43,leise_duenn->normale_weltspannung,normale_weltspannung,0.77,0.0,0.713012,0.147495,0.78,0.0,0.713787,0.146382
BTC_2025_5M_FULL,44,normale_weltspannung->randlastige_sinneslage,lauter_feldkontakt,0.67,0.02,0.706108,0.156549,0.68,0.0,0.707816,0.154209
BTC_2025_5M_FULL,45,randlastige_sinneslage->leise_duenn,leise_scharf_duenn,0.76,0.0,0.712478,0.147686,0.77,0.0,0.713062,0.146982
BTC_2025_5M_FULL,46,leise_duenn->offen_suchend,offen_suchend,0.68,0.0,0.710984,0.150826,0.69,0.0,0.711598,0.149997
BTC_2025_5M_FULL,47,offen_suchend->normale_weltspannung,normale_weltspannung,0.82,0.01,0.712135,0.14853,0.83,0.0,0.713105,0.147184
BTC_2025_5M_FULL,48,normale_weltspannung->normale_weltspannung,leise_scharf_duenn,0.76,0.0,0.713972,0.146187,0.76,0.0,0.714508,0.145467
BTC_2025_5M_FULL,49,normale_weltspannung->randlastige_sinneslage,randlastige_sinneslage,0.65,0.03,0.704445,0.159325,0.65,0.02,0.706114,0.157027
BTC_2025_5M_FULL,50,randlastige_sinneslage->offen_suchend,normale_weltspannung,0.7,0.0,0.708869,0.153365,0.7,0.0,0.709983,0.151812
BTC_2025_5M_FULL,51,offen_suchend->normale_weltspannung,normale_weltspannung,0.81,0.0,0.712663,0.147757,0.82,0.0,0.713358,0.146788
BTC_2025_5M_FULL,52,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.69,0.0,0.709107,0.153508,0.7,0.0,0.710349,0.151778
BTC_2025_5M_FULL,53,lauter_feldkontakt->offen_suchend,offen_suchend,0.62,0.0,0.708572,0.153412,0.62,0.0,0.709419,0.152329
BTC_2025_5M_FULL,54,offen_suchend->randlastige_sinneslage,offen_suchend,0.56,0.03,0.70134,0.1605,0.56,0.0,0.703683,0.157287
BTC_2025_5M_FULL,55,randlastige_sinneslage->offen_suchend,offen_suchend,0.62,0.01,0.705775,0.156133,0.63,0.01,0.706707,0.154965
BTC_2025_5M_FULL,56,offen_suchend->randlastige_sinneslage,randlastige_sinneslage,0.55,0.05,0.698391,0.164473,0.56,0.02,0.700726,0.161217
BTC_2025_5M_FULL,57,randlastige_sinneslage->randlastige_sinneslage,offen_suchend,0.58,0.02,0.702432,0.159984,0.58,0.01,0.704362,0.157327
BTC_2025_5M_FULL,58,randlastige_sinneslage->leise_duenn,leise_scharf_duenn,0.7,0.0,0.71214,0.148395,0.72,0.0,0.713319,0.146822
BTC_2025_5M_FULL,59,leise_duenn->randlastige_sinneslage,randlastige_sinneslage,0.57,0.02,0.70413,0.157857,0.59,0.02,0.705537,0.156024
BTC_2025_5M_FULL,60,randlastige_sinneslage->leise_duenn,ruhig_zentrumsnah,0.8,0.01,0.71364,0.145865,0.82,0.0,0.714573,0.144597
BTC_2025_5M_FULL,61,leise_duenn->normale_weltspannung,normale_weltspannung,0.82,0.0,0.71491,0.145508,0.82,0.0,0.715159,0.145176
BTC_2025_5M_FULL,62,normale_weltspannung->randlastige_sinneslage,normale_weltspannung,0.72,0.03,0.708817,0.152831,0.72,0.01,0.709731,0.151562
BTC_2025_5M_FULL,63,randlastige_sinneslage->randlastige_sinneslage,offen_suchend,0.64,0.02,0.708442,0.153683,0.64,0.01,0.70902,0.152937
BTC_2025_5M_FULL,64,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.73,0.01,0.711152,0.149498,0.73,0.0,0.71206,0.148267
BTC_2025_5M_FULL,65,normale_weltspannung->randlastige_sinneslage,randlastige_sinneslage,0.45,0.04,0.698338,0.165813,0.46,0.03,0.700636,0.16263
BTC_2025_5M_FULL,66,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.75,0.0,0.711362,0.149999,0.75,0.0,0.712278,0.148776
BTC_2025_5M_FULL,67,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.01,0.712018,0.148797,0.76,0.0,0.713022,0.147375
BTC_2025_5M_FULL,68,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.72,0.01,0.710251,0.15079,0.73,0.0,0.711208,0.149466
BTC_2025_5M_FULL,69,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.73,0.0,0.711607,0.149349,0.74,0.0,0.712236,0.14848
BTC_2025_5M_FULL,70,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.79,0.0,0.712377,0.148284,0.8,0.0,0.712825,0.147648
BTC_2025_5M_FULL,71,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.79,0.0,0.712615,0.148274,0.8,0.0,0.713472,0.147065
BTC_2025_5M_FULL,72,lauter_feldkontakt->normale_weltspannung,ruhig_zentrumsnah,0.8,0.01,0.71409,0.145765,0.82,0.0,0.714625,0.14498
BTC_2025_5M_FULL,73,normale_weltspannung->lauter_feldkontakt,normale_weltspannung,0.86,0.01,0.713193,0.147304,0.87,0.01,0.713628,0.146675
