world,source,start_tick,end_tick,preview,family,preview_carry_next,drift_pct,abs_drift_pct,avg_abs_return_pct,avg_range_pct,max_range_pct,direction_change_ratio,direction_persistence,sehen_form_flow,sehen_form_stability,sehen_form_change,hoeren_energy_tone,hoeren_energy_shift,rezeptor_visual_form_salience,rezeptor_visual_memory_recall,rezeptor_auditory_stimulation,rezeptor_direct_contact_pressure,rezeptor_field_intake_pressure,perception_focus_strength,perception_distance_need,perception_auditory_loudness,perception_auditory_softening,perception_visual_sharpness,perception_visual_blur,perception_felt_pressure,perception_felt_relaxation,perception_adapted_field_intake_pressure,perception_regulation_damping,mcm_feldwirkung_mcm_coherence,mcm_feldwirkung_mcm_tension,mcm_feldwirkung_mcm_asymmetry,fuehlen_mcm_coherence,fuehlen_mcm_tension,fuehlen_mcm_asymmetry,tonale_unterform,visuelle_unterform,bewegungs_unterform,feldkontakt_unterform,mischlinien_signature
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7301,7400,dio_mcm_episode_0ybr5e3,dio_00ja,1,-0.049826,0.049826,0.038772,0.093229,0.199501,0.255102,0.744898,0.001702,0.033188,-0.004411,-0.005035,-0.003600,0.248325,0.000000,0.150542,0.000000,0.082438,0.646652,0.155039,0.150542,0.162062,0.677221,0.322779,0.093363,0.809887,0.082438,0.121770,0.627923,0.082438,-0.001887,0.627923,0.082438,-0.001887,mittlerer_ton+ruhiger_ton,stabile_form,enge_range+wenig_wechsel+hohe_persistenz,gedaempfte_aufnahme+geringe_feldspannung,mittlerer_ton+ruhiger_ton|stabile_form|enge_range+wenig_wechsel+hohe_persistenz|gedaempfte_aufnahme+geringe_feldspannung
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7401,7500,dio_mcm_episode_0ybr5e3,dio_14wj,1,-0.149626,0.149626,0.035836,0.066454,0.249377,0.27551,0.72449,-0.015092,-0.018403,0.001035,-0.008887,0.001236,0.239000,0.000000,0.159536,0.000000,0.086040,0.645918,0.155299,0.159536,0.170602,0.672148,0.327852,0.093834,0.813305,0.086040,0.123452,0.629217,0.086040,-0.006959,0.629217,0.086040,-0.006959,leise+bewegter_ton,bewegte_form,enge_range+wenig_wechsel+hohe_persistenz,gedaempfte_aufnahme+geringe_feldspannung,leise+bewegter_ton|bewegte_form|enge_range+wenig_wechsel+hohe_persistenz|gedaempfte_aufnahme+geringe_feldspannung
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8201,8300,dio_mcm_episode_077r0df,dio_1fll,0,0.199402,0.199402,0.037174,0.080573,0.248633,0.173469,0.826531,0.019093,0.164111,0.000854,0.003375,0.003039,0.241117,0.000000,0.158353,0.000000,0.083807,0.655374,0.148131,0.158353,0.162484,0.708962,0.291038,0.091890,0.819129,0.083807,0.118592,0.664817,0.083807,0.009034,0.664817,0.083807,0.009034,laut+starker_tonwechsel,stabile_form,enge_range+wenig_wechsel+hohe_persistenz,gedaempfte_aufnahme+geringe_feldspannung,laut+starker_tonwechsel|stabile_form|enge_range+wenig_wechsel+hohe_persistenz|gedaempfte_aufnahme+geringe_feldspannung
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8501,8600,dio_mcm_episode_1xx3u1e,dio_14wj,0,0.199005,0.199005,0.030148,0.087532,0.447539,0.163265,0.836735,0.018780,0.008967,0.000769,0.000033,0.003233,0.227637,0.000000,0.160503,0.000000,0.086695,0.646548,0.153002,0.160503,0.167565,0.688617,0.311383,0.094318,0.814876,0.086695,0.121451,0.631454,0.086695,0.008398,0.631454,0.086695,0.008398,laut+starker_tonwechsel,stabile_form,enge_range+wenig_wechsel+hohe_persistenz,gedaempfte_aufnahme+geringe_feldspannung,laut+starker_tonwechsel|stabile_form|enge_range+wenig_wechsel+hohe_persistenz|gedaempfte_aufnahme+geringe_feldspannung
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9001,9100,dio_mcm_episode_1xx3u1e,dio_104t,1,0.148148,0.148148,0.038419,0.094826,0.445324,0.214286,0.785714,0.003317,0.077118,0.006028,0.007586,0.006493,0.242564,0.000000,0.186923,0.000000,0.098057,0.647879,0.161465,0.186923,0.183809,0.688964,0.311036,0.102778,0.811311,0.098057,0.124682,0.641286,0.098057,0.005295,0.641286,0.098057,0.005295,laut+starker_tonwechsel,stabile_form,enge_range+wenig_wechsel+hohe_persistenz,mittlere_aufnahme+mittlere_feldspannung,laut+starker_tonwechsel|stabile_form|enge_range+wenig_wechsel+hohe_persistenz|mittlere_aufnahme+mittlere_feldspannung
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9101,9200,dio_mcm_episode_1xx3u1e,dio_14wj,1,0.147856,0.147856,0.038215,0.079101,0.394477,0.244898,0.755102,0.016719,0.014497,-0.000851,-0.010795,0.001618,0.251261,0.000000,0.163272,0.000000,0.087576,0.648258,0.157636,0.163272,0.173162,0.677319,0.322682,0.096258,0.811299,0.087576,0.123646,0.628318,0.087576,0.005129,0.628318,0.087576,0.005129,leise+bewegter_ton,stabile_form,enge_range+wenig_wechsel+hohe_persistenz,gedaempfte_aufnahme+geringe_feldspannung,leise+bewegter_ton|stabile_form|enge_range+wenig_wechsel+hohe_persistenz|gedaempfte_aufnahme+geringe_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3501,3600,dio_mcm_episode_0e7qvj1,dio_104t,1,0.454784,0.454784,0.064389,0.151531,0.36784,0.387755,0.612245,0.021796,0.047553,-0.001146,-0.006191,0.000849,0.222679,0.000000,0.167687,0.000000,0.087282,0.648880,0.151648,0.167687,0.177099,0.697721,0.302279,0.093441,0.818723,0.087282,0.121854,0.645822,0.087282,0.007662,0.645822,0.087282,0.007662,mittlerer_ton+bewegter_ton,stabile_form,mittlere_range+mittlerer_wechsel+mittlere_persistenz,gedaempfte_aufnahme+geringe_feldspannung,mittlerer_ton+bewegter_ton|stabile_form|mittlere_range+mittlerer_wechsel+mittlere_persistenz|gedaempfte_aufnahme+geringe_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3701,3800,dio_mcm_episode_0e7qvj1,dio_155c,1,-0.313261,0.313261,0.064685,0.1375,0.279183,0.357143,0.642857,-0.012738,0.053401,-0.002042,-0.003664,-0.002402,0.225114,0.000000,0.153958,0.000000,0.080788,0.652315,0.145391,0.153958,0.165459,0.699142,0.300858,0.087779,0.822677,0.080788,0.119455,0.653196,0.080788,-0.006659,0.653196,0.080788,-0.006659,mittlerer_ton+ruhiger_ton,stabile_form,mittlere_range+wenig_wechsel+hohe_persistenz,gedaempfte_aufnahme+geringe_feldspannung,mittlerer_ton+ruhiger_ton|stabile_form|mittlere_range+wenig_wechsel+hohe_persistenz|gedaempfte_aufnahme+geringe_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4101,4200,dio_mcm_episode_0ykar6i,dio_0l7p,1,-0.890869,0.890869,0.092792,0.180944,0.619408,0.408163,0.591837,-0.033583,0.003920,-0.001943,-0.002602,0.006144,0.258802,0.000000,0.171128,0.000000,0.090738,0.643694,0.165268,0.171128,0.182715,0.663800,0.336200,0.100833,0.804573,0.090738,0.126844,0.618250,0.090738,-0.012925,0.618250,0.090738,-0.012925,laut+starker_tonwechsel,stabile_form,weite_range+mittlerer_wechsel+mittlere_persistenz,mittlere_aufnahme+mittlere_feldspannung,laut+starker_tonwechsel|stabile_form|weite_range+mittlerer_wechsel+mittlere_persistenz|mittlere_aufnahme+mittlere_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4301,4400,dio_mcm_episode_0ykar6i,dio_0m9z,1,-0.675442,0.675442,0.079847,0.165964,0.555459,0.377551,0.622449,-0.023276,0.086170,0.002016,-0.010124,0.001281,0.247323,0.000000,0.197275,0.000000,0.099362,0.648338,0.164560,0.197275,0.196545,0.686992,0.313008,0.104416,0.811043,0.099362,0.126909,0.644753,0.099362,-0.010205,0.644753,0.099362,-0.010205,leise+bewegter_ton,stabile_form,weite_range+mittlerer_wechsel+mittlere_persistenz,mittlere_aufnahme+mittlere_feldspannung,leise+bewegter_ton|stabile_form|weite_range+mittlerer_wechsel+mittlere_persistenz|mittlere_aufnahme+mittlere_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4501,4600,dio_mcm_episode_0ykar6i,dio_0m9z,1,1.172353,1.172353,0.078697,0.152315,0.519121,0.418367,0.581633,0.043380,-0.009402,-0.003944,-0.018324,-0.004793,0.244885,0.000000,0.193663,0.000000,0.098620,0.642322,0.168707,0.193663,0.202334,0.669594,0.330406,0.105017,0.806686,0.098620,0.129481,0.621481,0.098620,0.012498,0.621481,0.098620,0.012498,leise+ruhiger_ton,bewegte_form,mittlere_range+viel_wechsel+geringe_persistenz,mittlere_aufnahme+mittlere_feldspannung,leise+ruhiger_ton|bewegte_form|mittlere_range+viel_wechsel+geringe_persistenz|mittlere_aufnahme+mittlere_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4601,4700,dio_mcm_episode_0ykar6i,dio_0l7p,1,-1.142066,1.142066,0.06192,0.120379,0.472606,0.377551,0.622449,-0.047499,0.035762,0.000518,0.001388,0.004362,0.219915,0.000000,0.199615,0.000000,0.100725,0.644902,0.161229,0.199615,0.193601,0.693852,0.306148,0.103541,0.814275,0.100725,0.125602,0.639772,0.100725,-0.017704,0.639772,0.100725,-0.017704,laut+starker_tonwechsel,stabile_form,mittlere_range+mittlerer_wechsel+mittlere_persistenz,starke_aufnahme+hohe_feldspannung,laut+starker_tonwechsel|stabile_form|mittlere_range+mittlerer_wechsel+mittlere_persistenz|starke_aufnahme+hohe_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5801,5900,dio_mcm_episode_0b7nep9,dio_0m9z,1,-0.486311,0.486311,0.048044,0.096053,0.217549,0.418367,0.581633,-0.014555,0.051982,-0.003130,0.002583,0.000517,0.200324,0.000000,0.208616,0.000000,0.104303,0.643534,0.160993,0.208616,0.204443,0.707982,0.292018,0.104771,0.816755,0.104303,0.125879,0.644907,0.104303,-0.005984,0.644907,0.104303,-0.005984,laut+bewegter_ton,stabile_form,enge_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,laut+bewegter_ton|stabile_form|enge_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6901,7000,dio_mcm_episode_0ykar6i,dio_155c,1,-0.889749,0.889749,0.071073,0.15283,0.703262,0.44898,0.55102,-0.035568,0.054846,0.000375,0.013053,-0.002256,0.230988,0.000000,0.198615,0.000000,0.099360,0.645106,0.164155,0.198615,0.199264,0.690111,0.309889,0.104429,0.811580,0.099360,0.126945,0.638947,0.099360,-0.012552,0.638947,0.099360,-0.012552,laut+ruhiger_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,mittlere_aufnahme+mittlere_feldspannung,laut+ruhiger_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|mittlere_aufnahme+mittlere_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7201,7300,dio_mcm_episode_0ykar6i,dio_0l7p,1,-0.155824,0.155824,0.077673,0.141504,0.564752,0.479592,0.520408,-0.010240,0.047994,0.001570,-0.006934,0.002112,0.237162,0.000000,0.195280,0.000000,0.098452,0.643269,0.167054,0.195280,0.199392,0.686653,0.313347,0.105894,0.807306,0.098452,0.127503,0.628118,0.098452,-0.004396,0.628118,0.098452,-0.004396,mittlerer_ton+starker_tonwechsel,stabile_form,mittlere_range+viel_wechsel+geringe_persistenz,mittlere_aufnahme+mittlere_feldspannung,mittlerer_ton+starker_tonwechsel|stabile_form|mittlere_range+viel_wechsel+geringe_persistenz|mittlere_aufnahme+mittlere_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7301,7400,dio_mcm_episode_0ykar6i,dio_14wj,1,2.128075,2.128075,0.093325,0.172152,0.423321,0.469388,0.530612,0.075402,0.081875,0.001409,-0.001219,0.000142,0.260611,0.000000,0.168075,0.000000,0.087372,0.651234,0.158593,0.168075,0.179823,0.683307,0.316693,0.096715,0.811444,0.087372,0.124148,0.640673,0.087372,0.030307,0.640673,0.087372,0.030307,laut+bewegter_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,gedaempfte_aufnahme+geringe_feldspannung,laut+bewegter_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|gedaempfte_aufnahme+geringe_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7601,7700,dio_mcm_episode_0geqqo3,dio_104t,1,0.322275,0.322275,0.049758,0.096644,0.282859,0.367347,0.632653,0.011910,0.092247,0.002923,-0.001208,0.005261,0.201779,0.000000,0.201663,0.000000,0.100751,0.646172,0.157378,0.201663,0.196683,0.714908,0.285092,0.102381,0.818680,0.100751,0.123858,0.654007,0.100751,0.006371,0.654007,0.100751,0.006371,laut+starker_tonwechsel,stabile_form,enge_range+mittlerer_wechsel+mittlere_persistenz,starke_aufnahme+hohe_feldspannung,laut+starker_tonwechsel|stabile_form|enge_range+mittlerer_wechsel+mittlere_persistenz|starke_aufnahme+hohe_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7701,7800,dio_mcm_episode_0geqqo3,dio_104t,1,0.169843,0.169843,0.043615,0.091271,0.207586,0.285714,0.714286,0.012351,0.059170,-0.002693,-0.006856,-0.003930,0.196006,0.000000,0.187821,0.000000,0.095925,0.647275,0.151397,0.187821,0.184875,0.713803,0.286197,0.097255,0.822534,0.095925,0.121684,0.654454,0.095925,0.002386,0.654454,0.095925,0.002386,mittlerer_ton+ruhiger_ton,stabile_form,enge_range+wenig_wechsel+hohe_persistenz,mittlere_aufnahme+mittlere_feldspannung,mittlerer_ton+ruhiger_ton|stabile_form|enge_range+wenig_wechsel+hohe_persistenz|mittlere_aufnahme+mittlere_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8001,8100,dio_mcm_episode_0geqqo3,dio_104t,0,-0.227574,0.227574,0.09014,0.166116,0.517241,0.397959,0.602041,-0.004414,0.154149,-0.000739,-0.006880,0.002242,0.253892,0.000000,0.188298,0.000000,0.096060,0.649845,0.163690,0.188298,0.190525,0.696870,0.303130,0.103835,0.808905,0.096060,0.125112,0.648237,0.096060,-0.002536,0.648237,0.096060,-0.002536,mittlerer_ton+starker_tonwechsel,stabile_form,weite_range+mittlerer_wechsel+mittlere_persistenz,mittlere_aufnahme+mittlere_feldspannung,mittlerer_ton+starker_tonwechsel|stabile_form|weite_range+mittlerer_wechsel+mittlere_persistenz|mittlere_aufnahme+mittlere_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8701,8800,dio_mcm_episode_0w4x7xs,dio_104t,0,-0.859879,0.859879,0.09813,0.193691,0.549127,0.428571,0.571429,-0.029891,0.081014,0.001781,-0.008654,0.000085,0.262987,0.000000,0.174316,0.000000,0.089968,0.650235,0.161303,0.174316,0.181341,0.682755,0.317245,0.099516,0.809052,0.089968,0.124718,0.635702,0.089968,-0.012931,0.635702,0.089968,-0.012931,mittlerer_ton+bewegter_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,gedaempfte_aufnahme+geringe_feldspannung,mittlerer_ton+bewegter_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|gedaempfte_aufnahme+geringe_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9501,9600,dio_mcm_episode_0e7qvj1,dio_104t,1,-0.490004,0.490004,0.058272,0.115179,0.373208,0.377551,0.622449,-0.011767,0.039365,0.000608,-0.005030,0.004949,0.222052,0.000000,0.219966,0.000000,0.109433,0.642001,0.169447,0.219966,0.211547,0.689714,0.310286,0.110478,0.810135,0.109433,0.129317,0.636109,0.109433,-0.004289,0.636109,0.109433,-0.004289,mittlerer_ton+starker_tonwechsel,stabile_form,mittlere_range+mittlerer_wechsel+mittlere_persistenz,starke_aufnahme+hohe_feldspannung,mittlerer_ton+starker_tonwechsel|stabile_form|mittlere_range+mittlerer_wechsel+mittlere_persistenz|starke_aufnahme+hohe_feldspannung
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9901,9994,dio_mcm_episode_0e7qvj1,dio_0m9z,0,-0.312561,0.312561,0.069729,0.132977,0.37037,0.402174,0.597826,-0.013178,0.056345,0.001226,-0.006128,-0.004982,0.228460,0.000000,0.206250,0.000000,0.104179,0.644839,0.165809,0.206250,0.204146,0.691193,0.308807,0.106732,0.811817,0.104179,0.127757,0.640756,0.104179,-0.007078,0.640756,0.104179,-0.007078,mittlerer_ton+ruhiger_ton,stabile_form,mittlere_range+mittlerer_wechsel+mittlere_persistenz,starke_aufnahme+hohe_feldspannung,mittlerer_ton+ruhiger_ton|stabile_form|mittlere_range+mittlerer_wechsel+mittlere_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3601,3700,dio_mcm_episode_0b7nep9,dio_104t,1,0.93423,0.93423,0.105267,0.204706,0.547741,0.489796,0.510204,0.028920,0.015250,-0.003462,-0.001651,0.000491,0.250972,0.000000,0.182865,0.000000,0.094374,0.645692,0.164332,0.182865,0.191259,0.672055,0.327945,0.101477,0.808882,0.094374,0.127299,0.628778,0.094374,0.010650,0.628778,0.094374,0.010650,laut+bewegter_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,mittlere_aufnahme+mittlere_feldspannung,laut+bewegter_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|mittlere_aufnahme+mittlere_feldspannung
