world,scale,block_index,base_sequence,raw_class,price_move_pct,avg_abs_body_pct,avg_range_pct,avg_volume,avg_auditory,avg_visual_sharpness,avg_field_pressure,avg_form_flow,avg_energy_shift,passive_only,influences_action
SOL_2023_NEG,100,30,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,1.430549,0.12793,0.238311,8548.9194,0.428363,0.665155,0.108403,0.031772,0.007251,1,0
SOL_2023_NEG,100,31,normale_weltspannung->offen_suchend,bewegungsreiche_rohwelt,4.640582,0.213644,0.429668,25779.5244,0.395202,0.634431,0.102318,0.102473,9.1e-05,1,0
SOL_2023_NEG,100,32,offen_suchend->lauter_feldkontakt,bewegungsreiche_rohwelt,3.085615,0.230011,0.459309,31032.8317,0.473612,0.63038,0.117522,0.064429,-0.000621,1,0
SOL_2023_NEG,100,33,lauter_feldkontakt->normale_weltspannung,gemischte_rohwelt,-0.505902,0.136556,0.254642,11533.4596,0.382988,0.671832,0.097266,-0.014358,0.000808,1,0
SOL_2023_NEG,100,34,normale_weltspannung->offen_suchend,gemischte_rohwelt,-1.440678,0.245749,0.485899,31075.0127,0.439178,0.651419,0.110614,-0.016432,0.007731,1,0
SOL_2023_NEG,100,35,offen_suchend->offen_suchend,gemischte_rohwelt,-2.967742,0.194734,0.398446,20933.6376,0.42034,0.656024,0.106578,-0.059892,7.2e-05,1,0
SOL_2023_NEG,100,36,offen_suchend->normale_weltspannung,gemischte_rohwelt,0.13292,0.1184,0.234263,8842.4687,0.425733,0.665944,0.107109,-0.000326,-0.0034,1,0
SOL_2023_NEG,100,37,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,2.567508,0.207206,0.418923,23804.3745,0.394901,0.653828,0.100961,0.066274,0.010918,1,0
SOL_2023_NEG,100,38,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,1.079447,0.148775,0.274319,9778.2771,0.408727,0.674602,0.103361,0.022768,-0.001397,1,0
SOL_2023_NEG,100,39,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-0.811619,0.122062,0.239791,8169.9824,0.391402,0.66534,0.099835,-0.018535,0.001888,1,0
SOL_2023_NEG,100,43,randlastige_sinneslage->offen_suchend,gemischte_rohwelt,0.242131,0.366658,0.700455,51062.0379,0.461143,0.610964,0.117138,0.012942,-0.002921,1,0
SOL_2023_NEG,100,44,offen_suchend->lauter_feldkontakt,bewegungsreiche_rohwelt,6.806283,0.384705,0.693469,55097.3502,0.472051,0.576143,0.119718,0.096057,0.003566,1,0
SOL_2023_NEG,100,46,randlastige_sinneslage->offen_suchend,gemischte_rohwelt,2.363425,0.251164,0.451961,20481.2707,0.39813,0.630011,0.102445,0.038588,-0.003911,1,0
SOL_2023_NEG,100,47,offen_suchend->offen_suchend,bewegungsreiche_rohwelt,-4.277063,0.275304,0.471448,23887.6162,0.408843,0.622795,0.105239,-0.071415,0.004055,1,0
SOL_2023_NEG,100,48,offen_suchend->offen_suchend,gemischte_rohwelt,-0.434955,0.232128,0.484546,25840.5147,0.380821,0.635335,0.100223,-0.010114,0.0043,1,0
SOL_2023_NEG,100,49,offen_suchend->offen_suchend,gemischte_rohwelt,-2.026222,0.21832,0.433478,19484.6003,0.452992,0.645947,0.114878,-0.03024,0.004718,1,0
SOL_2023_NEG,100,51,randlastige_sinneslage->offen_suchend,gemischte_rohwelt,1.013514,0.246501,0.486026,24281.4178,0.398853,0.627689,0.101495,0.026227,-0.008122,1,0
SOL_2023_NEG,100,52,offen_suchend->normale_weltspannung,gemischte_rohwelt,2.884615,0.201009,0.412304,19245.6764,0.391135,0.646144,0.101189,0.062054,-0.003161,1,0
SOL_2023_NEG,100,53,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-1.097115,0.150018,0.280073,11141.8341,0.393952,0.662764,0.100889,-0.018775,0.002605,1,0
SOL_2023_NEG,100,55,randlastige_sinneslage->normale_weltspannung,gemischte_rohwelt,-0.916667,0.156521,0.292497,8959.3384,0.435573,0.660537,0.108534,-0.018242,-0.002271,1,0
SOL_2023_NEG,100,58,randlastige_sinneslage->normale_weltspannung,gemischte_rohwelt,-0.604491,0.170957,0.303869,10677.6386,0.407615,0.66103,0.103715,-0.017698,0.001747,1,0
SOL_2023_NEG,100,60,randlastige_sinneslage->offen_suchend,bewegungsreiche_rohwelt,-3.856383,0.23651,0.444057,18316.0353,0.386717,0.625201,0.100495,-0.078358,0.000458,1,0
SOL_2023_NEG,100,61,offen_suchend->normale_weltspannung,bewegungsreiche_rohwelt,4.151292,0.163923,0.303595,8910.6046,0.380551,0.670495,0.096763,0.087059,-0.002119,1,0
SOL_2023_NEG,100,64,randlastige_sinneslage->normale_weltspannung,gemischte_rohwelt,-0.824653,0.13145,0.248594,9432.6944,0.438256,0.663181,0.110692,-0.012024,-0.001437,1,0
SOL_2023_NEG,100,65,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,2.362205,0.174683,0.333818,14022.6548,0.403,0.652637,0.102494,0.04064,-0.000131,1,0
SOL_2023_NEG,100,66,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-2.907225,0.167525,0.365237,14773.5264,0.41112,0.673531,0.103525,-0.053113,-0.002192,1,0
SOL_2023_NEG,100,67,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-2.774108,0.132999,0.258002,6754.3649,0.376157,0.655065,0.096947,-0.052285,0.002905,1,0
SOL_2023_NEG,100,70,offen_suchend->normale_weltspannung,bewegungsreiche_rohwelt,3.78477,0.158196,0.317494,8686.6802,0.417705,0.654934,0.105545,0.078467,0.002731,1,0
SOL_2023_NEG,100,71,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-1.141853,0.146141,0.293204,8604.1069,0.367728,0.652488,0.096668,-0.020317,-0.002584,1,0
SOL_2023_NEG,100,73,ruhig_zentrumsnah->normale_weltspannung,gemischte_rohwelt,-0.677507,0.119804,0.250492,7764.7206,0.416249,0.663306,0.105355,-0.019419,0.002139,1,0
SOL_2023_NEG,100,75,ruhig_zentrumsnah->offen_suchend,bewegungsreiche_rohwelt,-4.988558,0.191911,0.389454,19851.9552,0.457734,0.66178,0.114295,-0.050061,0.001098,1,0
SOL_2023_NEG,100,77,ruhig_zentrumsnah->normale_weltspannung,gemischte_rohwelt,0.614948,0.130906,0.300359,8576.4098,0.401107,0.660161,0.101309,0.005615,-0.003167,1,0
SOL_2023_NEG,100,80,ruhig_zentrumsnah->normale_weltspannung,gemischte_rohwelt,-2.457467,0.117808,0.225059,6010.6342,0.421391,0.662089,0.10587,-0.052299,-0.001323,1,0
SOL_2023_NEG,100,82,randlastige_sinneslage->normale_weltspannung,gemischte_rohwelt,-0.841908,0.105734,0.222315,2924.8343,0.384557,0.65977,0.099906,-0.018503,0.001331,1,0
SOL_2023_NEG,100,85,lauter_feldkontakt->lauter_feldkontakt,gemischte_rohwelt,0.57943,0.115276,0.221375,5196.332,0.470411,0.680417,0.115219,0.014517,-0.001293,1,0
SOL_2023_NEG,100,87,randlastige_sinneslage->normale_weltspannung,gemischte_rohwelt,0.532688,0.115315,0.239222,5443.5536,0.412073,0.675461,0.104389,0.008482,-0.004363,1,0
SOL_2023_NEG,100,90,randlastige_sinneslage->normale_weltspannung,bewegungsreiche_rohwelt,-3.87674,0.176567,0.340411,13431.9645,0.429369,0.652802,0.107867,-0.085717,0.006998,1,0
SOL_2023_NEG,100,91,normale_weltspannung->offen_suchend,gemischte_rohwelt,-0.517063,0.237098,0.458936,23894.979,0.432344,0.614035,0.109649,-0.012915,-0.00059,1,0
SOL_2023_NEG,100,92,offen_suchend->offen_suchend,bewegungsreiche_rohwelt,-4.469854,0.284742,0.53615,22788.4824,0.441598,0.609102,0.111686,-0.074416,-0.003657,1,0
SOL_2023_NEG,100,93,offen_suchend->normale_weltspannung,gemischte_rohwelt,0.435256,0.164404,0.311041,9408.6384,0.366458,0.636003,0.095364,-0.001102,-0.007638,1,0
SOL_2023_NEG,100,94,normale_weltspannung->offen_suchend,gemischte_rohwelt,-1.680217,0.231193,0.436087,22882.4773,0.385607,0.636103,0.099604,-0.038944,0.008475,1,0
SOL_2023_NEG,100,95,offen_suchend->offen_suchend,bewegungsreiche_rohwelt,-7.166483,0.347925,0.699747,52434.6751,0.38381,0.598324,0.102097,-0.118332,0.008442,1,0
SOL_2023_NEG,100,96,offen_suchend->offen_suchend,gemischte_rohwelt,-1.840855,0.24492,0.443609,20286.0199,0.407085,0.636354,0.104308,-0.045574,-0.001251,1,0
SOL_2023_NEG,100,98,randlastige_sinneslage->offen_suchend,bewegungsreiche_rohwelt,4.527448,0.329725,0.651838,22349.0781,0.413447,0.589362,0.107922,0.079304,0.001833,1,0
SOL_2023_NEG,100,99,offen_suchend->offen_suchend,bewegungsreiche_rohwelt,-5.630753,0.358774,0.692067,27811.3382,0.399725,0.601161,0.105382,-0.107027,0.00641,1,0
SOL_2024_SIDE,100,1,normale_weltspannung->lauter_feldkontakt,gemischte_rohwelt,-0.651442,0.096342,0.184238,3900.46276,0.463064,0.654066,0.115864,-0.017687,0.012049,1,0
SOL_2024_SIDE,100,2,lauter_feldkontakt->normale_weltspannung,gemischte_rohwelt,-1.812422,0.108054,0.192421,4287.12599,0.406153,0.679719,0.102118,-0.045977,-0.002974,1,0
SOL_2024_SIDE,100,3,normale_weltspannung->lauter_feldkontakt,gemischte_rohwelt,-1.875891,0.156248,0.273096,8511.96042,0.4885,0.642604,0.120981,-0.050642,0.007386,1,0
SOL_2024_SIDE,100,4,lauter_feldkontakt->lauter_feldkontakt,bewegungsreiche_rohwelt,3.027986,0.192004,0.379024,9295.64951,0.474939,0.627712,0.119076,0.074997,0.002617,1,0
SOL_2024_SIDE,100,6,randlastige_sinneslage->offen_suchend,gemischte_rohwelt,1.63102,0.206138,0.401509,14482.26921,0.444741,0.627172,0.112415,0.025866,0.002453,1,0
SOL_2024_SIDE,100,7,offen_suchend->offen_suchend,gemischte_rohwelt,0.726777,0.171471,0.334249,8296.13775,0.404439,0.625701,0.103862,0.01058,-0.004363,1,0
SOL_2024_SIDE,100,8,offen_suchend->offen_suchend,gemischte_rohwelt,1.71377,0.163488,0.303368,8082.23833,0.462367,0.626996,0.115415,0.042977,0.001116,1,0
SOL_2024_SIDE,100,9,offen_suchend->lauter_feldkontakt,gemischte_rohwelt,-0.103458,0.12681,0.240365,6137.92358,0.468513,0.657571,0.116207,-0.003384,0.002301,1,0
SOL_2024_SIDE,100,10,lauter_feldkontakt->offen_suchend,bewegungsreiche_rohwelt,-3.388075,0.172544,0.355969,11025.31708,0.371053,0.640652,0.097005,-0.085683,0.003967,1,0
SOL_2024_SIDE,100,11,offen_suchend->offen_suchend,gemischte_rohwelt,-2.587857,0.21926,0.413022,17383.1054,0.377834,0.64238,0.099037,-0.028814,0.002644,1,0
SOL_2024_SIDE,100,12,offen_suchend->lauter_feldkontakt,gemischte_rohwelt,1.139579,0.212038,0.383449,10260.74396,0.46332,0.598766,0.11716,0.026525,0.007713,1,0
SOL_2024_SIDE,100,13,lauter_feldkontakt->offen_suchend,bewegungsreiche_rohwelt,4.32046,0.209886,0.426527,14014.88462,0.394574,0.602292,0.103454,0.088514,-0.006396,1,0
SOL_2024_SIDE,100,14,offen_suchend->normale_weltspannung,gemischte_rohwelt,-1.482199,0.137776,0.273798,6044.34153,0.433361,0.667826,0.107564,-0.036787,-0.00049,1,0
SOL_2024_SIDE,100,16,randlastige_sinneslage->offen_suchend,gemischte_rohwelt,-2.907456,0.219638,0.387572,11991.43828,0.399315,0.607259,0.104682,-0.079878,-0.003824,1,0
SOL_2024_SIDE,100,17,offen_suchend->normale_weltspannung,gemischte_rohwelt,-0.67917,0.135217,0.25394,5134.99326,0.394885,0.660052,0.100555,0.001303,0.01123,1,0
SOL_2024_SIDE,100,20,randlastige_sinneslage->normale_weltspannung,gemischte_rohwelt,1.527389,0.131513,0.249381,8743.72122,0.390736,0.662232,0.099754,0.050811,0.005157,1,0
SOL_2024_SIDE,100,21,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,0.701063,0.116166,0.228701,7234.01117,0.43885,0.653553,0.109749,0.017293,0.00672,1,0
SOL_2024_SIDE,100,22,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-0.226846,0.125136,0.233698,5710.56762,0.442287,0.655683,0.110014,-0.019615,-0.00357,1,0
SOL_2024_SIDE,100,23,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,2.038257,0.109979,0.196119,5415.28132,0.441008,0.670333,0.109264,0.062965,0.006235,1,0
SOL_2024_SIDE,100,24,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-1.175476,0.139692,0.256853,8742.06844,0.455828,0.653992,0.11466,-0.038676,-0.00412,1,0
SOL_2024_SIDE,100,25,normale_weltspannung->lauter_feldkontakt,gemischte_rohwelt,0.932908,0.180969,0.299252,7274.7317,0.470491,0.607039,0.118366,0.027957,0.004013,1,0
SOL_2024_SIDE,100,26,lauter_feldkontakt->normale_weltspannung,gemischte_rohwelt,0.223369,0.142109,0.26886,7477.27616,0.411094,0.666248,0.103043,-0.003744,0.002746,1,0
SOL_2024_SIDE,100,27,normale_weltspannung->offen_suchend,gemischte_rohwelt,1.890708,0.188618,0.377412,18007.19505,0.45884,0.633275,0.11435,0.045603,-0.004506,1,0
SOL_2024_SIDE,100,28,offen_suchend->offen_suchend,gemischte_rohwelt,0.595867,0.159267,0.30147,11642.59596,0.433466,0.642669,0.109462,0.016768,-0.004821,1,0
SOL_2024_SIDE,100,29,offen_suchend->normale_weltspannung,gemischte_rohwelt,1.282147,0.116116,0.216774,5693.05635,0.439649,0.657389,0.10965,0.033176,0.001438,1,0
SOL_2024_SIDE,100,30,normale_weltspannung->lauter_feldkontakt,gemischte_rohwelt,0.843882,0.186903,0.350638,11481.20589,0.478192,0.625972,0.119376,0.024258,0.002102,1,0
SOL_2024_SIDE,100,31,lauter_feldkontakt->lauter_feldkontakt,gemischte_rohwelt,-1.886654,0.129193,0.260635,7635.14544,0.46398,0.647553,0.115463,-0.051345,-0.001661,1,0
SOL_2024_SIDE,100,32,lauter_feldkontakt->normale_weltspannung,gemischte_rohwelt,-1.055073,0.136148,0.250767,8919.94114,0.428093,0.64618,0.107735,-0.03309,0.000246,1,0
SOL_2024_SIDE,100,33,normale_weltspannung->offen_suchend,gemischte_rohwelt,0.249565,0.227306,0.430882,16297.06969,0.40719,0.609208,0.1062,0.016235,0.005434,1,0
SOL_2024_SIDE,100,34,offen_suchend->lauter_feldkontakt,gemischte_rohwelt,1.999095,0.135085,0.24855,7491.70498,0.47662,0.633743,0.117879,0.0502,-0.002544,1,0
SOL_2024_SIDE,100,35,lauter_feldkontakt->normale_weltspannung,gemischte_rohwelt,-0.539861,0.095918,0.203803,6089.25443,0.439924,0.667446,0.109654,-0.016603,0.000239,1,0
SOL_2024_SIDE,100,36,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,0.758477,0.155661,0.288214,9774.4129,0.424198,0.656913,0.106976,0.022321,0.002162,1,0
SOL_2024_SIDE,100,38,ruhig_zentrumsnah->normale_weltspannung,gemischte_rohwelt,-1.009801,0.107762,0.206993,8182.44697,0.421127,0.687533,0.103618,-0.037834,0.005449,1,0
SOL_2024_SIDE,100,39,normale_weltspannung->offen_suchend,bewegungsreiche_rohwelt,4.447945,0.166653,0.303211,15402.97901,0.451997,0.639202,0.114392,0.120767,0.001149,1,0
SOL_2024_SIDE,100,40,offen_suchend->normale_weltspannung,gemischte_rohwelt,-0.940754,0.090775,0.154338,5976.41749,0.437601,0.675243,0.108443,-0.027443,-0.004341,1,0
SOL_2024_SIDE,100,41,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-0.14498,0.087178,0.157074,4927.54759,0.445425,0.6703,0.110679,-0.004873,0.00615,1,0
SOL_2024_SIDE,100,42,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-0.471904,0.083392,0.157075,4006.43682,0.433076,0.675909,0.108345,-0.013451,-0.004596,1,0
SOL_2024_SIDE,100,43,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,0.051061,0.057861,0.09921,2688.91949,0.443574,0.69128,0.110692,0.000746,0.002348,1,0
SOL_2024_SIDE,100,44,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-1.297754,0.085105,0.165409,5875.72414,0.418623,0.69089,0.104902,-0.034758,0.004418,1,0
SOL_2024_SIDE,100,46,randlastige_sinneslage->normale_weltspannung,gemischte_rohwelt,0.235921,0.113683,0.220221,6807.34909,0.393445,0.665369,0.099851,0.005673,-0.007445,1,0
SOL_2024_SIDE,100,47,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-1.83737,0.143503,0.28395,8447.84652,0.437606,0.660379,0.109047,-0.039639,0.008355,1,0
SOL_2024_SIDE,100,48,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,1.051899,0.138974,0.256492,6293.55326,0.455638,0.660775,0.111142,0.019136,-0.01011,1,0
SOL_2024_SIDE,100,49,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,1.408343,0.107018,0.187664,4482.7789,0.456504,0.675038,0.113362,0.038243,0.002278,1,0
SOL_2024_SIDE,100,50,normale_weltspannung->lauter_feldkontakt,laute_oder_druckvolle_rohwelt,0.392482,0.183129,0.331397,14004.78421,0.502427,0.641264,0.124388,0.006416,-0.001696,1,0
SOL_2024_SIDE,100,51,lauter_feldkontakt->normale_weltspannung,gemischte_rohwelt,-1.195399,0.121782,0.226735,5672.03244,0.435168,0.67012,0.109864,-0.039335,-0.002641,1,0
SOL_2024_SIDE,100,52,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-1.514344,0.097457,0.185453,7216.2258,0.407603,0.694908,0.102505,-0.040281,0.005493,1,0
SOL_2024_SIDE,100,53,normale_weltspannung->offen_suchend,gemischte_rohwelt,1.097118,0.200268,0.413943,17878.38935,0.445367,0.616959,0.112942,0.023252,0.003937,1,0
SOL_2024_SIDE,100,54,offen_suchend->offen_suchend,bewegungsreiche_rohwelt,5.907979,0.173727,0.363095,15750.81756,0.447614,0.666925,0.112997,0.143711,-0.001097,1,0
SOL_2024_SIDE,100,55,offen_suchend->normale_weltspannung,gemischte_rohwelt,0.649444,0.106511,0.208387,10381.83303,0.379255,0.677901,0.096489,0.02764,-0.000268,1,0
SOL_2024_SIDE,100,56,normale_weltspannung->offen_suchend,gemischte_rohwelt,2.98272,0.183611,0.330312,16327.93209,0.442624,0.61687,0.112082,0.078491,-0.000681,1,0
SOL_2024_SIDE,100,57,offen_suchend->lauter_feldkontakt,gemischte_rohwelt,2.429854,0.154976,0.278828,11980.30715,0.464536,0.658193,0.116266,0.054512,0.01109,1,0
SOL_2024_SIDE,100,58,lauter_feldkontakt->offen_suchend,gemischte_rohwelt,2.229473,0.195607,0.36223,18721.77671,0.394974,0.629752,0.102972,0.05844,-0.001896,1,0
SOL_2024_SIDE,100,59,offen_suchend->offen_suchend,gemischte_rohwelt,-1.848281,0.202995,0.398103,17623.30838,0.429238,0.630826,0.110084,-0.055097,0.004544,1,0
SOL_2024_SIDE,100,60,offen_suchend->lauter_feldkontakt,gemischte_rohwelt,-1.178542,0.130302,0.232925,6798.48091,0.472101,0.659404,0.115756,-0.030874,0.000228,1,0
SOL_2024_SIDE,100,61,lauter_feldkontakt->normale_weltspannung,gemischte_rohwelt,1.775067,0.091212,0.168831,5095.6178,0.415303,0.693862,0.104442,0.046868,0.003248,1,0
SOL_2024_SIDE,100,62,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-0.329966,0.110978,0.203862,7613.33259,0.411832,0.660485,0.104748,-0.003053,0.001898,1,0
SOL_2024_SIDE,100,65,lauter_feldkontakt->lauter_feldkontakt,gemischte_rohwelt,0.913847,0.155744,0.282444,9147.07041,0.467053,0.68131,0.1157,0.028902,0.002315,1,0
SOL_2024_SIDE,100,66,lauter_feldkontakt->normale_weltspannung,gemischte_rohwelt,0.829531,0.191536,0.335384,11513.38461,0.387941,0.648205,0.100495,0.010371,0.003766,1,0
SOL_2024_SIDE,100,67,normale_weltspannung->offen_suchend,gemischte_rohwelt,-1.131222,0.171659,0.332419,13499.95709,0.43951,0.632533,0.109591,-0.023329,0.001332,1,0
SOL_2024_SIDE,100,68,offen_suchend->normale_weltspannung,gemischte_rohwelt,0.395284,0.131645,0.257933,8104.51306,0.386556,0.637608,0.099109,0.001284,-0.00102,1,0
SOL_2024_SIDE,100,69,normale_weltspannung->offen_suchend,gemischte_rohwelt,2.168808,0.180236,0.324097,11306.42468,0.398858,0.627436,0.102727,0.056877,0.009821,1,0
SOL_2024_SIDE,100,70,offen_suchend->normale_weltspannung,gemischte_rohwelt,-0.98026,0.162322,0.330806,14415.90852,0.38637,0.648763,0.099136,-0.016078,-0.006875,1,0
SOL_2024_SIDE,100,71,normale_weltspannung->offen_suchend,bewegungsreiche_rohwelt,3.775775,0.184239,0.353876,17056.89425,0.417382,0.63621,0.106382,0.097716,0.000567,1,0
SOL_2024_SIDE,100,72,offen_suchend->normale_weltspannung,gemischte_rohwelt,-1.348862,0.126221,0.235159,9746.9021,0.418278,0.666762,0.106643,-0.041475,0.003643,1,0
SOL_2024_SIDE,100,73,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-0.320149,0.135778,0.262476,10002.48742,0.370904,0.661273,0.095438,-0.009686,0.00486,1,0
SOL_2024_SIDE,100,75,randlastige_sinneslage->normale_weltspannung,gemischte_rohwelt,2.347165,0.106229,0.20457,8920.50693,0.393796,0.686975,0.099198,0.064448,0.000351,1,0
SOL_2024_SIDE,100,76,normale_weltspannung->offen_suchend,gemischte_rohwelt,2.976738,0.193667,0.39376,25603.43749,0.425382,0.617298,0.109908,0.068161,-0.000196,1,0
SOL_2024_SIDE,100,77,offen_suchend->offen_suchend,gemischte_rohwelt,-1.371873,0.140482,0.258134,8557.12599,0.434876,0.645785,0.110032,-0.03354,0.002595,1,0
SOL_2024_SIDE,100,78,offen_suchend->normale_weltspannung,gemischte_rohwelt,0.944556,0.152558,0.296159,12710.67616,0.404277,0.651165,0.102635,0.028264,0.001354,1,0
SOL_2024_SIDE,100,79,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,0.999808,0.171491,0.355907,19342.91444,0.391005,0.653486,0.100181,0.02074,0.001219,1,0
SOL_2024_SIDE,100,81,ruhig_zentrumsnah->normale_weltspannung,gemischte_rohwelt,-1.14783,0.103315,0.195942,7889.79726,0.431043,0.667876,0.107153,-0.027921,-0.001945,1,0
SOL_2024_SIDE,100,82,normale_weltspannung->normale_weltspannung,gemischte_rohwelt,-0.140369,0.080566,0.15026,4118.73133,0.423573,0.685364,0.105623,-0.003145,-0.002857,1,0
SOL_2024_SIDE,100,84,ruhig_zentrumsnah->offen_suchend,gemischte_rohwelt,-0.380928,0.113551,0.195918,7849.44836,0.439043,0.673503,0.109349,-0.006754,-0.003967,1,0
SOL_2024_SIDE,100,86,randlastige_sinneslage->offen_suchend,gemischte_rohwelt,-1.761729,0.159697,0.305904,13065.53883,0.435479,0.644452,0.110159,-0.044096,0.006643,1,0
SOL_2024_SIDE,100,87,offen_suchend->offen_suchend,gemischte_rohwelt,0.025437,0.145963,0.27347,11135.77421,0.434082,0.654099,0.108168,-0.009642,0.001117,1,0
SOL_2024_SIDE,100,88,offen_suchend->normale_weltspannung,gemischte_rohwelt,-1.83737,0.147521,0.279244,7755.39638,0.38247,0.646314,0.099109,-0.029472,0.001679,1,0
SOL_2024_SIDE,100,90,randlastige_sinneslage->offen_suchend,bewegungsreiche_rohwelt,-3.999232,0.174786,0.331522,17559.91317,0.432764,0.646861,0.110185,-0.099157,0.011619,1,0
