world,family,baseline_role,observed_role,role_state,tick,timestamp_ms,passive_mcm_effect_class,hoeren_energy_tone,hoeren_energy_shift,sehen_form_stability,sehen_form_change,rezeptor_field_intake_pressure,perception_auditory_loudness,mcm_feldwirkung_mcm_tension,mcm_feldwirkung_mcm_coherence,mcm_rekopplung_quality,mcm_carry_quality,mcm_strain_quality,raw_window_rows,raw_return,raw_range_ratio,raw_body_ratio,raw_volume_to_world,raw_direction_consistency
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2343,1717010100000,stabil,0.033512,-0.239768,0.064744,-0.28153,0.067292,0.120139,0.067292,0.560272,0.706892,0.54929,0.151035,13,-0.0001272,0.00608521,0.0009794,0.54316986,0.0
btc quiet 2024 5m 4k,dio_17ct,kohaerente_bruecke,kohaerente_bruecke,stabil,2351,1717012500000,stabil,0.380641,0.095568,0.349536,-0.043169,0.124151,0.26091,0.124151,0.700415,0.706908,0.555397,0.166124,13,-0.0037782,0.00875102,0.00120473,0.6973207,0.333333
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2357,1717014300000,stabil,-0.038451,0.136067,0.065068,0.10855,0.047308,0.07945,0.047308,0.658792,0.733727,0.570164,0.114826,13,-0.00028903,0.00412349,0.00075497,0.62210373,0.0
btc quiet 2024 5m 4k,dio_17ct,kohaerente_bruecke,kohaerente_bruecke,stabil,2378,1717020600000,stabil,-0.29379,-0.107931,-0.056648,0.007427,0.103733,0.215729,0.103733,0.698823,0.723402,0.567145,0.142935,13,0.00264998,0.00415473,0.00056301,0.5336146,0.0
btc quiet 2024 5m 4k,dio_0tay,kohaerente_bruecke,stabilisierende_rueckbindung,gekippt,2385,1717022700000,stabil,0.188184,0.184448,0.338679,-0.126889,0.089936,0.186615,0.089936,0.729564,0.716422,0.553537,0.141555,13,0.00039803,0.00325502,0.00047343,0.40687861,0.0
btc quiet 2024 5m 4k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2391,1717024500000,stabil,0.187352,0.213925,-0.185939,0.185654,0.100075,0.198513,0.100075,0.624604,0.717509,0.552834,0.138288,13,-0.0012321,0.00247911,0.0003938,0.41924619,0.090909
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2396,1717026000000,stabil,-0.268186,-0.525792,-0.044963,0.171055,0.175222,0.376381,0.175222,0.558643,0.697264,0.535873,0.172959,13,0.00092077,0.00307116,0.00039964,0.50936821,0.272727
btc quiet 2024 5m 4k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2401,1717027500000,stabil,0.299891,-0.211504,0.318233,0.08509,0.12753,0.262768,0.12753,0.683045,0.715013,0.550364,0.14555,13,-0.00014279,0.00394653,0.00039375,0.51692393,0.0
btc quiet 2024 5m 4k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,2405,1717028700000,stabil,-0.197475,-0.225655,-0.029934,-0.002514,0.100869,0.209311,0.100869,0.671981,0.718492,0.544179,0.132716,13,-0.00143946,0.00431202,0.0005189,0.54410546,0.166667
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2419,1717032900000,stabil,-0.049331,0.193087,-0.010945,0.210124,0.059543,0.109709,0.059543,0.653302,0.728878,0.565999,0.122063,13,0.00398917,0.00577853,0.00071147,0.61393504,0.333333
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2429,1717035900000,stabil,-0.125331,0.010257,0.255501,-0.083587,0.048291,0.077,0.048291,0.63886,0.728384,0.56767,0.122111,13,0.00254157,0.00633734,0.00067567,0.94665479,0.166667
btc quiet 2024 5m 4k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2436,1717038000000,stabil,-0.027687,-0.043116,-0.141781,0.29998,0.033908,0.034167,0.033908,0.559138,0.713367,0.548689,0.134687,13,-0.00092137,0.00405405,0.00054321,0.66785261,0.166667
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2437,1717038300000,stabil,-0.094725,0.054881,-0.047936,-0.228116,0.047768,0.07799,0.047768,0.588706,0.730224,0.57252,0.124867,13,-0.00097653,0.00405251,0.00053873,0.68884965,0.166667
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2439,1717038900000,stabil,-0.014816,0.169622,-0.208479,0.155014,0.052772,0.079835,0.052772,0.591999,0.731695,0.569479,0.118782,13,-0.00124977,0.00270745,0.00055126,0.54981698,0.0
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2456,1717044000000,tragend_unruhig,0.173917,0.165086,-0.28972,-0.36691,0.098897,0.170208,0.098897,0.550986,0.69419,0.538374,0.169493,13,0.00013765,0.00644742,0.00088872,0.841015,0.0
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2464,1717046400000,stabil,-0.337883,-0.435607,-0.252173,0.108562,0.185662,0.378927,0.185662,0.491772,0.695642,0.531444,0.174472,13,-0.00187643,0.00369906,0.00029568,0.5256796,0.0
btc quiet 2024 5m 4k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,2471,1717048500000,stabil,-0.205891,-0.374263,0.108705,0.036256,0.135173,0.276607,0.135173,0.599184,0.706774,0.53171,0.149573,13,-0.0035587,0.00563528,0.00054858,0.78979787,0.166667
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2477,1717050300000,tragend_unruhig,0.017746,-0.249153,-0.322393,0.43488,0.077655,0.114937,0.077655,0.486969,0.700273,0.543382,0.159229,13,-0.00362744,0.00657111,0.00110656,1.33480488,0.166667
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2479,1717050900000,tragend_unruhig,0.130746,0.043648,-0.232461,0.40769,0.068283,0.094165,0.068283,0.460229,0.700001,0.546763,0.159357,13,-0.00479466,0.00663779,0.00110069,1.59988955,0.0
btc quiet 2024 5m 4k,dio_17ct,kohaerente_bruecke,kohaerente_bruecke,stabil,2489,1717053900000,stabil,-0.273127,-0.226332,0.038352,0.211499,0.119979,0.253473,0.119979,0.704547,0.708647,0.556966,0.161909,13,-0.00579214,0.00777876,0.00111476,1.57898724,0.0
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2490,1717054200000,tragend_unruhig,-0.206759,0.005601,-0.237406,0.310535,0.075663,0.122273,0.075663,0.556682,0.705432,0.551434,0.1579,13,-0.0038389,0.00779424,0.00096583,1.6189433,0.0
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2491,1717054500000,stabil,-0.026755,0.148724,-0.131958,0.286329,0.050894,0.077982,0.050894,0.594656,0.729141,0.569858,0.123082,13,-0.00332089,0.00779582,0.0009747,1.53320796,0.166667
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2502,1717057800000,stabil,-0.06698,-0.080752,0.538314,0.02632,0.045392,0.072765,0.045392,0.680478,0.73843,0.578613,0.112694,13,0.00151969,0.00948581,0.00104708,1.94269127,0.5
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2510,1717060200000,stabil,-0.10488,-0.108608,-0.070449,0.084975,0.059101,0.106446,0.059101,0.576106,0.723754,0.56388,0.130121,13,0.0006511,0.00503751,0.0009119,0.94563326,0.333333
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2513,1717061100000,stabil,-0.15562,-0.045653,-0.051818,-0.227805,0.061059,0.109434,0.061059,0.620123,0.730362,0.572381,0.125358,13,0.00124145,0.00457497,0.00095559,0.85099904,0.333333
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2516,1717062000000,tragend_unruhig,0.081735,-0.219562,-0.273091,0.478762,0.087485,0.139622,0.087485,0.511907,0.691326,0.542016,0.177538,13,0.00015826,0.00443761,0.00097713,0.85148529,0.166667
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2521,1717063500000,stabil,0.084592,0.187676,-0.331449,-0.408121,0.082499,0.127887,0.082499,0.500522,0.706972,0.552529,0.155256,13,0.00271031,0.00451605,0.00095934,0.82061579,0.166667
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2525,1717064700000,stabil,-0.2746,-0.522017,-0.122602,0.017981,0.180754,0.378515,0.180754,0.46542,0.694636,0.529867,0.174666,13,0.00410678,0.00664153,0.00084344,1.0615449,0.166667
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2529,1717065900000,tragend_unruhig,0.200047,-0.130483,0.172036,-0.413048,0.092817,0.17083,0.092817,0.547066,0.694781,0.545592,0.172297,13,0.00514304,0.00677566,0.00065921,0.93776975,0.5
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2540,1717069200000,stabil,-0.362432,-0.259651,-0.297813,0.010825,0.161873,0.319264,0.161873,0.521971,0.70121,0.537781,0.166978,13,-0.00058999,0.00507849,0.00075196,0.85732335,0.0
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2545,1717070700000,stabil,-0.212057,-0.500789,-0.230877,0.173401,0.159667,0.333324,0.159667,0.541474,0.701851,0.541657,0.165928,13,-0.00129912,0.00763814,0.00059334,1.10474267,0.166667
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2580,1717081200000,stabil,-0.139191,-0.024656,0.08535,0.020494,0.05435,0.091086,0.05435,0.599282,0.731323,0.573143,0.122581,13,-0.00416257,0.00891297,0.00087664,1.39729968,0.0
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2584,1717082400000,stabil,-0.343067,-0.316198,-0.197622,0.051565,0.163716,0.331782,0.163716,0.525105,0.700417,0.538794,0.170887,13,0.0008519,0.00683155,0.00097215,1.61948517,0.166667
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2592,1717084800000,stabil,-0.137099,0.072158,0.048219,0.055576,0.061535,0.109824,0.061535,0.622002,0.726482,0.568057,0.12908,13,0.00107075,0.00421629,0.00088398,1.28872396,0.0
btc quiet 2024 5m 4k,dio_0tay,kohaerente_bruecke,stabilisierende_rueckbindung,gekippt,2600,1717087200000,stabil,0.155647,0.085355,0.037489,-0.103442,0.064727,0.126124,0.064727,0.705674,0.723968,0.560361,0.129188,13,0.00191632,0.0059197,0.00062645,1.11274977,0.333333
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2604,1717088400000,stabil,0.05659,-0.162302,0.613798,-0.146801,0.05967,0.100989,0.05967,0.662849,0.726329,0.570394,0.13008,13,0.00869614,0.01057366,0.00107402,1.61971619,0.333333
btc quiet 2024 5m 4k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2621,1717093500000,tragend_unruhig,-0.003078,0.092191,-0.281537,-0.341701,0.045579,0.040506,0.045579,0.514783,0.706275,0.543014,0.144133,13,-0.00116994,0.00599673,0.00123002,1.54807051,0.333333
btc quiet 2024 5m 4k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2627,1717095300000,stabil,-0.243114,-0.175578,0.16626,0.071997,0.105597,0.214749,0.105597,0.60947,0.705855,0.54572,0.15533,13,-0.00334656,0.00531033,0.00106106,1.08719385,0.333333
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2628,1717095600000,stabil,0.035318,0.215585,-0.297565,-0.380077,0.073863,0.11103,0.073863,0.490014,0.707663,0.552789,0.154364,13,-0.00565454,0.00731506,0.00107935,1.18174014,0.333333
btc quiet 2024 5m 4k,dio_17ct,kohaerente_bruecke,kohaerente_bruecke,stabil,2633,1717097100000,stabil,0.353787,-0.039996,0.697124,-0.043665,0.110128,0.221994,0.110128,0.764751,0.720838,0.567437,0.145668,13,-0.00964483,0.01350492,0.00135374,1.45783888,0.333333
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2656,1717104000000,stabil,-0.083376,0.0707,0.114389,-0.120167,0.046958,0.078052,0.046958,0.620205,0.733557,0.574423,0.119563,13,-0.00182822,0.00313578,0.00057313,0.50414843,0.333333
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2660,1717105200000,stabil,-0.12695,-0.073628,-0.162569,-0.299123,0.064087,0.104555,0.064087,0.555623,0.713707,0.559619,0.147082,13,-0.00259036,0.0035816,0.00074916,0.44897914,0.333333
btc quiet 2024 5m 4k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2677,1717110300000,stabil,0.279274,0.264411,-0.248531,0.180875,0.133676,0.273031,0.133676,0.590469,0.70586,0.543148,0.156696,13,0.00168832,0.00391814,0.00050795,0.36774787,0.166667
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2693,1717115100000,stabil,-0.038867,-0.126652,-0.209031,-0.113831,0.050516,0.075737,0.050516,0.60819,0.732889,0.573142,0.120929,13,0.00049576,0.00248686,0.00048253,0.45535826,0.166667
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2705,1717118700000,stabil,-0.09605,0.155917,-0.314987,0.270503,0.077702,0.121194,0.077702,0.520215,0.711016,0.555103,0.150497,13,0.0007609,0.00456232,0.00087955,0.57845848,0.0
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2707,1717119300000,stabil,-0.375793,-0.308904,-0.207562,-0.090156,0.170213,0.347699,0.170213,0.529416,0.700865,0.539031,0.16953,13,0.00040578,0.00455521,0.00085096,0.65158866,0.0
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2725,1717124700000,stabil,-0.384483,-0.27934,-0.303922,-0.030447,0.173384,0.340323,0.173384,0.51223,0.705828,0.541753,0.163112,13,-0.00018242,0.00154763,0.00024566,0.25513167,0.166667
btc quiet 2024 5m 4k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,2740,1717129200000,stabil,-0.294029,-0.255367,0.054351,0.024774,0.135005,0.277791,0.135005,0.657055,0.71191,0.538661,0.14412,13,0.0,0.00245451,0.00051089,0.53705218,0.0
btc quiet 2024 5m 4k,dio_17ct,kohaerente_bruecke,kohaerente_bruecke,stabil,2743,1717130100000,stabil,-0.257379,-0.18536,0.118607,0.183754,0.108462,0.227131,0.108462,0.733613,0.714785,0.561035,0.152315,13,-0.00110891,0.00283837,0.0005818,0.61945827,0.166667
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2745,1717130700000,stabil,0.100962,0.095906,-0.02642,0.099881,0.05354,0.098839,0.05354,0.677508,0.734343,0.574741,0.120395,13,-0.0020139,0.0038561,0.00049936,0.62891413,0.166667
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2779,1717140900000,stabil,-0.062255,0.168372,0.247962,-0.182459,0.058177,0.106824,0.058177,0.656031,0.73097,0.572066,0.124359,13,-0.00046373,0.00521283,0.00060977,0.9874965,0.0
btc quiet 2024 5m 4k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2783,1717142100000,stabil,0.031829,0.011539,-0.141902,0.385217,0.031842,0.023307,0.031842,0.511023,0.710136,0.547603,0.137661,13,-0.0015333,0.00520543,0.00063182,0.90710235,0.272727
btc quiet 2024 5m 4k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2784,1717142400000,stabil,0.179536,0.263612,-0.138142,0.208889,0.105097,0.214848,0.105097,0.640572,0.719398,0.556745,0.137583,13,-0.00260174,0.0047309,0.00066934,0.84094099,0.272727
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2785,1717142700000,stabil,-0.298224,-0.447292,-0.005095,-0.1011,0.169089,0.360833,0.169089,0.530597,0.693613,0.53462,0.178998,13,-0.00240317,0.00421304,0.00065424,0.81065926,0.272727
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2789,1717143900000,stabil,-0.127345,-0.011239,-0.253036,-0.200921,0.055536,0.078581,0.055536,0.578613,0.729621,0.570561,0.124194,13,0.00019091,0.00344701,0.00060519,0.66808598,0.090909
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2793,1717145100000,tragend_unruhig,0.193146,0.146206,-0.245367,-0.329278,0.095488,0.173432,0.095488,0.558432,0.702883,0.54836,0.162482,13,-0.00095764,0.00313451,0.00053141,0.49923772,0.333333
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2795,1717145700000,stabil,-0.054873,-0.174862,-0.148321,-0.044484,0.059035,0.105268,0.059035,0.635753,0.735419,0.575931,0.118526,13,-0.00528891,0.00608175,0.00074486,0.69562862,0.333333
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2804,1717148400000,stabil,-0.016568,0.172053,-0.139451,0.152051,0.049215,0.081872,0.049215,0.611888,0.731429,0.571564,0.122001,13,0.00099761,0.00584443,0.00088438,1.07836787,0.166667
btc quiet 2024 5m 4k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2807,1717149300000,stabil,0.246908,0.236703,-0.313575,0.122958,0.123643,0.242621,0.123643,0.595798,0.71235,0.548948,0.148575,13,0.00327931,0.00586086,0.00058372,0.9997192,0.0
btc quiet 2024 5m 4k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2832,1717156800000,stabil,0.199847,0.278781,-0.28484,0.302049,0.119927,0.233,0.119927,0.566134,0.710142,0.549401,0.150717,13,0.00263191,0.00455659,0.00067403,0.97919829,0.166667
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2846,1717161000000,tragend_unruhig,0.086221,0.221585,-0.341022,-0.330068,0.087824,0.143074,0.087824,0.517012,0.70212,0.547313,0.162098,13,-0.00631081,0.01370951,0.00153461,2.55344328,0.333333
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2849,1717161900000,stabil,0.046663,-0.101881,-0.137893,-0.137802,0.045197,0.069854,0.045197,0.611085,0.733472,0.575927,0.121487,13,-0.00774801,0.01048331,0.00163972,2.04105172,0.333333
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2868,1717167600000,tragend_unruhig,-0.109583,0.162364,-0.276142,-0.44004,0.083504,0.131751,0.083504,0.527295,0.699368,0.547986,0.1655,13,-0.00425667,0.00897005,0.00116714,2.64849584,0.0
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2877,1717170300000,stabil,-0.111877,0.014168,-0.03944,-0.165518,0.043616,0.070839,0.043616,0.610136,0.735259,0.577635,0.118934,13,-0.00841331,0.00992863,0.00109318,2.57507259,0.166667
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2878,1717170600000,stabil,-0.141599,-0.015027,-0.117377,-0.166481,0.051793,0.088439,0.051793,0.615758,0.736253,0.579911,0.11928,13,-0.00880264,0.01224279,0.00112365,2.73056734,0.333333
btc quiet 2024 5m 4k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,2903,1717178100000,stabil,-0.265872,-0.374788,0.040114,0.021709,0.152006,0.311617,0.152006,0.56587,0.703778,0.529183,0.154178,13,0.00041475,0.00255047,0.00042348,0.63596447,0.0
btc quiet 2024 5m 4k,dio_0tay,kohaerente_bruecke,stabilisierende_rueckbindung,gekippt,2905,1717178700000,stabil,0.246759,0.038605,-0.096719,-0.074605,0.078277,0.159335,0.078277,0.690679,0.720488,0.556764,0.134032,13,-0.00353007,0.00424115,0.00049584,0.82253842,0.166667
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2912,1717180800000,tragend_unruhig,-0.267792,-0.510947,-0.279669,0.117865,0.180752,0.369917,0.180752,0.449718,0.687099,0.526425,0.186017,13,0.00041578,0.00407419,0.00079388,0.98667579,0.0
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2916,1717182000000,stabil,0.024135,-0.122653,-0.14765,-0.173397,0.043853,0.065512,0.043853,0.615485,0.734225,0.579524,0.123978,13,0.00281001,0.00631169,0.00087031,1.04699382,0.166667
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,2954,1717193400000,stabil,-0.406971,-0.274668,-0.315743,0.002737,0.179509,0.351404,0.179509,0.506651,0.703368,0.53861,0.166205,13,0.00025643,0.00282276,0.00048006,0.541115,0.166667
btc quiet 2024 5m 4k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2970,1717198200000,tragend_unruhig,-0.148176,0.093017,-0.03134,0.440372,0.073736,0.125009,0.073736,0.51296,0.693944,0.544528,0.170987,13,-0.00069984,0.0053769,0.00094501,0.81409003,0.166667
btc quiet 2024 5m 4k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,2982,1717201800000,stabil,0.367617,0.214099,-0.270607,0.202865,0.149425,0.303139,0.149425,0.600296,0.705997,0.544084,0.158495,13,0.00117571,0.00290783,0.00058565,0.55673686,0.0
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,2991,1717204500000,stabil,-0.044001,0.090276,0.130224,-0.149906,0.039277,0.063437,0.039277,0.643686,0.736893,0.580965,0.119876,13,-0.001439,0.00417009,0.00046558,0.54099257,0.0
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,3004,1717208400000,stabil,-0.395354,-0.270221,-0.081206,-0.075093,0.164113,0.342798,0.164113,0.561609,0.702147,0.540636,0.167659,13,0.00311522,0.00368611,0.00031435,0.35254268,0.5
btc quiet 2024 5m 4k,dio_17ct,kohaerente_bruecke,kohaerente_bruecke,stabil,3029,1717215900000,stabil,-0.421641,-0.020924,0.338229,0.083855,0.123757,0.25334,0.123757,0.752989,0.720252,0.562473,0.145966,13,-0.00031835,0.0015919,0.00033117,0.32651743,0.0
btc quiet 2024 5m 4k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,3035,1717217700000,stabil,-0.112307,-0.116548,-0.078265,-0.050023,0.059207,0.114088,0.059207,0.673667,0.733841,0.577098,0.125281,13,-0.00067971,0.00153068,0.00032002,0.19359868,0.333333
btc quiet 2024 5m 4k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,3038,1717218600000,stabil,0.152638,0.378581,-0.08982,0.194661,0.115046,0.247534,0.115046,0.594492,0.708786,0.548283,0.152384,13,0.00015096,0.00182925,0.00044027,0.22446302,0.333333
btc quiet 2024 5m 4k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,3050,1717222200000,stabil,-0.146671,-0.334569,0.092263,0.07755,0.108012,0.225588,0.108012,0.674404,0.716497,0.545276,0.137541,13,-0.00014032,0.00298757,0.00034576,0.35578342,0.0
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,3064,1717226400000,stabil,-0.275971,-0.508877,-0.020879,0.103628,0.177517,0.373791,0.177517,0.536729,0.70292,0.539774,0.166117,13,0.00083691,0.00233176,0.0003451,0.32735336,0.166667
btc quiet 2024 5m 4k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,3077,1717230300000,stabil,-0.35012,-0.11308,-0.194061,0.017014,0.126423,0.250563,0.126423,0.613709,0.709399,0.538485,0.148613,13,-0.00058134,0.00191148,0.00034192,0.32686941,0.0
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,3081,1717231500000,tragend_unruhig,0.168586,-0.599999,0.057088,-0.207731,0.161175,0.349779,0.161175,0.535441,0.694077,0.535915,0.17667,13,0.00139577,0.00219452,0.00030405,0.3944346,0.166667
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,3085,1717232700000,stabil,-0.324053,-0.356447,-0.227182,-0.079419,0.166525,0.337658,0.166525,0.519012,0.707614,0.545289,0.160037,13,0.00074746,0.00193719,0.00035384,0.42660211,0.0
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,3095,1717235700000,stabil,-0.22573,-0.512644,-0.208478,-0.04162,0.169494,0.346234,0.169494,0.476321,0.706519,0.544329,0.162507,13,0.00067737,0.00169934,0.0002646,0.32060308,0.166667
btc quiet 2024 5m 4k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,3096,1717236000000,stabil,0.005718,0.226959,-0.251933,0.036177,0.06012,0.098639,0.06012,0.586807,0.73016,0.56777,0.123364,13,-0.0002742,0.001699,0.00030676,0.32213409,0.166667
btc quiet 2024 5m 4k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,3118,1717242600000,stabil,-0.127471,-0.501917,0.061856,0.02154,0.138513,0.284738,0.138513,0.576173,0.714429,0.541141,0.141833,13,4.019e-05,0.00116195,0.00016865,0.24716524,0.090909
btc quiet 2024 5m 4k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,3119,1717242900000,stabil,-0.297867,-0.252321,-0.010529,-0.003548,0.137058,0.278737,0.137058,0.611928,0.718309,0.54805,0.139862,13,0.00035757,0.00116195,0.00019306,0.27325938,0.090909
btc quiet 2024 5m 4k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,3121,1717243500000,stabil,0.088537,-0.483374,0.248996,-0.011429,0.125105,0.254369,0.125105,0.612903,0.718521,0.551518,0.143119,13,0.00045973,0.00122756,0.00019103,0.27774974,0.090909
btc quiet 2024 5m 4k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,3122,1717243800000,stabil,-0.227322,-0.382679,0.065739,-0.061317,0.141478,0.292572,0.141478,0.589594,0.713888,0.550376,0.152763,13,0.00032859,0.00122732,0.00018091,0.28050268,0.090909
btc quiet 2024 5m 4k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,3130,1717246200000,stabil,-0.143876,-0.766496,0.141623,-0.18305,0.18742,0.405377,0.18742,0.478764,0.694263,0.535604,0.180389,13,0.0021123,0.00281103,0.00052461,0.42006567,0.333333
