reading,side,mode,world,pair,phase_hint,chart_zone,dominant_movement,return_pct,range_pct,pressure_abs,rekopplung_abs,direction_pair,passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,data_file,tick_min,tick_mid,tick_max,events,before_return_pct,after_return_pct,image_path
bull_expansion,bull,getragene_expansion,SOL_2024_1H,183drjy->1t5bcxp,getragene_expansion,expansion_getragen,offene_uebergangszone,40.518749,52.613173,0.082388,0.014259,183drjy->1t5bcxp,1,0,0,0,0,0,0,data\kontrolliert_sol_2024_1h_test1_2000_SOLUSDT.csv,929,1118,1674,19,5.861183,1.845835,docs\bilder\mcm_achse_183drjy_1t5bcxp_rollen\1023_bull_expansion_SOL_2024_1H_183drjy-_1t5bcxp_929_1674.png
bull_open_bruch_risk,bull,gerichtete_bewegung_mit_bruch,LONG2025_SOL_STRESS_4000,183drjy->1t5bcxp,offenes_bull_fenster,gerichtete_uebergangsbewegung,bewegungsbruch_zone,-43.321558,61.636807,0.055054,0.015846,183drjy->1t5bcxp,1,0,0,0,0,0,0,data\kontrolliert_long_sol_2025_1h_stress_4000.csv,327,1572,3766,22,-0.443793,7.58329,docs\bilder\mcm_achse_183drjy_1t5bcxp_rollen\1023_bull_open_bruch_risk_LONG2025_SOL_STRESS_4000_183drjy-_1t5bcxp_327_3766.png
falling_bruch,selloff,abverkauf_mit_bruch,LONG2025_15M_SOL_STRESS_4000,183drjy->1t5bcxp,fallender_bruch,abverkauf_getragen,bewegungsbruch_zone,-36.805556,42.974387,0.06891,0.025024,183drjy->1t5bcxp,1,0,0,0,0,0,0,data\kontrolliert_long_sol_2025_15m_stress_4000.csv,134,2161,3979,20,0.832121,-7.491973,docs\bilder\mcm_achse_183drjy_1t5bcxp_rollen\1023_falling_bruch_LONG2025_15M_SOL_STRESS_4000_183drjy-_1t5bcxp_134_3979.png
falling_rekopplung,selloff,abverkauf_mit_rekopplung,LONG2025_SOL_STRESS_4000,1t5bcxp->183drjy,fallende_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-37.809187,61.652364,0.051483,0.018494,1t5bcxp->183drjy,1,0,0,0,0,0,0,data\kontrolliert_long_sol_2025_1h_stress_4000.csv,322,1446,2431,17,1.377457,-1.034903,docs\bilder\mcm_achse_183drjy_1t5bcxp_rollen\1023_falling_rekopplung_LONG2025_SOL_STRESS_4000_1t5bcxp-_183drjy_322_2431.png
last_rebound_rekopplung,selloff,rekopplung_nach_abverkauf,KAS2024_1H_ASSET_PROBE,183drjy->1t5bcxp,erholung_nach_abverkauf,rekopplung_nach_abverkauf,bewegungsbruch_zone,48.426102,97.841511,0.115673,0.026035,183drjy->1t5bcxp,1,0,0,0,0,0,0,data\kontrolliert_kas_2024_1h_test1_2000_KASUSDT.csv,447,907,1665,7,-7.710043,3.31157,docs\bilder\mcm_achse_183drjy_1t5bcxp_rollen\1023_last_rebound_rekopplung_KAS2024_1H_ASSET_PROBE_183drjy-_1t5bcxp_447_1665.png
mixed_axis_state,bull,gerichtete_bewegung_mit_bruch,LONG2024_15M_SOL_QUIET_4000,183drjy->1t5bcxp,steigender_bruch,gerichtete_uebergangsbewegung,bewegungsbruch_zone,20.07336,31.890104,0.066661,0.021382,183drjy->1t5bcxp,1,0,0,0,0,0,0,data\kontrolliert_long_sol_2024_15m_quiet_4000.csv,1671,3588,3742,20,0.943739,-1.341639,docs\bilder\mcm_achse_183drjy_1t5bcxp_rollen\1023_mixed_axis_state_LONG2024_15M_SOL_QUIET_4000_183drjy-_1t5bcxp_1671_3742.png
open_transition,bull,gerichtete_bewegung_mit_bruch,LONG2024_5M_BTC_QUIET_4000,183drjy->1t5bcxp,offenes_bull_fenster,gerichtete_uebergangsbewegung,bewegungsbruch_zone,1.115271,5.874207,0.069925,0.019541,183drjy->1t5bcxp,1,0,0,0,0,0,0,data\kontrolliert_long_btc_2024_5m_quiet_4000.csv,1620,2762,3871,24,-0.54787,0.104098,docs\bilder\mcm_achse_183drjy_1t5bcxp_rollen\1023_open_transition_LONG2024_5M_BTC_QUIET_4000_183drjy-_1t5bcxp_1620_3871.png
quiet_rekopplung,bull,gerichtete_bewegung_mit_rekopplung,LONG2024_15M_SOL_QUIET_4000,1t5bcxp->183drjy,steigende_rekopplung,gerichtete_uebergangsbewegung,rekopplungs_uebergang,19.822883,30.038966,0.052709,0.017809,1t5bcxp->183drjy,1,0,0,0,0,0,0,data\kontrolliert_long_sol_2024_15m_quiet_4000.csv,1689,3261,3671,18,1.088591,-1.170697,docs\bilder\mcm_achse_183drjy_1t5bcxp_rollen\1023_quiet_rekopplung_LONG2024_15M_SOL_QUIET_4000_1t5bcxp-_183drjy_1689_3671.png
