world,scale,block_index,base_sequence,raw_class,price_move_pct,avg_abs_body_pct,avg_range_pct,avg_volume,avg_auditory,avg_visual_sharpness,avg_field_pressure,avg_form_flow,avg_energy_shift,passive_only,influences_action
SOL_2025_STRESS,100,77,offen_suchend->randlastige_sinneslage,bewegungsreiche_rohwelt,-9.625503,0.471629,0.91274,47378.91395,0.459656,0.587463,0.117829,-0.120829,0.003711,1,0
SOL_2025_STRESS,100,80,offen_suchend->randlastige_sinneslage,bewegungsreiche_rohwelt,4.986493,0.502688,1.022172,51865.39395,0.431362,0.597862,0.113615,0.078087,0.00493,1,0
SOL_2025_STRESS,100,82,offen_suchend->randlastige_sinneslage,bewegungsreiche_rohwelt,3.716789,0.220003,0.452467,15550.53323,0.460888,0.665573,0.113666,0.060293,0.000414,1,0
SOL_2025_STRESS,100,84,offen_suchend->randlastige_sinneslage,bewegungsreiche_rohwelt,3.499206,0.239737,0.467639,12361.01901,0.461746,0.644821,0.116063,0.053886,-0.00654,1,0
SOL_2025_STRESS,100,85,randlastige_sinneslage->randlastige_sinneslage,gemischte_rohwelt,-2.18725,0.218599,0.449997,17795.3227,0.484335,0.653969,0.119895,-0.029966,0.003876,1,0
SOL_2025_STRESS,100,88,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,2.222222,0.229152,0.489961,21126.73924,0.497319,0.672262,0.121037,0.037567,0.007693,1,0
SOL_2025_STRESS,100,89,randlastige_sinneslage->randlastige_sinneslage,laute_oder_druckvolle_rohwelt,-5.257041,0.430176,0.817744,30565.86721,0.503261,0.587873,0.126329,-0.075092,3.5e-05,1,0
SOL_2025_STRESS,100,96,offen_suchend->randlastige_sinneslage,gemischte_rohwelt,1.204914,0.250516,0.448961,16126.7275,0.415734,0.647348,0.106043,0.016034,-0.000514,1,0
SOL_2026_STABLE,100,2,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,1.875953,0.121289,0.237509,8155.0543,0.403206,0.654331,0.102076,0.056977,0.004203,1,0
SOL_2026_STABLE,100,4,offen_suchend->randlastige_sinneslage,bewegungsreiche_rohwelt,3.064869,0.188566,0.345896,17393.87666,0.411685,0.639321,0.104401,0.032164,0.007413,1,0
SOL_2026_STABLE,100,7,offen_suchend->randlastige_sinneslage,gemischte_rohwelt,-0.708582,0.093289,0.188552,6433.53144,0.413011,0.663669,0.102805,-0.020915,-4e-05,1,0
SOL_2026_STABLE,100,10,ruhig_zentrumsnah->randlastige_sinneslage,gemischte_rohwelt,1.386184,0.096474,0.194669,6091.78049,0.414078,0.663149,0.104376,0.044688,-0.006389,1,0
SOL_2026_STABLE,100,12,normale_weltspannung->randlastige_sinneslage,bewegungsreiche_rohwelt,5.693098,0.143139,0.273343,12174.48341,0.457537,0.656611,0.114917,0.131429,0.001471,1,0
SOL_2026_STABLE,100,20,normale_weltspannung->randlastige_sinneslage,bewegungsreiche_rohwelt,-4.26952,0.171267,0.345727,18693.39857,0.418196,0.631366,0.107459,-0.127047,0.010484,1,0
SOL_2026_STABLE,100,25,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,0.089576,0.128872,0.230647,8138.80135,0.424893,0.653951,0.105901,0.00674,-0.002181,1,0
SOL_2026_STABLE,100,32,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,-1.760402,0.107246,0.206126,5507.66531,0.411154,0.663366,0.102986,-0.055871,-0.000943,1,0
SOL_2026_STABLE,100,34,normale_weltspannung->randlastige_sinneslage,bewegungsreiche_rohwelt,4.932324,0.236311,0.477543,23647.51866,0.401224,0.621647,0.104065,0.036279,1.3e-05,1,0
SOL_2026_STABLE,100,42,leise_duenn->randlastige_sinneslage,bewegungsreiche_rohwelt,-3.286181,0.102041,0.204535,11649.01862,0.407706,0.67079,0.103561,-0.09973,-0.004997,1,0
SOL_2026_STABLE,100,45,offen_suchend->randlastige_sinneslage,gemischte_rohwelt,-1.857192,0.115381,0.217714,10182.05236,0.449998,0.655258,0.112898,-0.051833,0.005248,1,0
SOL_2026_STABLE,100,46,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-3.114716,0.144175,0.316891,13698.75891,0.37874,0.655025,0.096947,-0.07718,0.000605,1,0
SOL_2026_STABLE,100,49,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,0.252982,0.089495,0.195356,7878.56532,0.430184,0.683701,0.106888,0.012453,-0.006113,1,0
SOL_2026_STABLE,100,50,randlastige_sinneslage->randlastige_sinneslage,gemischte_rohwelt,-0.276376,0.097298,0.186261,4201.19558,0.420442,0.671622,0.105001,-0.006429,0.000613,1,0
SOL_2026_STABLE,100,52,normale_weltspannung->randlastige_sinneslage,laute_oder_druckvolle_rohwelt,-0.883884,0.097214,0.181018,4143.7006,0.503643,0.658314,0.121266,-0.030604,-0.000166,1,0
SOL_2026_STABLE,100,53,randlastige_sinneslage->randlastige_sinneslage,gemischte_rohwelt,2.162492,0.199399,0.367467,14159.83164,0.464855,0.624824,0.117357,0.071478,-0.000195,1,0
SOL_2026_STABLE,100,72,lauter_feldkontakt->randlastige_sinneslage,gemischte_rohwelt,-0.174803,0.101724,0.182706,5959.71051,0.476153,0.661522,0.117608,0.001176,-0.013088,1,0
SOL_2026_STABLE,100,77,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,-0.852878,0.106824,0.211714,9149.26912,0.450619,0.65773,0.112329,-0.027241,0.000844,1,0
SOL_2026_STABLE,100,84,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,2.727495,0.200722,0.363541,15290.56765,0.383718,0.613766,0.099816,0.091041,-0.002492,1,0
SOL_2026_STABLE,100,90,lauter_feldkontakt->randlastige_sinneslage,gemischte_rohwelt,0.023563,0.113876,0.207913,7288.75847,0.454512,0.653126,0.112567,0.005038,-0.002783,1,0
SOL_2026_STABLE,100,93,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,0.475958,0.114138,0.22027,6123.93272,0.448792,0.646517,0.113105,0.015809,9.1e-05,1,0
BTC_2024_5M,100,7,normale_weltspannung->randlastige_sinneslage,bewegungsreiche_rohwelt,-5.917799,0.337541,0.570513,564.212536,0.471795,0.540958,0.122104,-0.104364,0.011278,1,0
BTC_2024_5M,100,11,offen_suchend->randlastige_sinneslage,gemischte_rohwelt,-1.488622,0.155473,0.327226,217.011937,0.496934,0.617747,0.122704,-0.056306,-0.018976,1,0
BTC_2024_5M,100,12,randlastige_sinneslage->randlastige_sinneslage,gemischte_rohwelt,0.761483,0.107957,0.212987,125.653334,0.391272,0.648704,0.100026,0.02653,0.004269,1,0
BTC_2024_5M,100,14,offen_suchend->randlastige_sinneslage,gemischte_rohwelt,0.123825,0.091853,0.18451,97.493783,0.408529,0.664738,0.103597,0.008524,-0.001544,1,0
BTC_2024_5M,100,25,offen_suchend->randlastige_sinneslage,gemischte_rohwelt,-2.288988,0.208188,0.409007,344.924403,0.356494,0.608853,0.095243,-0.040012,0.003968,1,0
BTC_2024_5M,100,27,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,0.348666,0.169791,0.365248,275.075986,0.378171,0.598524,0.101018,-0.007532,-0.008957,1,0
BTC_2024_5M,100,28,randlastige_sinneslage->randlastige_sinneslage,gemischte_rohwelt,2.185214,0.306241,0.614994,526.05313,0.438958,0.555968,0.116038,0.095874,0.004411,1,0
BTC_2024_5M,100,29,randlastige_sinneslage->randlastige_sinneslage,gemischte_rohwelt,-0.563379,0.094652,0.185716,142.020324,0.395806,0.647081,0.102111,-0.027613,-0.003511,1,0
BTC_2024_5M,100,44,ruhig_zentrumsnah->randlastige_sinneslage,gemischte_rohwelt,-0.102939,0.108922,0.192294,183.848102,0.417659,0.658597,0.105314,-0.012942,0.004499,1,0
BTC_2024_5M,100,78,lauter_feldkontakt->randlastige_sinneslage,gemischte_rohwelt,1.187625,0.081575,0.130734,120.272615,0.453293,0.673463,0.114453,0.043927,0.000602,1,0
BTC_2024_5M,100,83,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,0.957127,0.085525,0.147678,112.598302,0.435792,0.652586,0.108113,0.039464,-0.010418,1,0
DOGE_2025_5M,100,4,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,-0.37954,0.216909,0.402151,7334472.67,0.491207,0.65422,0.121024,0.005896,-7.4e-05,1,0
DOGE_2025_5M,100,7,normale_weltspannung->randlastige_sinneslage,bewegungsreiche_rohwelt,11.697835,0.295837,0.594798,13861167.65,0.456972,0.656388,0.114813,0.156655,0.008061,1,0
DOGE_2025_5M,100,19,normale_weltspannung->randlastige_sinneslage,bewegungsreiche_rohwelt,-8.722499,0.358066,0.761812,16389117.8,0.446384,0.633122,0.114392,-0.13027,0.009455,1,0
DOGE_2025_5M,100,24,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,0.28636,0.282509,0.567597,9255673.58,0.441809,0.667362,0.111661,0.011013,-0.001111,1,0
DOGE_2025_5M,100,41,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,1.964429,0.217188,0.403449,7494288.05,0.478468,0.675579,0.11565,0.010001,0.009053,1,0
DOGE_2025_5M,100,47,normale_weltspannung->randlastige_sinneslage,bewegungsreiche_rohwelt,6.08115,0.314049,0.633056,16271798.96,0.457104,0.646474,0.115051,0.089788,-0.004784,1,0
DOGE_2025_5M,100,54,offen_suchend->randlastige_sinneslage,bewegungsreiche_rohwelt,-8.687587,0.692789,1.220488,22765159.74,0.469002,0.545273,0.121952,-0.112233,0.007408,1,0
DOGE_2025_5M,100,56,offen_suchend->randlastige_sinneslage,bewegungsreiche_rohwelt,-3.752549,0.49292,1.039661,16460412.42,0.453378,0.570908,0.116933,-0.033588,-0.000383,1,0
DOGE_2025_5M,100,57,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-4.352731,0.440339,0.844352,8786644.66,0.397583,0.583499,0.104586,-0.055522,-0.000895,1,0
DOGE_2025_5M,100,58,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,10.511478,0.406789,0.760184,13602790.08,0.383679,0.640149,0.098677,0.022137,-0.0022,1,0
DOGE_2025_5M,100,63,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,-2.401625,0.243923,0.490744,5671127.13,0.458044,0.649963,0.114539,-0.037837,-0.002611,1,0
DOGE_2025_5M,100,65,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,-1.34606,0.28399,0.59054,7369854.85,0.482688,0.665268,0.119544,-0.014251,-0.006488,1,0
DOGE_2025_5M,100,80,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,0.387085,0.198611,0.409027,3298153.95,0.427245,0.672143,0.106948,0.001439,-0.00704,1,0
DOGE_2025_5M,100,82,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,-1.053814,0.226656,0.429658,3196889.62,0.450052,0.659276,0.111487,-0.034892,0.015261,1,0
DOGE_2025_5M,100,92,offen_suchend->randlastige_sinneslage,gemischte_rohwelt,-1.260902,0.287432,0.518618,6348790.14,0.442327,0.639592,0.11066,-0.018005,-0.001324,1,0
DOGE_2025_5M,100,93,randlastige_sinneslage->randlastige_sinneslage,gemischte_rohwelt,-2.441526,0.24988,0.460977,7046879.59,0.441618,0.663904,0.108144,-0.041922,-0.010386,1,0
DOGE_2025_5M,100,94,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-10.83794,0.629282,1.274371,24248851.56,0.445743,0.565162,0.117303,-0.184198,0.007114,1,0
DOGE_2025_5M,100,95,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-2.650896,0.914997,1.809633,40537694.17,0.381055,0.543801,0.10729,0.055832,-0.000733,1,0
DOGE_2025_5M,100,96,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,5.344794,0.605863,1.210058,20478959.77,0.408889,0.571541,0.108419,0.029084,-0.000694,1,0
XRP_2025_5M,100,2,normale_weltspannung->randlastige_sinneslage,bewegungsreiche_rohwelt,5.619915,0.339473,0.619717,2379232.85,0.465626,0.646851,0.116608,0.071391,-0.000613,1,0
XRP_2025_5M,100,4,offen_suchend->randlastige_sinneslage,gemischte_rohwelt,0.852772,0.21474,0.413544,1041686.22,0.417399,0.654928,0.104468,0.019489,0.000785,1,0
XRP_2025_5M,100,39,ruhig_zentrumsnah->randlastige_sinneslage,bewegungsreiche_rohwelt,4.386824,0.255456,0.484066,2002807.35,0.495151,0.648107,0.121885,0.058686,-0.000514,1,0
XRP_2025_5M,100,42,lauter_feldkontakt->randlastige_sinneslage,bewegungsreiche_rohwelt,6.816513,0.363398,0.738237,4276170.9004,0.48975,0.623362,0.121147,0.077705,-0.002572,1,0
XRP_2025_5M,100,45,offen_suchend->randlastige_sinneslage,gemischte_rohwelt,-0.267172,0.403386,0.758213,3008460.5684,0.398691,0.607927,0.103904,0.008743,-0.002587,1,0
XRP_2025_5M,100,54,offen_suchend->randlastige_sinneslage,bewegungsreiche_rohwelt,-3.570637,0.623552,1.081041,3807478.93,0.437922,0.572997,0.114766,-0.041596,0.002688,1,0
XRP_2025_5M,100,56,offen_suchend->randlastige_sinneslage,gemischte_rohwelt,-2.321095,0.478719,0.985187,3876071.8,0.471619,0.578072,0.1211,-0.013482,0.005396,1,0
XRP_2025_5M,100,62,normale_weltspannung->randlastige_sinneslage,gemischte_rohwelt,-0.688017,0.266039,0.501411,1416123.81,0.401235,0.662569,0.100945,-0.011657,-0.0042,1,0
XRP_2025_5M,100,75,normale_weltspannung->randlastige_sinneslage,bewegungsreiche_rohwelt,-5.740282,0.432862,0.777024,3208825.55,0.470918,0.622605,0.11881,-0.089431,0.009276,1,0
XRP_2025_5M,100,95,offen_suchend->randlastige_sinneslage,bewegungsreiche_rohwelt,-4.500255,1.172533,2.347826,11145140.38,0.433422,0.513069,0.118717,0.049591,-0.001648,1,0
XRP_2025_5M,100,98,offen_suchend->randlastige_sinneslage,bewegungsreiche_rohwelt,-8.828572,0.425965,0.851683,2315668.96,0.340882,0.620813,0.092075,-0.130337,-0.001963,1,0
PAXG_2024_5M,100,17,lauter_feldkontakt->randlastige_sinneslage,gemischte_rohwelt,-0.049579,0.025283,0.043631,0.345566,0.486573,0.664833,0.123861,-0.002022,0.005527,1,0
PAXG_2024_5M,100,98,lauter_feldkontakt->randlastige_sinneslage,laute_oder_druckvolle_rohwelt,0.198314,0.017827,0.025752,0.350446,0.625965,0.685852,0.155307,0.010786,-0.004853,1,0
DESYNC,100,9,ueberstabil_extrem_leise_scharf->randlastige_sinneslage,bewegungsreiche_rohwelt,0.090662,0.001155,2.210955,934377.8157,0.391972,0.813072,0.103336,0.007204,0.015239,1,0
DESYNC,100,10,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.235081,0.002348,2.212148,974609.107926,0.363515,0.820604,0.096681,0.01908,0.004983,1,0
DESYNC,100,11,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.337112,0.003366,2.213166,995992.681186,0.362062,0.820612,0.096265,0.027713,0.004983,1,0
DESYNC,100,12,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.340387,0.003398,2.213198,991887.628089,0.358499,0.820864,0.095352,0.028381,0.004961,1,0
DESYNC,100,13,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.251663,0.002514,2.212314,966790.079261,0.358243,0.82091,0.095221,0.020827,0.004959,1,0
DESYNC,100,14,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.084687,0.001024,2.210824,940749.417059,0.356125,0.812873,0.094692,0.007065,0.004926,1,0
DESYNC,100,15,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.099604,0.001153,2.184853,923529.025485,0.344592,0.815538,0.092385,-0.007778,0.013777,1,0
DESYNC,100,16,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.245255,0.002456,2.160056,948149.006746,0.336225,0.822258,0.090037,-0.02017,-0.004778,1,0
DESYNC,100,17,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.321611,0.003221,2.213021,991984.954089,0.359337,0.820832,0.095565,-0.026735,0.004875,1,0
DESYNC,100,18,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.332791,0.003333,2.213133,996785.950105,0.363232,0.820523,0.09662,-0.02763,0.004866,1,0
DESYNC,100,19,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.255133,0.002555,2.212355,973448.397989,0.365251,0.820424,0.09713,-0.021179,0.004879,1,0
DESYNC,100,20,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.080625,0.001025,2.210825,932913.414193,0.364301,0.812277,0.096973,-0.006712,0.0049,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,9,ueberstabil_extrem_leise_scharf->randlastige_sinneslage,bewegungsreiche_rohwelt,0.069109,0.001005,2.210805,928617.945479,0.362015,0.811393,0.094918,0.005474,0.015228,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,10,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.183529,0.001834,2.211634,960627.904751,0.332833,0.822755,0.088074,0.014847,0.004972,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,11,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.291774,0.002914,2.212714,983675.739987,0.331363,0.822766,0.087648,0.023944,0.004977,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,12,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.347088,0.003465,2.213265,993743.19353,0.327662,0.823017,0.086708,0.028842,0.004968,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,13,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.348252,0.003477,2.213277,993157.72163,0.327658,0.823017,0.086706,0.028658,0.004984,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,14,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.284689,0.002843,2.212643,995339.757281,0.326021,0.823157,0.086084,0.023441,0.004974,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,15,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.183448,0.001833,2.185533,950872.313381,0.314704,0.823783,0.083788,0.015532,0.013775,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,16,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,0.06718,0.001029,2.158629,901236.040567,0.306993,0.81408,0.081771,0.005681,-0.004738,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,17,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.055677,0.000889,2.210689,919205.403514,0.329031,0.8151,0.08701,-0.004612,0.004915,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,18,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.192382,0.001926,2.211726,958149.682866,0.332686,0.822713,0.088021,-0.015801,0.004898,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,19,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.300089,0.003005,2.212805,985519.60418,0.334177,0.822592,0.088448,-0.02465,0.004889,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,20,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.332487,0.00333,2.21313,1001617.253315,0.332732,0.822691,0.088107,-0.027316,0.004887,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,21,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.341986,0.003426,2.213226,991736.841729,0.32803,0.822972,0.08678,-0.02834,0.004871,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,22,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.293578,0.00294,2.21274,979930.708133,0.32313,0.823341,0.085427,-0.024634,0.004856,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,23,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.192143,0.001923,2.211723,962199.07218,0.316403,0.823649,0.084166,-0.016051,0.013731,1,0
VISUAL_STABLE_HEARING_CHAOTIC,100,24,randlastige_sinneslage->randlastige_sinneslage,bewegungsreiche_rohwelt,-0.065304,0.00092,2.15852,910102.792751,0.324192,0.815493,0.085927,-0.005294,0.004927,1,0
