world,transition,from_role,to_role,start_tick,previous_duration,current_duration,current_raw_field_intake,current_rekopplung,current_strain
HARMONIE,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,2,1,1,0.017474,0.729286,0.09106
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,3,1,458,0.013893563318777292,0.7598360262008734,0.1187581462882096
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,461,458,1,0.028185,0.685945,0.13607
HARMONIE,offene_variante->zentrum_stabil,offene_variante,zentrum_stabil,462,1,20,0.016909650000000002,0.7602795,0.12066305
HARMONIE,zentrum_stabil->rekopplungsnaehe,zentrum_stabil,rekopplungsnaehe,482,20,1,0.019699,0.714326,0.10745
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,483,1,15,0.014522333333333333,0.7609578,0.11957913333333334
HARMONIE,zentrum_stabil->rekopplungsnaehe,zentrum_stabil,rekopplungsnaehe,498,15,1,0.016622,0.722237,0.104336
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,499,1,373,0.013345077747989275,0.7613532788203754,0.11911861394101877
HARMONIE,zentrum_stabil->rekopplungsnaehe,zentrum_stabil,rekopplungsnaehe,872,373,1,0.029121,0.719854,0.112191
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,873,1,22,0.015709227272727274,0.7605702727272727,0.12045159090909091
HARMONIE,zentrum_stabil->rekopplungsnaehe,zentrum_stabil,rekopplungsnaehe,895,22,1,0.034663,0.719858,0.11629
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,896,1,4,0.01723475,0.7596784999999999,0.121347
HARMONIE,zentrum_stabil->spannungsrand_kippnaehe,zentrum_stabil,spannungsrand_kippnaehe,900,4,1,0.466217,0.579156,0.28656
HARMONIE,spannungsrand_kippnaehe->offene_variante,spannungsrand_kippnaehe,offene_variante,901,1,3,0.11838366666666666,0.678839,0.154057
HARMONIE,offene_variante->zentrum_stabil,offene_variante,zentrum_stabil,904,3,1,0.014786,0.76094,0.116987
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,905,1,1,0.015766,0.697471,0.119931
HARMONIE,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,906,1,1,0.016562,0.728851,0.088964
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,907,1,12,0.019247583333333335,0.7439399166666667,0.10582416666666666
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,919,12,1,0.027833,0.695009,0.122472
HARMONIE,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,920,1,1,0.025531,0.726855,0.090668
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,921,1,47,0.018414106382978725,0.7508440638297872,0.11449836170212765
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,968,47,1,0.042849,0.692625,0.126453
HARMONIE,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,969,1,1,0.044219,0.72386,0.095715
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,970,1,830,0.020678014457831326,0.7576782963855422,0.11957526987951807
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,1800,830,3,0.15275166666666665,0.6648603333333334,0.17280366666666666
HARMONIE,offene_variante->zentrum_stabil,offene_variante,zentrum_stabil,1803,3,228,0.019911346491228072,0.7583349429824561,0.11884347807017544
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,2031,228,1,0.028725,0.694986,0.120752
HARMONIE,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,2032,1,1,0.026946,0.726733,0.089048
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,2033,1,4,0.0215615,0.7355907500000001,0.09746200000000001
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,2037,4,1,0.016608,0.696881,0.120742
HARMONIE,offene_variante->zentrum_stabil,offene_variante,zentrum_stabil,2038,1,45,0.021669622222222223,0.754634,0.11696191111111111
HARMONIE,zentrum_stabil->rekopplungsnaehe,zentrum_stabil,rekopplungsnaehe,2083,45,1,0.016319,0.72336,0.094319
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,2084,1,118,0.018645516949152542,0.7579999576271187,0.11941558474576272
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,2202,118,1,0.02868,0.680059,0.142071
HARMONIE,offene_variante->zentrum_stabil,offene_variante,zentrum_stabil,2203,1,91,0.019382186813186812,0.7586932197802198,0.12073874725274725
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,2294,91,1,0.02372,0.694165,0.125055
HARMONIE,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,2295,1,1,0.023095,0.725847,0.093501
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,2296,1,7,0.018194428571428573,0.7393788571428571,0.10323628571428571
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,2303,7,1,0.013523,0.696035,0.119798
HARMONIE,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,2304,1,1,0.014939,0.727578,0.088729
HARMONIE,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,2305,1,86,0.0205276511627907,0.7516541744186046,0.11658062790697674
HARMONIE,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,2391,86,1,0.021515,0.694067,0.120887
HARMONIE,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,2392,1,1,0.02,0.725768,0.089318
