world,transition,from_role,to_role,start_tick,previous_duration,current_duration,current_raw_field_intake,current_rekopplung,current_strain
SOL_2024_5M,offene_variante->spannungsrand_kippnaehe,offene_variante,spannungsrand_kippnaehe,19,18,1,0.401241,0.594336,0.274787
SOL_2024_5M,spannungsrand_kippnaehe->offene_variante,spannungsrand_kippnaehe,offene_variante,20,1,16,0.12432,0.6678206875,0.1650515
SOL_2024_5M,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,36,16,1,0.057829,0.702925,0.126899
SOL_2024_5M,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,37,1,1,0.043777,0.680961,0.13821
SOL_2024_5M,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,38,1,1,0.029308,0.717984,0.100893
SOL_2024_5M,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,39,1,1,0.202038,0.635451,0.20768
SOL_2024_5M,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,40,1,1,0.129751,0.704012,0.129398
SOL_2024_5M,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,41,1,1,0.052139,0.677859,0.149548
SOL_2024_5M,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,42,1,1,0.048449,0.704065,0.130857
SOL_2024_5M,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,43,1,3,0.144933,0.654787,0.17865666666666666
SOL_2024_5M,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,46,3,1,0.097914,0.702543,0.128629
SOL_2024_5M,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,47,1,9,0.1257192222222222,0.6611607777777778,0.173367
SOL_2024_5M,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,56,9,5,0.0722754,0.7074846,0.1319048
SOL_2024_5M,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,61,5,1,0.067083,0.715315,0.132611
SOL_2024_5M,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,62,1,2,0.1131385,0.6796005,0.14765499999999998
SOL_2024_5M,offene_variante->zentrum_stabil,offene_variante,zentrum_stabil,64,2,1,0.068783,0.712851,0.141633
SOL_2024_5M,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,65,1,2,0.197637,0.6424485,0.199529
SOL_2024_5M,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,67,2,1,0.044395,0.713437,0.108527
SOL_2024_5M,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,68,1,8,0.137535125,0.676586875,0.159955625
SOL_2024_5M,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,76,8,1,0.118446,0.70488,0.135833
