passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,axis,signature,signature_count,signature_world_count,signature_worlds,signature_avg_pressure_delta,signature_avg_rekopplung_delta,node_a,node_a_class,node_a_zone,node_a_role,node_a_top_previous,node_a_top_next,node_a_avg_rekopplung,node_a_avg_strain,node_b,node_b_class,node_b_zone,node_b_role,node_b_top_previous,node_b_top_next,node_b_avg_rekopplung,node_b_avg_strain,combined_evidence_roles,combined_evidence_zones,center_neighborhood_reading
1,0,0,0,0,0,0,183drjy<->1t5bcxp,rekoppelnde_lage / rekoppelnde_lage / rekoppelnde_lage / rekoppelnde_lage / paarsegment_rekoppelnd,14,4,EXT_EXPANSION_2023:5 | POS_EXPANSION_2023:4 | NEG_STRESS_2023:3 | SIDEWAYS_2024:2,0.024289,-0.004694,183drjy,nichtbruecke_rekopplungsfeld:2,rekopplungszone:2,zentrum_stabil:2,1t5bcxp:2,1t5bcxp:2,0.658507,0.170051,1t5bcxp,nichtbruecke_zentrum_schwach:2,stabile_bedeutungsinsel:1 | rekopplungszone:1,zentrum_stabil:2,183drjy:2,183drjy:2,0.648956,0.183806,spannungsrand_kippnaehe:136 | zentrum_stabil:72 | offene_variante:4,junge_spur:92 | nichtbruecke_randspannung:70 | rekopplungszone:60 | randnahe_verdichtung:48 | nichtbruecke_zentrum_schwach:24,rekopplungsfeld_zu_stabiler_bedeutungsinsel
