world,block_index,base_sequence,adapted_lage,base_zentrum,base_rand,base_rekopplung,base_strain,adapted_zentrum,adapted_rand,adapted_rekopplung,adapted_strain
SOL_2023_NEG,26,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.725,0.0,0.711782,0.148872,0.74,0.0,0.712516,0.147913
SOL_2023_NEG,27,normale_weltspannung->offen_suchend,normale_weltspannung,0.695,0.01,0.709936,0.151115,0.71,0.0,0.71094,0.149753
SOL_2023_NEG,28,offen_suchend->randlastige_sinneslage,normale_weltspannung,0.715,0.015,0.710713,0.150121,0.715,0.005,0.711715,0.148766
SOL_2023_NEG,29,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.7,0.01,0.709497,0.1524,0.7,0.0,0.710522,0.150948
SOL_2023_NEG,30,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.71,0.0,0.710471,0.150311,0.725,0.0,0.711444,0.148999
SOL_2023_NEG,31,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.81,0.01,0.713187,0.147656,0.815,0.0,0.714023,0.146474
SOL_2023_NEG,32,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.005,0.711235,0.149794,0.77,0.005,0.712064,0.148643
SOL_2023_NEG,33,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.005,0.712245,0.148444,0.75,0.005,0.713169,0.147182
SOL_2023_NEG,34,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.725,0.005,0.71172,0.148589,0.73,0.005,0.712407,0.14768
SOL_2023_NEG,35,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.725,0.0,0.711676,0.148829,0.73,0.0,0.71266,0.147471
SOL_2023_NEG,36,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.78,0.005,0.713787,0.146287,0.795,0.0,0.7145,0.145281
SOL_2023_NEG,37,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.745,0.005,0.711905,0.148481,0.75,0.005,0.712891,0.147094
SOL_2023_NEG,38,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.825,0.005,0.714601,0.144678,0.83,0.0,0.715427,0.143545
SOL_2023_NEG,39,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.855,0.005,0.716541,0.142843,0.855,0.0,0.717012,0.142168
SOL_2023_NEG,40,ruhig_zentrumsnah->randlastige_sinneslage,offen_suchend,0.65,0.015,0.707776,0.153995,0.655,0.0,0.709132,0.152102
SOL_2023_NEG,41,randlastige_sinneslage->ruhig_zentrumsnah,ruhig_zentrumsnah,0.87,0.0,0.715816,0.143303,0.885,0.0,0.716371,0.142534
SOL_2023_NEG,42,ruhig_zentrumsnah->lauter_feldkontakt,lauter_feldkontakt,0.685,0.0,0.709544,0.152403,0.69,0.0,0.710507,0.151045
SOL_2023_NEG,43,lauter_feldkontakt->randlastige_sinneslage,normale_weltspannung,0.79,0.015,0.712322,0.148694,0.805,0.005,0.713089,0.147618
SOL_2023_NEG,44,randlastige_sinneslage->randlastige_sinneslage,offen_suchend,0.67,0.025,0.708772,0.152731,0.685,0.01,0.709997,0.151034
SOL_2023_NEG,45,randlastige_sinneslage->offen_suchend,offen_suchend,0.685,0.005,0.707453,0.154649,0.695,0.005,0.708532,0.153151
SOL_2023_NEG,46,offen_suchend->offen_suchend,offen_suchend,0.64,0.01,0.70753,0.154001,0.655,0.01,0.708931,0.152159
SOL_2023_NEG,47,offen_suchend->offen_suchend,offen_suchend,0.65,0.005,0.707645,0.153362,0.67,0.005,0.709082,0.151449
SOL_2023_NEG,48,offen_suchend->randlastige_sinneslage,randlastige_sinneslage,0.575,0.015,0.704203,0.158096,0.585,0.015,0.705862,0.155893
SOL_2023_NEG,49,randlastige_sinneslage->offen_suchend,offen_suchend,0.615,0.005,0.705137,0.156645,0.62,0.0,0.706152,0.155297
SOL_2024_SIDE,1,normale_weltspannung->offen_suchend,normale_weltspannung,0.695,0.005,0.709558,0.152276,0.7,0.005,0.710665,0.150751
SOL_2024_SIDE,2,offen_suchend->lauter_feldkontakt,offen_suchend,0.585,0.01,0.704097,0.15941,0.595,0.005,0.70582,0.157044
SOL_2024_SIDE,3,lauter_feldkontakt->offen_suchend,offen_suchend,0.645,0.005,0.707777,0.154034,0.65,0.0,0.709275,0.151944
SOL_2024_SIDE,4,offen_suchend->lauter_feldkontakt,offen_suchend,0.66,0.005,0.70848,0.153657,0.665,0.0,0.70969,0.151974
SOL_2024_SIDE,5,lauter_feldkontakt->offen_suchend,offen_suchend,0.66,0.01,0.709075,0.152038,0.675,0.01,0.71007,0.150699
SOL_2024_SIDE,6,offen_suchend->offen_suchend,offen_suchend,0.535,0.0,0.704657,0.157888,0.535,0.0,0.706109,0.155982
SOL_2024_SIDE,7,offen_suchend->randlastige_sinneslage,offen_suchend,0.675,0.015,0.708188,0.153785,0.675,0.01,0.709505,0.151972
SOL_2024_SIDE,8,randlastige_sinneslage->offen_suchend,offen_suchend,0.665,0.0,0.7087,0.152431,0.685,0.0,0.709955,0.150744
SOL_2024_SIDE,9,offen_suchend->randlastige_sinneslage,offen_suchend,0.57,0.02,0.702777,0.160398,0.59,0.01,0.704711,0.157731
SOL_2024_SIDE,10,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.77,0.0,0.711493,0.149361,0.775,0.0,0.712341,0.148194
SOL_2024_SIDE,11,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.72,0.0,0.711039,0.150307,0.74,0.0,0.712195,0.148699
SOL_2024_SIDE,12,normale_weltspannung->lauter_feldkontakt,offen_suchend,0.675,0.01,0.707283,0.155068,0.68,0.0,0.708534,0.153299
SOL_2024_SIDE,13,lauter_feldkontakt->offen_suchend,offen_suchend,0.67,0.01,0.70876,0.153211,0.675,0.005,0.709974,0.151536
SOL_2024_SIDE,14,offen_suchend->normale_weltspannung,normale_weltspannung,0.71,0.005,0.709906,0.151543,0.735,0.0,0.711128,0.149856
SOL_2024_SIDE,15,normale_weltspannung->lauter_feldkontakt,offen_suchend,0.61,0.01,0.706468,0.156162,0.63,0.0,0.708019,0.154018
SOL_2024_SIDE,16,lauter_feldkontakt->offen_suchend,offen_suchend,0.655,0.01,0.707343,0.154333,0.66,0.0,0.708582,0.152686
SOL_2024_SIDE,17,offen_suchend->normale_weltspannung,normale_weltspannung,0.71,0.01,0.709517,0.152188,0.715,0.0,0.710372,0.150984
SOL_2024_SIDE,18,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.765,0.005,0.712329,0.148492,0.78,0.0,0.713027,0.147541
SOL_2024_SIDE,19,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7,0.005,0.710372,0.15113,0.7,0.0,0.711418,0.149694
SOL_2024_SIDE,20,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.78,0.0,0.712985,0.147553,0.785,0.0,0.713733,0.146498
SOL_2024_SIDE,21,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.82,0.005,0.713887,0.146479,0.825,0.005,0.714467,0.145648
SOL_2024_SIDE,22,normale_weltspannung->lauter_feldkontakt,normale_weltspannung,0.695,0.01,0.707913,0.154679,0.705,0.01,0.709108,0.153003
SOL_2024_SIDE,23,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.73,0.01,0.711519,0.14949,0.735,0.0,0.712532,0.148068
SOL_2024_SIDE,24,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.005,0.710973,0.150732,0.765,0.005,0.71208,0.149196
SOL_2024_SIDE,25,normale_weltspannung->lauter_feldkontakt,offen_suchend,0.66,0.005,0.707813,0.155014,0.675,0.005,0.709012,0.15333
SOL_2024_SIDE,26,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.73,0.005,0.710346,0.151054,0.735,0.005,0.711765,0.149083
SOL_2024_SIDE,27,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.725,0.0,0.712486,0.148398,0.735,0.0,0.713363,0.147193
SOL_2024_SIDE,28,normale_weltspannung->offen_suchend,offen_suchend,0.65,0.0,0.707689,0.154556,0.65,0.0,0.708813,0.153037
SOL_2024_SIDE,29,offen_suchend->offen_suchend,offen_suchend,0.63,0.005,0.707598,0.154442,0.655,0.0,0.708891,0.152696
SOL_2024_SIDE,30,offen_suchend->normale_weltspannung,normale_weltspannung,0.725,0.0,0.711937,0.149239,0.735,0.0,0.71279,0.148072
SOL_2024_SIDE,31,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.795,0.005,0.714077,0.146102,0.795,0.0,0.714637,0.145321
SOL_2024_SIDE,32,normale_weltspannung->lauter_feldkontakt,normale_weltspannung,0.67,0.01,0.709105,0.153702,0.7,0.005,0.710325,0.151984
SOL_2024_SIDE,33,lauter_feldkontakt->offen_suchend,offen_suchend,0.645,0.005,0.70799,0.15375,0.65,0.0,0.709031,0.152353
SOL_2024_SIDE,34,offen_suchend->offen_suchend,normale_weltspannung,0.685,0.005,0.710153,0.150448,0.7,0.005,0.711236,0.148948
SOL_2024_SIDE,35,offen_suchend->offen_suchend,offen_suchend,0.685,0.0,0.70978,0.151459,0.695,0.0,0.710763,0.150144
SOL_2024_SIDE,36,offen_suchend->normale_weltspannung,normale_weltspannung,0.745,0.0,0.713274,0.146992,0.75,0.0,0.714003,0.146005
SOL_2024_SIDE,37,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.73,0.01,0.710376,0.151416,0.73,0.0,0.711375,0.150027
SOL_2024_SIDE,38,normale_weltspannung->offen_suchend,offen_suchend,0.66,0.01,0.708152,0.153505,0.675,0.0,0.709496,0.15162
SOL_2024_SIDE,39,offen_suchend->normale_weltspannung,normale_weltspannung,0.72,0.0,0.711433,0.149563,0.73,0.0,0.712309,0.148366
SOL_2024_SIDE,40,normale_weltspannung->normale_weltspannung,ruhig_zentrumsnah,0.845,0.0,0.714341,0.145344,0.855,0.0,0.715013,0.144401
SOL_2024_SIDE,41,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.82,0.0,0.715375,0.144471,0.82,0.0,0.71585,0.143798
SOL_2024_SIDE,42,ruhig_zentrumsnah->offen_suchend,offen_suchend,0.675,0.01,0.709495,0.152631,0.68,0.0,0.710542,0.15117
SOL_2024_SIDE,43,offen_suchend->offen_suchend,offen_suchend,0.655,0.0,0.709397,0.152395,0.66,0.0,0.710683,0.150631
SOL_2024_SIDE,44,offen_suchend->normale_weltspannung,normale_weltspannung,0.755,0.01,0.710757,0.150488,0.755,0.0,0.711612,0.149312
SOL_2024_SIDE,45,normale_weltspannung->offen_suchend,offen_suchend,0.605,0.01,0.705739,0.156116,0.615,0.0,0.707246,0.154083
SOL_2024_SIDE,46,offen_suchend->offen_suchend,offen_suchend,0.655,0.0,0.709095,0.151944,0.66,0.0,0.709921,0.150947
SOL_2024_SIDE,47,offen_suchend->offen_suchend,offen_suchend,0.61,0.005,0.707197,0.154752,0.625,0.0,0.708528,0.15301
SOL_2024_SIDE,48,offen_suchend->offen_suchend,offen_suchend,0.645,0.005,0.707876,0.153242,0.645,0.0,0.709108,0.151615
SOL_2024_SIDE,49,offen_suchend->normale_weltspannung,normale_weltspannung,0.71,0.005,0.710156,0.151344,0.715,0.005,0.711268,0.149813
SOL_2025_STRESS,1,offen_suchend->offen_suchend,offen_suchend,0.68,0.0,0.709901,0.151471,0.695,0.0,0.71077,0.150297
SOL_2025_STRESS,2,offen_suchend->normale_weltspannung,normale_weltspannung,0.7,0.0,0.710571,0.15067,0.715,0.0,0.711653,0.149176
SOL_2025_STRESS,3,normale_weltspannung->offen_suchend,offen_suchend,0.69,0.005,0.709898,0.152115,0.695,0.0,0.710634,0.151107
SOL_2025_STRESS,4,offen_suchend->randlastige_sinneslage,normale_weltspannung,0.705,0.015,0.710595,0.151153,0.71,0.005,0.711348,0.150104
SOL_2025_STRESS,5,randlastige_sinneslage->ruhig_zentrumsnah,ruhig_zentrumsnah,0.86,0.0,0.716653,0.14272,0.86,0.0,0.717064,0.142133
SOL_2025_STRESS,6,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.76,0.005,0.711983,0.149074,0.77,0.005,0.71262,0.148153
SOL_2025_STRESS,7,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.725,0.01,0.708366,0.154192,0.725,0.01,0.709286,0.152903
SOL_2025_STRESS,8,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.7,0.005,0.710133,0.151375,0.725,0.0,0.711268,0.149793
SOL_2025_STRESS,9,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.79,0.0,0.713599,0.147027,0.8,0.0,0.714432,0.145855
SOL_2025_STRESS,10,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.77,0.0,0.712666,0.14837,0.775,0.0,0.713197,0.147639
SOL_2025_STRESS,11,normale_weltspannung->normale_weltspannung,leise_scharf_duenn,0.745,0.005,0.713247,0.14674,0.755,0.005,0.714091,0.145611
SOL_2025_STRESS,12,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.78,0.0,0.713416,0.146863,0.78,0.0,0.713971,0.14609
SOL_2025_STRESS,13,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.8,0.0,0.715327,0.144589,0.81,0.0,0.715828,0.143887
SOL_2025_STRESS,14,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.78,0.0,0.712042,0.148737,0.79,0.0,0.712873,0.147607
SOL_2025_STRESS,15,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.865,0.0,0.715866,0.143257,0.87,0.0,0.716159,0.14284
SOL_2025_STRESS,16,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.77,0.0,0.714465,0.14613,0.785,0.0,0.715034,0.145308
SOL_2025_STRESS,17,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.685,0.01,0.708236,0.153902,0.705,0.005,0.709418,0.15223
SOL_2025_STRESS,18,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.735,0.0,0.71258,0.148317,0.745,0.0,0.713668,0.146831
SOL_2025_STRESS,19,normale_weltspannung->offen_suchend,offen_suchend,0.665,0.005,0.707294,0.154659,0.675,0.0,0.708517,0.152956
SOL_2025_STRESS,20,offen_suchend->offen_suchend,offen_suchend,0.65,0.0,0.708206,0.154115,0.66,0.0,0.709312,0.152634
SOL_2025_STRESS,21,offen_suchend->normale_weltspannung,normale_weltspannung,0.72,0.01,0.710689,0.150701,0.725,0.005,0.711603,0.149451
SOL_2025_STRESS,22,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.0,0.712065,0.148705,0.76,0.0,0.712851,0.147649
SOL_2025_STRESS,23,normale_weltspannung->normale_weltspannung,ruhig_zentrumsnah,0.79,0.005,0.714459,0.145777,0.805,0.0,0.715165,0.144773
SOL_2025_STRESS,24,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.74,0.005,0.709883,0.151715,0.74,0.0,0.710735,0.15054
SOL_2025_STRESS,25,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.795,0.0,0.713953,0.146279,0.795,0.0,0.714611,0.145358
SOL_2025_STRESS,26,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.835,0.0,0.716576,0.143017,0.84,0.0,0.716857,0.142609
SOL_2025_STRESS,27,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.76,0.005,0.713024,0.147915,0.77,0.0,0.713698,0.146954
SOL_2025_STRESS,28,normale_weltspannung->offen_suchend,offen_suchend,0.615,0.01,0.706478,0.155923,0.635,0.01,0.70787,0.153999
SOL_2025_STRESS,29,offen_suchend->randlastige_sinneslage,offen_suchend,0.5,0.02,0.699738,0.163738,0.505,0.01,0.702008,0.160667
SOL_2025_STRESS,30,randlastige_sinneslage->offen_suchend,offen_suchend,0.645,0.0,0.708338,0.15328,0.65,0.0,0.709302,0.152028
SOL_2025_STRESS,31,offen_suchend->offen_suchend,offen_suchend,0.665,0.0,0.708745,0.152857,0.67,0.0,0.709871,0.151315
SOL_2025_STRESS,32,offen_suchend->offen_suchend,normale_weltspannung,0.695,0.0,0.711212,0.149407,0.715,0.0,0.712363,0.147843
SOL_2025_STRESS,33,offen_suchend->offen_suchend,offen_suchend,0.615,0.01,0.70621,0.155905,0.63,0.01,0.707671,0.153936
SOL_2025_STRESS,34,offen_suchend->offen_suchend,offen_suchend,0.65,0.01,0.70656,0.15577,0.655,0.005,0.70794,0.153871
SOL_2025_STRESS,35,offen_suchend->normale_weltspannung,normale_weltspannung,0.72,0.0,0.710402,0.151402,0.73,0.0,0.711085,0.150464
SOL_2025_STRESS,36,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.715,0.0,0.710762,0.150553,0.725,0.0,0.711795,0.149134
SOL_2025_STRESS,37,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.555,0.025,0.702307,0.160591,0.565,0.01,0.703959,0.158296
SOL_2025_STRESS,38,randlastige_sinneslage->randlastige_sinneslage,offen_suchend,0.58,0.015,0.702728,0.160461,0.58,0.005,0.704423,0.158145
SOL_2025_STRESS,39,randlastige_sinneslage->offen_suchend,offen_suchend,0.56,0.0,0.704244,0.157807,0.57,0.0,0.705943,0.155583
SOL_2025_STRESS,40,offen_suchend->randlastige_sinneslage,offen_suchend,0.57,0.015,0.702293,0.161297,0.585,0.0,0.704006,0.159006
SOL_2025_STRESS,41,randlastige_sinneslage->offen_suchend,offen_suchend,0.64,0.01,0.708504,0.153739,0.645,0.0,0.709572,0.152236
SOL_2025_STRESS,42,offen_suchend->randlastige_sinneslage,offen_suchend,0.685,0.02,0.707412,0.154987,0.695,0.01,0.708836,0.152968
SOL_2025_STRESS,43,randlastige_sinneslage->offen_suchend,offen_suchend,0.68,0.01,0.709361,0.152677,0.68,0.005,0.710499,0.15111
SOL_2025_STRESS,44,offen_suchend->randlastige_sinneslage,lauter_feldkontakt,0.58,0.03,0.703233,0.161127,0.595,0.01,0.705105,0.158489
SOL_2025_STRESS,45,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.745,0.005,0.712848,0.147696,0.765,0.0,0.713702,0.146531
SOL_2025_STRESS,46,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.805,0.0,0.71574,0.143976,0.805,0.0,0.716212,0.143309
SOL_2025_STRESS,47,ruhig_zentrumsnah->offen_suchend,offen_suchend,0.59,0.005,0.706,0.156832,0.6,0.0,0.707816,0.15431
SOL_2025_STRESS,48,offen_suchend->randlastige_sinneslage,offen_suchend,0.645,0.015,0.707475,0.15449,0.66,0.01,0.708741,0.152763
SOL_2025_STRESS,49,randlastige_sinneslage->offen_suchend,offen_suchend,0.69,0.005,0.709746,0.15105,0.695,0.0,0.710759,0.149667
SOL_2026_STABLE,1,offen_suchend->normale_weltspannung,normale_weltspannung,0.735,0.01,0.709211,0.151943,0.735,0.005,0.710269,0.150459
SOL_2026_STABLE,2,normale_weltspannung->randlastige_sinneslage,normale_weltspannung,0.73,0.02,0.710472,0.150559,0.74,0.01,0.711541,0.149066
SOL_2026_STABLE,3,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.7,0.01,0.709232,0.151977,0.71,0.0,0.710281,0.15059
SOL_2026_STABLE,4,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.84,0.005,0.715921,0.143585,0.84,0.005,0.716432,0.142861
SOL_2026_STABLE,5,ruhig_zentrumsnah->randlastige_sinneslage,normale_weltspannung,0.79,0.015,0.713281,0.14716,0.8,0.01,0.713926,0.146276
SOL_2026_STABLE,6,randlastige_sinneslage->randlastige_sinneslage,randlastige_sinneslage,0.68,0.025,0.706421,0.156168,0.685,0.02,0.707841,0.154206
SOL_2026_STABLE,7,randlastige_sinneslage->offen_suchend,normale_weltspannung,0.71,0.005,0.708622,0.152843,0.72,0.0,0.709978,0.151027
SOL_2026_STABLE,8,offen_suchend->offen_suchend,normale_weltspannung,0.695,0.01,0.70954,0.151819,0.705,0.0,0.710735,0.15022
SOL_2026_STABLE,9,offen_suchend->normale_weltspannung,normale_weltspannung,0.715,0.0,0.712541,0.147983,0.73,0.0,0.713417,0.14685
SOL_2026_STABLE,10,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.65,0.015,0.708823,0.152559,0.66,0.01,0.70998,0.150982
SOL_2026_STABLE,11,randlastige_sinneslage->offen_suchend,offen_suchend,0.695,0.01,0.70891,0.152787,0.695,0.005,0.710204,0.151059
SOL_2026_STABLE,12,offen_suchend->randlastige_sinneslage,normale_weltspannung,0.755,0.02,0.711163,0.149946,0.765,0.01,0.711912,0.148917
SOL_2026_STABLE,13,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.74,0.005,0.710163,0.151093,0.765,0.0,0.711283,0.149549
SOL_2026_STABLE,14,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.005,0.712808,0.14806,0.76,0.0,0.713477,0.147105
SOL_2026_STABLE,15,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.73,0.005,0.70951,0.15239,0.735,0.005,0.710648,0.150813
SOL_2026_STABLE,16,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.765,0.01,0.711246,0.149595,0.77,0.01,0.712292,0.148166
SOL_2026_STABLE,17,normale_weltspannung->randlastige_sinneslage,randlastige_sinneslage,0.64,0.015,0.707571,0.154296,0.655,0.015,0.708758,0.152757
SOL_2026_STABLE,18,randlastige_sinneslage->offen_suchend,normale_weltspannung,0.69,0.0,0.710455,0.15112,0.7,0.0,0.711551,0.149612
SOL_2026_STABLE,19,offen_suchend->normale_weltspannung,normale_weltspannung,0.725,0.005,0.709612,0.152492,0.73,0.0,0.710391,0.151414
SOL_2026_STABLE,20,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.74,0.005,0.710702,0.150174,0.745,0.0,0.711694,0.148822
SOL_2026_STABLE,21,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.69,0.015,0.709851,0.151911,0.69,0.01,0.710881,0.150498
SOL_2026_STABLE,22,randlastige_sinneslage->randlastige_sinneslage,normale_weltspannung,0.695,0.015,0.708441,0.154217,0.7,0.01,0.709502,0.152714
SOL_2026_STABLE,23,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.74,0.01,0.711816,0.14898,0.745,0.005,0.712873,0.14755
SOL_2026_STABLE,24,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.795,0.01,0.713524,0.147354,0.795,0.0,0.71434,0.146194
SOL_2026_STABLE,25,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.77,0.01,0.712158,0.148888,0.805,0.0,0.713312,0.147266
SOL_2026_STABLE,26,normale_weltspannung->randlastige_sinneslage,randlastige_sinneslage,0.685,0.03,0.705324,0.158228,0.695,0.015,0.707217,0.155558
SOL_2026_STABLE,27,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.77,0.005,0.712107,0.148909,0.78,0.0,0.712978,0.147694
SOL_2026_STABLE,28,normale_weltspannung->offen_suchend,offen_suchend,0.685,0.01,0.708375,0.15386,0.69,0.01,0.70942,0.152454
SOL_2026_STABLE,29,offen_suchend->offen_suchend,offen_suchend,0.69,0.0,0.709188,0.152625,0.69,0.0,0.71022,0.151223
SOL_2026_STABLE,30,offen_suchend->offen_suchend,offen_suchend,0.63,0.005,0.70779,0.154341,0.63,0.0,0.709018,0.152684
SOL_2026_STABLE,31,offen_suchend->offen_suchend,offen_suchend,0.68,0.0,0.709713,0.151733,0.695,0.0,0.710875,0.150153
SOL_2026_STABLE,32,offen_suchend->normale_weltspannung,normale_weltspannung,0.705,0.0,0.711207,0.149411,0.715,0.0,0.712143,0.148159
SOL_2026_STABLE,33,normale_weltspannung->normale_weltspannung,ruhig_zentrumsnah,0.815,0.005,0.714365,0.145377,0.825,0.0,0.71501,0.144468
