passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world_group,pattern,receptor_axis,run_profiles,avg_band_count,avg_target_count,avg_other_count,target_minus_other,expected_direction,support_ratio
1,0,0,0,0,0,0,feld_5m,kippnaehe,daempfung,12,2039.0,831.25,1207.75,0.1913111825961585,1,1.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,feldaufnahme_adaptiert,12,2039.0,831.25,1207.75,0.10596315559734003,1,1.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,feldaufnahme_roh,12,2039.0,831.25,1207.75,0.13564472897591343,1,1.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,hinhoeren,12,2039.0,831.25,1207.75,-0.1913111825961585,-1,1.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,lautheit,12,2039.0,831.25,1207.75,0.24225214240251702,1,1.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,rezeptor_daempfung,12,2039.0,831.25,1207.75,0.046511775028539565,0,0.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,rezeptor_feldaufnahme,12,2039.0,831.25,1207.75,0.10596315559734003,0,0.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,rezeptor_hoerkontakt,12,2039.0,831.25,1207.75,0.24225214240251702,1,1.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,rezeptor_stimulation,12,2039.0,831.25,1207.75,0.24225214240251702,1,1.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,visuelle_distanz,12,2039.0,831.25,1207.75,0.08392660511877947,0,0.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,visuelle_schaerfe,12,2039.0,831.25,1207.75,-0.08392660511877943,-1,1.0
1,0,0,0,0,0,0,feld_5m,kippnaehe,visueller_fokus,12,2039.0,831.25,1207.75,-0.04477016071424478,0,0.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,daempfung,12,1976.0,910.6666666666666,1065.3333333333333,-0.058174245659348756,0,0.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,feldaufnahme_adaptiert,12,1976.0,910.6666666666666,1065.3333333333333,-0.02335745994619841,-1,1.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,feldaufnahme_roh,12,1976.0,910.6666666666666,1065.3333333333333,-0.028429192439190083,-1,1.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,hinhoeren,12,1976.0,910.6666666666666,1065.3333333333333,0.058174245659348776,1,1.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,lautheit,12,1976.0,910.6666666666666,1065.3333333333333,-0.042661763274382265,-1,1.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,rezeptor_daempfung,12,1976.0,910.6666666666666,1065.3333333333333,-0.021843011195792714,0,0.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,rezeptor_feldaufnahme,12,1976.0,910.6666666666666,1065.3333333333333,-0.02335745994619841,0,0.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,rezeptor_hoerkontakt,12,1976.0,910.6666666666666,1065.3333333333333,-0.042661763274382265,0,0.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,rezeptor_stimulation,12,1976.0,910.6666666666666,1065.3333333333333,-0.042661763274382265,0,0.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,visuelle_distanz,12,1976.0,910.6666666666666,1065.3333333333333,-0.10173973831636841,-1,1.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,visuelle_schaerfe,12,1976.0,910.6666666666666,1065.3333333333333,0.10173973831636844,1,1.0
1,0,0,0,0,0,0,feld_5m,tragende_verarbeitung,visueller_fokus,12,1976.0,910.6666666666666,1065.3333333333333,0.022689796165542796,0,0.0
1,0,0,0,0,0,0,real_segment,kippnaehe,daempfung,4,679.0,274.75,404.25,0.18990971097353015,1,1.0
1,0,0,0,0,0,0,real_segment,kippnaehe,feldaufnahme_adaptiert,4,679.0,274.75,404.25,0.10438277642769751,1,1.0
1,0,0,0,0,0,0,real_segment,kippnaehe,feldaufnahme_roh,4,679.0,274.75,404.25,0.1341524569039863,1,1.0
1,0,0,0,0,0,0,real_segment,kippnaehe,hinhoeren,4,679.0,274.75,404.25,-0.18990971097353015,-1,1.0
1,0,0,0,0,0,0,real_segment,kippnaehe,lautheit,4,679.0,274.75,404.25,0.23918975751906207,1,1.0
1,0,0,0,0,0,0,real_segment,kippnaehe,rezeptor_daempfung,4,679.0,274.75,404.25,0.04580830462911564,0,0.0
1,0,0,0,0,0,0,real_segment,kippnaehe,rezeptor_feldaufnahme,4,679.0,274.75,404.25,0.10438277642769751,0,0.0
1,0,0,0,0,0,0,real_segment,kippnaehe,rezeptor_hoerkontakt,4,679.0,274.75,404.25,0.23918975751906207,1,1.0
