passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,event_id,world_group,world,run,family,event_pattern,event_score,pattern_marker,relative_pos,visual_label,tone_label,field_label,tick,timestamp_ms,symbol_family,sehen_form_stability,sehen_form_change,hoeren_energy_tone,hoeren_energy_shift,perception_auditory_loudness,perception_auditory_listen_tendency,perception_visual_sharpness,perception_visual_distance_tendency,perception_raw_field_intake_pressure,perception_adapted_field_intake_pressure,mcm_feldwirkung_mcm_tension,mcm_rekopplung_quality,mcm_strain_quality
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,-6,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,9149,1699280700000,dio_0g2r,-0.332962,0.416792,-0.036407,0.199809,0.105036,0.815887,0.506948,0.493052,0.086058,0.073750,0.073750,0.719554,0.141180
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,-5,stabile_form,geordnetes_hinhoeren_mit_wechsel,offen,9150,1699281000000,dio_00ja,-0.316587,-0.416516,0.073911,0.133155,0.098794,0.832740,0.495225,0.504775,0.083177,0.071418,0.071418,0.707809,0.157627
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,-4,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,9151,1699281300000,dio_1ewh,-0.348885,0.228373,-0.077571,-0.199809,0.128911,0.812676,0.569449,0.430551,0.093622,0.080844,0.080844,0.712728,0.152730
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,-3,wechselnde_form,geordnetes_hinhoeren,offen,9152,1699281600000,dio_1vdo,-0.344900,-0.303224,0.095616,-0.029515,0.067854,0.878955,0.549860,0.450140,0.065993,0.057600,0.057600,0.711536,0.131877
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,-2,wechselnde_form,geordnetes_hinhoeren,offen,9153,1699281900000,dio_0h9h,0.013833,0.122663,-0.170079,-0.087453,0.135376,0.856532,0.663544,0.336456,0.081895,0.072117,0.072117,0.726160,0.144073
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,-1,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,9154,1699282200000,dio_104t,-0.349233,0.087055,-0.150534,-0.129309,0.141620,0.830347,0.624368,0.375632,0.096354,0.084096,0.084096,0.723959,0.148605
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,tragende_verarbeitung,0,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,9155,1699282500000,dio_0g2r,-0.227865,0.348672,-0.035720,0.181103,0.096780,0.839091,0.566582,0.433418,0.073735,0.063985,0.063985,0.728666,0.128429
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,1,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,offen,9156,1699282800000,dio_0tay,0.498578,-0.101689,-0.144505,-0.159371,0.150749,0.852040,0.784320,0.215680,0.085046,0.075844,0.075844,0.722067,0.140089
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,2,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,9157,1699283100000,dio_0z3k,0.597382,0.150722,0.215976,0.200982,0.209679,0.815592,0.805259,0.194741,0.115522,0.102572,0.102572,0.729466,0.123026
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,3,stabile_scharfe_form,geordnetes_hinhoeren,rekoppelt,9158,1699283400000,dio_0n0i,0.618438,-0.073219,0.022448,-0.081322,0.047175,0.926762,0.807399,0.192601,0.038509,0.034874,0.034874,0.738152,0.114876
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,4,stabile_scharfe_form,geordnetes_hinhoeren,offen,9159,1699283700000,dio_08l0,-0.062858,-0.307942,-0.118292,-0.039079,0.085023,0.881113,0.587013,0.412987,0.061175,0.053598,0.053598,0.709681,0.140201
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,5,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,9160,1699284000000,dio_18by,0.169080,0.301139,0.264342,0.250898,0.258696,0.760418,0.688356,0.311644,0.143464,0.124270,0.124270,0.715352,0.131571
1,0,0,0,0,0,0,1,regime,adapted_state_positive_expansion_2023_5m_10k,dio_mini_lauf_2,dio_0g2r,tragende_verarbeitung,0.5362520000000001,-,6,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,offen,9161,1699284300000,dio_0m9z,-0.081242,-0.157750,-0.170316,-0.244957,0.201665,0.781207,0.624771,0.375229,0.114359,0.098667,0.098667,0.710047,0.162358
