row_type,family,phase,slot_count,assets,conditions,state_profile,quality_profile,reading
family_zone_continuity,dio_06er,frueh,4,BTC;SOL,btc_b_focus_2800_4300;btc_b_focus_3000_4500;sol_b_focus_2800_4300;sol_b_focus_3000_4500,lokale_qualitaet_wird_kernnah:2; lokale_qualitaet_driftet:2,phase_kernnah:2; phase_ohne_nullfamilie:2,zonaler_uebergangstraeger
family_zone_continuity,dio_0nlj,mitte,3,BTC,btc_b_focus_2800_4300;btc_b_focus_3000_4500;btc_b_focus_3200_4700,lokale_qualitaet_wird_offen:2; lokale_qualitaet_reproduziert:1,phase_offen_gemischt:2; phase_nullnah:1,asset_spezifischer_zonentraeger
family_zone_continuity,dio_0nlj,spaet,1,BTC,btc_b_focus_2800_4300,lokale_qualitaet_wird_offen:1,phase_offen_gemischt:1,einzelfenster_restrolle
family_zone_continuity,dio_0tay,frueh,6,BTC;SOL,btc_b_focus_2800_4300;btc_b_focus_3000_4500;btc_b_focus_3200_4700;sol_b_focus_2800_4300;sol_b_focus_3000_4500;sol_b_focus_3200_4700,lokale_qualitaet_reproduziert:6,phase_nullnah:6,durchgehender_zonaler_traeger
family_zone_continuity,dio_14wj,frueh,4,BTC;SOL,btc_b_focus_2800_4300;btc_b_focus_3000_4500;sol_b_focus_2800_4300;sol_b_focus_3000_4500,lokale_qualitaet_reproduziert:4,phase_nullnah:4,starker_zonaler_traeger
family_zone_continuity,dio_14wj,spaet,3,BTC,btc_b_focus_2800_4300;btc_b_focus_3000_4500;btc_b_focus_3200_4700,lokale_qualitaet_reproduziert:3,phase_nullnah:3,asset_spezifischer_zonentraeger
family_zone_continuity,dio_1kpz,frueh,3,SOL,sol_b_focus_2800_4300;sol_b_focus_3000_4500;sol_b_focus_3200_4700,lokale_qualitaet_reproduziert:2; lokale_qualitaet_driftet:1,phase_nullnah:2; phase_ohne_nullfamilie:1,asset_spezifischer_zonentraeger
family_zone_continuity,dio_1kpz,mitte,2,SOL,sol_b_focus_3000_4500;sol_b_focus_3200_4700,lokale_qualitaet_wird_offen:1; lokale_qualitaet_reproduziert:1,phase_offen_gemischt:1; phase_nullnah:1,lokale_teilzonenrolle
