asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,window_start,row_type,worlds,avg_kernfamilien,avg_source_family_overlap,avg_source_kern_overlap,states,source_edge,kern_edge,afterimage_edge,temporal_edge,field_edge_score,reading,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
BTC,start1000_null_random_7000,36,28,0,7,0.7142857142857143,0.275,0.31144489483266613,0.14976107198317729,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,1000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start1000_null_shuffle_7000,36,30,0,6,0.68,0.2926829268292683,0.30069862554715554,0.14369478976697703,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,1000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start1000_real_7000,36,29,0,7,0.7142857142857143,0.3333333333333333,0.32676378138199547,0.15792079474439372,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,1000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start7000_null_random_7000,36,29,0,7,0.68,0.3,0.3037206972121383,0.14573360030692226,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,7000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start7000_null_shuffle_7000,36,31,0,5,0.68,0.2857142857142857,0.31719235706596915,0.15227409347311385,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,7000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start7000_real_7000,36,30,0,6,0.75,0.39473684210526316,0.30936789354876937,0.1494999344035689,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,7000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start1000_null_random_7000,36,28,0,8,0.75,0.3783783783783784,0.3054903779388594,0.14745784560760308,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,1000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start1000_null_shuffle_7000,36,28,0,8,0.68,0.3076923076923077,0.31289062668420964,0.1507892341804145,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,1000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start1000_real_7000,36,30,0,6,0.75,0.358974358974359,0.30994325257648403,0.1496905800989056,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,1000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start7000_null_random_7000,36,30,0,6,0.7142857142857143,0.325,0.30678786281005965,0.14628023853618205,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,7000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
