row_type,sources,phase_rows,phase_local_quality,inherited_window_quality,window_to_phase_transitions,phase_profile,asset_profile,quality_matches_window,quality_differs_from_window,count,share,source_report,asset,window_start,family,phase,family_reading,dominant_role,rekopplung,strain,afterimage,temporal,null_count,null_kinds,null_share,null_rekopplung,null_strain,null_afterimage,null_temporal,share_edge,rekopplung_edge,strain_edge,afterimage_edge,temporal_edge
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,150,0.04503152206544581,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0l7p,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7641809399999999,0.15220234,0.8476062933333334,0.9517985533333333,2,null_random;null_shuffle,0.05223656559591714,0.7672381436781609,0.1522907183908046,0.8600351717171718,0.9535935959595959,-0.007205044,-0.003057204,-8.8378e-05,-0.012428878,-0.001795043
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,108,0.03241296518607443,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0h9h,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7602905740740741,0.1548596111111111,0.7606931018518518,0.8996751388888888,2,null_random;null_shuffle,0.03391356542617047,0.7628643888888889,0.1549041777777778,0.7699850707964602,0.9036113539823009,-0.0015006,-0.002573815,-4.4567e-05,-0.009291969,-0.003936215
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,106,0.03182227559291504,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0h9h,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7640142547169811,0.15717849056603775,0.8596316509433962,0.9500496886792453,2,null_random;null_shuffle,0.030921645151606125,0.76445308,0.15716084,0.8636383000000001,0.9505226600000001,0.00090063,-0.000438825,1.7651e-05,-0.004006649,-0.000472971
phase_local_detail,,,phase_nachhallnah_ohne_kern,offen_gemischt,,,,False,,79,0.023716601621134793,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0h9h,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7636236075949367,0.15816553164556962,0.8758770379746836,0.957032430379747,2,null_random;null_shuffle,0.029120384268988293,0.7659157471264367,0.15888496551724138,0.8701739175257732,0.9556602371134021,-0.005403783,-0.00229214,-0.000719434,0.00570312,0.001372193
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,69,0.02070828331332533,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_14wj,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7658998260869565,0.14261605797101448,0.7292632753623188,0.8816743478260869,2,null_random;null_shuffle,0.02100840336134454,0.7709382142857143,0.1420396,0.7330038714285715,0.8831189142857142,-0.00030012,-0.005038388,0.000576458,-0.003740596,-0.001444566
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,66,0.01981386970879616,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_14wj,mitte,anschlussfaehige_oberflaeche,field_stabil,0.769610893939394,0.14665765151515153,0.8744991666666667,0.9521063333333334,2,null_random;null_shuffle,0.02191534073851696,0.7735905890410959,0.14679212328767124,0.8900197192982456,0.9535813333333333,-0.002101471,-0.003979695,-0.000134472,-0.015520553,-0.001475
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,88,0.026418492945061545,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_14wj,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7705075340909091,0.145755625,0.8686523636363636,0.9552377840909091,2,null_random;null_shuffle,0.029120384268988293,0.7733690618556701,0.14537468041237112,0.8741030322580644,0.9545227525773196,-0.002701891,-0.002861528,0.000380945,-0.005450669,0.000715032
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,66,0.019807923169267706,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_00ly,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7599987727272728,0.1526930303030303,0.7247104696969697,0.8773533181818182,2,null_random;null_shuffle,0.015906362545018007,0.7613119433962264,0.15385164150943398,0.7098332452830188,0.8662422264150943,0.003901561,-0.001313171,-0.001158611,0.014877224,0.011111092
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,54,0.01621134794356049,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_00ly,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7615933333333333,0.15910161111111112,0.8835958333333332,0.9522187222222223,2,null_random;null_shuffle,0.01621134794356049,0.7635635555555557,0.15918266666666667,0.8837492037037037,0.95048526,0.0,-0.001970222,-8.1056e-05,-0.00015337,0.001733462
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,64,0.019213449414590213,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_00ly,spaet,anschlussfaehige_oberflaeche,field_stabil,0.763984359375,0.157930109375,0.885600171875,0.956192234375,2,null_random;null_shuffle,0.017712398679075352,0.7616809830508474,0.15959879661016949,0.8989433181818182,0.9577396136363636,0.001501051,0.002303376,-0.001668687,-0.013343146,-0.001547379
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,37,0.011104441776710685,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1lsu,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.746918945945946,0.1661584054054054,0.6381614054054054,0.8303388378378378,2,null_random;null_shuffle,0.015606242496998799,0.7480565652173913,0.16958791304347826,0.7069126538461539,0.8615415000000001,-0.004501801,-0.001137619,-0.003429508,-0.068751248,-0.031202662
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,46,0.013809666766736716,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1lsu,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7490578043478261,0.1755506956521739,0.8787355217391304,0.9445382826086955,2,null_random;null_shuffle,0.012008405884118884,0.751352775,0.17489978787878788,0.8936458181818182,0.9497453333333333,0.001801261,-0.002294971,0.000650908,-0.014910296,-0.005207051
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,79,0.023716601621134793,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1lsu,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7518808734177216,0.1728246582278481,0.8523640632911392,0.9456761518987342,2,null_random;null_shuffle,0.018613029120384268,0.7549656129032258,0.17358064516129032,0.8926031304347827,0.9528605217391304,0.005103573,-0.003084739,-0.000755987,-0.040239067,-0.00718437
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,61,0.018307322929171668,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0oc3,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7329950000000001,0.1872488032786885,0.7229576065573771,0.8757146885245902,2,null_random;null_shuffle,0.014405762304921969,0.7356970833333333,0.18585839583333333,0.6887008333333333,0.858407375,0.003901561,-0.002702083,0.001390407,0.034256773,0.017307314
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,41,0.012308616031221855,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0oc3,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7354963170731708,0.19338685365853658,0.8796866585365853,0.951244756097561,2,null_random;null_shuffle,0.010507355148604023,0.7376462580645161,0.19362954838709678,0.8872317419354838,0.9499709032258065,0.001801261,-0.002149941,-0.000242695,-0.007545083,0.001273853
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,60,0.018012608826178327,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0oc3,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7372740833333334,0.19137553333333332,0.8691207166666667,0.9534210833333333,2,null_random;null_shuffle,0.013209246472530772,0.7423412307692308,0.19233253846153844,0.8960298461538461,0.958549076923077,0.004803362,-0.005067147,-0.000957005,-0.026909129,-0.005127994
phase_local_detail,,,phase_kernnah,offen_gemischt,,,,False,,57,0.017106842737094837,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_00ja,frueh,anschlussfaehige_oberflaeche,field_stabil,0.736027947368421,0.17800059649122807,0.7118353859649124,0.8687356491228071,2,null_random;null_shuffle,0.013805522208883553,0.7349247999999999,0.1779127111111111,0.6845661086956522,0.8553751304347826,0.003301321,0.001103147,8.7885e-05,0.027269277,0.013360519
phase_local_detail,,,phase_nachhallnah_ohne_kern,offen_gemischt,,,,False,,51,0.015310717502251577,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_00ja,mitte,anschlussfaehige_oberflaeche,field_stabil,0.736417137254902,0.1856177254901961,0.8767278235294117,0.9486999215686275,2,null_random;null_shuffle,0.016811768237766436,0.739697690909091,0.1827870727272727,0.8751990181818181,0.9475898363636364,-0.001501051,-0.003280554,0.002830653,0.001528805,0.001110085
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,38,0.011407985589912939,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_00ja,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7377894210526316,0.18442726315789473,0.886177052631579,0.9556415,2,null_random;null_shuffle,0.0129090363254278,0.7384250697674418,0.18523906976744187,0.8944802093023255,0.9571538139534884,-0.001501051,-0.000635649,-0.000811807,-0.008303157,-0.001512314
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,43,0.01290516206482593,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0pz6,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7627533953488371,0.1497383953488372,0.6827333255813953,0.8522383255813953,2,null_random;null_shuffle,0.019807923169267706,0.7676714,0.1496163,0.7418992575757576,0.8817918181818182,-0.006902761,-0.004918005,0.000122095,-0.059165932,-0.029553493
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,55,0.016511558090663465,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0pz6,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7689518363636363,0.15257421818181818,0.8680137272727273,0.9463607818181818,2,null_random;null_shuffle,0.0204142900030021,0.7716153235294118,0.1539813676470588,0.8868075681818183,0.9526165882352942,-0.003902732,-0.002663487,-0.001407149,-0.018793841,-0.006255806
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,44,0.013209246472530772,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0pz6,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7699081363636363,0.15383156818181817,0.890495,0.9562040227272728,2,null_random;null_shuffle,0.018312818973281297,0.7702418196721312,0.15337680327868852,0.9020752926829269,0.9592683414634147,-0.005103573,-0.000333683,0.000454765,-0.011580293,-0.003064319
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,49,0.014705882352941176,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_17ct,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7517762653061225,0.1660803673469388,0.6998392448979591,0.8586166734693877,2,null_random;null_shuffle,0.02040816326530612,0.7570629090909091,0.16366920000000001,0.7320236176470588,0.8779647794117648,-0.005702281,-0.005286644,0.002411167,-0.032184373,-0.019348106
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,53,0.01591113779645752,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_17ct,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7564176037735849,0.17048311320754717,0.8820579056603773,0.9484206981132076,2,null_random;null_shuffle,0.02011407985589913,0.7596158059701492,0.16883059701492537,0.8768628813559322,0.9501541355932204,-0.004202942,-0.003198202,0.001652516,0.005195024,-0.001733437
phase_local_detail,,,phase_nachhallnah_ohne_kern,offen_gemischt,,,,False,,33,0.00990693485439808,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_17ct,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7584692727272727,0.16961742424242426,0.9099022424242424,0.960720696969697,2,null_random;null_shuffle,0.02311618132692885,0.7604991785714287,0.1689759642857143,0.8907023214285715,0.9559342678571429,-0.013209246,-0.002029906,0.00064146,0.019199921,0.004786429
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,39,0.0117046818727491,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0obq,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7415526410256411,0.17461271794871797,0.6804410512820512,0.8464364871794873,2,null_random;null_shuffle,0.014405762304921969,0.7437565416666666,0.17381527083333334,0.6916043125,0.8580634374999999,-0.00270108,-0.002203901,0.000797447,-0.011163261,-0.01162695
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,47,0.014109876913839688,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0obq,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7450404680851064,0.18035159574468088,0.867509085106383,0.9446004468085106,2,null_random;null_shuffle,0.012608826178324827,0.7473608571428572,0.1813745,0.8907754999999999,0.9500779761904762,0.001501051,-0.002320389,-0.001022904,-0.023266415,-0.005477529
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,47,0.014109876913839688,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0obq,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7479442553191489,0.17907659574468088,0.8776529787234043,0.9532047021276596,2,null_random;null_shuffle,0.013209246472530772,0.7489690227272727,0.17838372727272728,0.9160085666666666,0.9578016666666667,0.00090063,-0.001024767,0.000692868,-0.038355588,-0.004596965
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,35,0.01050420168067227,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0dd2,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7611073714285714,0.14973262857142858,0.6388079142857143,0.8324037428571428,2,null_random;null_shuffle,0.00900360144057623,0.7644017586206896,0.14838675862068965,0.6161875666666667,0.8184187333333333,0.0015006,-0.003294387,0.00134587,0.022620348,0.01398501
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,26,0.007805463824677274,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0dd2,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.765048846153846,0.15767134615384615,0.8788422307692307,0.9446586923076924,2,null_random;null_shuffle,0.008405884118883218,0.7690709259259259,0.15868725925925928,0.8881958928571428,0.9457736428571428,-0.00060042,-0.00402208,-0.001015913,-0.009353662,-0.001114951
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,66,0.01981386970879616,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0dd2,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7669591212121212,0.15636456060606063,0.8682246818181819,0.9491895454545455,2,null_random;null_shuffle,0.01981386970879616,0.7724726515151515,0.15631174242424242,0.9173202500000001,0.9599410714285714,0.0,-0.00551353,5.2818e-05,-0.049095568,-0.010751526
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,43,0.01290516206482593,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_06s7,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7669039069767443,0.14149472093023255,0.6869648139534884,0.8537496511627908,2,null_random;null_shuffle,0.015006002400960384,0.77119518,0.14204603999999998,0.7067163999999999,0.86411652,-0.00210084,-0.004291273,-0.000551319,-0.019751586,-0.010366869
phase_local_detail,,,phase_nachhallnah_ohne_kern,offen_gemischt,,,,False,,35,0.010507355148604023,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_06s7,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7680112857142857,0.1498887142857143,0.8925196285714285,0.9520626571428571,2,null_random;null_shuffle,0.014109876913839688,0.7729220425531915,0.14634425531914894,0.8856075319148936,0.9512602553191489,-0.003602522,-0.004910757,0.003544459,0.006912097,0.000802402
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,44,0.013209246472530772,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_06s7,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7716286363636363,0.1457881590909091,0.8729333181818183,0.9518604772727273,2,null_random;null_shuffle,0.020714500150105074,0.773787,0.14540043333333333,0.8869355333333334,0.9552709333333333,-0.007505254,-0.002158364,0.000387726,-0.014002215,-0.003410456
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,48,0.014405762304921969,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1ewh,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7461843125000001,0.1653145625,0.6990508541666666,0.8602842708333333,2,null_random;null_shuffle,0.01020408163265306,0.7482784193548387,0.16342916129032256,0.6405000588235295,0.8317657352941177,0.004201681,-0.002094107,0.001885401,0.058550795,0.028518536
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,44,0.013209246472530772,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1ewh,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7497894090909092,0.17075045454545454,0.8773213863636364,0.9494957727272727,2,null_random;null_shuffle,0.013809666766736716,0.7486883214285714,0.17370292857142858,0.8951898571428571,0.94851,-0.00060042,0.001101088,-0.002952474,-0.017868471,0.000985773
phase_local_detail,,,phase_nachhallnah_ohne_kern,offen_gemischt,,,,False,,30,0.009006304413089163,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1ewh,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7505103333333333,0.17222363333333332,0.9128114666666666,0.9620217666666666,2,null_random;null_shuffle,0.012608826178324827,0.7515177000000001,0.17172296666666667,0.9018172380952381,0.9575936333333334,-0.003602522,-0.001007367,0.000500667,0.010994229,0.004428133
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,40,0.012004801920768308,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1kpz,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.766294375,0.1407227,0.6657206,0.8459941000000001,2,null_random;null_shuffle,0.012304921968787515,0.7694310487804877,0.13964427027027027,0.6730391951219512,0.8466766341463415,-0.00030012,-0.003136674,0.00107843,-0.007318595,-0.000682534
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,46,0.013809666766736716,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1kpz,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7704871739130436,0.1466832608695652,0.8731516086956522,0.9466750434782609,2,null_random;null_shuffle,0.012608826178324827,0.7714138333333332,0.14725757142857143,0.8802222619047619,0.9486755238095238,0.001200841,-0.000926659,-0.000574311,-0.007070653,-0.00200048
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,30,0.009006304413089163,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1kpz,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7707852333333334,0.14798253333333333,0.8978186333333333,0.9581658999999999,2,null_random;null_shuffle,0.013509456619633743,0.7698944666666667,0.14819935135135134,0.903183027027027,0.9594278222222223,-0.004503152,0.000890767,-0.000216818,-0.005364394,-0.001261922
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,38,0.011404561824729893,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1q85,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7401548947368422,0.17735044736842104,0.6646003947368421,0.8391417631578948,2,null_random;null_shuffle,0.014705882352941176,0.7453394489795918,0.174464,0.704412,0.8612112448979592,-0.003301321,-0.005184554,0.002886447,-0.039811605,-0.022069482
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,32,0.009606724707295107,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1q85,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.74601021875,0.18218040625,0.8866426875,0.9462593125,2,null_random;null_shuffle,0.014710297208045632,0.7468428367346939,0.1844771224489796,0.8881279387755101,0.9504056122448981,-0.005103573,-0.000832618,-0.002296716,-0.001485251,-0.0041463
phase_local_detail,,,phase_nachhallnah_ohne_kern,offen_gemischt,,,,False,,33,0.00990693485439808,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1q85,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7477203636363636,0.18107624242424242,0.9028663333333333,0.9576079393939394,2,null_random;null_shuffle,0.015310717502251577,0.7497899705882353,0.1814050294117647,0.8964552647058824,0.9537172549019608,-0.005403783,-0.002069607,-0.000328787,0.006411069,0.003890684
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,39,0.0117046818727491,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0g2r,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7430910512820513,0.16617469230769233,0.6754542820512821,0.8436096666666666,2,null_random;null_shuffle,0.011404561824729893,0.7457251052631579,0.16334275,0.6584347105263157,0.8385023157894738,0.00030012,-0.002634054,0.002831942,0.017019572,0.005107351
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,42,0.012608826178324827,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0g2r,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7467820714285714,0.17138614285714285,0.8791610476190477,0.9456629523809523,2,null_random;null_shuffle,0.00870609426598619,0.7497949310344828,0.17090333333333332,0.8835322413793103,0.9433214137931035,0.003902732,-0.00301286,0.00048281,-0.004371194,0.002341539
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,22,0.006604623236265386,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0g2r,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7480982727272728,0.17012054545454547,0.8864740454545454,0.9535807727272728,2,null_random;null_shuffle,0.007805463824677274,0.7474376538461538,0.17340719047619046,0.9055826153846154,0.9518679615384615,-0.001200841,0.000660619,-0.003286645,-0.01910857,0.001712811
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,24,0.007202881152460984,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0tay,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.751852125,0.15654770833333334,0.5675635,0.7945257916666666,2,null_random;null_shuffle,0.012304921968787515,0.754945243902439,0.15970075,0.6807596097560976,0.8484973170731708,-0.005102041,-0.003093119,-0.003153042,-0.11319611,-0.053971525
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,31,0.009306514560192134,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0tay,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7576758709677419,0.16514364516129032,0.8683144193548387,0.9385970967741935,2,null_random;null_shuffle,0.014109876913839688,0.7576905319148936,0.16560636170212767,0.8866062499999999,0.9468111489361702,-0.004803362,-1.4661e-05,-0.000462717,-0.018291831,-0.008214052
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,39,0.011708195737015911,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_0tay,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7592026153846154,0.16516246153846154,0.895235282051282,0.9547695641025641,2,null_random;null_shuffle,0.011107775442809968,0.7589610277777779,0.16717837837837837,0.9066317222222222,0.9595223333333333,0.00060042,0.000241588,-0.002015917,-0.01139644,-0.004752769
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,31,0.009303721488595438,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1gp2,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.74008,0.1671608064516129,0.6011473870967742,0.8156803225806452,2,null_random;null_shuffle,0.011104441776710685,0.743110027027027,0.16466286486486487,0.6451402702702703,0.8336739459459459,-0.00180072,-0.003030027,0.002497942,-0.043992883,-0.017993623
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,41,0.012308616031221855,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1gp2,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7477488780487804,0.17069968292682927,0.8614934146341463,0.9392736097560976,2,null_random;null_shuffle,0.0129090363254278,0.7502385116279069,0.17243983720930234,0.8710091395348837,0.9435068139534885,-0.00060042,-0.002489634,-0.001740154,-0.009515725,-0.004233204
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,21,0.006304413089162414,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,6000,dio_1gp2,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7456180476190477,0.17523514285714287,0.9076609523809525,0.9576115714285715,2,null_random;null_shuffle,0.00720504353047133,0.7462210416666667,0.17451441666666667,0.9113156363636363,0.9535935000000001,-0.00090063,-0.000602994,0.000720726,-0.003654684,0.004018071
