asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,window_start,row_type,worlds,avg_kernfamilien,avg_source_family_overlap,avg_source_kern_overlap,states,source_edge,kern_edge,afterimage_edge,temporal_edge,field_edge_score,reading,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
SOL,start0_null_random_6000,36,28,0,8,0.7142857142857143,0.3076923076923077,0.3328582251861536,0.1598496718101381,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,start0_null_shuffle_6000,36,30,0,6,0.68,0.2619047619047619,0.34481646053070725,0.16614735401949593,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,start0_real_6000,36,30,0,6,0.7142857142857143,0.325,0.32180632354836747,0.15434619221149065,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.32180632354836747,0.15434619221149065,,,real,,kind_summary,1,30.0,0.7142857142857143,0.325,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.3328582251861536,0.1598496718101381,,,null_random,,kind_summary,1,28.0,0.7142857142857143,0.3076923076923077,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.34481646053070725,0.16614735401949593,,,null_shuffle,,kind_summary,1,30.0,0.68,0.2619047619047619,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,,,,,,,,,,,,,0,window_summary,,,,,,0.0,0.0173076923076923,-0.02301013698233978,-0.011801161808005278,0.002566766719909778,graduell_kernnaehe_ohne_feldzeitvorsprung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,start0_real_6000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_104t,421,3,field_stabil,151,0.07557557557557558,0.7433344304635762,0.1602234238410596,0.7559077814569537,0.9060980198675496,89,0.04454454454454455,0.7558313258426967,0.16442087640449438,0.847001797752809,0.9478699550561798,181,0.09059059059059059,0.7569607348066298,0.1623194364640884,0.8309385248618786,0.9461688121546961,0.01501501501501501,0.07503074340492488,0.040070792287146495,0.0020960126230288034,anschlussfaehige_oberflaeche
SOL,start0_real_6000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_155c,293,3,field_stabil,106,0.05305305305305305,0.7369676603773585,0.16810125471698115,0.7324570566037737,0.8915419056603774,75,0.03753753753753754,0.7498870933333334,0.17427676,0.8482701866666666,0.9444702266666667,112,0.056056056056056056,0.7510755089285714,0.17315198214285712,0.8355475,0.9443919285714285,0.0030030030030030047,0.1030904433962263,0.05285002291105112,0.005050727425875978,anschlussfaehige_oberflaeche
SOL,start0_real_6000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0m9z,255,3,field_stabil,81,0.04054054054054054,0.7293013580246914,0.1775931975308642,0.7217167777777778,0.882004950617284,65,0.032532532532532535,0.740398523076923,0.18404552307692307,0.8433931846153846,0.9429646307692308,109,0.05455455455455455,0.7416401009174312,0.18189340366972478,0.8306663577981651,0.942969247706422,0.01401401401401401,0.10894958002038735,0.060964297089137975,0.0043002061388605906,anschlussfaehige_oberflaeche
