row_type,baseline_source,followup_source,asset_family_pairs,repro_states,followup_qualities,asset_repro_states,asset,family,appearances,dominant_attachment_quality,dominant_attachment_count,second_attachment_quality,second_attachment_count,attachment_quality_gap,attachment_profile_state,attachment_profile,mean_total_count,mean_field_edge_score,baseline_attachment_quality,baseline_attachment_profile,repro_state
asset_family_repro,,,,,,,PAXG,dio_0kx9,2,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1,65.0,0.021266,offen_gemischt,offen_gemischt:2; kernnah:1; anschlussnah:1,anschlussqualitaet_driftet_offen
asset_family_repro,,,,,,,PAXG,dio_0l7p,2,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1,313.5,0.021266,offen_gemischt,offen_gemischt:2; kernnah:1; anschlussnah:1,anschlussqualitaet_driftet_offen
asset_family_repro,,,,,,,PAXG,dio_0m9z,2,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1,234.0,0.021266,offen_gemischt,offen_gemischt:2; kernnah:1; anschlussnah:1,anschlussqualitaet_driftet_offen
asset_family_repro,,,,,,,PAXG,dio_0obq,2,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1,90.0,0.021266,offen_gemischt,offen_gemischt:2; kernnah:1; anschlussnah:1,anschlussqualitaet_driftet_offen
asset_family_repro,,,,,,,PAXG,dio_0oc3,2,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1,85.0,0.021266,offen_gemischt,offen_gemischt:2; kernnah:1; anschlussnah:1,anschlussqualitaet_driftet_offen
asset_family_repro,,,,,,,PAXG,dio_0pz6,2,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1,56.5,0.021266,offen_gemischt,offen_gemischt:2; kernnah:1; anschlussnah:1,anschlussqualitaet_driftet_offen
asset_family_repro,,,,,,,PAXG,dio_0z9t,2,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1,83.5,0.021266,offen_gemischt,offen_gemischt:2; kernnah:1; anschlussnah:1,anschlussqualitaet_driftet_offen
asset_family_repro,,,,,,,PAXG,dio_104t,2,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1,483.5,0.021266,offen_gemischt,offen_gemischt:2; kernnah:1; anschlussnah:1,anschlussqualitaet_driftet_offen
asset_family_repro,,,,,,,PAXG,dio_10dv,2,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1,78.0,0.021266,offen_gemischt,offen_gemischt:2; kernnah:1; anschlussnah:1,anschlussqualitaet_driftet_offen
asset_family_repro,,,,,,,PAXG,dio_14wj,2,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1,453.5,0.021266,offen_gemischt,offen_gemischt:2; kernnah:1; anschlussnah:1,anschlussqualitaet_driftet_offen
