preview_symbol,field_function_class,field_function_variant,field_function_confidence,depth_score,depth_state,world_count,count,avg_afterimage,avg_recurrence,avg_rekopplung,avg_strain,avg_sensory_coupling,last_world,worlds,effects,passive_only,influences_action,is_gate,is_motoric
dio_mcm_episode_0wgvtdq,active_recoupling,distributed_active_recoupling,0.703375,0.739556,multiworld_depth_seed,12,33,0.578913,0.631175,0.692003,0.18051,0.805478,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:7; FOLLOW_EQ10K_XRP_2024_5M:7; REAL_FOLLOW_SOL_6000:5; QUIET_NEAR_PAXG2024_1H:2; REAL_FOLLOW_DOGE_6000:2; REAL_FOLLOW_XRP_6000:2; REAL_TIME_2023_SOL_ALTSEQ_A:2; REAL_TIME_2024_BTC_5M:2,stabil:33,1,0,0,0
dio_mcm_episode_0b8eoy2,active_recoupling,distributed_active_recoupling,0.797433,0.739112,multiworld_depth_seed,30,333,0.563359,0.62607,0.699121,0.169694,0.824915,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:62; FOLLOW_EQ10K_XRP_2024_5M:52; FOLLOW_DOGE_2024_5M_2000:21; REAL_FOLLOW_XRP_6000:20; REAL_FOLLOW_SOL_6000:19; REAL_TIME_2024_BTC_5M:16; SOL_10K_A:16; BTC_10K_A:15,stabil:333,1,0,0,0
dio_mcm_episode_0jqytr2,milieu_island,quiet_deep_recoupling,0.726042,0.733395,local_depth_seed,1,1,0.874778,0.971751,0.721072,0.170195,0.84078,FF_NULL_DOGE_SHUFFLE_10K,FF_NULL_DOGE_SHUFFLE_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_1yk5f5w,milieu_island,quiet_deep_recoupling,0.658334,0.732833,recurring_depth_seed,2,2,0.765429,0.830556,0.720307,0.163376,0.869071,FF_NULL_DOGE_SHUFFLE_10K,BTC_10K_A:1; FF_NULL_DOGE_SHUFFLE_10K:1,stabil:2,1,0,0,0
dio_mcm_episode_1dnxhy9,milieu_island,quiet_deep_recoupling,0.725884,0.73275,local_depth_seed,1,2,0.873622,0.965866,0.721503,0.170753,0.850857,FF_NULL_BTC_SHUFFLE_10K,FF_NULL_BTC_SHUFFLE_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_0izppf1,active_recoupling,distributed_active_recoupling,0.724325,0.732442,multiworld_depth_seed,24,91,0.56621,0.622135,0.686437,0.186853,0.794407,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:13; REAL_FOLLOW_SOL_6000:11; FOLLOW_EQ10K_DOGE_2024_5M:7; SOL_10K_A:7; FF_NULL_BTC_SHUFFLE_10K:5; FF_NULL_XRP_SHUFFLE_10K:5; FOLLOW_XRP_2024_5M_2000:5; REAL_FOLLOW_DOGE_6000:5,stabil:91,1,0,0,0
dio_mcm_episode_0iiirxe,milieu_island,quiet_deep_recoupling,0.725527,0.731575,local_depth_seed,1,1,0.913893,0.941176,0.715539,0.176933,0.825833,FF_NULL_DOGE_SHUFFLE_10K,FF_NULL_DOGE_SHUFFLE_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_1yxc2ug,active_recoupling,distributed_active_recoupling,0.802288,0.727625,multiworld_depth_seed,26,1473,0.537645,0.596116,0.698507,0.167847,0.828435,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:294; FOLLOW_EQ10K_XRP_2024_5M:210; REAL_FOLLOW_XRP_6000:168; FOLLOW_DOGE_2024_5M_2000:126; REAL_FOLLOW_DOGE_6000:115; REAL_FOLLOW_SOL_6000:113; SOL_10K_A:100; QUIET_NEAR_PAXG2024_1H:62,stabil:1473,1,0,0,0
dio_mcm_episode_1rj8742,active_recoupling,distributed_active_recoupling,0.812956,0.72584,multiworld_depth_seed,43,20381,0.505141,0.591489,0.709597,0.153965,0.856518,FF_NULL_XRP_SHUFFLE_10K,REAL_FOLLOW_BTC_6000:1547; FF_NULL_BTC_SHUFFLE_10K:1082; BTC_STRESS_2025_5M:870; FOLLOW_EQ10K_PAXG_2024_5M:858; REAL_FOLLOW_XRP_6000:838; FF_NULL_DOGE_SHUFFLE_10K:832; REAL_FOLLOW_DOGE_6000:750; BTC_FIELD_QUIET_04:718,stabil:20381,1,0,0,0
dio_mcm_episode_1qlxgj7,active_recoupling,distributed_active_recoupling,0.810421,0.721346,multiworld_depth_seed,44,17115,0.506295,0.581367,0.704203,0.160012,0.845852,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:2420; FOLLOW_EQ10K_DOGE_2024_5M:2338; FOLLOW_EQ10K_PAXG_2024_5M:1153; FOLLOW_DOGE_2024_5M_2000:1109; REAL_FOLLOW_SOL_6000:1032; REAL_FOLLOW_DOGE_6000:921; REAL_FOLLOW_XRP_6000:890; FOLLOW_XRP_2024_5M_2000:719,stabil:17115,1,0,0,0
dio_mcm_episode_10r2mum,active_recoupling,distributed_active_recoupling,0.820904,0.718645,multiworld_depth_seed,10,2988,0.480062,0.56607,0.716715,0.147839,0.870484,FF_NULL_PAXG_SHUFFLE_10K,PAXG_1846_A:1384; FF_NULL_PAXG_SHUFFLE_10K:1183; REAL_TIME_2024_PAXG:109; FOLLOW_PAXG_2024_5M_2000:108; REAL_FOLLOW_PAXG_6000:101; FOLLOW_EQ10K_PAXG_2024_5M:39; BTC_FIELD_QUIET_04:25; BTC_FIELD_QUIET_03:18,stabil:2988,1,0,0,0
dio_mcm_episode_14sn1ov,active_recoupling,distributed_active_recoupling,0.805977,0.716821,multiworld_depth_seed,34,357,0.507044,0.575484,0.697595,0.167033,0.828233,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:57; FOLLOW_EQ10K_XRP_2024_5M:36; BTC_10K_A:22; FOLLOW_XRP_2024_5M_2000:21; FOLLOW_DOGE_2024_5M_2000:20; REAL_TIME_2024_XRP:19; SOL_10K_A:19; REAL_FOLLOW_DOGE_6000:17,stabil:357,1,0,0,0
dio_mcm_episode_1eav7xq,active_recoupling,distributed_active_recoupling,0.810349,0.7164,multiworld_depth_seed,42,526,0.499029,0.570662,0.701626,0.163328,0.84141,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:89; FOLLOW_EQ10K_DOGE_2024_5M:81; FOLLOW_EQ10K_PAXG_2024_5M:27; FOLLOW_XRP_2024_5M_2000:24; REAL_FOLLOW_DOGE_6000:23; REAL_TIME_2024_XRP:21; SOL_10K_A:17; FOLLOW_DOGE_2024_5M_2000:16,stabil:526,1,0,0,0
dio_mcm_episode_08q1993,active_recoupling,distributed_active_recoupling,0.70511,0.713378,multiworld_depth_seed,10,34,0.532639,0.580529,0.677204,0.197687,0.790834,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:12; FOLLOW_EQ10K_DOGE_2024_5M:9; REAL_FOLLOW_XRP_6000:3; FOLLOW_XRP_2024_5M_2000:2; REAL_FOLLOW_SOL_6000:2; REAL_TIME_2024_XRP:2; BTC_STRESS_2025_5M:1; FF_NULL_XRP_SHUFFLE_10K:1,stabil:34,1,0,0,0
dio_mcm_episode_0he6atw,active_recoupling,distributed_active_recoupling,0.739975,0.712531,multiworld_depth_seed,14,41,0.470994,0.5464,0.715419,0.142898,0.875355,FF_NULL_XRP_SHUFFLE_10K,BTC_LONG_2024_5M_QUIET:7; FF_NULL_XRP_SHUFFLE_10K:5; FOLLOW_EQ10K_DOGE_2024_5M:5; DOGE_1H_B:4; FF_NULL_BTC_SHUFFLE_10K:4; PAXG_1846_A:4; DOGE_1H_A:3; REAL_FOLLOW_BTC_6000:3,stabil:41,1,0,0,0
dio_mcm_episode_15z3zml,active_recoupling,distributed_active_recoupling,0.805035,0.711143,multiworld_depth_seed,26,274,0.504002,0.560519,0.693377,0.170992,0.820677,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:56; FOLLOW_EQ10K_XRP_2024_5M:40; SOL_10K_A:21; REAL_FOLLOW_SOL_6000:20; REAL_FOLLOW_XRP_6000:17; FOLLOW_DOGE_2024_5M_2000:15; BTC_10K_A:13; REAL_TIME_2024_BTC_5M:12,stabil:274,1,0,0,0
dio_mcm_episode_07x93e7,active_recoupling,distributed_active_recoupling,0.67724,0.710738,multiworld_depth_seed,5,9,0.467682,0.542409,0.715019,0.140386,0.871174,FF_NULL_XRP_SHUFFLE_10K,FF_NULL_DOGE_SHUFFLE_10K:3; BTC_10K_A:2; FF_NULL_XRP_SHUFFLE_10K:2; FOLLOW_XRP_2024_5M_2000:1; REAL_TIME_2024_XRP:1,stabil:9,1,0,0,0
dio_mcm_episode_0m8cxz1,active_recoupling,distributed_active_recoupling,0.82088,0.707044,multiworld_depth_seed,25,1836,0.467037,0.539327,0.708228,0.15269,0.863081,FF_NULL_PAXG_SHUFFLE_10K,FF_NULL_PAXG_SHUFFLE_10K:616; BTC_LONG_2025_5M_QUIET:330; QUIET_NEAR_BTC_1869:330; FOLLOW_EQ10K_XRP_2024_5M:99; FOLLOW_EQ10K_PAXG_2024_5M:83; BTC_FIELD_QUIET_05:55; BTC_FIELD_QUIET_04:47; BTC_FIELD_QUIET_02:40,stabil:1836,1,0,0,0
dio_mcm_episode_14infzw,active_recoupling,distributed_active_recoupling,0.597656,0.703183,multiworld_depth_seed,4,14,0.520924,0.557629,0.669143,0.209209,0.788034,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:6; FOLLOW_EQ10K_XRP_2024_5M:5; FF_NULL_XRP_SHUFFLE_10K:2; REAL_FOLLOW_XRP_6000:1,stabil:14,1,0,0,0
dio_mcm_episode_0vcr3lw,active_recoupling,distributed_active_recoupling,0.816154,0.702133,multiworld_depth_seed,42,475,0.465012,0.535755,0.700719,0.160581,0.844747,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:76; FOLLOW_EQ10K_DOGE_2024_5M:59; FOLLOW_EQ10K_PAXG_2024_5M:29; REAL_TIME_2023_SOL_ALTSEQ_A:18; FOLLOW_DOGE_2024_5M_2000:17; FOLLOW_XRP_2024_5M_2000:17; SOL_10K_A:17; FF_NULL_BTC_SHUFFLE_10K:16,stabil:475,1,0,0,0
dio_mcm_episode_0x477dj,active_recoupling,distributed_active_recoupling,0.59601,0.70026,multiworld_depth_seed,4,4,0.504855,0.545322,0.679565,0.188145,0.776625,FF_NULL_XRP_SHUFFLE_10K,FF_NULL_DOGE_SHUFFLE_10K:1; FF_NULL_XRP_SHUFFLE_10K:1; QUIET_NEAR_PAXG2025_1H:1; SOL_10K_A:1,stabil:4,1,0,0,0
dio_mcm_episode_0hvxln3,active_recoupling,distributed_active_recoupling,0.817624,0.699068,multiworld_depth_seed,41,374,0.45669,0.527791,0.701552,0.158582,0.844977,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:55; FOLLOW_EQ10K_XRP_2024_5M:55; FOLLOW_EQ10K_PAXG_2024_5M:31; REAL_TIME_2023_SOL_ALTSEQ_A:20; SOL_10K_A:15; BTC_10K_A:14; FF_NULL_XRP_SHUFFLE_10K:14; FOLLOW_DOGE_2024_5M_2000:14,stabil:374,1,0,0,0
dio_mcm_episode_0bsaqu1,active_recoupling,distributed_active_recoupling,0.815916,0.696622,multiworld_depth_seed,43,485,0.45848,0.522898,0.697473,0.16449,0.839525,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:78; FOLLOW_EQ10K_DOGE_2024_5M:65; FOLLOW_EQ10K_PAXG_2024_5M:28; SOL_10K_A:22; FOLLOW_XRP_2024_5M_2000:20; REAL_FOLLOW_DOGE_6000:19; REAL_TIME_2024_XRP:16; REAL_FOLLOW_SOL_6000:15,stabil:485,1,0,0,0
dio_mcm_episode_08g1nk4,active_recoupling,distributed_active_recoupling,0.811352,0.695833,multiworld_depth_seed,39,349,0.461631,0.527689,0.693278,0.169083,0.823828,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:44; FOLLOW_EQ10K_XRP_2024_5M:38; FOLLOW_XRP_2024_5M_2000:19; REAL_TIME_2024_XRP:18; FOLLOW_DOGE_2024_5M_2000:17; BTC_10K_A:16; FF_NULL_XRP_SHUFFLE_10K:14; REAL_FOLLOW_DOGE_6000:14,stabil:349,1,0,0,0
dio_mcm_episode_0tnueiv,active_recoupling,distributed_active_recoupling,0.747984,0.694898,multiworld_depth_seed,20,54,0.430475,0.511909,0.710387,0.145546,0.866134,FF_NULL_XRP_SHUFFLE_10K,DOGE_1H_B:8; PAXG_1846_A:6; FF_NULL_XRP_SHUFFLE_10K:5; FOLLOW_EQ10K_PAXG_2024_5M:5; REAL_FOLLOW_PAXG_6000:4; DOGE_1H_A:3; QUIET_NEAR_BTC_FIELD_01:3; REAL_FOLLOW_BTC_6000:3,stabil:54,1,0,0,0
dio_mcm_episode_0gdrwbp,milieu_island,local_milieu_seed,0.615701,0.694477,recurring_depth_seed,2,4,0.652047,0.724213,0.735217,0.130722,0.895792,FF_NULL_XRP_SHUFFLE_10K,FF_NULL_DOGE_SHUFFLE_10K:2; FF_NULL_XRP_SHUFFLE_10K:2,stabil:4,1,0,0,0
dio_mcm_episode_0qm4g7o,milieu_island,quiet_deep_recoupling,0.682491,0.694036,local_depth_seed,1,1,0.81393,0.814815,0.733728,0.1434,0.876422,FF_NULL_PAXG_SHUFFLE_10K,FF_NULL_PAXG_SHUFFLE_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_1pd976t,milieu_island,quiet_deep_recoupling,0.683934,0.692124,local_depth_seed,1,1,0.842041,0.83871,0.705462,0.187632,0.835952,FF_NULL_DOGE_SHUFFLE_10K,FF_NULL_DOGE_SHUFFLE_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_0a6jsal,active_recoupling,distributed_active_recoupling,0.729626,0.691359,multiworld_depth_seed,9,27,0.439846,0.516392,0.694908,0.168908,0.848508,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_PAXG_2024_5M:7; FOLLOW_EQ10K_XRP_2024_5M:6; FOLLOW_EQ10K_DOGE_2024_5M:4; BTC_FIELD_QUIET_02:2; FOLLOW_XRP_2024_5M_2000:2; REAL_FOLLOW_PAXG_6000:2; REAL_TIME_2024_XRP:2; DOGE_1H_B:1,stabil:27,1,0,0,0
dio_mcm_episode_0tfzgic,active_recoupling,distributed_active_recoupling,0.824737,0.688886,multiworld_depth_seed,33,8180,0.420997,0.505607,0.704053,0.153196,0.855738,FF_NULL_XRP_SHUFFLE_10K,REAL_TIME_2024_SOL_ALTSEQ_A:1804; BTC_LONG_2025_5M_QUIET:1320; QUIET_NEAR_BTC_1869:1317; QUIET_NEAR_PAXG2025_1H:723; QUIET_NEAR_PAXG2024_1H:603; BTC_FIELD_QUIET_02:503; DOGE_1H_A:297; BTC_1H_B:290,stabil:8180,1,0,0,0
dio_mcm_episode_13vl4wk,active_recoupling,distributed_active_recoupling,0.817548,0.688289,multiworld_depth_seed,6,228,0.406252,0.506182,0.708899,0.147367,0.864281,FF_NULL_BTC_SHUFFLE_10K,BTC_STRESS_2024_5M:177; DOGE_1H_B:37; FF_NULL_BTC_SHUFFLE_10K:4; FOLLOW_PAXG_2024_5M_2000:4; REAL_TIME_2024_PAXG:4; FOLLOW_EQ10K_XRP_2024_5M:2,stabil:228,1,0,0,0
dio_mcm_episode_0jek5a5,milieu_island,quiet_deep_recoupling,0.677261,0.681596,local_depth_seed,1,15,0.755593,0.815292,0.730583,0.149046,0.877177,FF_NULL_PAXG_SHUFFLE_10K,FF_NULL_PAXG_SHUFFLE_10K:15,stabil:15,1,0,0,0
dio_mcm_episode_1foqdcq,active_recoupling,distributed_active_recoupling,0.742214,0.679857,multiworld_depth_seed,17,26,0.40013,0.474316,0.707725,0.151069,0.869912,FF_NULL_DOGE_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:5; FOLLOW_DOGE_2024_5M_2000:2; FOLLOW_EQ10K_PAXG_2024_5M:2; REAL_FOLLOW_BTC_6000:2; REAL_TIME_2024_SOL_ALTSEQ_A:2; SOL_10K_A:2; BTC_LONG_2024_5M_QUIET:1; DOGE_1H_B:1,stabil:26,1,0,0,0
dio_mcm_episode_11w0mrr,active_recoupling,distributed_active_recoupling,0.737542,0.678015,multiworld_depth_seed,10,18,0.39733,0.473388,0.705798,0.155334,0.862897,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:4; FOLLOW_XRP_2024_5M_2000:3; REAL_TIME_2024_XRP:3; FOLLOW_EQ10K_PAXG_2024_5M:2; DOGE_1H_B:1; FF_NULL_DOGE_SHUFFLE_10K:1; FF_NULL_XRP_SHUFFLE_10K:1; FOLLOW_EQ10K_DOGE_2024_5M:1,stabil:18,1,0,0,0
dio_mcm_episode_17i3weh,active_recoupling,distributed_active_recoupling,0.745111,0.675509,multiworld_depth_seed,11,29,0.391687,0.461902,0.70706,0.147898,0.870475,FF_NULL_XRP_SHUFFLE_10K,BTC_LONG_2024_5M_QUIET:7; SOL_10K_A:5; FF_NULL_XRP_SHUFFLE_10K:4; FOLLOW_EQ10K_DOGE_2024_5M:3; FOLLOW_EQ10K_PAXG_2024_5M:2; PAXG_1846_A:2; REAL_FOLLOW_BTC_6000:2; DOGE_1H_A:1,stabil:29,1,0,0,0
dio_mcm_episode_16rq8r1,active_recoupling,distributed_active_recoupling,0.732171,0.674442,multiworld_depth_seed,16,47,0.415314,0.489388,0.684124,0.182678,0.81433,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:13; FOLLOW_EQ10K_XRP_2024_5M:11; FOLLOW_EQ10K_PAXG_2024_5M:7; FF_NULL_XRP_SHUFFLE_10K:2; FOLLOW_XRP_2024_5M_2000:2; REAL_TIME_2024_XRP:2; BTC_FIELD_QUIET_04:1; BTC_LONG_2024_5M_QUIET:1,stabil:47,1,0,0,0
dio_mcm_episode_0wo0tz1,active_recoupling,distributed_active_recoupling,0.832078,0.671195,multiworld_depth_seed,31,5610,0.371744,0.467124,0.704316,0.149125,0.858494,FF_NULL_XRP_SHUFFLE_10K,BTC_FIELD_QUIET_03:442; BTC_STRESS_2025_5M:419; BTC_STRESS_2024_5M:401; FF_NULL_XRP_SHUFFLE_10K:394; FF_NULL_DOGE_SHUFFLE_10K:388; XRP_1H_A:330; FOLLOW_PAXG_2024_5M_2000:327; REAL_TIME_2024_PAXG:327,stabil:5610,1,0,0,0
dio_mcm_episode_0rbjarj,active_recoupling,distributed_active_recoupling,0.833431,0.668495,multiworld_depth_seed,10,2077,0.365974,0.458874,0.704763,0.14787,0.859404,FF_NULL_PAXG_SHUFFLE_10K,REAL_FOLLOW_PAXG_6000:616; QUIET_NEAR_BTC_1869:373; BTC_LONG_2025_5M_QUIET:370; BTC_FIELD_QUIET_04:294; FF_NULL_PAXG_SHUFFLE_10K:154; REAL_TIME_2023_SOL_ALTSEQ_A:117; REAL_TIME_2024_BTC_5M:100; BTC_FIELD_QUIET_03:44,stabil:2077,1,0,0,0
dio_mcm_episode_1iqqtis,milieu_island,quiet_deep_recoupling,0.653889,0.664912,local_depth_seed,1,2,0.757178,0.780445,0.709784,0.172175,0.841599,FF_NULL_DOGE_SHUFFLE_10K,FF_NULL_DOGE_SHUFFLE_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_0bb4ews,active_recoupling,distributed_active_recoupling,0.697656,0.664825,multiworld_depth_seed,10,15,0.425477,0.496495,0.660108,0.207664,0.733842,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_DOGE_2024_5M_2000:3; FOLLOW_EQ10K_DOGE_2024_5M:3; FOLLOW_EQ10K_XRP_2024_5M:2; BTC_10K_A:1; BTC_STRESS_2025_5M:1; FF_NULL_BTC_SHUFFLE_10K:1; FF_NULL_XRP_SHUFFLE_10K:1; REAL_FOLLOW_DOGE_6000:1,stabil:15,1,0,0,0
dio_mcm_episode_0ws9wvs,active_recoupling,distributed_active_recoupling,0.738748,0.66379,multiworld_depth_seed,12,38,0.387089,0.452966,0.688139,0.174214,0.835943,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:12; FOLLOW_EQ10K_DOGE_2024_5M:8; FF_NULL_DOGE_SHUFFLE_10K:3; SOL_10K_A:3; FF_NULL_XRP_SHUFFLE_10K:2; FOLLOW_EQ10K_PAXG_2024_5M:2; FOLLOW_XRP_2024_5M_2000:2; REAL_TIME_2023_SOL_ALTSEQ_A:2,stabil:38,1,0,0,0
dio_mcm_episode_19ljsne,active_recoupling,distributed_active_recoupling,0.710144,0.661919,multiworld_depth_seed,10,17,0.414165,0.471109,0.667213,0.19918,0.77162,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:4; FOLLOW_EQ10K_XRP_2024_5M:4; REAL_FOLLOW_SOL_6000:2; BTC_10K_A:1; BTC_STRESS_2024_5M:1; FF_NULL_DOGE_SHUFFLE_10K:1; FF_NULL_XRP_SHUFFLE_10K:1; FOLLOW_EQ10K_PAXG_2024_5M:1,stabil:17,1,0,0,0
dio_mcm_episode_0whyn34,active_recoupling,distributed_active_recoupling,0.728106,0.661285,multiworld_depth_seed,24,47,0.393694,0.467302,0.677281,0.183056,0.782823,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:7; FOLLOW_DOGE_2024_5M_2000:3; FOLLOW_EQ10K_XRP_2024_5M:3; QUIET_NEAR_PAXG2025_1H:3; REAL_FOLLOW_DOGE_6000:3; REAL_FOLLOW_SOL_6000:3; SOL_10K_A:3; FF_NULL_DOGE_SHUFFLE_10K:2,stabil:47,1,0,0,0
dio_mcm_episode_16hqn22,active_recoupling,distributed_active_recoupling,0.760245,0.648876,multiworld_depth_seed,28,80,0.343005,0.420515,0.690988,0.162959,0.827902,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:14; FOLLOW_EQ10K_DOGE_2024_5M:11; FOLLOW_XRP_2024_5M_2000:7; REAL_FOLLOW_SOL_6000:5; REAL_TIME_2023_SOL_ALTSEQ_A:4; REAL_TIME_2024_XRP:4; SOL_10K_A:4; FOLLOW_EQ10K_PAXG_2024_5M:3,stabil:80,1,0,0,0
dio_mcm_episode_16rn392,active_recoupling,distributed_active_recoupling,0.729126,0.648527,multiworld_depth_seed,11,37,0.369114,0.435949,0.672951,0.192647,0.791874,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_XRP_2024_5M:16; FOLLOW_EQ10K_DOGE_2024_5M:6; FOLLOW_XRP_2024_5M_2000:3; FF_NULL_XRP_SHUFFLE_10K:2; FOLLOW_EQ10K_PAXG_2024_5M:2; REAL_TIME_2023_SOL_ALTSEQ_A:2; REAL_TIME_2024_XRP:2; FF_NULL_BTC_SHUFFLE_10K:1,stabil:37,1,0,0,0
dio_mcm_episode_0xm8pyp,active_recoupling,distributed_active_recoupling,0.547727,0.646494,multiworld_depth_seed,3,5,0.487258,0.555977,0.668222,0.210673,0.793121,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_PAXG_2024_5M:3; FF_NULL_XRP_SHUFFLE_10K:1; FOLLOW_EQ10K_DOGE_2024_5M:1,stabil:5,1,0,0,0
dio_mcm_episode_1fypz1p,active_recoupling,distributed_active_recoupling,0.748216,0.639305,multiworld_depth_seed,14,17,0.313284,0.38733,0.696161,0.161854,0.863915,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_PAXG_2024_5M:3; FOLLOW_EQ10K_XRP_2024_5M:2; BTC_10K_A:1; BTC_LONG_2024_5M_QUIET:1; BTC_STRESS_2025_5M:1; FF_NULL_DOGE_SHUFFLE_10K:1; FF_NULL_XRP_SHUFFLE_10K:1; FOLLOW_EQ10K_DOGE_2024_5M:1,stabil:17,1,0,0,0
dio_mcm_episode_171moy1,active_recoupling,distributed_active_recoupling,0.755553,0.636437,multiworld_depth_seed,23,82,0.332729,0.398791,0.679388,0.175204,0.799815,FF_NULL_PAXG_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:13; FOLLOW_EQ10K_XRP_2024_5M:9; REAL_FOLLOW_XRP_6000:7; REAL_FOLLOW_DOGE_6000:5; BTC_10K_A:4; FOLLOW_DOGE_2024_5M_2000:4; FOLLOW_XRP_2024_5M_2000:4; REAL_TIME_2023_SOL_ALTSEQ_A:4,stabil:82,1,0,0,0
dio_mcm_episode_1xol2nw,active_recoupling,distributed_active_recoupling,0.755627,0.634194,multiworld_depth_seed,10,14,0.276548,0.370048,0.710066,0.128456,0.868533,FF_NULL_BTC_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:3; BTC_FIELD_QUIET_03:2; REAL_FOLLOW_PAXG_6000:2; BTC_10K_A:1; FF_NULL_BTC_SHUFFLE_10K:1; FOLLOW_EQ10K_XRP_2024_5M:1; FOLLOW_XRP_2024_5M_2000:1; QUIET_NEAR_PAXG2024_1H:1,stabil:14,1,0,0,0
dio_mcm_episode_13yo8ly,active_recoupling,distributed_active_recoupling,0.746273,0.630839,multiworld_depth_seed,14,30,0.30296,0.375866,0.689289,0.156786,0.823711,FF_NULL_BTC_SHUFFLE_10K,BTC_1H_A:3; BTC_FIELD_QUIET_02:3; FOLLOW_EQ10K_DOGE_2024_5M:3; FOLLOW_KAS_2024_5M_2000:3; REAL_FOLLOW_SOL_6000:3; SOL_10K_A:3; BTC_FIELD_QUIET_05:2; BTC_STRESS_2025_5M:2,stabil:30,1,0,0,0
dio_mcm_episode_15xrfo4,active_recoupling,distributed_active_recoupling,0.623426,0.623574,multiworld_depth_seed,4,5,0.315883,0.380269,0.666658,0.208819,0.79301,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:2; FF_NULL_XRP_SHUFFLE_10K:1; FOLLOW_EQ10K_PAXG_2024_5M:1; REAL_FOLLOW_PAXG_6000:1,stabil:5,1,0,0,0
dio_mcm_episode_0nu3wih,active_recoupling,distributed_active_recoupling,0.844437,0.62049,multiworld_depth_seed,21,2994,0.266956,0.349828,0.692225,0.154839,0.847395,FF_NULL_XRP_SHUFFLE_10K,QUIET_NEAR_PAXG2025_1H:699; FOLLOW_KAS_2024_5M_2000:449; QUIET_NEAR_BTC_FIELD_01:432; SOL_10K_A:406; REAL_TIME_2024_SOL_ALTSEQ_A:219; XRP_1H_A:161; BTC_SHIFT_2025_30M_10000_11000:155; BTC_1H_B:88,stabil:2994,1,0,0,0
dio_mcm_episode_1e5qs1j,active_recoupling,distributed_active_recoupling,0.70196,0.615211,multiworld_depth_seed,5,9,0.242426,0.340631,0.696346,0.146775,0.850214,FF_NULL_XRP_SHUFFLE_10K,FOLLOW_EQ10K_DOGE_2024_5M:3; BTC_10K_A:2; FF_NULL_XRP_SHUFFLE_10K:2; FOLLOW_EQ10K_XRP_2024_5M:1; QUIET_NEAR_PAXG2024_1H:1,stabil:9,1,0,0,0
dio_mcm_episode_1qeor08,active_recoupling,distributed_active_recoupling,0.662095,0.614608,multiworld_depth_seed,4,8,0.237331,0.318369,0.705412,0.133841,0.883227,FF_NULL_XRP_SHUFFLE_10K,FF_NULL_DOGE_SHUFFLE_10K:3; FF_NULL_XRP_SHUFFLE_10K:2; FOLLOW_DOGE_2024_5M_2000:2; BTC_STRESS_2024_5M:1,stabil:8,1,0,0,0
