preview_symbol,old_role,new_role,old_count,new_count,count_delta,old_world_count,new_world_count,world_count_delta,top_world,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score
dio_mcm_episode_1xppyx0,nebenrolle,nebenrolle,17,18,1,11,12,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:4;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_DOGE_2024_5M_2000:2;BTC_SHIFT_2025_15M_16000_17000:1;BTC_STRESS_2025_5M:1;FOLLOW_EQ10K_KAS_2024_5M:1;FOLLOW_EQ10K_PAXG_2024_5M:1;QUIET_NEAR_PAXG2024_1H:1;REAL_FOLLOW_BTC_6000:1;REAL_FOLLOW_SOL_6000:1,doge:5;xrp:4;btc:2;sol:2;shift:1;stress:1;other:1;paxg:1;quiet:1,0.196285,0.110722,0.073421,0.545071
dio_mcm_episode_13e4mrt,nebenrolle,nebenrolle,16,17,1,12,13,1,REAL_FOLLOW_SOL_6000,REAL_FOLLOW_SOL_6000:3;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_EQ10K_XRP_2024_5M:2;BTC_1H_A:1;BTC_1H_B:1;FOLLOW_DOGE_2024_5M_2000:1;FOLLOW_EQ10K_KAS_2024_5M:1;FOLLOW_EQ10K_PAXG_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;QUIET_NEAR_PAXG2024_1H:1,xrp:5;sol:4;doge:3;btc:2;other:1;paxg:1;quiet:1,0.202269,0.051426,0.075743,0.541021
dio_mcm_episode_1416rrs,nebenrolle,nebenrolle,16,17,1,10,11,1,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M:3;SOL_10K_A:3;FOLLOW_XRP_2024_5M_2000:2;REAL_TIME_2024_XRP:2;BTC_10K_A:1;BTC_FIELD_QUIET_02:1;BTC_LONG_2025_5M_QUIET:1;FOLLOW_EQ10K_DOGE_2024_5M:1;FOLLOW_EQ10K_KAS_2024_5M:1;FOLLOW_EQ10K_XRP_2024_5M:1,xrp:5;quiet:3;stress:3;sol:3;btc:1;doge:1;other:1,0.190223,0.138764,0.076703,0.557892
dio_mcm_episode_1fypz1p,nebenrolle,nebenrolle,15,16,1,12,13,1,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M:3;FOLLOW_EQ10K_XRP_2024_5M:2;BTC_10K_A:1;BTC_LONG_2024_5M_QUIET:1;BTC_STRESS_2025_5M:1;FOLLOW_EQ10K_DOGE_2024_5M:1;FOLLOW_EQ10K_KAS_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;PAXG_1846_A:1;QUIET_NEAR_BTC_FIELD_01:1,xrp:5;paxg:4;btc:2;quiet:2;stress:1;doge:1;other:1,0.196628,0.083502,0.078755,0.5453
dio_mcm_episode_1ymlx26,nebenrolle,nebenrolle,13,14,1,9,10,1,FOLLOW_PAXG_2024_5M_2000,FOLLOW_PAXG_2024_5M_2000:3;REAL_TIME_2024_PAXG:3;BTC_10K_A:1;FOLLOW_EQ10K_DOGE_2024_5M:1;FOLLOW_EQ10K_KAS_2024_5M:1;FOLLOW_EQ10K_XRP_2024_5M:1;REAL_FOLLOW_DOGE_6000:1;REAL_FOLLOW_PAXG_6000:1;REAL_FOLLOW_SOL_6000:1;SOL_10K_A:1,paxg:7;doge:2;sol:2;btc:1;other:1;xrp:1,0.158593,0.038994,0.122326,0.581219
dio_mcm_episode_0vacb4t,nebenrolle,nebenrolle,12,13,1,9,10,1,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05:2;PAXG_1H_A:2;REAL_FOLLOW_BTC_6000:2;BTC_10K_A:1;BTC_1H_A:1;BTC_FIELD_QUIET_02:1;FOLLOW_EQ10K_KAS_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;REAL_FOLLOW_XRP_6000:1;REAL_TIME_2024_XRP:1,btc:4;quiet:3;xrp:3;paxg:2;other:1,0.16999,0.04382,0.073163,0.586449
dio_mcm_episode_16lqhxj,nebenrolle,nebenrolle,11,12,1,11,12,1,BTC_10K_A,BTC_10K_A:1;BTC_STRESS_2024_5M:1;DOGE_1H_A:1;FOLLOW_EQ10K_DOGE_2024_5M:1;FOLLOW_EQ10K_KAS_2024_5M:1;PAXG_1H_A:1;QUIET_NEAR_PAXG2025_1H:1;REAL_FOLLOW_DOGE_6000:1;REAL_FOLLOW_PAXG_6000:1;REAL_FOLLOW_XRP_6000:1,doge:3;paxg:2;xrp:2;btc:1;stress:1;other:1;quiet:1;sol:1,0.18282,0.084717,0.05681,0.573686
dio_mcm_episode_1ttt3xj,nebenrolle,nebenrolle,10,11,1,10,11,1,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05:1;BTC_LONG_2024_5M_QUIET:1;BTC_SHIFT_2025_15M_16000_17000:1;BTC_STRESS_2025_5M:1;FOLLOW_EQ10K_DOGE_2024_5M:1;FOLLOW_EQ10K_KAS_2024_5M:1;FOLLOW_EQ10K_PAXG_2024_5M:1;FOLLOW_PAXG_2024_5M_2000:1;PAXG_1H_A:1;REAL_TIME_2023_SOL_ALTSEQ_A:1,paxg:4;quiet:2;shift:1;stress:1;doge:1;other:1;sol:1,0.165618,0.119513,0.080262,0.588613
dio_mcm_episode_0vig3jz,breite_grundrolle,breite_grundrolle,12113,12113,0,9,9,0,REAL_TIME_2024_PAXG,REAL_TIME_2024_PAXG:2836;REAL_TIME_2024_BTC_5M:2302;REAL_TIME_2024_SOL_ALTSEQ_A:1855;REAL_FOLLOW_PAXG_6000:1748;PAXG_1846_A:1722;QUIET_NEAR_PAXG2024_1H:723;REAL_FOLLOW_BTC_6000:713;BTC_LONG_2025_5M_QUIET:107;QUIET_NEAR_BTC_1869:107,paxg:6306;btc:3015;sol:1855;quiet:937,0.532391,0.133917,0.447986,0.128105
dio_mcm_episode_0tfzgic,breite_grundrolle,breite_grundrolle,7991,7991,0,29,29,0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A:1804;BTC_LONG_2025_5M_QUIET:1320;QUIET_NEAR_BTC_1869:1317;QUIET_NEAR_PAXG2025_1H:723;QUIET_NEAR_PAXG2024_1H:603;BTC_FIELD_QUIET_02:503;DOGE_1H_A:297;BTC_1H_B:290;REAL_TIME_2023_SOL_ALTSEQ_A:226;FOLLOW_KAS_2024_5M_2000:223,quiet:4601;sol:2030;btc:559;doge:329;other:223;paxg:87;shift:69;xrp:63;stress:30,0.662239,0.161132,0.441678,0.025769
dio_mcm_episode_0nu3wih,breite_grundrolle,breite_grundrolle,2919,2919,0,20,20,0,QUIET_NEAR_PAXG2025_1H,QUIET_NEAR_PAXG2025_1H:699;FOLLOW_KAS_2024_5M_2000:449;QUIET_NEAR_BTC_FIELD_01:432;SOL_10K_A:406;REAL_TIME_2024_SOL_ALTSEQ_A:219;XRP_1H_A:161;BTC_SHIFT_2025_30M_10000_11000:155;BTC_1H_B:88;BTC_STRESS_2024_5M:67;DOGE_1H_B:64,quiet:1213;sol:649;other:449;xrp:169;shift:155;doge:118;btc:96;stress:70,0.606222,0.286124,0.291539,0.134364
dio_mcm_episode_1fdlu6e,breite_grundrolle,breite_grundrolle,2542,2542,0,11,11,0,REAL_TIME_2024_BTC_5M,REAL_TIME_2024_BTC_5M:1010;QUIET_NEAR_PAXG2024_1H:715;REAL_FOLLOW_BTC_6000:285;REAL_FOLLOW_XRP_6000:154;REAL_TIME_2024_SOL_ALTSEQ_A:145;REAL_FOLLOW_DOGE_6000:129;REAL_TIME_2024_PAXG:53;REAL_FOLLOW_PAXG_6000:19;PAXG_1846_A:14;BTC_LONG_2025_5M_QUIET:9,btc:1295;quiet:733;xrp:154;sol:145;doge:129;paxg:86,0.430737,0.106938,0.367671,0.204499
dio_mcm_episode_0rbjarj,milieurolle,milieurolle,1923,1923,0,9,9,0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000:616;QUIET_NEAR_BTC_1869:373;BTC_LONG_2025_5M_QUIET:370;BTC_FIELD_QUIET_04:294;REAL_TIME_2023_SOL_ALTSEQ_A:117;REAL_TIME_2024_BTC_5M:100;BTC_FIELD_QUIET_03:44;DOGE_1H_A:8;QUIET_NEAR_PAXG2025_1H:1,quiet:1082;paxg:616;sol:117;btc:100;doge:8,0.371439,0.08369,0.397513,0.244459
dio_mcm_episode_10r2mum,milieurolle,milieurolle,1800,1800,0,8,8,0,PAXG_1846_A,PAXG_1846_A:1384;REAL_TIME_2024_PAXG:109;FOLLOW_PAXG_2024_5M_2000:108;REAL_FOLLOW_PAXG_6000:101;FOLLOW_EQ10K_PAXG_2024_5M:39;BTC_FIELD_QUIET_04:25;BTC_FIELD_QUIET_03:18;BTC_10K_A:16,paxg:1741;quiet:43;btc:16,0.189798,0.018159,0.68324,0.261018
dio_mcm_episode_0m8cxz1,breite_grundrolle,breite_grundrolle,1198,1198,0,22,22,0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET:330;QUIET_NEAR_BTC_1869:330;FOLLOW_EQ10K_XRP_2024_5M:99;FOLLOW_EQ10K_PAXG_2024_5M:83;BTC_FIELD_QUIET_05:55;BTC_FIELD_QUIET_04:47;BTC_FIELD_QUIET_02:40;BTC_STRESS_2024_5M:39;BTC_10K_A:35;QUIET_NEAR_SOL_SIDEWAYS:23,quiet:848;paxg:121;xrp:119;stress:53;btc:40;shift:17,0.472796,0.193693,0.437877,0.187591
dio_mcm_episode_14xx81a,milieurolle,milieurolle,1157,1157,0,6,6,0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000:835;REAL_TIME_2024_SOL_ALTSEQ_A:155;PAXG_1846_A:100;BTC_LONG_2025_5M_QUIET:31;QUIET_NEAR_BTC_1869:31;REAL_TIME_2024_BTC_5M:5,paxg:935;sol:155;quiet:62;btc:5,0.206167,0.044397,0.548497,0.321261
dio_mcm_episode_0ca57t8,uebergangsrolle,uebergangsrolle,411,411,0,12,12,0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000:91;BTC_STRESS_2024_5M:66;BTC_1H_A:65;BTC_LONG_2024_5M_QUIET:50;QUIET_NEAR_BTC_FIELD_01:39;BTC_SHIFT_2025_30M_10000_11000:38;DOGE_1H_B:19;DOGE_1H_A:14;BTC_SHIFT_2025_1H_4000_5000:12;BTC_1H_C:10,quiet:92;paxg:91;btc:79;stress:66;shift:50;doge:33,0.425132,0.431006,0.1232,0.324303
dio_mcm_episode_1aejc9m,breite_grundrolle,breite_grundrolle,255,255,0,20,20,0,SOL_10K_A,SOL_10K_A:35;BTC_SHIFT_2025_30M_10000_11000:32;BTC_LONG_2024_5M_QUIET:26;FOLLOW_KAS_2024_5M_2000:23;REAL_FOLLOW_XRP_6000:22;QUIET_NEAR_PAXG2024_1H:18;REAL_TIME_2023_SOL_ALTSEQ_A:18;BTC_1H_B:14;DOGE_1H_B:14;FOLLOW_DOGE_2024_5M_2000:11,sol:72;quiet:50;shift:34;btc:26;doge:25;xrp:24;other:23;paxg:1,0.467218,0.28313,0.137569,0.306402
dio_mcm_episode_01u58q5,nebenrolle,nebenrolle,166,166,0,7,7,0,FOLLOW_XRP_2024_5M_2000,FOLLOW_XRP_2024_5M_2000:46;REAL_TIME_2024_XRP:46;BTC_10K_A:36;SOL_10K_A:28;BTC_STRESS_2025_5M:7;FOLLOW_EQ10K_XRP_2024_5M:2;BTC_FIELD_QUIET_02:1,xrp:94;btc:36;sol:28;stress:7;quiet:1,0.234149,0.085658,0.27547,0.442718
dio_mcm_episode_1rzvh02,nebenrolle,nebenrolle,127,127,0,9,9,0,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M:45;BTC_10K_A:20;SOL_10K_A:14;FOLLOW_EQ10K_PAXG_2024_5M:13;FOLLOW_XRP_2024_5M_2000:11;REAL_TIME_2024_XRP:11;BTC_LONG_2025_5M_QUIET:5;QUIET_NEAR_BTC_1869:5;BTC_FIELD_QUIET_02:3,stress:45;xrp:22;btc:20;sol:14;quiet:13;paxg:13,0.281365,0.333445,0.160368,0.436237
dio_mcm_episode_00svqqo,nebenrolle,nebenrolle,87,87,0,9,9,0,BTC_10K_A,BTC_10K_A:26;REAL_FOLLOW_XRP_6000:23;PAXG_1H_A:12;BTC_STRESS_2025_5M:9;REAL_TIME_2024_BTC_5M:7;FOLLOW_DOGE_2024_5M_2000:5;XRP_1H_A:3;REAL_FOLLOW_BTC_6000:1;REAL_FOLLOW_SOL_6000:1,btc:34;xrp:26;paxg:12;stress:9;doge:5;sol:1,0.246509,0.138582,0.163063,0.462933
dio_mcm_episode_19h8lor,nebenrolle,nebenrolle,85,85,0,16,16,0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET:14;QUIET_NEAR_BTC_1869:14;BTC_1H_B:11;BTC_1H_A:7;QUIET_NEAR_PAXG2024_1H:6;FOLLOW_PAXG_2024_5M_2000:5;REAL_TIME_2024_PAXG:5;PAXG_1H_A:4;FOLLOW_XRP_2024_5M_2000:3;REAL_FOLLOW_PAXG_6000:3,quiet:34;btc:22;paxg:17;xrp:8;shift:2;sol:2,0.324051,0.099167,0.158984,0.406469
dio_mcm_episode_1iwpq62,nebenrolle,nebenrolle,78,78,0,14,14,0,BTC_STRESS_2024_5M,BTC_STRESS_2024_5M:9;FOLLOW_EQ10K_XRP_2024_5M:9;BTC_FIELD_QUIET_04:8;FOLLOW_XRP_2024_5M_2000:8;REAL_TIME_2024_XRP:8;BTC_FIELD_QUIET_05:7;FOLLOW_PAXG_2024_5M_2000:7;REAL_TIME_2024_PAXG:7;BTC_STRESS_2025_5M:6;REAL_FOLLOW_PAXG_6000:4,xrp:25;quiet:18;paxg:18;stress:15;btc:2,0.327104,0.247508,0.126212,0.42602
dio_mcm_episode_13nf5kn,nebenrolle,nebenrolle,58,58,0,5,5,0,BTC_10K_A,BTC_10K_A:36;BTC_STRESS_2025_5M:9;QUIET_NEAR_PAXG2025_1H:9;BTC_LONG_2025_5M_QUIET:2;QUIET_NEAR_BTC_1869:2,btc:36;quiet:13;stress:9,0.14595,0.11912,0.245679,0.550908
dio_mcm_episode_0d5sirp,nebenrolle,nebenrolle,43,43,0,19,19,0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02:3;BTC_FIELD_QUIET_04:3;BTC_SHIFT_2025_15M_16000_17000:3;BTC_SHIFT_2025_30M_10000_11000:3;BTC_STRESS_2025_5M:3;REAL_FOLLOW_PAXG_6000:3;REAL_FOLLOW_XRP_6000:3;BTC_FIELD_QUIET_05:2;BTC_LONG_2024_5M_QUIET:2;FOLLOW_DOGE_2024_5M_2000:2,quiet:14;xrp:9;paxg:7;shift:6;stress:3;doge:3;btc:1,0.317051,0.251034,0.108106,0.437206
dio_mcm_episode_0g2f7e4,nebenrolle,nebenrolle,40,40,0,19,19,0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02:3;BTC_FIELD_QUIET_04:3;BTC_FIELD_QUIET_05:3;BTC_LONG_2024_5M_QUIET:3;BTC_STRESS_2025_5M:3;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_EQ10K_XRP_2024_5M:3;REAL_FOLLOW_XRP_6000:3;BTC_10K_A:2;BTC_1H_B:2,quiet:16;xrp:7;btc:4;stress:4;doge:4;paxg:4;shift:1,0.306886,0.175734,0.130262,0.44231
dio_mcm_episode_16nc9gj,nebenrolle,nebenrolle,36,36,0,15,15,0,BTC_1H_C,BTC_1H_C:3;BTC_SHIFT_2025_1H_4000_5000:3;DOGE_1H_B:3;FOLLOW_DOGE_2024_5M_2000:3;PAXG_1H_A:3;REAL_FOLLOW_SOL_6000:3;REAL_TIME_2023_SOL_ALTSEQ_A:3;REAL_TIME_2024_SOL_ALTSEQ_A:3;SOL_10K_A:3;BTC_10K_A:2,sol:12;btc:6;doge:6;shift:4;paxg:3;other:2;xrp:2;quiet:1,0.276094,0.148153,0.107397,0.473619
dio_mcm_episode_0z1w5lo,nebenrolle,nebenrolle,32,32,0,17,17,0,BTC_1H_C,BTC_1H_C:4;REAL_FOLLOW_BTC_6000:4;BTC_1H_A:3;REAL_FOLLOW_SOL_6000:3;BTC_SHIFT_2025_1H_4000_5000:2;BTC_SHIFT_2025_30M_10000_11000:2;DOGE_1H_B:2;FOLLOW_EQ10K_XRP_2024_5M:2;PAXG_1H_A:2;BTC_FIELD_QUIET_03:1,btc:11;xrp:5;shift:4;sol:4;quiet:3;doge:2;paxg:2;stress:1,0.276597,0.183912,0.106086,0.469291
dio_mcm_episode_13yo8ly,nebenrolle,nebenrolle,29,29,0,13,13,0,BTC_1H_A,BTC_1H_A:3;BTC_FIELD_QUIET_02:3;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_KAS_2024_5M_2000:3;REAL_FOLLOW_SOL_6000:3;SOL_10K_A:3;BTC_FIELD_QUIET_05:2;BTC_STRESS_2025_5M:2;FOLLOW_EQ10K_PAXG_2024_5M:2;XRP_1H_A:2,sol:6;quiet:5;xrp:5;btc:3;doge:3;other:3;stress:2;paxg:2,0.255648,0.110009,0.063325,0.50333
dio_mcm_episode_084fgkp,nebenrolle,nebenrolle,26,26,0,15,15,0,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03:3;FOLLOW_EQ10K_XRP_2024_5M:3;QUIET_NEAR_BTC_FIELD_01:3;BTC_FIELD_QUIET_05:2;FOLLOW_EQ10K_DOGE_2024_5M:2;REAL_FOLLOW_DOGE_6000:2;REAL_FOLLOW_PAXG_6000:2;REAL_TIME_2023_SOL_ALTSEQ_A:2;BTC_10K_A:1;BTC_1H_C:1,quiet:8;btc:4;doge:4;xrp:4;paxg:2;sol:2;shift:1;stress:1,0.250678,0.113231,0.090133,0.496584
dio_mcm_episode_0mfdlry,nebenrolle,nebenrolle,25,25,0,14,14,0,BTC_SHIFT_2025_15M_16000_17000,BTC_SHIFT_2025_15M_16000_17000:3;FOLLOW_DOGE_2024_5M_2000:3;QUIET_NEAR_SOL_SIDEWAYS:3;BTC_FIELD_QUIET_02:2;BTC_SHIFT_2025_30M_10000_11000:2;REAL_FOLLOW_BTC_6000:2;REAL_FOLLOW_SOL_6000:2;REAL_FOLLOW_XRP_6000:2;BTC_1H_A:1;BTC_FIELD_QUIET_05:1,quiet:7;shift:5;btc:3;doge:3;sol:3;xrp:2;stress:1;paxg:1,0.242925,0.214114,0.081463,0.50632
dio_mcm_episode_1kwexso,nebenrolle,nebenrolle,25,25,0,10,10,0,BTC_1H_C,BTC_1H_C:3;BTC_SHIFT_2025_1H_4000_5000:3;DOGE_1H_B:3;PAXG_1H_A:3;REAL_FOLLOW_SOL_6000:3;REAL_TIME_2024_SOL_ALTSEQ_A:3;SOL_10K_A:3;REAL_TIME_2023_SOL_ALTSEQ_A:2;BTC_1H_A:1;BTC_SHIFT_2025_30M_10000_11000:1,sol:11;btc:4;shift:4;doge:3;paxg:3,0.210817,0.141695,0.131297,0.5403
dio_mcm_episode_17i3weh,nebenrolle,nebenrolle,25,25,0,10,10,0,BTC_LONG_2024_5M_QUIET,BTC_LONG_2024_5M_QUIET:7;SOL_10K_A:5;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_EQ10K_PAXG_2024_5M:2;PAXG_1846_A:2;REAL_FOLLOW_BTC_6000:2;DOGE_1H_A:1;FOLLOW_DOGE_2024_5M_2000:1;FOLLOW_EQ10K_XRP_2024_5M:1;REAL_FOLLOW_PAXG_6000:1,quiet:7;doge:5;paxg:5;sol:5;btc:2;xrp:1,0.200511,0.05355,0.083553,0.5403
dio_mcm_episode_1xdh0bk,nebenrolle,nebenrolle,24,24,0,12,12,0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M:5;FOLLOW_EQ10K_XRP_2024_5M:3;QUIET_NEAR_PAXG2024_1H:3;BTC_STRESS_2024_5M:2;REAL_FOLLOW_SOL_6000:2;REAL_FOLLOW_XRP_6000:2;REAL_TIME_2024_SOL_ALTSEQ_A:2;FOLLOW_EQ10K_PAXG_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;REAL_FOLLOW_DOGE_6000:1,xrp:8;doge:6;sol:4;quiet:3;stress:2;paxg:1,0.216622,0.105085,0.096875,0.524768
dio_mcm_episode_0y53nyb,nebenrolle,nebenrolle,23,23,0,11,11,0,BTC_1H_B,BTC_1H_B:3;BTC_FIELD_QUIET_04:3;BTC_FIELD_QUIET_05:3;BTC_STRESS_2024_5M:3;BTC_STRESS_2025_5M:3;BTC_LONG_2024_5M_QUIET:2;QUIET_NEAR_SOL_SIDEWAYS:2;BTC_1H_A:1;BTC_SHIFT_2025_30M_10000_11000:1;FOLLOW_EQ10K_XRP_2024_5M:1,quiet:10;stress:6;btc:4;shift:1;xrp:1;paxg:1,0.19954,0.218907,0.125484,0.536559
dio_mcm_episode_0nn6ri9,nebenrolle,nebenrolle,22,22,0,10,10,0,BTC_1H_C,BTC_1H_C:3;BTC_SHIFT_2025_1H_4000_5000:3;QUIET_NEAR_PAXG2025_1H:3;REAL_FOLLOW_SOL_6000:3;SOL_10K_A:3;DOGE_1H_B:2;PAXG_1H_A:2;BTC_1H_A:1;FOLLOW_KAS_2024_5M_2000:1;REAL_TIME_2024_SOL_ALTSEQ_A:1,sol:7;btc:4;shift:3;quiet:3;doge:2;paxg:2;other:1,0.203224,0.124369,0.091176,0.549321
dio_mcm_episode_0iiwvci,nebenrolle,nebenrolle,21,21,0,15,15,0,BTC_10K_A,BTC_10K_A:3;BTC_FIELD_QUIET_03:2;DOGE_1H_A:2;FOLLOW_EQ10K_DOGE_2024_5M:2;XRP_1H_A:2;BTC_FIELD_QUIET_05:1;FOLLOW_DOGE_2024_5M_2000:1;FOLLOW_EQ10K_PAXG_2024_5M:1;FOLLOW_PAXG_2024_5M_2000:1;FOLLOW_XRP_2024_5M_2000:1,doge:6;quiet:5;xrp:4;btc:3;paxg:3,0.242188,0.063048,0.078209,0.511657
dio_mcm_episode_1elnwvw,nebenrolle,nebenrolle,21,21,0,8,8,0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02:3;BTC_SHIFT_2025_15M_16000_17000:3;FOLLOW_XRP_2024_5M_2000:3;QUIET_NEAR_BTC_FIELD_01:3;QUIET_NEAR_PAXG2024_1H:3;REAL_TIME_2024_XRP:3;REAL_FOLLOW_PAXG_6000:2;QUIET_NEAR_SOL_SIDEWAYS:1,quiet:10;xrp:6;shift:3;paxg:2,0.175474,0.111391,0.136629,0.575139
dio_mcm_episode_0ptcfn6,nebenrolle,nebenrolle,20,20,0,9,9,0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET:3;FOLLOW_PAXG_2024_5M_2000:3;QUIET_NEAR_BTC_1869:3;REAL_TIME_2024_PAXG:3;XRP_1H_A:3;FOLLOW_EQ10K_XRP_2024_5M:2;BTC_10K_A:1;BTC_1H_A:1;REAL_FOLLOW_XRP_6000:1,quiet:6;xrp:6;paxg:6;btc:2,0.189766,0.048858,0.083967,0.566688
dio_mcm_episode_1dxx3n8,nebenrolle,nebenrolle,19,19,0,8,8,0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A:5;PAXG_1846_A:3;REAL_FOLLOW_PAXG_6000:3;REAL_TIME_2024_BTC_5M:3;REAL_FOLLOW_BTC_6000:2;BTC_LONG_2025_5M_QUIET:1;QUIET_NEAR_BTC_1869:1;REAL_TIME_2024_PAXG:1,paxg:7;btc:5;sol:5;quiet:2,0.168701,0.045227,0.102233,0.582203
dio_mcm_episode_1r085q1,nebenrolle,nebenrolle,17,17,0,12,12,0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_EQ10K_XRP_2024_5M:2;REAL_TIME_2023_SOL_ALTSEQ_A:2;REAL_TIME_2024_BTC_5M:2;REAL_TIME_2024_SOL_ALTSEQ_A:2;BTC_STRESS_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;QUIET_NEAR_PAXG2024_1H:1;REAL_FOLLOW_BTC_6000:1;REAL_FOLLOW_DOGE_6000:1,xrp:5;sol:4;doge:3;btc:3;stress:1;quiet:1,0.202007,0.081788,0.076203,0.549105
dio_mcm_episode_1o136gs,nebenrolle,nebenrolle,17,17,0,8,8,0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_EQ10K_XRP_2024_5M:3;BTC_1H_A:2;BTC_SHIFT_2025_15M_16000_17000:2;BTC_STRESS_2024_5M:2;REAL_FOLLOW_DOGE_6000:2;REAL_TIME_2024_BTC_5M:2;REAL_TIME_2023_SOL_ALTSEQ_A:1,doge:5;btc:4;xrp:3;shift:2;stress:2;sol:1,0.167051,0.147405,0.078532,0.590052
dio_mcm_episode_1u5i0pf,nebenrolle,nebenrolle,16,16,0,11,11,0,FOLLOW_XRP_2024_5M_2000,FOLLOW_XRP_2024_5M_2000:3;REAL_TIME_2024_XRP:3;FOLLOW_DOGE_2024_5M_2000:2;BTC_10K_A:1;BTC_1H_B:1;BTC_FIELD_QUIET_03:1;BTC_SHIFT_2025_15M_16000_17000:1;FOLLOW_EQ10K_PAXG_2024_5M:1;QUIET_NEAR_BTC_FIELD_01:1;REAL_FOLLOW_PAXG_6000:1,xrp:7;btc:2;quiet:2;doge:2;paxg:2;shift:1,0.181642,0.077003,0.111654,0.56217
dio_mcm_episode_0y7hhur,nebenrolle,nebenrolle,16,16,0,8,8,0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A:5;REAL_TIME_2024_BTC_5M:4;PAXG_1846_A:2;BTC_LONG_2025_5M_QUIET:1;QUIET_NEAR_BTC_1869:1;REAL_FOLLOW_PAXG_6000:1;REAL_FOLLOW_XRP_6000:1;REAL_TIME_2024_PAXG:1,sol:5;paxg:4;btc:4;quiet:2;xrp:1,0.154289,0.041799,0.081654,0.594331
dio_mcm_episode_1dpkuqy,nebenrolle,nebenrolle,15,15,0,11,11,0,BTC_10K_A,BTC_10K_A:2;FOLLOW_XRP_2024_5M_2000:2;QUIET_NEAR_PAXG2024_1H:2;REAL_TIME_2024_XRP:2;BTC_1H_C:1;BTC_SHIFT_2025_1H_4000_5000:1;BTC_SHIFT_2025_30M_10000_11000:1;BTC_STRESS_2025_5M:1;DOGE_1H_A:1;FOLLOW_EQ10K_DOGE_2024_5M:1,xrp:5;btc:3;shift:2;doge:2;quiet:2;stress:1,0.186962,0.145178,0.083089,0.566725
dio_mcm_episode_1xngm0j,nebenrolle,nebenrolle,15,15,0,9,9,0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M:5;FOLLOW_XRP_2024_5M_2000:2;REAL_TIME_2024_XRP:2;BTC_STRESS_2024_5M:1;FOLLOW_EQ10K_XRP_2024_5M:1;REAL_FOLLOW_DOGE_6000:1;REAL_FOLLOW_XRP_6000:1;REAL_TIME_2023_SOL_ALTSEQ_A:1;REAL_TIME_2024_SOL_ALTSEQ_A:1,doge:6;xrp:6;sol:2;stress:1,0.151327,0.069566,0.101205,0.58699
dio_mcm_episode_0qm3991,nebenrolle,nebenrolle,15,15,0,8,8,0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET:3;QUIET_NEAR_BTC_1869:3;BTC_1H_A:2;FOLLOW_PAXG_2024_5M_2000:2;REAL_TIME_2024_PAXG:2;BTC_SHIFT_2025_30M_10000_11000:1;QUIET_NEAR_SOL_SIDEWAYS:1;XRP_1H_A:1,quiet:7;paxg:4;btc:2;shift:1;xrp:1,0.148838,0.064888,0.119099,0.598885
