preview_symbol,field_function_class,field_function_variant,field_function_confidence,depth_score,depth_state,world_count,count,avg_afterimage,avg_recurrence,avg_rekopplung,avg_strain,avg_sensory_coupling,last_world,worlds,effects,passive_only,influences_action,is_gate,is_motoric
dio_mcm_episode_0c2acj0,active_recoupling,distributed_active_recoupling,0.665394,0.728586,multiworld_depth_seed,5,5,0.495526,0.60469,0.714811,0.142629,0.853977,FF_SOL_STABLE_2026_10K,BTC_10K_A:1; BTC_FIELD_QUIET_03:1; BTC_FIELD_QUIET_05:1; FF_SOL_STABLE_2026_10K:1; REAL_FOLLOW_PAXG_6000:1,stabil:5,1,0,0,0
dio_mcm_episode_05w9z7v,milieu_island,quiet_deep_recoupling,0.654211,0.727958,recurring_depth_seed,2,6,0.731873,0.827682,0.727946,0.145859,0.860073,FF_PAXG_2024_10K,FF_PAXG_2024_10K:3; REAL_TIME_2024_PAXG:3,stabil:6,1,0,0,0
dio_mcm_episode_1yxc2ug,active_recoupling,distributed_active_recoupling,0.80289,0.727123,multiworld_depth_seed,27,1642,0.534923,0.595135,0.69901,0.167029,0.829505,FF_DOGE_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:294; FOLLOW_EQ10K_XRP_2024_5M:210; REAL_FOLLOW_XRP_6000:168; FF_DOGE_2024_10K:126; FOLLOW_DOGE_2024_5M_2000:126; REAL_FOLLOW_DOGE_6000:115; REAL_FOLLOW_SOL_6000:113; SOL_10K_A:100,stabil:1642,1,0,0,0
dio_mcm_episode_1rj8742,active_recoupling,distributed_active_recoupling,0.813036,0.725923,multiworld_depth_seed,44,19601,0.505046,0.591639,0.709779,0.153767,0.856774,FF_PAXG_2024_10K,REAL_FOLLOW_BTC_6000:1547; BTC_STRESS_2025_5M:870; FOLLOW_EQ10K_PAXG_2024_5M:858; REAL_FOLLOW_XRP_6000:838; REAL_FOLLOW_DOGE_6000:750; FF_SOL_STABLE_2026_10K:719; BTC_FIELD_QUIET_04:718; BTC_LONG_2024_5M_QUIET:694,stabil:19601,1,0,0,0
dio_mcm_episode_0wgvtdq,active_recoupling,distributed_active_recoupling,0.709599,0.724533,multiworld_depth_seed,13,37,0.543458,0.597739,0.689609,0.180546,0.804776,FF_BTC_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:7; FOLLOW_EQ10K_XRP_2024_5M:7; REAL_FOLLOW_SOL_6000:5; FF_SOL_STABLE_2026_10K:3; FF_BTC_2024_10K:2; QUIET_NEAR_PAXG2024_1H:2; REAL_FOLLOW_DOGE_6000:2; REAL_FOLLOW_XRP_6000:2,stabil:37,1,0,0,0
dio_mcm_episode_1qlxgj7,active_recoupling,distributed_active_recoupling,0.810246,0.722169,multiworld_depth_seed,45,18981,0.507714,0.58345,0.704444,0.159738,0.846058,FF_PAXG_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:2420; FOLLOW_EQ10K_DOGE_2024_5M:2338; FOLLOW_EQ10K_PAXG_2024_5M:1153; FF_DOGE_2024_10K:1109; FOLLOW_DOGE_2024_5M_2000:1109; REAL_FOLLOW_SOL_6000:1032; REAL_FOLLOW_DOGE_6000:921; REAL_FOLLOW_XRP_6000:890,stabil:18981,1,0,0,0
dio_mcm_episode_163b6v6,milieu_island,quiet_deep_recoupling,0.644162,0.719448,recurring_depth_seed,2,4,0.716125,0.811638,0.723655,0.151182,0.853561,FF_SOL_STABLE_2026_10K,FF_SOL_STABLE_2026_10K:3; FOLLOW_EQ10K_XRP_2024_5M:1,stabil:4,1,0,0,0
dio_mcm_episode_0wyfujk,active_recoupling,distributed_active_recoupling,0.730087,0.718661,multiworld_depth_seed,10,25,0.486687,0.563061,0.714982,0.149044,0.870717,FF_DOGE_2024_10K,FOLLOW_EQ10K_PAXG_2024_5M:6; FOLLOW_EQ10K_XRP_2024_5M:6; BTC_STRESS_2024_5M:2; FOLLOW_EQ10K_DOGE_2024_5M:2; FOLLOW_XRP_2024_5M_2000:2; REAL_FOLLOW_PAXG_6000:2; REAL_TIME_2024_XRP:2; BTC_FIELD_QUIET_02:1,stabil:25,1,0,0,0
dio_mcm_episode_1eav7xq,active_recoupling,distributed_active_recoupling,0.810542,0.716886,multiworld_depth_seed,43,553,0.50011,0.570854,0.702121,0.162603,0.842329,FF_PAXG_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:89; FOLLOW_EQ10K_DOGE_2024_5M:81; FOLLOW_EQ10K_PAXG_2024_5M:27; FOLLOW_XRP_2024_5M_2000:24; REAL_FOLLOW_DOGE_6000:23; REAL_TIME_2024_XRP:21; FF_SOL_STABLE_2026_10K:18; SOL_10K_A:17,stabil:553,1,0,0,0
dio_mcm_episode_0izppf1,active_recoupling,distributed_active_recoupling,0.726839,0.714631,multiworld_depth_seed,24,86,0.525826,0.583133,0.682986,0.187159,0.789688,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:13; REAL_FOLLOW_SOL_6000:11; FOLLOW_EQ10K_DOGE_2024_5M:7; SOL_10K_A:7; FF_SOL_STABLE_2026_10K:5; FOLLOW_XRP_2024_5M_2000:5; REAL_FOLLOW_DOGE_6000:5; REAL_TIME_2024_XRP:5,stabil:86,1,0,0,0
dio_mcm_episode_0he6atw,active_recoupling,distributed_active_recoupling,0.736946,0.713736,multiworld_depth_seed,14,35,0.477669,0.546801,0.71489,0.14399,0.875207,FF_DOGE_2024_10K,BTC_LONG_2024_5M_QUIET:7; FOLLOW_EQ10K_DOGE_2024_5M:5; DOGE_1H_B:4; PAXG_1846_A:4; DOGE_1H_A:3; REAL_FOLLOW_BTC_6000:3; FF_SOL_STABLE_2026_10K:2; FF_DOGE_2024_10K:1,stabil:35,1,0,0,0
dio_mcm_episode_08q1993,active_recoupling,distributed_active_recoupling,0.70466,0.713123,multiworld_depth_seed,10,34,0.53273,0.580529,0.676713,0.19807,0.789065,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:12; FOLLOW_EQ10K_DOGE_2024_5M:9; REAL_FOLLOW_XRP_6000:3; FOLLOW_XRP_2024_5M_2000:2; REAL_FOLLOW_SOL_6000:2; REAL_TIME_2024_XRP:2; BTC_STRESS_2025_5M:1; FF_DOGE_2024_10K:1,stabil:34,1,0,0,0
dio_mcm_episode_15z3zml,active_recoupling,distributed_active_recoupling,0.804923,0.712057,multiworld_depth_seed,27,305,0.505835,0.562384,0.693741,0.17067,0.821173,FF_DOGE_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:56; FOLLOW_EQ10K_XRP_2024_5M:40; SOL_10K_A:21; REAL_FOLLOW_SOL_6000:20; REAL_FOLLOW_XRP_6000:17; FF_DOGE_2024_10K:15; FOLLOW_DOGE_2024_5M_2000:15; BTC_10K_A:13,stabil:305,1,0,0,0
dio_mcm_episode_14sn1ov,active_recoupling,distributed_active_recoupling,0.807789,0.711288,multiworld_depth_seed,34,387,0.494978,0.561904,0.696903,0.166623,0.828121,FF_DOGE_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:57; FOLLOW_EQ10K_XRP_2024_5M:36; BTC_10K_A:22; FOLLOW_XRP_2024_5M_2000:21; FF_DOGE_2024_10K:20; FOLLOW_DOGE_2024_5M_2000:20; REAL_TIME_2024_XRP:19; SOL_10K_A:19,stabil:387,1,0,0,0
dio_mcm_episode_10r2mum,active_recoupling,distributed_active_recoupling,0.8262,0.708268,multiworld_depth_seed,9,1908,0.449806,0.541155,0.718836,0.145935,0.874046,FF_PAXG_2024_10K,PAXG_1846_A:1384; REAL_TIME_2024_PAXG:109; FF_PAXG_2024_10K:108; FOLLOW_PAXG_2024_5M_2000:108; REAL_FOLLOW_PAXG_6000:101; FOLLOW_EQ10K_PAXG_2024_5M:39; BTC_FIELD_QUIET_04:25; BTC_FIELD_QUIET_03:18,stabil:1908,1,0,0,0
dio_mcm_episode_1iu6jdr,milieu_island,quiet_deep_recoupling,0.631931,0.707875,recurring_depth_seed,2,4,0.692418,0.785569,0.720095,0.153412,0.852261,FF_PAXG_2024_10K,FF_PAXG_2024_10K:2; REAL_TIME_2024_PAXG:2,stabil:4,1,0,0,0
dio_mcm_episode_0tnueiv,active_recoupling,distributed_active_recoupling,0.741759,0.705564,multiworld_depth_seed,18,48,0.456412,0.536601,0.711263,0.146644,0.865244,FF_SOL_STABLE_2026_10K,DOGE_1H_B:8; PAXG_1846_A:6; FOLLOW_EQ10K_PAXG_2024_5M:5; REAL_FOLLOW_PAXG_6000:4; DOGE_1H_A:3; QUIET_NEAR_BTC_FIELD_01:3; REAL_FOLLOW_BTC_6000:3; BTC_1H_A:2,stabil:48,1,0,0,0
dio_mcm_episode_19ry8iv,milieu_island,local_milieu_seed,0.624327,0.701521,recurring_depth_seed,2,4,0.68253,0.744048,0.728707,0.140779,0.879623,FF_DOGE_2024_10K,FF_DOGE_2024_10K:2; FOLLOW_DOGE_2024_5M_2000:2,stabil:4,1,0,0,0
dio_mcm_episode_0bsaqu1,active_recoupling,distributed_active_recoupling,0.81524,0.699322,multiworld_depth_seed,44,502,0.46382,0.529437,0.698089,0.164276,0.840091,FF_PAXG_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:78; FOLLOW_EQ10K_DOGE_2024_5M:65; FOLLOW_EQ10K_PAXG_2024_5M:28; SOL_10K_A:22; FF_SOL_STABLE_2026_10K:20; FOLLOW_XRP_2024_5M_2000:20; REAL_FOLLOW_DOGE_6000:19; REAL_TIME_2024_XRP:16,stabil:502,1,0,0,0
dio_mcm_episode_0hvxln3,active_recoupling,distributed_active_recoupling,0.818436,0.697503,multiworld_depth_seed,41,371,0.451313,0.524729,0.701879,0.157633,0.845422,FF_PAXG_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:55; FOLLOW_EQ10K_XRP_2024_5M:55; FOLLOW_EQ10K_PAXG_2024_5M:31; REAL_TIME_2023_SOL_ALTSEQ_A:20; SOL_10K_A:15; BTC_10K_A:14; FF_DOGE_2024_10K:14; FOLLOW_DOGE_2024_5M_2000:14,stabil:371,1,0,0,0
dio_mcm_episode_0vcr3lw,active_recoupling,distributed_active_recoupling,0.817779,0.695382,multiworld_depth_seed,42,469,0.449502,0.521466,0.699176,0.160833,0.842919,FF_PAXG_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:76; FOLLOW_EQ10K_DOGE_2024_5M:59; FOLLOW_EQ10K_PAXG_2024_5M:29; REAL_TIME_2023_SOL_ALTSEQ_A:18; FF_DOGE_2024_10K:17; FOLLOW_DOGE_2024_5M_2000:17; FOLLOW_XRP_2024_5M_2000:17; SOL_10K_A:17,stabil:469,1,0,0,0
dio_mcm_episode_05kq3k9,milieu_island,local_milieu_seed,0.613002,0.692429,recurring_depth_seed,2,3,0.641986,0.732535,0.731547,0.131708,0.881538,FF_SOL_STABLE_2026_10K,FF_SOL_STABLE_2026_10K:2; REAL_FOLLOW_XRP_6000:1,stabil:3,1,0,0,0
dio_mcm_episode_13vl4wk,active_recoupling,distributed_active_recoupling,0.817661,0.688719,multiworld_depth_seed,6,228,0.406797,0.506878,0.709309,0.14727,0.864975,FF_PAXG_2024_10K,BTC_STRESS_2024_5M:177; DOGE_1H_B:37; FF_PAXG_2024_10K:4; FOLLOW_PAXG_2024_5M_2000:4; REAL_TIME_2024_PAXG:4; FOLLOW_EQ10K_XRP_2024_5M:2,stabil:228,1,0,0,0
dio_mcm_episode_1b5t3hr,milieu_island,local_milieu_seed,0.608844,0.688143,recurring_depth_seed,2,3,0.624128,0.750385,0.723245,0.142793,0.851885,FF_SOL_STABLE_2026_10K,REAL_TIME_2023_SOL_ALTSEQ_A:2; FF_SOL_STABLE_2026_10K:1,stabil:3,1,0,0,0
dio_mcm_episode_08g1nk4,active_recoupling,distributed_active_recoupling,0.813357,0.687912,multiworld_depth_seed,38,367,0.445385,0.509144,0.691387,0.169835,0.822411,FF_DOGE_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:44; FOLLOW_EQ10K_XRP_2024_5M:38; FOLLOW_XRP_2024_5M_2000:19; FF_SOL_STABLE_2026_10K:18; REAL_TIME_2024_XRP:18; FF_DOGE_2024_10K:17; FOLLOW_DOGE_2024_5M_2000:17; BTC_10K_A:16,stabil:367,1,0,0,0
dio_mcm_episode_0tfzgic,active_recoupling,distributed_active_recoupling,0.825046,0.687711,multiworld_depth_seed,32,8251,0.418584,0.502827,0.703782,0.153266,0.855557,FF_DOGE_2024_10K,REAL_TIME_2024_SOL_ALTSEQ_A:1804; BTC_LONG_2025_5M_QUIET:1320; QUIET_NEAR_BTC_1869:1317; QUIET_NEAR_PAXG2025_1H:723; QUIET_NEAR_PAXG2024_1H:603; BTC_FIELD_QUIET_02:503; DOGE_1H_A:297; BTC_1H_B:290,stabil:8251,1,0,0,0
dio_mcm_episode_1q5a6n7,milieu_island,local_milieu_seed,0.606417,0.687245,recurring_depth_seed,2,2,0.623371,0.725275,0.732216,0.130565,0.877525,FF_SOL_STABLE_2026_10K,BTC_1H_A:1; FF_SOL_STABLE_2026_10K:1,stabil:2,1,0,0,0
dio_mcm_episode_0whyn34,active_recoupling,distributed_active_recoupling,0.724652,0.671799,multiworld_depth_seed,24,48,0.420919,0.490481,0.677758,0.184509,0.782366,FF_DOGE_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:7; FF_DOGE_2024_10K:3; FOLLOW_DOGE_2024_5M_2000:3; FOLLOW_EQ10K_XRP_2024_5M:3; QUIET_NEAR_PAXG2025_1H:3; REAL_FOLLOW_DOGE_6000:3; REAL_FOLLOW_SOL_6000:3; SOL_10K_A:3,stabil:48,1,0,0,0
dio_mcm_episode_0m8cxz1,active_recoupling,distributed_active_recoupling,0.832759,0.67151,multiworld_depth_seed,24,1216,0.381408,0.458908,0.704128,0.15106,0.862941,FF_PAXG_2024_10K,BTC_LONG_2025_5M_QUIET:330; QUIET_NEAR_BTC_1869:330; FOLLOW_EQ10K_XRP_2024_5M:99; FOLLOW_EQ10K_PAXG_2024_5M:83; BTC_FIELD_QUIET_05:55; BTC_FIELD_QUIET_04:47; BTC_FIELD_QUIET_02:40; BTC_STRESS_2024_5M:39,stabil:1216,1,0,0,0
dio_mcm_episode_0ws9wvs,active_recoupling,distributed_active_recoupling,0.734917,0.671306,multiworld_depth_seed,11,34,0.401921,0.471809,0.689726,0.173641,0.835887,FF_PAXG_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:12; FOLLOW_EQ10K_DOGE_2024_5M:8; SOL_10K_A:3; FOLLOW_EQ10K_PAXG_2024_5M:2; FOLLOW_XRP_2024_5M_2000:2; REAL_TIME_2023_SOL_ALTSEQ_A:2; FF_PAXG_2024_10K:1; FOLLOW_PAXG_2024_5M_2000:1,stabil:34,1,0,0,0
dio_mcm_episode_0wo0tz1,active_recoupling,distributed_active_recoupling,0.832693,0.66886,multiworld_depth_seed,31,5254,0.366656,0.46172,0.70389,0.149207,0.857957,FF_PAXG_2024_10K,BTC_FIELD_QUIET_03:442; BTC_STRESS_2025_5M:419; BTC_STRESS_2024_5M:401; XRP_1H_A:330; FF_PAXG_2024_10K:327; FOLLOW_PAXG_2024_5M_2000:327; REAL_TIME_2024_PAXG:327; BTC_10K_A:313,stabil:5254,1,0,0,0
dio_mcm_episode_17i3weh,active_recoupling,distributed_active_recoupling,0.747024,0.668423,multiworld_depth_seed,11,26,0.376247,0.442601,0.706981,0.146541,0.872675,FF_DOGE_2024_10K,BTC_LONG_2024_5M_QUIET:7; SOL_10K_A:5; FOLLOW_EQ10K_DOGE_2024_5M:3; FOLLOW_EQ10K_PAXG_2024_5M:2; PAXG_1846_A:2; REAL_FOLLOW_BTC_6000:2; DOGE_1H_A:1; FF_DOGE_2024_10K:1,stabil:26,1,0,0,0
dio_mcm_episode_16rq8r1,active_recoupling,distributed_active_recoupling,0.733774,0.668353,multiworld_depth_seed,16,46,0.401071,0.475824,0.682941,0.183295,0.814886,FF_DOGE_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:13; FOLLOW_EQ10K_XRP_2024_5M:11; FOLLOW_EQ10K_PAXG_2024_5M:7; FOLLOW_XRP_2024_5M_2000:2; REAL_TIME_2024_XRP:2; BTC_FIELD_QUIET_04:1; BTC_LONG_2024_5M_QUIET:1; BTC_STRESS_2024_5M:1,stabil:46,1,0,0,0
dio_mcm_episode_0rbjarj,active_recoupling,distributed_active_recoupling,0.835103,0.662712,multiworld_depth_seed,11,2365,0.352473,0.446132,0.703743,0.147936,0.858708,FF_BTC_2024_10K,REAL_FOLLOW_PAXG_6000:616; QUIET_NEAR_BTC_1869:373; BTC_LONG_2025_5M_QUIET:370; FF_SOL_STABLE_2026_10K:343; BTC_FIELD_QUIET_04:294; REAL_TIME_2023_SOL_ALTSEQ_A:117; REAL_TIME_2024_BTC_5M:100; FF_BTC_2024_10K:99,stabil:2365,1,0,0,0
dio_mcm_episode_1foqdcq,active_recoupling,distributed_active_recoupling,0.751532,0.65679,multiworld_depth_seed,18,28,0.343649,0.420465,0.706293,0.148837,0.87181,FF_PAXG_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:5; FF_DOGE_2024_10K:2; FOLLOW_DOGE_2024_5M_2000:2; FOLLOW_EQ10K_PAXG_2024_5M:2; REAL_FOLLOW_BTC_6000:2; REAL_TIME_2024_SOL_ALTSEQ_A:2; SOL_10K_A:2; BTC_LONG_2024_5M_QUIET:1,stabil:28,1,0,0,0
dio_mcm_episode_0bb4ews,active_recoupling,distributed_active_recoupling,0.700785,0.654698,multiworld_depth_seed,9,16,0.40221,0.474022,0.658342,0.207586,0.731674,FF_DOGE_2024_10K,FF_DOGE_2024_10K:3; FOLLOW_DOGE_2024_5M_2000:3; FOLLOW_EQ10K_DOGE_2024_5M:3; FOLLOW_EQ10K_XRP_2024_5M:2; BTC_10K_A:1; BTC_STRESS_2025_5M:1; REAL_FOLLOW_DOGE_6000:1; REAL_FOLLOW_XRP_6000:1,stabil:16,1,0,0,0
dio_mcm_episode_16rn392,active_recoupling,distributed_active_recoupling,0.727699,0.651302,multiworld_depth_seed,10,35,0.377326,0.440623,0.673017,0.193222,0.793493,FF_BTC_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:16; FOLLOW_EQ10K_DOGE_2024_5M:6; FOLLOW_XRP_2024_5M_2000:3; FOLLOW_EQ10K_PAXG_2024_5M:2; REAL_TIME_2023_SOL_ALTSEQ_A:2; REAL_TIME_2024_XRP:2; FF_BTC_2024_10K:1; REAL_FOLLOW_XRP_6000:1,stabil:35,1,0,0,0
dio_mcm_episode_16hqn22,active_recoupling,distributed_active_recoupling,0.760083,0.649159,multiworld_depth_seed,27,80,0.342909,0.422234,0.690769,0.163474,0.827961,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:14; FOLLOW_EQ10K_DOGE_2024_5M:11; FOLLOW_XRP_2024_5M_2000:7; REAL_FOLLOW_SOL_6000:5; REAL_TIME_2023_SOL_ALTSEQ_A:4; REAL_TIME_2024_XRP:4; SOL_10K_A:4; FOLLOW_EQ10K_PAXG_2024_5M:3,stabil:80,1,0,0,0
dio_mcm_episode_171moy1,active_recoupling,distributed_active_recoupling,0.757481,0.643447,multiworld_depth_seed,24,93,0.349,0.415296,0.680189,0.17605,0.799816,FF_DOGE_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:13; FOLLOW_EQ10K_XRP_2024_5M:9; REAL_FOLLOW_XRP_6000:7; FF_SOL_STABLE_2026_10K:5; REAL_FOLLOW_DOGE_6000:5; BTC_10K_A:4; FF_BTC_2024_10K:4; FF_DOGE_2024_10K:4,stabil:93,1,0,0,0
dio_mcm_episode_169719n,active_recoupling,distributed_active_recoupling,0.740646,0.641281,multiworld_depth_seed,7,7,0.332534,0.382653,0.694694,0.154966,0.850255,FF_SOL_STABLE_2026_10K,BTC_STRESS_2025_5M:1; DOGE_1H_B:1; FF_SOL_STABLE_2026_10K:1; FOLLOW_EQ10K_PAXG_2024_5M:1; REAL_FOLLOW_XRP_6000:1; REAL_TIME_2023_SOL_ALTSEQ_A:1; REAL_TIME_2024_SOL_ALTSEQ_A:1,stabil:7,1,0,0,0
dio_mcm_episode_1ymlx26,active_recoupling,distributed_active_recoupling,0.759245,0.633515,multiworld_depth_seed,10,16,0.265978,0.372735,0.710546,0.130572,0.879815,FF_PAXG_2024_10K,FF_PAXG_2024_10K:3; FOLLOW_PAXG_2024_5M_2000:3; REAL_TIME_2024_PAXG:3; BTC_10K_A:1; FOLLOW_EQ10K_DOGE_2024_5M:1; FOLLOW_EQ10K_XRP_2024_5M:1; REAL_FOLLOW_DOGE_6000:1; REAL_FOLLOW_PAXG_6000:1,stabil:16,1,0,0,0
dio_mcm_episode_1iqqtis,milieu_island,local_milieu_seed,0.616389,0.632229,local_depth_seed,1,2,0.66883,0.6875,0.721189,0.171781,0.863766,FF_PAXG_2024_10K,FF_PAXG_2024_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_13yo8ly,active_recoupling,distributed_active_recoupling,0.747163,0.630629,multiworld_depth_seed,14,30,0.301281,0.37434,0.690149,0.155461,0.826036,FF_SOL_STABLE_2026_10K,BTC_1H_A:3; BTC_FIELD_QUIET_02:3; FOLLOW_EQ10K_DOGE_2024_5M:3; FOLLOW_KAS_2024_5M_2000:3; REAL_FOLLOW_SOL_6000:3; SOL_10K_A:3; BTC_FIELD_QUIET_05:2; BTC_STRESS_2025_5M:2,stabil:30,1,0,0,0
dio_mcm_episode_0bl40lr,milieu_island,local_milieu_seed,0.54475,0.621856,recurring_depth_seed,2,2,0.573459,0.642857,0.653384,0.232756,0.715353,FF_BTC_2024_10K,FF_BTC_2024_10K:1; REAL_TIME_2024_BTC_5M:1,stabil:2,1,0,0,0
dio_mcm_episode_0nu3wih,active_recoupling,distributed_active_recoupling,0.844532,0.620119,multiworld_depth_seed,23,2957,0.26651,0.348719,0.692097,0.154957,0.84741,FF_DOGE_2024_10K,QUIET_NEAR_PAXG2025_1H:699; FOLLOW_KAS_2024_5M_2000:449; QUIET_NEAR_BTC_FIELD_01:432; SOL_10K_A:406; REAL_TIME_2024_SOL_ALTSEQ_A:219; XRP_1H_A:161; BTC_SHIFT_2025_30M_10000_11000:155; BTC_1H_B:88,stabil:2957,1,0,0,0
dio_mcm_episode_1ok0idp,milieu_island,local_milieu_seed,0.536746,0.619697,recurring_depth_seed,2,4,0.508853,0.555921,0.712069,0.145399,0.855987,FF_PAXG_2024_10K,FF_PAXG_2024_10K:2; REAL_TIME_2024_PAXG:2,stabil:4,1,0,0,0
dio_mcm_episode_00svqqo,active_recoupling,distributed_active_recoupling,0.787914,0.613397,multiworld_depth_seed,11,100,0.243669,0.331857,0.695659,0.146627,0.849778,FF_DOGE_2024_10K,BTC_10K_A:26; REAL_FOLLOW_XRP_6000:23; PAXG_1H_A:12; BTC_STRESS_2025_5M:9; FF_BTC_2024_10K:8; REAL_TIME_2024_BTC_5M:7; FF_DOGE_2024_10K:5; FOLLOW_DOGE_2024_5M_2000:5,stabil:100,1,0,0,0
dio_mcm_episode_1tyoa8j,active_recoupling,distributed_active_recoupling,0.715714,0.608782,multiworld_depth_seed,8,10,0.305462,0.353016,0.655164,0.203431,0.738211,FF_BTC_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:3; BTC_10K_A:1; FF_BTC_2024_10K:1; FOLLOW_EQ10K_PAXG_2024_5M:1; REAL_FOLLOW_DOGE_6000:1; REAL_FOLLOW_SOL_6000:1; REAL_TIME_2023_SOL_ALTSEQ_A:1; REAL_TIME_2024_BTC_5M:1,stabil:10,1,0,0,0
dio_mcm_episode_0jk5x97,active_recoupling,distributed_active_recoupling,0.683491,0.607135,multiworld_depth_seed,5,10,0.270053,0.337647,0.669516,0.182958,0.792779,FF_SOL_STABLE_2026_10K,FOLLOW_EQ10K_XRP_2024_5M:3; REAL_FOLLOW_DOGE_6000:3; FOLLOW_EQ10K_DOGE_2024_5M:2; FF_SOL_STABLE_2026_10K:1; QUIET_NEAR_PAXG2024_1H:1,stabil:10,1,0,0,0
dio_mcm_episode_0ajkz6f,active_recoupling,distributed_active_recoupling,0.64347,0.593081,multiworld_depth_seed,4,6,0.200376,0.311507,0.683111,0.154518,0.798307,FF_BTC_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:3; FF_BTC_2024_10K:1; FOLLOW_EQ10K_XRP_2024_5M:1; REAL_TIME_2024_BTC_5M:1,stabil:6,1,0,0,0
dio_mcm_episode_04d3kci,active_recoupling,distributed_active_recoupling,0.710842,0.590068,multiworld_depth_seed,6,10,0.258768,0.340278,0.641139,0.218352,0.705002,FF_SOL_STABLE_2026_10K,FF_SOL_STABLE_2026_10K:2; FOLLOW_EQ10K_DOGE_2024_5M:2; FOLLOW_XRP_2024_5M_2000:2; REAL_TIME_2024_XRP:2; FOLLOW_EQ10K_XRP_2024_5M:1; REAL_FOLLOW_DOGE_6000:1,stabil:10,1,0,0,0
dio_mcm_episode_1f9nms9,active_recoupling,distributed_active_recoupling,0.771086,0.586223,multiworld_depth_seed,12,21,0.169117,0.267574,0.697501,0.139993,0.865717,FF_DOGE_2024_10K,BTC_10K_A:3; BTC_FIELD_QUIET_03:2; BTC_STRESS_2024_5M:2; FF_DOGE_2024_10K:2; FOLLOW_DOGE_2024_5M_2000:2; FOLLOW_EQ10K_XRP_2024_5M:2; FOLLOW_XRP_2024_5M_2000:2; REAL_TIME_2024_XRP:2,stabil:21,1,0,0,0
dio_mcm_episode_0j53akt,active_recoupling,distributed_active_recoupling,0.765614,0.585888,multiworld_depth_seed,7,7,0.169674,0.260204,0.701243,0.129779,0.85775,FF_DOGE_2024_10K,BTC_LONG_2024_5M_QUIET:1; FF_DOGE_2024_10K:1; FOLLOW_DOGE_2024_5M_2000:1; FOLLOW_EQ10K_XRP_2024_5M:1; REAL_FOLLOW_PAXG_6000:1; REAL_FOLLOW_SOL_6000:1; SOL_10K_A:1,stabil:7,1,0,0,0
dio_mcm_episode_0nleev0,active_recoupling,distributed_active_recoupling,0.768057,0.57863,multiworld_depth_seed,8,21,0.182287,0.238731,0.686963,0.152717,0.854634,FF_PAXG_2024_10K,FF_DOGE_2024_10K:3; FF_PAXG_2024_10K:3; FOLLOW_DOGE_2024_5M_2000:3; FOLLOW_EQ10K_PAXG_2024_5M:3; FOLLOW_PAXG_2024_5M_2000:3; REAL_TIME_2024_PAXG:3; REAL_FOLLOW_SOL_6000:2; FF_SOL_STABLE_2026_10K:1,stabil:21,1,0,0,0
dio_mcm_episode_1x51840,active_recoupling,compact_carried_recoupling,0.500075,0.572299,recurring_depth_seed,2,2,0.448454,0.495798,0.659712,0.215306,0.780989,FF_PAXG_2024_10K,FF_PAXG_2024_10K:1; QUIET_NEAR_PAXG2024_1H:1,stabil:2,1,0,0,0
dio_mcm_episode_1xeuxgu,active_recoupling,distributed_active_recoupling,0.594532,0.570174,multiworld_depth_seed,3,7,0.264944,0.349882,0.695547,0.144096,0.828804,FF_BTC_2024_10K,FF_BTC_2024_10K:3; REAL_TIME_2024_BTC_5M:3; FOLLOW_EQ10K_XRP_2024_5M:1,stabil:7,1,0,0,0
dio_mcm_episode_1nl293i,active_recoupling,distributed_active_recoupling,0.680212,0.566348,multiworld_depth_seed,4,4,0.131457,0.194444,0.701047,0.131604,0.898785,FF_SOL_STABLE_2026_10K,BTC_STRESS_2024_5M:1; FF_SOL_STABLE_2026_10K:1; FOLLOW_EQ10K_DOGE_2024_5M:1; FOLLOW_EQ10K_XRP_2024_5M:1,stabil:4,1,0,0,0
