asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,window_start,row_type,worlds,avg_kernfamilien,avg_source_family_overlap,avg_source_kern_overlap,states,source_edge,kern_edge,afterimage_edge,temporal_edge,field_edge_score,reading,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
DOGE,start0_null_random_1000,36,9,1,7,0.16666666666666666,0.10344827586206896,0.14834399269444828,0.3214748942979688,randnahe_spannungszunahme,reifungsrolle_teilweise_reproduziert,null_random,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start0_null_shuffle_1000,36,32,1,2,0.3125,0.1,0.3851969338530292,0.3491451661547398,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start0_real_1000,36,3,2,6,0.12,0.04,0.0727240853137628,0.1669115387197631,randnahe_spannungszunahme,neue_oder_lokale_feldrollen,real,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0727240853137628,0.1669115387197631,,,real,,kind_summary,1,3.0,0.12,0.04,neue_oder_lokale_feldrollen:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.14834399269444828,0.3214748942979688,,,null_random,,kind_summary,1,9.0,0.16666666666666666,0.10344827586206896,reifungsrolle_teilweise_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.3851969338530292,0.3491451661547398,,,null_shuffle,,kind_summary,1,32.0,0.3125,0.1,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,,,,,,,,,,,,,0,window_summary,,,,,,-0.1925,-0.06344827586206897,-0.31247284853926643,-0.18223362743497667,-0.15088269553406752,nullwelt_staerker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_1fll,568,3,field_stabil,199,0.5993975903614458,0.7567482814070351,0.11883635175879396,0.8203457336683416,0.9353140452261307,232,0.7009063444108762,0.7592585344827586,0.12098667672413793,0.8892833577586207,0.9691965129310345,137,0.41389728096676737,0.760661204379562,0.1209967299270073,0.8928067372262773,0.9712427883211678,-0.18550030939467843,0.07246100355793572,0.03592874309503713,0.0021603781682133366,anschlussfaehige_oberflaeche
DOGE,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_1ygx,176,3,field_stabil,66,0.19879518072289157,0.7509120606060605,0.11373013636363637,0.7068310909090909,0.8821565303030302,15,0.045317220543806644,0.7568399333333333,0.12038473333333334,0.8696732666666667,0.9560699333333333,95,0.28700906344410876,0.7583002210526316,0.1197218,0.8778201157894736,0.9625065684210526,0.08821388272121719,0.1709890248803827,0.08035003811802244,0.005991663636363637,brueckenfamilie_wird_staerker
DOGE,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0g3b,118,2,field_stabil,40,0.12048192771084337,0.7473226000000001,0.11186700000000001,0.6224021,0.8419244000000001,78,0.23564954682779457,0.7560669615384615,0.11996238461538461,0.8615404230769231,0.9536717051282051,0,0.0,0.0,0.0,0.0,0.0,-0.12048192771084337,-0.6224021,-0.8419244000000001,-0.11186700000000001,anschlussfaehige_oberflaeche
DOGE,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_13o0,22,2,field_stabil,15,0.045180722891566265,0.7383698666666666,0.10340446666666667,0.37153226666666667,0.7217137333333333,0,0.0,0.0,0.0,0.0,0.0,7,0.021148036253776436,0.7821474285714285,0.12192014285714285,0.7119562857142857,0.8837595714285714,-0.02403268663778983,0.34042401904761904,0.1620458380952381,0.018515676190476185,phasenbruecke_lokal
DOGE,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0gfm,21,1,field_stabil,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,0.0634441087613293,0.7776120952380953,0.11213571428571428,0.4572619047619047,0.7637485238095238,0.0634441087613293,0.4572619047619047,0.7637485238095238,0.11213571428571428,randnahe_spannungszunahme
DOGE,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_1492,10,1,field_stabil,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10,0.030211480362537766,0.7663906,0.1189354,0.2709712,0.6550697,0.030211480362537766,0.2709712,0.6550697,0.1189354,randnahe_spannungszunahme
