row_type,phase_pairs,baseline_sources,baseline_phase_keys,followup_phase_keys,phase_repro_states,phase_transitions,phase_state_profile,phase_repro_state,count,share,asset,family,phase,baseline_attachment_quality,followup_attachment_quality,baseline_profile,followup_profile,baseline_observations,followup_observations,baseline_share,followup_share,baseline_rekopplung,followup_rekopplung,baseline_afterimage,followup_afterimage,baseline_temporal,followup_temporal
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_09bn,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.006622,0.006218,0.759491,0.758253,0.518304,0.430436,0.768824,0.724344
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_09bn,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.010638,0.00858,0.767137,0.766052,0.864112,0.819184,0.933095,0.914167
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_09bn,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007919,0.010511,0.766781,0.767501,0.907139,0.888832,0.954661,0.944698
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_19pg,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007748,0.007075,0.732515,0.732219,0.535067,0.437714,0.777844,0.726757
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_19pg,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.010826,0.008151,0.738143,0.7371,0.862073,0.816395,0.935503,0.914871
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_19pg,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.006118,0.010725,0.738816,0.738918,0.908538,0.88083,0.955194,0.945002
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1492,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007917,0.007719,0.769991,0.767944,0.552494,0.467464,0.789391,0.749807
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1492,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.006267,0.007508,0.77487,0.77411,0.863028,0.823471,0.933521,0.918929
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1492,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007732,0.005148,0.776122,0.773493,0.89757,0.894692,0.951661,0.9468
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0jkk,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; nullnah:1; kernnah:1,kernnah:1,3,1,0.007954,0.006861,0.711836,0.711425,0.524428,0.432542,0.777157,0.731462
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0jkk,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; nullnah:1; kernnah:1,kernnah:1,3,1,0.00798,0.010296,0.719997,0.716691,0.849619,0.82278,0.928532,0.917748
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0jkk,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; nullnah:1; kernnah:1,kernnah:1,3,1,0.007657,0.004719,0.72276,0.723218,0.898454,0.883737,0.949659,0.94233
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_06jk,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1,kernnah:2,1,2,0.009904,0.009434,0.74582,0.739084,0.618903,0.513779,0.822697,0.773687
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_06jk,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1,kernnah:2,1,2,0.004203,0.003647,0.751101,0.747993,0.88577,0.824081,0.943075,0.918831
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_06jk,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1,kernnah:2,1,2,0.006905,0.007079,0.749852,0.749926,0.893793,0.875543,0.947895,0.938635
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1gp2,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007523,0.004931,0.739005,0.73451,0.478904,0.331908,0.748005,0.666914
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1gp2,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.009757,0.010725,0.744498,0.74325,0.834027,0.758203,0.923212,0.893361
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1gp2,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.006681,0.007722,0.744722,0.745212,0.896358,0.874217,0.950756,0.940735
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1jc2,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007898,0.008362,0.769312,0.767113,0.538181,0.484392,0.781271,0.755934
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1jc2,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.006604,0.006864,0.773306,0.772682,0.860387,0.82562,0.932352,0.919228
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1jc2,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007825,0.007293,0.776091,0.775304,0.892641,0.894172,0.949367,0.946372
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0z9t,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; kernnah:1,kernnah:1,2,1,0.006903,0.009005,0.749025,0.751558,0.494989,0.51807,0.756527,0.77263
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0z9t,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; kernnah:1,kernnah:1,2,1,0.003828,0.005148,0.751715,0.753591,0.805421,0.830064,0.910587,0.919915
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0z9t,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; kernnah:1,kernnah:1,2,1,0.00867,0.004719,0.755437,0.752952,0.867829,0.884309,0.938817,0.941029
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,BTC,dio_05yg,frueh,offen_gemischt,kernnah,offen_gemischt:1; nullnah:1; kernnah:1,kernnah:1,3,1,0.007054,0.007719,0.716841,0.717851,0.502958,0.487103,0.759542,0.751547
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,BTC,dio_05yg,mitte,offen_gemischt,kernnah,offen_gemischt:1; nullnah:1; kernnah:1,kernnah:1,3,1,0.00723,0.003861,0.723826,0.723166,0.847275,0.833212,0.924278,0.909985
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,BTC,dio_05yg,spaet,offen_gemischt,kernnah,offen_gemischt:1; nullnah:1; kernnah:1,kernnah:1,3,1,0.005505,0.007293,0.724096,0.72193,0.896361,0.888238,0.945918,0.937353
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,BTC,dio_12fw,frueh,offen_gemischt,kernnah,offen_gemischt:1; nullnah:1,kernnah:1,2,1,0.007391,0.003002,0.723038,0.71718,0.53196,0.252329,0.776458,0.608703
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,BTC,dio_12fw,mitte,offen_gemischt,kernnah,offen_gemischt:1; nullnah:1,kernnah:1,2,1,0.006454,0.008151,0.729017,0.724682,0.856876,0.729977,0.928942,0.877762
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,BTC,dio_12fw,spaet,offen_gemischt,kernnah,offen_gemischt:1; nullnah:1,kernnah:1,2,1,0.00518,0.007722,0.732266,0.728046,0.895174,0.856751,0.948114,0.931011
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_07uk,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; kernnah:1,kernnah:1,3,1,0.007929,0.009863,0.758957,0.754209,0.560967,0.559788,0.787363,0.785472
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_07uk,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; kernnah:1,kernnah:1,3,1,0.00713,0.00858,0.76333,0.764029,0.852452,0.836921,0.927939,0.925733
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_07uk,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; kernnah:1,kernnah:1,3,1,0.00608,0.005577,0.764647,0.764928,0.90915,0.880861,0.94832,0.941787
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,BTC,dio_17db,frueh,offen_gemischt,kernnah,offen_gemischt:1; kernnah:1,kernnah:1,2,1,0.006266,0.00729,0.71341,0.711551,0.503637,0.487091,0.760442,0.750597
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,BTC,dio_17db,mitte,offen_gemischt,kernnah,offen_gemischt:1; kernnah:1,kernnah:1,2,1,0.007918,0.006006,0.724095,0.722683,0.851361,0.843459,0.928551,0.921747
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,BTC,dio_17db,spaet,offen_gemischt,kernnah,offen_gemischt:1; kernnah:1,kernnah:1,2,1,0.006868,0.009867,0.726603,0.724705,0.895218,0.879301,0.947494,0.9411
phase_repro_detail,,,,,,,,neu_ohne_phasenbaseline,,,BTC,dio_1xrt,frueh,neu_ohne_phasenbaseline,kernnah,,kernnah:1,0,1,0.0,0.005575,0.0,0.734493,0.0,0.410849,0.0,0.712106
phase_repro_detail,,,,,,,,neu_ohne_phasenbaseline,,,BTC,dio_1xrt,mitte,neu_ohne_phasenbaseline,kernnah,,kernnah:1,0,1,0.0,0.00858,0.0,0.753221,0.0,0.808164,0.0,0.911722
phase_repro_detail,,,,,,,,neu_ohne_phasenbaseline,,,BTC,dio_1xrt,spaet,neu_ohne_phasenbaseline,kernnah,,kernnah:1,0,1,0.0,0.006864,0.0,0.754172,0.0,0.894659,0.0,0.946838
phase_repro_detail,,,,,,,,phase_kontextdrift,,,BTC,dio_10dv,frueh,nullnah,kernnah,nullnah:1,kernnah:1,1,1,0.008255,0.006432,0.757648,0.739012,0.547566,0.425877,0.781119,0.724349
phase_repro_detail,,,,,,,,phase_kontextdrift,,,BTC,dio_10dv,mitte,nullnah,kernnah,nullnah:1,kernnah:1,1,1,0.004503,0.004719,0.760406,0.762186,0.858377,0.798396,0.923635,0.906087
phase_repro_detail,,,,,,,,phase_kontextdrift,,,BTC,dio_10dv,spaet,nullnah,kernnah,nullnah:1,kernnah:1,1,1,0.007883,0.006435,0.764334,0.764786,0.879668,0.871654,0.941461,0.935677
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_104t,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.068829,0.069683,0.75286,0.751866,0.775003,0.761938,0.915778,0.909433
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_104t,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.060884,0.056628,0.755568,0.755684,0.835183,0.834417,0.946867,0.945678
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_104t,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.066394,0.068211,0.756111,0.755467,0.838164,0.8368,0.948796,0.94791
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_155c,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.048737,0.052316,0.746873,0.74581,0.761991,0.74823,0.904404,0.898688
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_155c,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.042084,0.035607,0.750103,0.750297,0.843614,0.845702,0.946633,0.946333
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_155c,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.051419,0.052338,0.750775,0.75079,0.837702,0.837499,0.946805,0.946063
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0l7p,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.040164,0.041381,0.761114,0.758155,0.75284,0.734768,0.901253,0.892696
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0l7p,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.032778,0.029601,0.764365,0.764407,0.856024,0.848574,0.950749,0.948165
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0l7p,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.038433,0.038181,0.764322,0.763979,0.853417,0.856691,0.952739,0.951817
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0m9z,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.037819,0.038593,0.737898,0.735886,0.754104,0.728511,0.897121,0.885498
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0m9z,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.042703,0.037109,0.742864,0.742127,0.845514,0.843129,0.94546,0.943175
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0m9z,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.041416,0.043973,0.742385,0.742097,0.847381,0.851089,0.948394,0.948461
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0h9h,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.026976,0.0253,0.757111,0.756215,0.739413,0.696449,0.887613,0.86661
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0h9h,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.026136,0.027027,0.760583,0.760925,0.860915,0.852291,0.948709,0.94477
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0h9h,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.027586,0.029601,0.76149,0.761986,0.866199,0.86502,0.953105,0.95169
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_14wj,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.022605,0.024228,0.763673,0.759394,0.71905,0.696114,0.876827,0.86657
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_14wj,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.021352,0.017589,0.768665,0.768104,0.864872,0.85995,0.949584,0.946585
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_14wj,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.021937,0.024453,0.76906,0.769295,0.870643,0.87,0.954413,0.95238
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1lsu,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.019266,0.01994,0.743354,0.741838,0.695231,0.671457,0.859771,0.848316
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1lsu,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.016492,0.015015,0.749722,0.749747,0.873123,0.863728,0.945479,0.940561
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1lsu,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.015895,0.018447,0.750932,0.749715,0.877178,0.87827,0.95117,0.949762
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_00ly,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.019491,0.019726,0.757956,0.756138,0.71641,0.674431,0.871196,0.852589
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_00ly,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.01895,0.016731,0.761588,0.761475,0.877264,0.869731,0.949822,0.94554
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_00ly,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.016964,0.019091,0.76309,0.76201,0.888843,0.880146,0.956734,0.952881
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_17ct,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.016602,0.019297,0.751194,0.747998,0.687619,0.668192,0.855892,0.847729
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_17ct,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.015235,0.013514,0.757278,0.756716,0.876807,0.868003,0.946565,0.941564
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_17ct,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.017884,0.019091,0.756505,0.756816,0.87804,0.880203,0.951719,0.950546
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0oc3,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.015439,0.016081,0.728437,0.727693,0.669135,0.631191,0.849565,0.831844
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0oc3,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.013584,0.011154,0.735168,0.733521,0.875139,0.867453,0.946641,0.940896
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0oc3,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.015219,0.016088,0.736204,0.735723,0.886984,0.881384,0.955865,0.951237
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0dd2,frueh,offen_gemischt,kernnah,offen_gemischt:3,kernnah:1,3,1,0.015683,0.024443,0.759064,0.762859,0.61742,0.701497,0.826226,0.868758
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0dd2,mitte,offen_gemischt,kernnah,offen_gemischt:3,kernnah:1,3,1,0.006204,0.012012,0.763647,0.765474,0.851165,0.848478,0.93674,0.943866
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0dd2,spaet,offen_gemischt,kernnah,offen_gemischt:3,kernnah:1,3,1,0.009232,0.007293,0.765474,0.764743,0.886004,0.894407,0.952498,0.957196
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_06er,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:1,4,1,0.014501,0.028731,0.763858,0.771076,0.571652,0.717674,0.798385,0.878743
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_06er,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:1,4,1,0.006098,0.008151,0.773081,0.7742,0.858744,0.870972,0.935513,0.949337
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_06er,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:1,4,1,0.009289,0.006006,0.775293,0.776717,0.879775,0.906372,0.948561,0.959231
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0pz6,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.015739,0.015437,0.762227,0.759593,0.686869,0.637349,0.856563,0.832486
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0pz6,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.011614,0.010725,0.768277,0.768431,0.888318,0.871247,0.950008,0.942427
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0pz6,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.01794,0.01716,0.768619,0.767501,0.879799,0.890179,0.952846,0.952368
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0obq,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.010937,0.013937,0.736778,0.732001,0.61698,0.60309,0.818687,0.815261
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0obq,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.010451,0.009009,0.743813,0.74387,0.876685,0.872116,0.94195,0.938373
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0obq,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.010697,0.010082,0.74516,0.744629,0.894156,0.890627,0.953666,0.950808
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1q85,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.010937,0.011364,0.736839,0.734906,0.626652,0.587339,0.822036,0.802767
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1q85,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.009775,0.00858,0.744758,0.745035,0.882195,0.868806,0.9417,0.934159
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1q85,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.013568,0.011798,0.744986,0.744807,0.89119,0.895283,0.952467,0.949377
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1r55,frueh,offen_gemischt,kernnah,offen_gemischt:2,kernnah:1,2,1,0.017972,0.019297,0.750346,0.751276,0.696785,0.656457,0.862733,0.847118
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1r55,mitte,offen_gemischt,kernnah,offen_gemischt:2,kernnah:1,2,1,0.005178,0.009009,0.754778,0.757673,0.876867,0.871152,0.944911,0.944326
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1r55,spaet,offen_gemischt,kernnah,offen_gemischt:2,kernnah:1,2,1,0.00578,0.00429,0.75442,0.752492,0.901831,0.896658,0.954715,0.951124
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0z9t,frueh,offen_gemischt,kernnah,offen_gemischt:2,kernnah:1,2,1,0.016133,0.01801,0.750983,0.75385,0.684746,0.656821,0.856836,0.844176
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0z9t,mitte,offen_gemischt,kernnah,offen_gemischt:2,kernnah:1,2,1,0.004916,0.00858,0.756776,0.75623,0.881455,0.865194,0.948181,0.943527
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_0z9t,spaet,offen_gemischt,kernnah,offen_gemischt:2,kernnah:1,2,1,0.006155,0.006006,0.754546,0.755925,0.907632,0.904746,0.957458,0.956
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1ewh,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.013113,0.011578,0.741994,0.740045,0.654282,0.57231,0.840137,0.801049
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1ewh,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.012364,0.012441,0.74803,0.748294,0.88158,0.858313,0.94728,0.936767
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_1ewh,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.01323,0.01287,0.748972,0.748181,0.897886,0.888684,0.956873,0.952108
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_06s7,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.011912,0.012007,0.760852,0.761176,0.60527,0.549102,0.815551,0.787121
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_06s7,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.012139,0.011583,0.768283,0.767653,0.861563,0.833693,0.939293,0.927682
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_06s7,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.015219,0.014157,0.770668,0.769779,0.885519,0.875441,0.953864,0.948129
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_00ja,frueh,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.010186,0.008791,0.729383,0.729589,0.549044,0.473501,0.787171,0.746292
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_00ja,mitte,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.012984,0.013085,0.735248,0.735941,0.850283,0.814995,0.933858,0.918866
phase_repro_detail,,,,,,,,phase_offen_wird_spezifisch,,,SOL,dio_00ja,spaet,offen_gemischt,kernnah,offen_gemischt:3; nullnah:1,kernnah:2,4,2,0.013005,0.012441,0.736253,0.735339,0.87893,0.880445,0.949871,0.946485
