row_type,condition,asset,core_pairs,state_profile,quality_profile,family,phase,baseline_quality,followup_state,followup_quality,first_core_quality,second_core_quality
worldstate_core_summary,ruhig,SOL,27,lokale_qualitaet_reproduziert:18; fehlt_im_folgefenster:4; lokale_qualitaet_wird_offen:4; lokale_qualitaet_wird_nullnah:1,phase_nullnah:18; phase_offen_gemischt:5; fehlt:4,,,,,,,
worldstate_core_summary,stress,SOL,27,lokale_qualitaet_reproduziert:20; lokale_qualitaet_wird_offen:3; lokale_qualitaet_wird_nachhallnah:3; fehlt_im_folgefenster:1,phase_nullnah:17; phase_offen_gemischt:3; phase_nachhallnah_ohne_kern:3; phase_ohne_nullfamilie:3; fehlt:1,,,,,,,
worldstate_core_summary,expansion,SOL,27,lokale_qualitaet_reproduziert:18; lokale_qualitaet_wird_offen:3; lokale_qualitaet_wird_nachhallnah:3; fehlt_im_folgefenster:3,phase_nullnah:17; phase_offen_gemischt:4; phase_nachhallnah_ohne_kern:3; fehlt:3,,,,,,,
worldstate_core_detail,ruhig,SOL,,,,dio_04uf,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,ruhig,SOL,,,,dio_06er,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,ruhig,SOL,,,,dio_06er,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,ruhig,SOL,,,,dio_06s7,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,ruhig,SOL,,,,dio_06s7,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,ruhig,SOL,,,,dio_0h9h,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,ruhig,SOL,,,,dio_0pz6,frueh,phase_nullnah,lokale_qualitaet_wird_offen,phase_offen_gemischt,phase_nullnah,phase_nullnah
worldstate_core_detail,ruhig,SOL,,,,dio_0pz6,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,ruhig,SOL,,,,dio_0pz6,spaet,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,ruhig,SOL,,,,dio_0tay,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
