preview_symbol,role_reading,count,world_count,depth_score,top_world,top_world_share,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score,quiet_share,stress_share,shift_share,stress_shift_share,top_milieu_share,distribution_entropy
dio_mcm_episode_1rj8742,breite_grundrolle,15161,33,0.726456,REAL_FOLLOW_BTC_6000,0.102038,REAL_FOLLOW_BTC_6000:1547;BTC_STRESS_2025_5M:870;REAL_FOLLOW_XRP_6000:838;REAL_FOLLOW_DOGE_6000:750;BTC_FIELD_QUIET_04:718;BTC_LONG_2024_5M_QUIET:694;REAL_FOLLOW_SOL_6000:682;PAXG_1H_A:645;BTC_FIELD_QUIET_05:571;BTC_1H_C:565,quiet:3766;btc:3646;doge:1492;shift:1478;xrp:1478;paxg:1375;sol:993;stress:933,0.92835,0.614724,0.193752,0.0,0.248401,0.061539,0.097487,0.159026,0.248401,0.932241
dio_mcm_episode_0icnf2v,breite_grundrolle,76574,32,0.826697,REAL_TIME_2023_SOL_ALTSEQ_A,0.089756,REAL_TIME_2023_SOL_ALTSEQ_A:6873;REAL_FOLLOW_DOGE_6000:6538;REAL_FOLLOW_BTC_6000:5866;BTC_10K_A:5850;SOL_10K_A:5602;REAL_FOLLOW_SOL_6000:5581;REAL_FOLLOW_XRP_6000:4315;REAL_TIME_2024_BTC_5M:4261;QUIET_NEAR_PAXG2025_1H:4170;REAL_TIME_2024_SOL_ALTSEQ_A:3424,sol:21480;btc:16165;quiet:11832;paxg:8061;xrp:7641;doge:6646;stress:4643;shift:106,0.905104,0.369053,0.2188,0.0,0.154517,0.060634,0.001384,0.062018,0.280513,0.880835
dio_mcm_episode_1qlxgj7,breite_grundrolle,9019,34,0.711706,REAL_FOLLOW_SOL_6000,0.114425,REAL_FOLLOW_SOL_6000:1032;REAL_FOLLOW_DOGE_6000:921;REAL_FOLLOW_XRP_6000:890;REAL_TIME_2024_XRP:700;REAL_TIME_2023_SOL_ALTSEQ_A:683;SOL_10K_A:683;REAL_TIME_2024_BTC_5M:629;QUIET_NEAR_PAXG2024_1H:386;BTC_FIELD_QUIET_04:366;REAL_FOLLOW_BTC_6000:363,sol:2440;btc:1705;xrp:1685;quiet:1281;doge:1057;shift:470;stress:249;paxg:132,0.885401,0.406178,0.208656,0.007287,0.142033,0.027608,0.052112,0.079721,0.27054,0.877813
dio_mcm_episode_0wo0tz1,uebergangsrolle,4119,24,0.675037,BTC_FIELD_QUIET_03,0.107308,BTC_FIELD_QUIET_03:442;BTC_STRESS_2025_5M:419;BTC_STRESS_2024_5M:401;XRP_1H_A:330;REAL_TIME_2024_PAXG:327;BTC_10K_A:313;BTC_LONG_2024_5M_QUIET:289;REAL_FOLLOW_DOGE_6000:245;BTC_SHIFT_2025_15M_16000_17000:221;REAL_FOLLOW_BTC_6000:174,stress:820;quiet:783;btc:692;doge:510;xrp:475;shift:439;paxg:393;sol:7,0.763499,0.798987,0.143612,0.091649,0.190095,0.199077,0.106579,0.305657,0.199077,0.922351
dio_mcm_episode_12tgchq,breite_grundrolle,18497,21,0.826754,SOL_10K_A,0.147159,SOL_10K_A:2722;REAL_FOLLOW_XRP_6000:2518;REAL_FOLLOW_SOL_6000:2256;REAL_TIME_2024_SOL_ALTSEQ_A:2172;BTC_10K_A:1848;REAL_TIME_2023_SOL_ALTSEQ_A:1535;REAL_FOLLOW_DOGE_6000:1023;REAL_FOLLOW_BTC_6000:806;REAL_TIME_2024_XRP:733;BTC_LONG_2024_5M_QUIET:631,sol:8685;btc:3255;xrp:3251;quiet:1360;doge:1023;stress:578;paxg:340;shift:5,0.706025,0.225113,0.378792,0.042538,0.073525,0.031248,0.00027,0.031519,0.469536,0.72245
dio_mcm_episode_0iwh9d2,breite_grundrolle,10296,17,0.835268,REAL_FOLLOW_PAXG_6000,0.274961,REAL_FOLLOW_PAXG_6000:2831;PAXG_1846_A:2460;BTC_LONG_2025_5M_QUIET:742;QUIET_NEAR_BTC_1869:742;REAL_FOLLOW_XRP_6000:649;REAL_TIME_2024_BTC_5M:565;BTC_10K_A:545;QUIET_NEAR_BTC_FIELD_01:484;REAL_TIME_2024_XRP:472;BTC_FIELD_QUIET_02:331,paxg:5381;quiet:2616;xrp:1121;btc:1113;sol:65,0.635735,0.152527,0.428636,0.063878,0.254079,0.0,0.0,0.0,0.52263,0.746315
dio_mcm_episode_0tfzgic,breite_grundrolle,7708,24,0.695375,REAL_TIME_2024_SOL_ALTSEQ_A,0.234043,REAL_TIME_2024_SOL_ALTSEQ_A:1804;BTC_LONG_2025_5M_QUIET:1320;QUIET_NEAR_BTC_1869:1317;QUIET_NEAR_PAXG2025_1H:723;QUIET_NEAR_PAXG2024_1H:603;BTC_FIELD_QUIET_02:503;DOGE_1H_A:297;BTC_1H_B:290;REAL_TIME_2023_SOL_ALTSEQ_A:226;REAL_TIME_2024_BTC_5M:176,quiet:4601;sol:2030;btc:559;doge:307;paxg:73;shift:69;xrp:39;stress:30,0.608908,0.146674,0.463024,0.047425,0.596912,0.003892,0.008952,0.012844,0.596912,0.535112
dio_mcm_episode_0bsaqu1,breite_grundrolle,247,33,0.685441,SOL_10K_A,0.089069,SOL_10K_A:22;REAL_FOLLOW_DOGE_6000:19;REAL_TIME_2024_XRP:16;REAL_FOLLOW_SOL_6000:15;REAL_TIME_2023_SOL_ALTSEQ_A:13;BTC_STRESS_2024_5M:12;REAL_TIME_2024_BTC_5M:11;BTC_10K_A:10;BTC_LONG_2024_5M_QUIET:10;XRP_1H_A:10,sol:54;btc:45;quiet:37;xrp:34;doge:31;stress:18;paxg:17;shift:11,0.563373,0.310519,0.102004,0.261187,0.149798,0.072874,0.044534,0.117409,0.218623,0.949321
dio_mcm_episode_1eav7xq,breite_grundrolle,261,33,0.700031,REAL_FOLLOW_DOGE_6000,0.088123,REAL_FOLLOW_DOGE_6000:23;REAL_TIME_2024_XRP:21;SOL_10K_A:17;REAL_FOLLOW_SOL_6000:16;REAL_TIME_2024_BTC_5M:15;QUIET_NEAR_PAXG2024_1H:14;REAL_FOLLOW_XRP_6000:14;REAL_FOLLOW_BTC_6000:12;REAL_TIME_2023_SOL_ALTSEQ_A:12;BTC_10K_A:11,btc:54;sol:51;xrp:45;quiet:44;doge:31;shift:14;stress:11;paxg:11,0.561625,0.278717,0.097499,0.257296,0.168582,0.042146,0.05364,0.095785,0.206897,0.925782
dio_mcm_episode_0vcr3lw,breite_grundrolle,226,32,0.697881,REAL_TIME_2023_SOL_ALTSEQ_A,0.079646,REAL_TIME_2023_SOL_ALTSEQ_A:18;SOL_10K_A:17;REAL_FOLLOW_SOL_6000:16;DOGE_1H_B:13;REAL_FOLLOW_DOGE_6000:13;REAL_TIME_2024_XRP:13;QUIET_NEAR_PAXG2024_1H:11;REAL_FOLLOW_XRP_6000:10;BTC_LONG_2024_5M_QUIET:9;REAL_TIME_2024_BTC_5M:9,sol:51;quiet:37;btc:34;doge:30;xrp:28;paxg:24;stress:13;shift:9,0.556275,0.277219,0.103591,0.267457,0.163717,0.057522,0.039823,0.097345,0.225664,0.949641
