factor,symbols_delta,families_delta,adaptive_rekopplung_delta,afterimage_delta,role_entropy_delta,milieu_entropy_delta,strain_delta
0.3,425.5,423.0,0.06324075000000007,0.1546939999999999,0.10299523548191936,0.08851615170405869,0.010162999999999978
0.5,425.5,423.0,0.09707200000000005,0.1546939999999999,0.08904475580374507,0.5082390270371827,0.010162999999999978
1.0,425.5,423.0,0.032423250000000015,0.1546939999999999,0.06825026937083561,0.775782849731414,0.010162999999999978
