preview_symbol,count,world_count,top_worlds,top_states,top_effects,top_families,avg_depth,avg_profile,avg_carry,avg_strain,avg_rekopplung,avg_sensory,avg_visual_gap,avg_hearing_gap,avg_coherence,avg_tension,avg_asymmetry,avg_visual_salience,avg_field_pressure,raw_phase_reading
dio_mcm_episode_12fuh1y,6,3,SOL_10K_A:3;PAXG_1846_A:2;BTC_10K_A:1,recurring_depth_seed:3;local_depth_seed:2;multiworld_depth_seed:1,stabil:6,dio_0l7p:2;dio_0h9h:1;dio_17ct:1;dio_0ilg:1;dio_0m9z:1,0.708216,0.775122,0.562226,0.160345,0.72046,0.863122,0.168214,0.071854,0.665274,0.079947,-0.093781,0.265159,0.079947,ruhig_getragene_nahe
dio_mcm_episode_1ole1yf,9,5,BTC_1H_A:3;BTC_1H_C:3;DOGE_1H_B:1;XRP_1H_A:1;PAXG_1H_A:1,surface_anchor:6;multiworld_depth_seed:2;recurring_depth_seed:1,stabil:9,dio_1e0y:1;dio_0h6t:1;dio_0jkk:1;dio_1gp2:1;dio_1uyk:1,0.402788,0.530385,0.448262,0.176004,0.660952,0.827358,0.198121,0.115845,0.564978,0.115803,-0.01597,0.367307,0.115803,zentrumsnah_getragen
dio_mcm_episode_1i3ov0z,247,4,BTC_10K_A:99;DOGE_1H_B:91;PAXG_1H_A:54;BTC_1H_C:3,multiworld_depth_seed:153;recurring_depth_seed:91;local_depth_seed:3,stabil:247,dio_104t:22;dio_0l7p:20;dio_14wj:12;dio_00ly:12;dio_0m9z:10,0.679718,0.725464,0.547691,0.15395,0.7116,0.861119,0.140997,0.088645,0.649105,0.09134,0.012389,0.225113,0.09134,ruhig_getragene_nahe
dio_mcm_episode_1foqdcq,4,3,SOL_10K_A:2;PAXG_1846_A:1;DOGE_1H_B:1,recurring_depth_seed:2;local_depth_seed:1;multiworld_depth_seed:1,stabil:4,dio_0pxr:1;dio_18kx:1;dio_0p8i:1;dio_06s7:1,0.473577,0.61785,0.503371,0.147997,0.703239,0.87373,0.155129,0.068216,0.704669,0.08299,-0.217861,0.37299,0.08299,zentrumsnah_getragen
dio_mcm_episode_1cbmua3,6,3,PAXG_1846_A:3;DOGE_1H_A:2;XRP_1H_A:1,recurring_depth_seed:3;local_depth_seed:1;surface_anchor:1;multiworld_depth_seed:1,stabil:6,dio_1fll:4;dio_0l7p:1;dio_02n3:1,0.439347,0.582286,0.503158,0.114305,0.708679,0.894197,0.145095,0.014381,0.713577,0.028122,-0.004653,0.167843,0.028122,zentrumsnah_getragen
