row_type,source,family_phase_pairs,stability_states,dominant_phase_qualities,asset_state_profile,phase_state_profile,stability_state,count,share,asset,family,phase,observations,dominant_phase_quality,dominant_count,second_phase_quality,second_count,dominance_gap,matches_window,differs_from_window,local_quality_profile,inherited_quality_profile,mean_share_edge,mean_rekopplung_edge,mean_afterimage_edge,mean_temporal_edge
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_06s7,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.003455393,-0.003739312,-0.046011667,-0.021106178
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_06s7,spaet,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,0,6,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.007274456,-0.002594578,-0.004248577,-0.001824694
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_09bn,spaet,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,0,6,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.006121668,-0.004838656,0.005420367,-0.001507593
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0h9h,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.00872264,-0.002530506,-0.019492639,-0.01357731
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0nlj,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.003754351,-0.004410987,-0.030210865,-0.015927372
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0obq,frueh,6,phase_offen_gemischt,5,phase_nullnah,1,4,2,4,phase_offen_gemischt:5; phase_nullnah:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-9.6564e-05,-0.002795214,-0.00681621,-0.002102908
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0oc3,frueh,6,phase_offen_gemischt,5,phase_nullnah,1,4,1,5,phase_offen_gemischt:5; phase_nullnah:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,0.002937252,-0.002138294,0.032990678,0.01585735
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0pz6,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.00638555,-0.001168952,-0.044398958,-0.024906539
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0pz6,mitte,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,0,6,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.006806695,-0.003338984,-0.008999575,-0.004410935
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0tay,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.003673419,-0.00345853,-0.076677497,-0.038092114
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0tay,mitte,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,0,6,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.004852086,-0.004066718,-0.016979163,-0.009756995
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_104t,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.009711859,-0.002767686,-0.003613728,-0.000825377
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_1492,frueh,4,phase_nullnah,4,-,0,4,0,4,phase_nullnah:4,kernnah:2; kernnah_ohne_feldzeit:1; offen_gemischt:1,-0.005818431,-0.004580728,-0.088170921,-0.04873461
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_17db,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.001763447,-0.003616889,-0.071367248,-0.039861545
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_19pg,spaet,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.004618484,-0.001374676,-0.007852421,-0.005376394
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_1ewh,spaet,6,phase_offen_gemischt,5,phase_nachhallnah_ohne_kern,1,4,2,4,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,3.575e-05,-0.001617897,-0.010237817,-0.002239342
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_1jc2,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.001184627,-0.001974547,-0.035061893,-0.016528383
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_1kpz,spaet,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.001826917,-0.002802457,-0.005759719,-0.003054758
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_1lsu,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.001967229,-0.003339005,-0.030222543,-0.016004588
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_1lsu,spaet,6,phase_offen_gemischt,5,phase_nullnah,1,4,2,4,phase_offen_gemischt:5; phase_nullnah:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,0.003831983,-0.001892978,-0.01544728,-0.003111796
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_06er,mitte,6,phase_nachhallnah_ohne_kern,5,phase_offen_gemischt,1,4,1,5,phase_nachhallnah_ohne_kern:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; anschlussnah:1,-0.005852937,0.001054577,0.005165695,0.002241605
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_06er,spaet,6,phase_offen_gemischt,5,phase_nullnah,1,4,2,4,phase_offen_gemischt:5; phase_nullnah:1,offen_gemischt:3; kernnah:2; anschlussnah:1,-4.8353e-05,0.003091135,-0.019190934,-0.004090467
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_0l7p,mitte,6,phase_offen_gemischt,5,phase_nachhallnah_ohne_kern,1,4,2,4,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,offen_gemischt:3; kernnah:2; anschlussnah:1,-0.004454282,0.003210921,-0.010450224,-0.0018043
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_0obq,mitte,6,phase_offen_gemischt,5,phase_nachhallnah_ohne_kern,1,4,2,4,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,offen_gemischt:3; kernnah:2; anschlussnah:1,0.001268722,0.001697199,-0.013161768,-0.002475938
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_0pz6,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; anschlussnah:1,-0.007957904,-0.004908746,-0.172138843,-0.086175202
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_0pz6,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; anschlussnah:1,-0.009005162,-0.001105822,-0.021033149,-0.018786571
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_0pz6,spaet,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,0,6,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,offen_gemischt:3; kernnah:2; anschlussnah:1,-0.006217998,-0.001727529,-0.004723865,-0.006602916
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_14wj,spaet,6,phase_offen_gemischt,5,phase_kernnah,1,4,2,4,phase_offen_gemischt:5; phase_kernnah:1,offen_gemischt:3; kernnah:2; anschlussnah:1,0.030626919,0.003796185,-0.030121187,-0.003279855
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_155c,spaet,6,phase_offen_gemischt,5,phase_nullnah,1,4,2,4,phase_offen_gemischt:5; phase_nullnah:1,offen_gemischt:3; kernnah:2; anschlussnah:1,-0.001706914,-0.000342054,-0.012838069,-0.001482603
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_17ct,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; anschlussnah:1,-0.004662575,-0.002465,-0.0469333,-0.024979944
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1kpz,spaet,6,phase_nullnah,5,phase_kernnah,1,4,0,6,phase_nullnah:5; phase_kernnah:1,offen_gemischt:3; kernnah:2; anschlussnah:1,-0.001706764,-0.000436349,-0.017780506,-0.006457349
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1xrt,frueh,4,phase_ohne_nullfamilie,4,-,0,4,0,4,phase_ohne_nullfamilie:4,kernnah:2; offen_gemischt:1; anschlussnah:1,0.008125542,0.751552429,0.553467361,0.787057646
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1xrt,mitte,4,phase_ohne_nullfamilie,4,-,0,4,0,4,phase_ohne_nullfamilie:4,kernnah:2; offen_gemischt:1; anschlussnah:1,0.006243112,0.755696721,0.869984352,0.934204629
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1xrt,spaet,4,phase_ohne_nullfamilie,4,-,0,4,0,4,phase_ohne_nullfamilie:4,kernnah:2; offen_gemischt:1; anschlussnah:1,0.00622499,0.757436128,0.905311896,0.951779998
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_06s7,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.004729237,-0.006043505,-0.085991042,-0.0441411
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_06s7,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.004376556,-0.004080045,-0.022745104,-0.011273858
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_0dd2,mitte,4,phase_nullnah,4,-,0,4,0,4,phase_nullnah:4,offen_gemischt:3; kernnah:1,-0.002007634,-0.005515791,-0.027779511,-0.010205316
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_0h9h,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.005887103,-0.003918994,-0.018229697,-0.009680789
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_0m9z,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.004631119,-0.004257086,-0.008364131,-0.005197905
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_0oc3,frueh,6,phase_offen_gemischt,5,phase_kernnah,1,4,2,4,phase_offen_gemischt:5; phase_kernnah:1,offen_gemischt:3; kernnah:2; nullnah:1,0.001767007,-0.002172458,0.010270815,0.007911797
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_0pz6,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.005644068,-0.004431317,-0.040745089,-0.021391061
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_1492,frueh,6,phase_nullnah,5,phase_kernnah,1,4,1,5,phase_nullnah:5; phase_kernnah:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.003037461,-0.00679275,-0.082444188,-0.039172659
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_14wj,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.004039611,-0.005810807,-0.017757101,-0.009895177
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_14wj,mitte,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.004282073,-0.003204628,-0.010318685,-0.003214777
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_17ct,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.005674074,-0.001930586,-0.005701575,-0.002408125
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_19pg,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,2,4,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.005903096,-0.005703613,-0.157288624,-0.078495043
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_19pg,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.003318603,-0.004289141,-0.043253644,-0.021053053
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_1kpz,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.004623885,-0.005281387,-0.069406219,-0.037074938
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_1kpz,spaet,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,offen_gemischt:3; kernnah:2; nullnah:1,-0.003921358,-0.004062761,-0.009023684,-0.005825405
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_00ja,mitte,6,phase_offen_gemischt,5,phase_nullnah,1,4,2,4,phase_offen_gemischt:5; phase_nullnah:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,0.001042169,-0.002666823,-0.020241585,-0.003511052
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_00ly,mitte,6,phase_offen_gemischt,5,phase_nullnah,1,4,2,4,phase_offen_gemischt:5; phase_nullnah:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,0.001368999,-0.003230246,-0.008115135,-0.001823181
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_04uf,frueh,4,phase_nullnah,4,-,0,4,1,3,phase_nullnah:4,kernnah_ohne_feldzeit:2; offen_gemischt:1; nullnah:1,-0.003017394,-0.006059645,-0.095611302,-0.049211005
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_04uf,spaet,4,phase_nullnah,4,-,0,4,1,3,phase_nullnah:4,kernnah_ohne_feldzeit:2; offen_gemischt:1; nullnah:1,-0.002602888,-0.003603772,-0.010515372,-0.005117779
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_06er,frueh,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.003098075,-0.004677149,-0.041906109,-0.020529177
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_06er,spaet,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.00312966,-0.004004609,-0.023760595,-0.003715932
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_09bn,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.002648708,-0.002715588,-0.021572405,-0.012156397
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_09bn,spaet,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.003519246,-0.003773368,-0.005673046,-0.004870985
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_0m9z,frueh,6,phase_offen_gemischt,5,phase_nullnah,1,4,2,4,phase_offen_gemischt:5; phase_nullnah:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,0.004775674,-0.002729016,0.001788395,0.002886714
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_0nlj,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.005594021,-0.00321822,-0.138481022,-0.074309886
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_0nlj,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.003468877,-0.002500728,-0.034157196,-0.017561026
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_0oc3,mitte,6,phase_offen_gemischt,5,phase_nachhallnah_ohne_kern,1,4,2,4,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,0.001676126,-0.002865937,0.000398053,0.004187153
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_0tay,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.002069048,-0.006427979,-0.03711867,-0.017437592
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_1492,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,2,4,phase_nullnah:5; phase_offen_gemischt:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.003071933,-0.004061582,-0.042566857,-0.020600347
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_14wj,spaet,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.00486537,-0.004190882,-0.008159103,-0.002110506
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_155c,mitte,6,phase_offen_gemischt,5,phase_nullnah,1,4,2,4,phase_offen_gemischt:5; phase_nullnah:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,0.003252277,-0.0034134,-0.013447832,-0.003549878
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_155c,spaet,6,phase_offen_gemischt,5,phase_nullnah,1,4,2,4,phase_offen_gemischt:5; phase_nullnah:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,0.004703893,-0.003343582,-0.012653915,-0.002838961
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_17ct,mitte,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.004001603,-0.003407722,-0.005032611,-0.004128654
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_17ct,spaet,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.00650568,-0.004218386,-0.0054109,-0.001848211
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_1ewh,spaet,6,phase_nullnah,5,phase_offen_gemischt,1,4,2,4,phase_nullnah:5; phase_offen_gemischt:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.001140186,-0.003752178,-0.016547569,-0.003056236
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_1lsu,spaet,6,phase_offen_gemischt,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,0.000437637,-0.001760213,-0.018255905,-0.002586692
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_1q85,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,2,4,phase_nullnah:5; phase_offen_gemischt:1,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.004263009,-0.004088569,-0.065687748,-0.035148976
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_1u5i,frueh,4,phase_nullnah,4,-,0,4,1,3,phase_nullnah:4,kernnah_ohne_feldzeit:2; offen_gemischt:1; nullnah:1,-0.002211056,-0.004220825,-0.068299686,-0.037448566
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_1u5i,mitte,4,phase_nullnah,4,-,0,4,1,3,phase_nullnah:4,kernnah_ohne_feldzeit:2; offen_gemischt:1; nullnah:1,-0.00318508,-0.004065435,-0.046039048,-0.019148281
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0h9h,spaet,6,phase_nachhallnah_ohne_kern,4,phase_nullnah,1,3,1,5,phase_nachhallnah_ohne_kern:4; phase_nullnah:1; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.002830832,-0.002316809,0.001587435,0.000467036
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0nlj,frueh,6,phase_nullnah,4,phase_nachhallnah_ohne_kern,1,3,1,5,phase_nullnah:4; phase_nachhallnah_ohne_kern:1; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.002342324,-0.002969765,-0.039975747,-0.019955959
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0oc3,frueh,6,phase_offen_gemischt,4,phase_kernnah,1,3,1,5,phase_offen_gemischt:4; phase_kernnah:1; phase_nullnah:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,0.004084263,-0.003195648,0.033471026,0.018863747
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_169a,frueh,6,phase_offen_gemischt,4,phase_kernnah,1,3,1,5,phase_offen_gemischt:4; phase_kernnah:1; phase_nullnah:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-7.8677e-05,-0.001468813,-0.007048252,-0.002304438
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_17db,spaet,3,phase_offen_gemischt,3,-,0,3,1,2,phase_offen_gemischt:3,kernnah:2; offen_gemischt:1,-4.6445e-05,0.002738614,-0.018247044,-0.007130796
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_19pg,mitte,6,phase_nullnah,4,phase_nachhallnah_ohne_kern,1,3,1,5,phase_nullnah:4; phase_nachhallnah_ohne_kern:1; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.003095705,-0.00357512,-0.02719106,-0.01308055
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_19pg,spaet,6,phase_nullnah,4,phase_nachhallnah_ohne_kern,1,3,1,5,phase_nullnah:4; phase_nachhallnah_ohne_kern:1; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.005381687,-0.003691175,-0.003266848,-0.002647887
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_1jc2,spaet,6,phase_nullnah,4,phase_offen_gemischt,1,3,0,6,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.001095423,-0.002625521,-0.007487532,-0.002877048
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_1q85,mitte,6,phase_nullnah,4,phase_offen_gemischt,1,3,1,5,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.003216658,-0.002688474,-0.015964657,-0.009357696
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_06er,spaet,6,phase_nullnah,4,phase_offen_gemischt,1,3,0,6,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.004346769,-0.002485555,-0.015803675,-0.002659387
