preview_symbol,count,world_count,top_worlds,top_states,top_effects,top_families,avg_depth,avg_profile,avg_carry,avg_strain,avg_rekopplung,avg_sensory,avg_visual_gap,avg_hearing_gap,avg_coherence,avg_tension,avg_asymmetry,avg_visual_salience,avg_field_pressure,raw_phase_reading
dio_mcm_episode_12fuh1y,3,2,REAL_FOLLOW_PAXG_6000:2;REAL_FOLLOW_BTC_6000:1,multiworld_depth_seed:3,stabil:3,dio_17ct:1;dio_104t:1;dio_00ly:1,0.815401,0.8126,0.581715,0.16523,0.720849,0.854763,0.165537,0.09072,0.669747,0.088791,-0.001073,0.2501,0.088791,ruhig_getragene_nahe
dio_mcm_episode_1i3ov0z,1,1,REAL_FOLLOW_PAXG_6000:1,multiworld_depth_seed:1,stabil:1,dio_0obq:1,0.740037,0.69207,0.534223,0.153581,0.704548,0.849116,0.136454,0.099615,0.561516,0.109383,-0.136174,0.272628,0.109383,zentrumsnah_getragen
dio_mcm_episode_1ole1yf,7,3,REAL_FOLLOW_XRP_6000:3;REAL_FOLLOW_SOL_6000:2;REAL_FOLLOW_DOGE_6000:2,multiworld_depth_seed:7,stabil:7,dio_18kx:1;dio_04uf:1;dio_0h6t:1;dio_1c85:1;dio_0v6z:1,0.505141,0.523571,0.453754,0.155287,0.671303,0.861856,0.12855,0.085618,0.619423,0.092469,-0.049845,0.347832,0.092469,zentrumsnah_getragen
dio_mcm_episode_1foqdcq,3,2,REAL_FOLLOW_BTC_6000:2;REAL_FOLLOW_SOL_6000:1,multiworld_depth_seed:3,stabil:3,dio_0i80:1;dio_1mwv:1;dio_1oc2:1,0.590804,0.624304,0.505461,0.158515,0.69029,0.863393,0.111562,0.108719,0.682856,0.112721,-0.2957,0.407262,0.112721,zentrumsnah_getragen
dio_mcm_episode_1cbmua3,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zentrumsnah_getragen
