row_type,baseline,followup,compared_family_phase_pairs,repro_states,baseline_states,eigenstaendig_repro_states,asset_repro_profile,repro_state,count,share,asset,family,phase,baseline_stability_state,baseline_dominant_phase_quality,baseline_quality_profile,followup_dominant_phase_quality,followup_quality_profile,followup_observations,baseline_mean_rekopplung_edge,followup_mean_rekopplung_edge,baseline_mean_afterimage_edge,followup_mean_afterimage_edge,baseline_mean_temporal_edge,followup_mean_temporal_edge
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_00ly,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.004144298,-0.006770796,-0.009686735,0.004115177,-0.003340727,0.003337668
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_00ly,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.001401319,-0.001831954,-0.009509119,-0.015403093,-0.000895276,-0.001580905
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_04uf,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_kernnah:1,phase_nullnah,phase_nullnah:1; phase_kernnah:1,2,-0.004989229,-0.004190842,-0.105709869,-0.072516435,-0.051912619,-0.03625115
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_04uf,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:1; phase_nachhallnah_ohne_kern:1,2,-0.003855206,-0.004565057,-0.012791214,-0.003311331,-0.004116539,-0.000204376
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_06er,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.005108754,-0.019352834,-0.058189407,-0.086080497,-0.031960858,-0.050850182
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_06s7,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.004459001,-0.007454163,-0.052001843,-0.073393264,-0.026285689,-0.034927609
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_06s7,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.003938144,-0.004459981,-0.010866932,-0.018084796,-0.005236455,-0.009514169
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_09bn,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.004374129,-0.007728438,-0.139049144,-0.051526136,-0.072635075,-0.028626824
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_09bn,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.003531018,-0.003209182,-0.029964226,-0.005805414,-0.016981255,-0.008134687
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_09bn,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.003635857,-0.001653168,-0.001084717,-0.002632862,-0.002944611,-0.001936882
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0dd2,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nullnah:2,phase_offen_gemischt,phase_offen_gemischt:1; phase_nullnah:1,2,-0.003985739,-0.00202744,-0.01507514,-0.029819497,-0.003046804,-0.003191372
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0h9h,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.003351042,-0.006613292,-0.004322307,-0.012733601,-0.002946919,-0.00786243
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0l7p,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.004401822,-0.006472018,-0.012345125,-0.018408317,-0.005425381,-0.009648865
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0l7p,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:2,2,-0.003234773,-0.003527092,-0.007973167,-0.006502766,-0.001286773,-0.002107592
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0l7p,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.003731912,-0.00452758,-0.010364484,-0.009444822,-0.001988642,-0.002904124
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0nlj,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.003046673,-0.005332797,-0.013334032,0.006307224,-0.006099226,-0.002027708
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0nlj,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:2,phase_nullnah,phase_nullnah:2,2,-0.003113334,-0.003716254,0.003685585,-0.013888691,-0.000346874,-0.005706516
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0obq,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nullnah:2,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.001409486,-0.003308463,0.011696934,0.044750651,0.004625371,0.024170408
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0obq,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:6,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.001988251,-0.003425653,-0.008024422,-0.01274949,0.000988873,0.003131835
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0oc3,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_kernnah:1; phase_nullnah:1,phase_offen_gemischt,phase_offen_gemischt:1; phase_nullnah:1,2,-0.003195648,-0.008440955,0.033471026,-0.050185101,0.018863747,-0.024307363
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0oc3,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3; phase_nullnah:2; phase_kernnah:1,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.002773533,-0.003468376,-0.007244904,-0.023742424,0.002083195,-0.003493821
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0oc3,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:6,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.002853855,-0.001319206,-0.022025706,-0.035981934,-0.002529381,-0.005826185
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0pz6,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.005499584,-0.006404628,-0.050810739,-0.031536196,-0.028283712,-0.016091171
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0pz6,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.005034894,-0.002927314,-0.006808186,-0.013053648,-0.004531793,-0.005110835
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0pz6,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_nachhallnah_ohne_kern:2; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.003346895,-0.001316539,-0.002220905,-0.013150191,-0.00188511,-0.004924474
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0tay,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.00291048,-0.007939544,-0.095230022,-0.111077872,-0.048912459,-0.058337756
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0tay,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.003053903,-0.002820638,-0.018439269,-0.03304689,-0.009797333,-0.017897109
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0tay,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.002947413,-0.004491167,-0.006400105,-0.008519367,-0.004564966,-0.00968107
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0z9t,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:2; phase_ohne_nullfamilie:1,phase_nullnah,phase_nullnah:1,1,0.24783332,-0.01234915,0.114813311,-0.1962819,0.22349995,-0.17035905
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_104t,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:2,2,-0.004350924,-0.006803038,-0.003274976,-0.012084532,-0.001241931,-0.006596567
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_12fw,frueh,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:2; phase_kernnah:1,phase_ohne_nullfamilie,phase_ohne_nullfamilie:1,1,0.481513922,0.722124933,0.307638592,0.439377067,0.483215964,0.7288072
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_12fw,mitte,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:2; phase_nachhallnah_ohne_kern:1,phase_ohne_nullfamilie,phase_ohne_nullfamilie:1,1,0.484395843,0.727033,0.548656365,0.8109932,0.609589464,0.9097984
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_12fw,spaet,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:2; phase_offen_gemischt:1,phase_ohne_nullfamilie,phase_ohne_nullfamilie:1,1,0.487579806,0.728785786,0.585999287,0.876730286,0.628889648,0.938321429
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1492,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.004765598,-0.005614715,-0.078307381,-0.061355331,-0.038886467,-0.034121573
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1492,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.005074164,-0.006181395,-0.029522506,-0.04070432,-0.014296394,-0.016666875
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1492,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.004947236,-0.006249515,-0.011158216,-0.021186732,-0.007008859,-0.010760663
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_14wj,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.005920758,-0.009116434,-0.027401477,-0.008704539,-0.014291328,-0.003375016
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_14wj,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.004436711,-0.002170326,-0.012715794,-0.008567832,-0.002952444,-0.001919261
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_14wj,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.003643556,-0.002864617,-0.014685694,-0.016783943,-0.002023242,-0.002907364
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_155c,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nullnah:2,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.002505244,-0.002292589,-0.002485927,-0.00950562,-0.000496175,-0.002360714
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_169a,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3; phase_kernnah:2; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:2,2,0.001547672,-0.003449421,-0.004010766,0.010014403,0.001438638,0.008919412
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_17ct,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.006413139,-0.003700067,-0.038752836,-0.019237527,-0.024076782,-0.012719654
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_17db,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:2; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.006197793,-0.012638357,-0.040691221,-0.054259329,-0.023751079,-0.025046119
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_17db,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:1,1,0.000354419,0.002026803,-0.019643884,-0.003807091,-0.008488605,-0.000388864
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_17db,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3,phase_offen_gemischt,phase_offen_gemischt:1,1,0.002738614,0.001802557,-0.018247044,-0.014811707,-0.007130796,-0.004051071
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_19pg,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.00395092,-0.005882605,-0.120744271,-0.150708803,-0.06192439,-0.076783148
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_19pg,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:1; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.003691175,-0.00193173,-0.003266848,0.001304031,-0.002647887,-0.003541018
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1cic,frueh,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:2,phase_ohne_nullfamilie,phase_ohne_nullfamilie:1,1,0.750320802,0.742935636,0.474141363,0.351094364,0.749777639,0.683852818
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1cic,mitte,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:2,phase_ohne_nullfamilie,phase_ohne_nullfamilie:1,1,0.755588686,0.7531054,0.833032665,0.7562148,0.92114595,0.8922799
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1cic,spaet,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:2,phase_ohne_nullfamilie,phase_ohne_nullfamilie:1,1,0.755836382,0.755564318,0.897262691,0.876049,0.948216809,0.937929455
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1ewh,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nullnah:2,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.004360604,-0.002943974,0.014085041,0.018552492,0.006910577,0.008894254
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1ewh,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,2,-0.003104963,-0.001794103,-0.003203507,-0.010482221,0.000971739,-0.001400321
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1jc2,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.002625521,-0.00256687,-0.007487532,-0.021417399,-0.002877048,-0.007649269
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1kpz,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1; phase_nachhallnah_ohne_kern:1,2,-0.001341417,-0.002762724,-0.004785885,-0.018953864,-0.001164271,-0.003970322
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1q85,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.002688474,-0.003589574,-0.015964657,-0.012433734,-0.009357696,-0.009159702
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_00ja,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.001904712,-0.003311694,-0.056291748,-0.044520584,-0.024006959,-0.021568267
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_00ja,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.005056487,-0.004033227,-0.01146936,-0.002629145,-0.005041308,-0.000559918
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_00ly,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:2,2,-0.002264713,-0.011105659,-0.013947918,-0.02947986,-0.006824165,-0.012707151
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06er,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.002485555,-0.00328435,-0.015803675,-0.032291618,-0.002659387,-0.006683174
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06s7,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.003739312,-0.006219393,-0.046011667,-0.086864427,-0.021106178,-0.043705138
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06s7,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.001516269,-0.003367424,-0.011502583,-0.019843497,-0.004987299,-0.007734167
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06s7,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.002594578,-0.002277256,-0.004248577,-0.000410578,-0.001824694,-0.002970594
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_09bn,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.003732863,-0.002967081,-0.003963257,-0.01556238,-0.005587176,-0.009473118
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_09bn,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.004838656,-0.004589645,0.005420367,0.004018686,-0.001507593,-0.004693129
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0dd2,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:2,2,-0.004832735,-0.013548357,-0.044663184,-0.035791144,-0.023011844,-0.017204039
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0dd2,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.002413942,-0.003260621,-0.015331665,-0.026435461,-0.003687517,-0.003619857
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0fe7,frueh,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:3,phase_ohne_nullfamilie,phase_ohne_nullfamilie:1,1,0.748006074,0.741645421,0.549409752,0.502711368,0.787821775,0.763910421
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0fe7,mitte,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:3,phase_ohne_nullfamilie,phase_ohne_nullfamilie:1,1,0.753045006,0.754932588,0.867940639,0.859651,0.935004819,0.931520353
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0fe7,spaet,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:3,phase_ohne_nullfamilie,phase_ohne_nullfamilie:1,1,0.755944365,0.755244333,0.908200696,0.904702556,0.953728926,0.950614167
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0h9h,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.002530506,-0.009854327,-0.019492639,-0.033503256,-0.01357731,-0.022172301
