asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,window_start,row_type,worlds,avg_kernfamilien,avg_source_family_overlap,avg_source_kern_overlap,states,source_edge,kern_edge,afterimage_edge,temporal_edge,field_edge_score,reading,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
BTC,start0_null_random_4000,36,33,0,3,0.6470588235294118,0.2727272727272727,0.4138381373673246,0.2030918089795406,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start0_null_shuffle_4000,36,33,0,3,0.6470588235294118,0.21739130434782608,0.4253380941270247,0.20995040451808342,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start0_real_4000,36,33,0,3,0.6470588235294118,0.2727272727272727,0.43339425096849626,0.21547904837697696,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.43339425096849626,0.21547904837697696,,,real,,kind_summary,1,33.0,0.6470588235294118,0.2727272727272727,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.4138381373673246,0.2030918089795406,,,null_random,,kind_summary,1,33.0,0.6470588235294118,0.2727272727272727,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.4253380941270247,0.20995040451808342,,,null_shuffle,,kind_summary,1,33.0,0.6470588235294118,0.21739130434782608,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,,,,,,,,,,,,,0,window_summary,,,,,,0.0,0.0,0.00805615684147154,0.005528643858893539,0.002037720105054762,graduell_realer_nachhall_ohne_kern,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start0_real_4000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_104t,266,3,field_stabil,98,0.07357357357357357,0.7511535714285714,0.15862064285714284,0.7155520102040817,0.887576,84,0.06311044327573254,0.7565257857142857,0.1641384761904762,0.835493761904762,0.9442098333333333,84,0.06311044327573254,0.756823488095238,0.16403652380952383,0.8358435952380953,0.94596325,-0.01046313029784103,0.1202915850340136,0.05838725,0.005415880952380991,anschlussfaehige_oberflaeche
BTC,start0_real_4000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0m9z,172,3,field_stabil,57,0.04279279279279279,0.7337875789473683,0.17454649122807017,0.6742070350877193,0.8591380000000001,57,0.04282494365138993,0.7448747192982456,0.18005261403508774,0.8305269824561403,0.9368427894736842,58,0.04357625845229151,0.7435528965517241,0.18118079310344826,0.8438503620689655,0.9441255172413793,0.0007834656594987166,0.16964332698124618,0.0849875172413792,0.006634301875378085,anschlussfaehige_oberflaeche
BTC,start0_real_4000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_155c,170,3,field_stabil,58,0.04354354354354354,0.7440616034482758,0.1682331896551724,0.6748577413793103,0.8600530862068966,59,0.04432757325319309,0.7505904406779661,0.172626593220339,0.829491966101695,0.9374015254237289,53,0.039819684447783624,0.7501083584905661,0.17445064150943396,0.8485655283018868,0.9453301698113208,-0.003723859095759917,0.1737077869225765,0.08527708360442421,0.006217451854261563,anschlussfaehige_oberflaeche
BTC,start0_real_4000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0h9h,131,3,field_stabil,36,0.02702702702702703,0.75072625,0.14787372222222223,0.596617861111111,0.8210188611111111,43,0.032306536438767845,0.7608426046511627,0.15857125581395348,0.834577953488372,0.9339783953488372,52,0.03906836964688205,0.7625665961538461,0.1568823269230769,0.8381355192307692,0.9420390576923077,0.012041342619855018,0.2415176581196582,0.12102019658119656,0.009008604700854683,kernfamilie_mit_feldzeitverdichtung
BTC,start0_real_4000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0l7p,121,3,field_stabil,30,0.02252252252252252,0.748067,0.14416746666666666,0.5656926333333333,0.8064602666666667,40,0.03005259203606311,0.7612850250000001,0.154542375,0.8389864499999999,0.9351915,51,0.03831705484598046,0.763174588235294,0.1540631568627451,0.859728568627451,0.9482834117647059,0.01579453232345794,0.29403593529411765,0.14182314509803917,0.009895690196078444,kernfamilie_mit_feldzeitverdichtung
BTC,start0_real_4000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_14wj,83,3,field_stabil,23,0.017267267267267267,0.7633341304347827,0.1322256956521739,0.520283347826087,0.7804779565217391,20,0.015026296018031555,0.76703675,0.14689185,0.83448475,0.9277902499999999,40,0.03005259203606311,0.768916,0.146522375,0.8550076499999999,0.942839,0.012785324768795844,0.3347243021739129,0.16236104347826086,0.014296679347826108,kernfamilie_mit_feldzeitverdichtung
BTC,start0_real_4000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_17ct,70,3,field_stabil,19,0.014264264264264264,0.7419326315789473,0.15780326315789472,0.4757544210526316,0.7543098947368421,29,0.021788129226145755,0.755837,0.16827893103448274,0.8159605862068965,0.9199321034482759,22,0.01652892561983471,0.7573769545454546,0.17011322727272726,0.8785085454545455,0.9446825909090909,0.0022646613555704475,0.4027541244019139,0.19037269617224883,0.012309964114832539,kernfamilie_mit_feldzeitverdichtung
BTC,start0_real_4000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_06s7,68,3,field_stabil,19,0.014264264264264264,0.7565622631578947,0.1325408947368421,0.47256636842105265,0.7552017368421052,26,0.019534184823441023,0.7690906923076923,0.14444292307692308,0.8178754230769231,0.9198621153846154,23,0.01728024042073629,0.7701577391304347,0.14648773913043478,0.8630518260869565,0.9432412608695652,0.0030159761564720246,0.39048545766590387,0.18803952402745994,0.013946844393592672,kernfamilie_mit_feldzeitverdichtung
BTC,start0_real_4000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_00ly,65,3,field_stabil,20,0.015015015015015015,0.7505472,0.14506254999999998,0.48596005,0.7632519,32,0.02404207362885049,0.76097953125,0.15649121875,0.82328703125,0.92377946875,13,0.009767092411720512,0.7624343076923077,0.15731253846153845,0.8708086923076923,0.9430925384615385,-0.005247922603294503,0.38484864230769233,0.17984063846153853,0.012249988461538464,kernfamilie_mit_feldzeitverdichtung
BTC,start0_real_4000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0pz6,58,3,field_stabil,18,0.013513513513513514,0.7583248333333333,0.1422035,0.44251277777777775,0.744959,20,0.015026296018031555,0.76447235,0.153285,0.8002352500000001,0.9142035,20,0.015026296018031555,0.7682773,0.15219755,0.8474418,0.9362579,0.001512782504518041,0.40492902222222227,0.19129889999999994,0.009994049999999977,kernfamilie_mit_feldzeitverdichtung
