asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,row_type,worlds,avg_kernfamilien,avg_oberflaechen,avg_source_family_overlap,avg_source_kern_overlap,states,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1ewh,215,3,field_stabil,79,0.013952666902154716,0.7487868607594936,0.16839283544303799,0.7696406582278481,0.895415240506329,67,0.011833274461321088,0.749710880597015,0.17213323880597017,0.8983933432835821,0.9587809253731343,69,0.012186506534793359,0.7518486521739131,0.17172371014492754,0.9103984057971014,0.9650402318840581,-0.0017661603673613576,0.1407577475692533,0.06962499137772904,0.003330874701889558,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_17ct,209,3,field_stabil,74,0.013069586718474038,0.7568035,0.16363539189189188,0.7623572837837838,0.8902350270270271,65,0.011480042387848817,0.7569343538461538,0.17236555384615385,0.8993044461538461,0.9553138,70,0.012363122571529495,0.7565915714285715,0.1716837,0.9093437571428572,0.9603749857142857,-0.0007064641469445437,0.14698647335907344,0.07013995868725864,0.00804830810810811,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1492,203,3,field_stabil,66,0.011656658424584953,0.7753514848484848,0.13784127272727273,0.7493068939393939,0.8857310606060605,74,0.013069586718474038,0.777873054054054,0.1416686081081081,0.8931017027027028,0.9569539594594595,63,0.011126810314376545,0.7780100476190477,0.14233111111111113,0.9105116666666666,0.9652637142857142,-0.0005298481102084078,0.16120477272727274,0.07953265367965368,0.0044898383838384015,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0tay,201,3,field_stabil,67,0.011833274461321088,0.7546846268656716,0.1635099552238806,0.7579939701492537,0.8867230149253732,71,0.01253973860826563,0.7586930000000001,0.16734992957746478,0.8908838732394366,0.955089985915493,63,0.011126810314376545,0.7596403015873017,0.16647693650793652,0.9073644603174603,0.9630400952380952,-0.0007064641469445437,0.14937049016820658,0.076317080312722,0.002966981284055925,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1fll,190,3,field_stabil,68,0.012009890498057224,0.7821889264705882,0.12813304411764706,0.7467339705882353,0.8865085882352941,66,0.011656658424584953,0.7882449696969698,0.1318346818181818,0.9025807575757575,0.9605043484848484,56,0.009890498057223597,0.7889455892857143,0.13260946428571427,0.9075564464285714,0.9651422857142856,-0.0021193924408336277,0.16082247584033604,0.07863369747899152,0.004476420168067208,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0nlj,188,3,field_stabil,61,0.010773578240904275,0.7783855409836066,0.13685918032786884,0.7440603278688525,0.8807308360655738,63,0.011126810314376545,0.7793434920634921,0.1436486507936508,0.9020703333333333,0.9567214761904762,64,0.01130342635111268,0.777358125,0.144382765625,0.90635746875,0.961765484375,0.0005298481102084061,0.16229714088114755,0.0810346483094262,0.007523585297131152,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0obq,184,3,field_stabil,65,0.011480042387848817,0.7427046307692308,0.17677021538461538,0.7521056615384616,0.883337,52,0.009184033910279053,0.7465680769230769,0.18216930769230769,0.9084437307692308,0.9574910384615385,67,0.011833274461321088,0.7464656119402985,0.1808309104477612,0.9107384626865672,0.9632694776119404,0.00035323207347227187,0.15863280114810563,0.07993247761194033,0.004060695063145825,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_09bn,183,3,field_stabil,55,0.00971388202048746,0.7648348181818181,0.15306134545454544,0.743487890909091,0.8745257454545455,62,0.01095019427764041,0.768649064516129,0.15592590322580643,0.8978459516129033,0.9545239354838709,66,0.011656658424584953,0.7693279848484849,0.15568610606060607,0.9036251212121211,0.9601930454545454,0.0019427764040974918,0.16013723030303018,0.08566729999999989,0.002624760606060622,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1u5i,165,3,field_stabil,57,0.010067114093959731,0.7604621929824561,0.1500249649122807,0.7498338947368421,0.8811598771929824,52,0.009184033910279053,0.7624875961538462,0.1543030576923077,0.8993134615384615,0.9574062884615385,56,0.009890498057223597,0.7639265178571428,0.15471992857142855,0.9129169464285714,0.9650250357142857,-0.0001766160367361342,0.1630830516917292,0.08386515852130327,0.004694963659147844,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_10dv,157,3,field_stabil,55,0.00971388202048746,0.7643083272727272,0.1559627090909091,0.7413256545454545,0.8740730545454546,46,0.008124337689862239,0.7661319782608697,0.16397682608695652,0.9151927826086957,0.956379847826087,56,0.009890498057223597,0.7667813392857142,0.16229776785714287,0.9093539642857144,0.9606655535714286,0.00017661603673613593,0.16802830974025984,0.08659249902597399,0.006335058766233775,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_00ja,155,3,field_stabil,63,0.011126810314376545,0.7332768412698413,0.18154263492063494,0.7512024444444445,0.881902,53,0.009360649947015189,0.7359179056603774,0.1874570754716981,0.9052122452830189,0.9565450943396228,39,0.00688802543270929,0.7357565128205128,0.18771935897435899,0.9278308717948718,0.9667259487179487,-0.004238784881667255,0.17662842735042728,0.08482394871794874,0.0061767240537240475,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_19pg,150,3,field_stabil,54,0.009537265983751325,0.7384257222222222,0.17898987037037037,0.7421739814814815,0.8760391296296297,49,0.008654185800070647,0.7400223469387754,0.1837537551020408,0.908945,0.956936224489796,47,0.008300953726598375,0.7405174680851064,0.18535740425531916,0.9215189787234042,0.9637621276595744,-0.0012363122571529498,0.17934499724192265,0.08772299802994465,0.0063675338849487895,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0oc3,147,3,field_stabil,48,0.008477569763334511,0.7303499791666667,0.1898050208333333,0.7147433333333333,0.8645939166666666,43,0.007594489579653832,0.7351838604651163,0.19461579069767443,0.9132183720930231,0.9566826976744185,56,0.009890498057223597,0.7369772142857143,0.1935800357142857,0.910114875,0.9609283392857143,0.0014129282938890857,0.1953715416666667,0.09633442261904768,0.0037750148809523876,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_05yg,144,3,field_stabil,57,0.010067114093959731,0.7217134912280703,0.1977069298245614,0.7318870877192983,0.8718968070175439,47,0.008300953726598375,0.7264246382978724,0.20249627659574468,0.909384829787234,0.9538964893617021,40,0.007064641469445425,0.727185475,0.202798525,0.923066725,0.96072,-0.0030024726245143057,0.19117963728070164,0.08882319298245611,0.005091595175438612,anschlussfaehige_oberflaeche
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1o4z,135,3,field_stabil,47,0.008300953726598375,0.7466186170212765,0.16837263829787236,0.7177201276595745,0.8628422127659575,46,0.008124337689862239,0.751418652173913,0.17278978260869565,0.9032117608695652,0.9538941086956522,42,0.007417873542917697,0.7482906904761905,0.17612378571428572,0.919344880952381,0.9628815238095237,-0.0008830801836806779,0.2016247532928065,0.10003931104356623,0.007751147416413362,kernfamilie_mit_feldzeitverdichtung
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_05ap,131,3,field_stabil,43,0.007594489579653832,0.7776932325581396,0.1335561395348837,0.6997149069767442,0.859339976744186,44,0.007771105616389968,0.7820250681818183,0.13949795454545455,0.8974988636363637,0.955509840909091,44,0.007771105616389968,0.7825030000000001,0.13929711363636363,0.910953,0.9649653181818182,0.00017661603673613593,0.2112380930232558,0.10562534143763214,0.005740974101479918,kernfamilie_mit_feldzeitverdichtung
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_04uf,121,3,field_stabil,32,0.00565171317555634,0.7316381875,0.1815141875,0.63830740625,0.8244389375,46,0.008124337689862239,0.739988043478261,0.18598095652173913,0.9007289347826087,0.9488790434782609,43,0.007594489579653832,0.737584023255814,0.1910327906976744,0.914992,0.957814,0.0019427764040974918,0.27668459375,0.13337506250000009,0.009518603197674391,kernfamilie_mit_feldzeitverdichtung
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1jc2,108,3,field_stabil,34,0.006004945249028612,0.770125,0.13413288235294119,0.6565612941176471,0.8352121764705882,34,0.006004945249028612,0.7742676764705883,0.14065514705882354,0.9155452352941176,0.9539182352941176,40,0.007064641469445425,0.7757553500000001,0.13984902500000002,0.927029875,0.964650575,0.001059696220416813,0.2704685808823529,0.12943839852941175,0.005716142647058831,kernfamilie_mit_feldzeitverdichtung
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1cic,106,3,field_stabil,32,0.00565171317555634,0.754160875,0.15384834375,0.65974134375,0.8343335625,33,0.005828329212292476,0.7551388787878788,0.1627760303030303,0.9081276363636364,0.9535043636363637,41,0.007241257506181561,0.7579735365853658,0.16160131707317074,0.9085171951219513,0.960013243902439,0.0015895443306252208,0.24877585137195124,0.12567968140243901,0.0077529733231707365,kernfamilie_mit_feldzeitverdichtung
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0kx9,104,3,field_stabil,28,0.004945249028611798,0.7722666428571429,0.129855,0.6069533928571429,0.8125343571428572,43,0.007594489579653832,0.7746873023255815,0.13976093023255814,0.9085147441860465,0.9514402325581395,33,0.005828329212292476,0.7752641818181818,0.1405519393939394,0.9258295151515151,0.964153909090909,0.0008830801836806779,0.31887612229437223,0.15161955194805188,0.010696939393939398,kernfamilie_mit_feldzeitverdichtung
PAXG,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1tiu,100,3,field_stabil,28,0.004945249028611798,0.7673013214285714,0.14040142857142857,0.6159039285714286,0.8155317857142858,32,0.00565171317555634,0.77525340625,0.149375125,0.90449659375,0.95114915625,40,0.007064641469445425,0.775848375,0.149969975,0.914767,0.9618296000000001,0.002119392440833627,0.2988630714285714,0.1462978142857143,0.00956854642857144,kernfamilie_mit_feldzeitverdichtung
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_104t,1150,3,field_stabil,380,0.06711409395973154,0.7546127921052631,0.16294225263157894,0.8032407,0.930292847368421,353,0.062345460967855884,0.7567366345609066,0.16271879320113314,0.8340266685552408,0.9484910141643059,417,0.07364888731896856,0.7560102589928058,0.16334312709832136,0.8367018800959232,0.9494607122302158,0.006534793359237012,0.03346118009592314,0.01916786486179478,0.000400874466742418,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_155c,873,3,field_stabil,286,0.050512186506534794,0.7500287237762238,0.17072752797202798,0.800092444055944,0.924798367132867,288,0.050865418580007066,0.7503424409722222,0.17340621180555557,0.841016826388889,0.9480825902777776,299,0.05280819498410456,0.7508867725752508,0.17259204347826088,0.8395157224080267,0.94840027090301,0.0022960084775697637,0.0394232783520827,0.02360190377014304,0.0018645155062329,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0l7p,753,3,field_stabil,249,0.043977393147297775,0.7622426305220884,0.15104747389558235,0.7999931967871486,0.9263435301204819,236,0.04168138466972801,0.7644743432203389,0.15255146186440677,0.853311377118644,0.9533732627118644,268,0.047333097845284354,0.7631840373134329,0.15349451492537314,0.8505320522388059,0.9534699253731344,0.0033557046979865793,0.05053885545165726,0.02712639525265248,0.002447041029790792,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0m9z,746,3,field_stabil,236,0.04168138466972801,0.7420258898305084,0.1802078559322034,0.799895686440678,0.9228221059322034,252,0.04450724125750618,0.7428430277777778,0.18168134126984128,0.8472158253968254,0.9489191071428571,258,0.045566937477922995,0.7428100852713179,0.18209199224806202,0.8480338875968992,0.9497852441860465,0.0038855528081949836,0.04813820115622125,0.02696313825384311,0.0018841363158586255,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0h9h,509,3,field_stabil,178,0.03143765453903214,0.760704808988764,0.15618446067415728,0.7983972921348316,0.9196056292134831,173,0.030554574355351465,0.7620819190751444,0.1570585838150289,0.8589381387283237,0.9525637052023121,158,0.027905333804309432,0.7595303670886075,0.16055158860759494,0.8725216835443038,0.9574079556962025,-0.0035323207347227083,0.07412439140947225,0.03780232648271942,0.004367127933437659,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_14wj,381,3,field_stabil,116,0.020487460261391734,0.7651564655172414,0.14400564655172413,0.7884670603448276,0.9100181034482758,137,0.02419639703285058,0.7694194452554745,0.14619887591240877,0.8723400875912409,0.955397905109489,128,0.02260685270222536,0.768997609375,0.1460229453125,0.87778728125,0.9591444453125,0.0021193924408336277,0.08932022090517244,0.049126341864224154,0.0020172987607758874,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_00ly,308,3,field_stabil,111,0.019604380077711057,0.7585900540540541,0.1559390990990991,0.7838039009009009,0.9067253603603603,93,0.016425291416460614,0.7610994838709677,0.15927959139784947,0.8927144731182796,0.9581931397849462,104,0.018368067820558106,0.7620220384615385,0.15843552884615386,0.8933212692307693,0.9598800961538461,-0.0012363122571529515,0.10951736832986836,0.05315473579348573,0.0024964297470547736,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0oc3,270,3,field_stabil,93,0.016425291416460614,0.7331435483870967,0.190198623655914,0.7811246989247312,0.9026558494623657,87,0.0153655951960438,0.7372176666666665,0.19335208045977012,0.89754308045977,0.9601862298850575,90,0.015895443306252206,0.7363398000000001,0.1943231111111111,0.8931645555555556,0.9611222444444445,-0.0005298481102084078,0.11203985663082439,0.05846639498207884,0.004124487455197112,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_17ct,265,3,field_stabil,84,0.014835747085835394,0.7521862976190477,0.16596017857142856,0.7678863333333334,0.8945828095238094,79,0.013952666902154716,0.7553542784810127,0.17101246835443037,0.8937153037974684,0.9556920126582278,102,0.018014835747085834,0.7564685588235294,0.16971717647058823,0.8900158333333333,0.9586321666666666,0.00317908866125044,0.12212949999999989,0.0640493571428572,0.0037569978991596753,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_06s7,248,3,field_stabil,91,0.016072059342988342,0.7669846043956043,0.14385114285714284,0.7819541318681319,0.9022172417582418,81,0.014305898975626986,0.7710772098765432,0.145772012345679,0.8871613086419754,0.9576205555555556,76,0.013422818791946308,0.7696121710526316,0.14777192105263157,0.9044775131578947,0.9650930921052632,-0.002649240551042034,0.12252338128976281,0.06287585034702137,0.003920778195488722,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_1lsu,245,3,field_stabil,83,0.014659131049099258,0.7472693614457832,0.1710478795180723,0.7629485301204819,0.8922967590361446,85,0.01501236312257153,0.7522016823529412,0.17274444705882352,0.8806552352941176,0.9516799294117646,77,0.013599434828682444,0.7501653766233767,0.17647611688311687,0.8973184285714286,0.958077012987013,-0.0010596962204168139,0.1343698984509467,0.0657802539508684,0.00542823736504458,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_00ja,230,3,field_stabil,77,0.013599434828682444,0.7319994415584415,0.18209393506493507,0.7588169350649351,0.8903572337662338,67,0.011833274461321088,0.7364045671641791,0.18520967164179106,0.8905456119402985,0.9547194179104478,86,0.015188979159307664,0.7365956511627907,0.18496912790697673,0.8869166395348838,0.9578516860465117,0.00158954433062522,0.12809970446994867,0.06749445228027795,0.0028751928420416573,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0pz6,227,3,field_stabil,77,0.013599434828682444,0.7647886233766235,0.151098,0.7737754935064936,0.8952734805194805,68,0.012009890498057224,0.7688359705882353,0.1538158382352941,0.8910590294117647,0.9570033529411764,82,0.014482515012363122,0.7689366951219512,0.15421348780487804,0.9000018780487805,0.9606641829268292,0.0008830801836806779,0.12622638454228696,0.06539070240734868,0.0031154878048780255,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0obq,221,3,field_stabil,78,0.01377605086541858,0.742934358974359,0.17647008974358974,0.764684358974359,0.8926299743589743,68,0.012009890498057224,0.7441788970588236,0.18316736764705885,0.8970848970588235,0.9584504411764705,75,0.013246202755210172,0.7463901199999999,0.18118858666666668,0.9036731066666666,0.9620695066666667,-0.0005298481102084078,0.1389887476923075,0.0694395323076924,0.004718496923076937,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_1kpz,204,3,field_stabil,67,0.011833274461321088,0.7657661791044776,0.1446199253731343,0.7660969253731343,0.8891095820895522,71,0.01253973860826563,0.7704634929577465,0.14766459154929576,0.8958845070422535,0.9576540140845071,66,0.011656658424584953,0.769941393939394,0.14859272727272727,0.9036556969696969,0.9619584848484849,-0.00017661603673613593,0.1375587715965626,0.07284890275893274,0.003972801899592954,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_06er,192,3,field_stabil,54,0.009537265983751325,0.7683187222222222,0.13858924074074075,0.7045151296296296,0.8667983703703703,72,0.012716354645001766,0.7762110138888889,0.143558,0.878757875,0.9520695138888888,66,0.011656658424584953,0.7758080757575758,0.1459806818181818,0.896520803030303,0.9610281363636364,0.0021193924408336277,0.19200567340067343,0.09422976599326605,0.007391441077441052,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_1ewh,190,3,field_stabil,59,0.010420346167432003,0.7445012542372881,0.1684327966101695,0.7449026779661017,0.8803063559322033,56,0.009890498057223597,0.7479663035714286,0.173788,0.8934571964285715,0.9548851964285714,75,0.013246202755210172,0.74932212,0.17325064,0.9060628933333333,0.9630576266666666,0.0028258565877781697,0.16116021536723169,0.08275127073446331,0.004817843389830517,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_1q85,188,3,field_stabil,65,0.011480042387848817,0.7412349846153846,0.17702443076923077,0.7543056769230769,0.8830467538461538,56,0.009890498057223597,0.745735375,0.18367399999999998,0.9017925892857143,0.9550869821428571,67,0.011833274461321088,0.7477272835820895,0.18181805970149253,0.9022233582089553,0.9605098358208954,0.00035323207347227187,0.14791768128587834,0.07746308197474161,0.004793628932261762,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0tay,186,3,field_stabil,59,0.010420346167432003,0.7517435084745764,0.16158842372881355,0.7452909152542373,0.8807616610169492,59,0.010420346167432003,0.759219966101695,0.16489800000000002,0.8999373559322034,0.9560386440677967,68,0.012009890498057224,0.7598399705882353,0.1646326617647059,0.9039502647058824,0.96244025,0.0015895443306252217,0.15865934945164506,0.0816785889830508,0.0030442380358923493,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0dd2,183,3,field_stabil,64,0.01130342635111268,0.75785446875,0.153454328125,0.7108325,0.875500765625,57,0.010067114093959731,0.7652992280701755,0.15886980701754386,0.8854486666666667,0.9555544035087719,62,0.01095019427764041,0.7658536935483871,0.15938595161290323,0.8972189838709678,0.9608548225806453,-0.00035323207347227013,0.1863864838709678,0.08535405695564524,0.005931623487903215,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_09bn,144,3,field_stabil,45,0.007947721653126103,0.7667219777777777,0.14758017777777777,0.7118474444444445,0.8613333333333333,45,0.007947721653126103,0.7701819999999999,0.15502055555555555,0.9130409333333332,0.9569871111111111,54,0.009537265983751325,0.7708625555555556,0.15490503703703704,0.9061312777777778,0.9592963518518518,0.0015895443306252217,0.19428383333333332,0.09796301851851852,0.00732485925925927,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0g2r,141,3,field_stabil,53,0.009360649947015189,0.742072716981132,0.16916650943396228,0.7164788867924528,0.8676354905660377,49,0.008654185800070647,0.746655081632653,0.17240148979591838,0.8869856326530613,0.9506604081632654,39,0.00688802543270929,0.7471735128205128,0.1741957435897436,0.9244266666666666,0.9630049743589745,-0.0024726245143058987,0.20794777987421387,0.09536948379293675,0.005029234155781326,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_19pg,139,3,field_stabil,49,0.008654185800070647,0.7340014897959184,0.17994714285714286,0.7202829387755102,0.8649501836734694,48,0.008477569763334511,0.7369318749999999,0.18626879166666666,0.8975310625,0.9534512291666667,42,0.007417873542917697,0.7389575714285714,0.18570688095238094,0.9254189047619047,0.965070880952381,-0.0012363122571529498,0.2051359659863945,0.1001206972789116,0.005759738095238082,kernfamilie_mit_feldzeitverdichtung
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_1492,138,3,field_stabil,39,0.00688802543270929,0.7714829743589744,0.1370221282051282,0.6824796410256411,0.8499907692307692,41,0.007241257506181561,0.7751348292682927,0.14377756097560976,0.8960781707317073,0.951799487804878,58,0.010243730130695867,0.7756541896551724,0.1445298448275862,0.9088182241379311,0.9618000517241378,0.0033557046979865767,0.22633858311229005,0.11180928249336863,0.007507716622457999,kernfamilie_mit_feldzeitverdichtung
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_1gp2,135,3,field_stabil,43,0.007594489579653832,0.7394231395348837,0.16927293023255816,0.698826488372093,0.855169465116279,53,0.009360649947015189,0.7431470754716981,0.17619211320754716,0.8752865094339624,0.9470189056603774,39,0.00688802543270929,0.7462397692307692,0.17554710256410258,0.9136454358974359,0.9607122307692307,-0.000706464146944542,0.2148189475253428,0.10554276565295173,0.006274172331544425,kernfamilie_mit_feldzeitverdichtung
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_169a,133,3,field_stabil,52,0.009184033910279053,0.7325049038461539,0.18951898076923077,0.7178732692307693,0.8665063846153847,40,0.007064641469445425,0.735311925,0.196362575,0.9159249,0.95686225,41,0.007241257506181561,0.7388449024390243,0.19516558536585368,0.9219373658536586,0.9629466097560976,-0.0019427764040974918,0.20406409662288927,0.09644022514071293,0.005646604596622917,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0jkk,131,3,field_stabil,50,0.008830801836806783,0.71638132,0.19958289999999998,0.7014676,0.8598150800000001,42,0.007417873542917697,0.7206333571428571,0.2056513095238095,0.8895139761904761,0.9498135714285715,39,0.00688802543270929,0.7218928205128206,0.20512623076923076,0.9106199487179487,0.9581797179487179,-0.0019427764040974927,0.20915234871794874,0.09836463794871786,0.005543330769230775,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_04uf,130,3,field_stabil,47,0.008300953726598375,0.728704,0.18886731914893617,0.7073760638297873,0.8582759999999999,46,0.008124337689862239,0.7345967173913044,0.19198584782608694,0.8938078695652173,0.9504396956521738,37,0.006534793359237019,0.7351818648648649,0.1930977027027027,0.918856027027027,0.9601647567567568,-0.0017661603673613559,0.2114799631972396,0.1018887567567569,0.004230383553766537,kernfamilie_mit_feldzeitverdichtung
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0nlj,122,3,field_stabil,47,0.008300953726598375,0.7729090425531916,0.13616602127659574,0.7152154680851064,0.864252170212766,34,0.006004945249028612,0.7771191470588236,0.14261164705882354,0.9139991764705883,0.956196205882353,41,0.007241257506181561,0.7763967804878048,0.14398382926829267,0.9122216585365854,0.9601736097560976,-0.0010596962204168139,0.19700619045147905,0.09592143954333154,0.007817807991696929,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_1u5i,116,3,field_stabil,32,0.00565171317555634,0.75507065625,0.1476108125,0.6495641875,0.83207528125,38,0.006711409395973154,0.7606057368421052,0.15565915789473683,0.9060898947368421,0.9539396578947369,46,0.008124337689862239,0.7615407826086956,0.15521934782608696,0.9056417391304348,0.9603497826086957,0.0024726245143058987,0.2560775516304348,0.12827450135869578,0.007608535326086963,kernfamilie_mit_feldzeitverdichtung
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_05yg,114,3,field_stabil,44,0.007771105616389968,0.7208719772727273,0.19646695454545454,0.6900174318181818,0.8513213181818181,33,0.005828329212292476,0.7248018484848485,0.2059018484848485,0.9064129393939394,0.9507291212121213,37,0.006534793359237019,0.7256472972972973,0.2051475945945946,0.9229828378378379,0.9607005135135135,-0.001236312257152949,0.2329654060196561,0.10937919533169538,0.00868064004914007,kernfamilie_mit_feldzeitverdichtung
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_07uk,111,3,field_stabil,46,0.008124337689862239,0.7566287608695653,0.15713621739130434,0.7131977608695652,0.8591264130434783,27,0.004768632991875662,0.7630704074074074,0.16303796296296297,0.9084281481481482,0.9491972962962962,38,0.006711409395973154,0.7627605789473685,0.16464923684210525,0.9144813684210527,0.9582311578947369,-0.0014129282938890849,0.20128360755148744,0.09910474485125864,0.007513019450800906,anschlussfaehige_oberflaeche
XRP,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_17db,111,3,field_stabil,39,0.00688802543270929,0.719137435897436,0.20175820512820514,0.6841615897435898,0.845642,35,0.006181561285764747,0.7256592857142857,0.20800122857142858,0.8990822285714285,0.9497272285714287,37,0.006534793359237019,0.7243915405405406,0.20936078378378378,0.914991972972973,0.959624972972973,-0.000353232073472271,0.2308303832293832,0.113982972972973,0.007602578655578646,kernfamilie_mit_feldzeitverdichtung
