world,preview_symbol,rows,segments,longest_segment,segment_concentration,field_carried_share,field_mixed_share,far_return_share,top_family,top_family_share,carry_avg,strain_avg,rekopplung_avg,sensory_coupling_avg,visual_gap_avg,hearing_gap_avg,afterimage_avg,recurrence_avg,visual_contact_avg,auditory_loudness_avg,visual_sharpness_avg,raw_range_avg,raw_volume_avg,raw_volume_ratio,raw_range_ratio,active_recoupling_score
PEPE_C_10K,dio_mcm_episode_14sn1ov,51,26,3,0.058823529411764705,0.8235294117647058,0.17647058823529413,0.8235294117647058,dio_155c,0.0784313725490196,0.5381358627450981,0.17033327450980393,0.6972844117647059,0.8244466470588235,0.23707250980392156,0.0789624705882353,0.5575393137254901,0.6162850980392157,0.3851972549019608,0.1761168431372549,0.5820648235294118,0.012524357193528545,476530002725.098,2.8076668341246083,1.777510549872231,0.9035311861591697
DOGE_10K,dio_mcm_episode_0hvxln3,55,31,3,0.05454545454545454,0.8545454545454545,0.14545454545454545,0.8181818181818182,dio_0m9z,0.05454545454545454,0.5253968545454545,0.16486849090909092,0.6963235636363636,0.8387316,0.1963028181818182,0.08893107272727273,0.4465436,0.5063496909090909,0.36174454545454543,0.18917412727272728,0.6276654363636364,0.004176878017738866,7232529.636363637,2.2683063061833937,1.5572748587926613,0.9034025852406418
KAS_10K,dio_mcm_episode_14sn1ov,51,25,3,0.058823529411764705,0.7647058823529411,0.23529411764705882,0.8627450980392157,dio_0h9h,0.0784313725490196,0.5352777843137255,0.17050929411764706,0.6952904509803921,0.8183383725490196,0.2653437843137255,0.07192976470588235,0.5345228039215686,0.5927855882352941,0.39795166666666665,0.16271149019607842,0.5855366862745098,0.007128994786487887,1179485.2745098039,2.2087984246611088,1.6758662115103407,0.90145667727797
PEPE_B_10K,dio_mcm_episode_08g1nk4,53,32,3,0.05660377358490566,0.7169811320754716,0.2830188679245283,0.8679245283018868,dio_13it,0.05660377358490566,0.5202393018867925,0.17779986792452832,0.6880353018867924,0.8062993773584906,0.2806031698113208,0.09767324528301886,0.45815658490566036,0.5316993773584906,0.398555320754717,0.20838496226415093,0.5626354528301887,0.02161357791431023,688119711673.849,2.2176840689422996,1.9593032463942102,0.9014076821309656
PEPE_B_10K,dio_mcm_episode_0vcr3lw,60,29,3,0.05,0.9,0.1,0.7666666666666667,dio_1gp2,0.08333333333333333,0.5239411333333334,0.16262103333333333,0.6957635166666667,0.8428210666666667,0.17692013333333334,0.09325233333333333,0.4336017,0.48620756666666665,0.3373313666666667,0.19459118333333333,0.6409509666666666,0.01667517630730181,571517361033.8833,1.8418960032488125,1.5116297358365864,0.9013388720448181
XLM_10K,dio_mcm_episode_14sn1ov,41,21,3,0.07317073170731707,0.7560975609756098,0.24390243902439024,0.8536585365853658,dio_1gp2,0.0975609756097561,0.5279715609756097,0.17211543902439025,0.6937373902439025,0.8194818292682927,0.25225285365853656,0.08629260975609757,0.49518251219512194,0.5590119512195122,0.37720717073170734,0.18590773170731706,0.5848501463414634,0.003560539891757907,407296.60975609755,1.8978450441378505,1.5047387235689798,0.9011994651362984
PEPE_B_10K,dio_mcm_episode_1eav7xq,90,36,3,0.03333333333333333,0.8111111111111111,0.18888888888888888,0.8,dio_0oc3,0.044444444444444446,0.5165929777777778,0.17076436666666667,0.6893689888888889,0.8293236444444444,0.1932638888888889,0.11874565555555555,0.4059430666666667,0.4709175666666667,0.34245515555555556,0.23926593333333335,0.6272324444444445,0.01605395064915774,460368005323.94446,1.4836819436173336,1.455314698429514,0.9007212572175537
TRX_10K,dio_mcm_episode_0vcr3lw,61,35,3,0.04918032786885246,0.9016393442622951,0.09836065573770492,0.8032786885245902,dio_104t,0.14754098360655737,0.536019,0.1615376393442623,0.7012765409836066,0.8411819508196722,0.1993292786885246,0.08251180327868853,0.493334,0.5642424918032787,0.31332524590163935,0.17466427868852458,0.6491223114754099,0.0016274269388590796,1787244.206557377,1.4333126440816275,1.3899691527902,0.8982316110759058
DOGE_10K,dio_mcm_episode_0b8eoy2,62,26,3,0.04838709677419355,0.7741935483870968,0.22580645161290322,0.8709677419354839,dio_155c,0.06451612903225806,0.5415391290322581,0.17319683870967742,0.6979100483870968,0.8223772096774193,0.24524654838709678,0.08379198387096774,0.5957821774193548,0.6451814193548387,0.3608551935483871,0.18024062903225807,0.5852394354838709,0.004472942715558364,6844063.758064516,2.1464734695707812,1.6676573283147038,0.8971862929791272
KAS_10K,dio_mcm_episode_0vcr3lw,63,30,3,0.047619047619047616,0.8412698412698413,0.15873015873015872,0.8253968253968254,dio_155c,0.047619047619047616,0.5153626666666666,0.16654763492063493,0.6902322380952381,0.8353314603174603,0.16675757142857142,0.12030073015873016,0.3788768412698413,0.4474588095238095,0.34854292063492065,0.2404929523809524,0.6409387936507936,0.007196959019909909,1077969.9047619049,2.0186926271374914,1.6918430730166851,0.8966594693877552
XLM_10K,dio_mcm_episode_0vcr3lw,58,28,3,0.05172413793103448,0.8275862068965517,0.1724137931034483,0.8275862068965517,dio_0u1o,0.05172413793103448,0.5278355344827587,0.17055693103448274,0.6946153793103448,0.8332930689655172,0.2004603448275862,0.10316665517241379,0.4820955344827586,0.5441206379310345,0.34549772413793106,0.21379722413793104,0.6319990172413793,0.0035800930805439703,448486.1896551724,2.0897725932730884,1.5130022008027983,0.8966275243117937
DOGE_10K,dio_mcm_episode_0bsaqu1,65,28,3,0.046153846153846156,0.8461538461538461,0.15384615384615385,0.8307692307692308,dio_0l7p,0.046153846153846156,0.5314972,0.1695768153846154,0.6982354923076923,0.8366750461538461,0.19553592307692308,0.09778192307692307,0.5157524769230769,0.5703842769230769,0.3472210923076923,0.2025006,0.6342448461538461,0.00397945187557352,4767447.415384616,1.4951934634797723,1.4836680246076988,0.8959559090885586
XLM_10K,dio_mcm_episode_0hvxln3,52,23,3,0.057692307692307696,0.9423076923076923,0.057692307692307696,0.9038461538461539,dio_1gp2,0.038461538461538464,0.5395740769230769,0.15870336538461538,0.7047672115384616,0.8506348076923077,0.16359948076923078,0.07981657692307692,0.5176085769230769,0.5686635961538462,0.34436811538461537,0.17345505769230768,0.6644642692307692,0.003573483100209484,621171.8846153846,2.8944213001945505,1.5102087218154248,0.8954991964447316
TRX_10K,dio_mcm_episode_08g1nk4,55,33,3,0.05454545454545454,0.6909090909090909,0.3090909090909091,0.8363636363636363,dio_1gp2,0.07272727272727272,0.5199159636363636,0.18243745454545454,0.6846752363636364,0.8048171090909091,0.28206956363636365,0.10249141818181819,0.4821774909090909,0.5414924181818181,0.40039914545454547,0.2169056909090909,0.5497496545454545,0.001896265995929785,2317678.309090909,1.8587038151504447,1.6195819160245697,0.8953458618181818
XRP_10K,dio_mcm_episode_0bsaqu1,78,32,3,0.038461538461538464,0.9358974358974359,0.0641025641025641,0.8076923076923077,dio_0l7p,0.05128205128205128,0.5321603846153846,0.1664283717948718,0.6982991282051282,0.8411915,0.1762858717948718,0.10435333333333334,0.4965669615384615,0.5549879487179488,0.30555820512820514,0.21374385897435896,0.6682482948717948,0.0030953525777159363,1734048.9871794872,1.4825944684526906,1.3548059888288557,0.8939014918336565
TRX_10K,dio_mcm_episode_0b8eoy2,48,25,3,0.0625,0.6875,0.3125,0.8125,dio_04uf,0.041666666666666664,0.5199585624999999,0.1808455,0.6856675208333334,0.8071366875,0.28427375,0.091739375,0.4838310625,0.5441226041666667,0.3971717083333333,0.1943675,0.5610105416666666,0.0021744606271978067,2356622.316666667,1.8899356626309096,1.8571851820768575,0.8932129588235294
DOGE_10K,dio_mcm_episode_15z3zml,56,24,3,0.05357142857142857,0.6964285714285714,0.30357142857142855,0.8214285714285714,dio_0ahb,0.05357142857142857,0.5302590892857143,0.17472726785714285,0.6924552678571428,0.8147602321428571,0.27351094642857143,0.07925966071428571,0.5243745178571428,0.5814280357142857,0.39193773214285715,0.1737492142857143,0.5763174107142858,0.0046331074740228835,7095340.017857143,2.225280132431324,1.7273719167135333,0.892432818487395
DOGE_10K,dio_mcm_episode_0vcr3lw,59,28,3,0.05084745762711865,0.7966101694915254,0.2033898305084746,0.847457627118644,dio_155c,0.05084745762711865,0.5281090338983051,0.16693523728813559,0.6950538983050848,0.8333278135593221,0.1940329661016949,0.10256254237288136,0.46432335593220336,0.5308887118644068,0.364356,0.21172094915254236,0.6199695254237289,0.004447337492017212,6040985.72881356,1.8946076564051473,1.6581108750294848,0.8922172494516449
PEPE_C_10K,dio_mcm_episode_0b8eoy2,58,23,3,0.05172413793103448,0.6379310344827587,0.3620689655172414,0.7931034482758621,dio_1v2w,0.05172413793103448,0.5149245172413793,0.18158260344827587,0.6822378620689655,0.8039371379310345,0.28690481034482757,0.09512774137931035,0.4498689827586207,0.5026171896551724,0.433920224137931,0.20468232758620689,0.5604175344827587,0.013614072876356303,521447952624.10345,3.072318875899744,1.932167678590056,0.8904180105476673
DOGE_10K,dio_mcm_episode_1yxc2ug,294,32,49,0.16666666666666666,0.7755102040816326,0.22448979591836735,0.8163265306122449,dio_104t,0.030612244897959183,0.5219295646258504,0.1735284013605442,0.6897397006802721,0.819386962585034,0.2448806632653061,0.09442144217687075,0.46014828571428573,0.5164905238095238,0.39810296598639455,0.19847963945578231,0.5966575510204082,0.005323803981367998,8729427.05442177,2.737771627973357,1.984885854486301,0.8887258240096038
TRX_10K,dio_mcm_episode_1eav7xq,89,37,3,0.033707865168539325,0.8202247191011236,0.1797752808988764,0.7303370786516854,dio_00ja,0.07865168539325842,0.524161584269663,0.16813798876404495,0.6936300786516854,0.8361568876404495,0.19947083146067415,0.10345591011235955,0.44487188764044944,0.5102292471910113,0.32330024719101125,0.20937489887640448,0.6601213258426967,0.0014464890433305531,1659838.424719101,1.3311372852985892,1.2354318968616838,0.8875880512629037
KAS_10K,dio_mcm_episode_0bsaqu1,67,27,3,0.04477611940298507,0.9104477611940298,0.08955223880597014,0.9104477611940298,dio_1lsu,0.05970149253731343,0.5360758059701493,0.1641180895522388,0.7008202835820896,0.8417371641791045,0.18021525373134328,0.09727420895522387,0.5093062388059701,0.5682469253731344,0.3248140895522388,0.19989546268656716,0.6545391641791045,0.005473291087711229,704137.8656716418,1.3186248629395925,1.2866475392914098,0.885267346884555
KAS_10K,dio_mcm_episode_1eav7xq,63,24,3,0.047619047619047616,0.8253968253968254,0.1746031746031746,0.7619047619047619,dio_104t,0.07936507936507936,0.529974492063492,0.16509926984126985,0.6976029682539683,0.8387948095238096,0.19017438095238096,0.09561838095238095,0.48082542857142857,0.5414534285714285,0.31378569841269843,0.19734119047619048,0.6469123015873016,0.0059498353038795,872544.5555555555,1.6339966944977056,1.3986723582295268,0.883960714579165
PEPE_B_10K,dio_mcm_episode_1yxc2ug,198,25,41,0.20707070707070707,0.7474747474747475,0.25252525252525254,0.7373737373737373,dio_00ja,0.050505050505050504,0.5140235707070707,0.1734553383838384,0.6852922222222222,0.815186702020202,0.2581891767676768,0.09368208585858585,0.4080518838383838,0.46742768686868685,0.39260457575757574,0.1964430303030303,0.5830420050505051,0.019348176332063257,652409271814.1061,2.102595847767479,1.753941196108945,0.8839183491384432
DOGE_10K,dio_mcm_episode_1eav7xq,81,35,3,0.037037037037037035,0.7901234567901234,0.20987654320987653,0.8148148148148148,dio_104t,0.07407407407407407,0.5356766172839507,0.17347698765432099,0.696357975308642,0.8296530987654321,0.20632833333333334,0.10947164197530865,0.5490378888888889,0.6099492839506173,0.32615355555555553,0.21928427160493827,0.6453212098765432,0.0037790123748880915,4871534.1728395065,1.5278377332160546,1.4089377131643812,0.8837969956634506
KAS_10K,dio_mcm_episode_08g1nk4,46,28,3,0.06521739130434782,0.6304347826086957,0.3695652173913043,0.8695652173913043,dio_0jho,0.06521739130434782,0.5198586304347826,0.18422993478260868,0.6828124565217392,0.801202847826087,0.2897054347826087,0.10020736956521739,0.49052473913043476,0.5409036739130435,0.4352236086956522,0.21400397826086956,0.5406033695652174,0.0082128429604963,1346854.347826087,2.5222271324774375,1.9306545214514013,0.8829634005115089
XRP_10K,dio_mcm_episode_0b8eoy2,52,22,3,0.057692307692307696,0.6538461538461539,0.34615384615384615,0.8653846153846154,dio_05yg,0.057692307692307696,0.5333580576923077,0.17972084615384615,0.6914903461538462,0.8063889230769231,0.2974623846153846,0.08114284615384615,0.5582228269230769,0.6213143461538462,0.3990938076923077,0.18050246153846153,0.5591022307692307,0.0040505706290669815,1787107.7115384615,1.527959144894573,1.7728957230725615,0.8816921502262443
XRP_10K,dio_mcm_episode_1eav7xq,89,32,3,0.033707865168539325,0.8539325842696629,0.14606741573033707,0.8089887640449438,dio_104t,0.07865168539325842,0.5359939662921348,0.16667707865168538,0.6992611235955056,0.8366066853932584,0.20134995505617978,0.09877943820224719,0.5088184943820224,0.5810215393258427,0.3138645393258427,0.20224277528089887,0.6454186516853933,0.0029282723641952087,1515342.6404494382,1.2956027385334112,1.2816765897670797,0.8809574473723767
TRX_10K,dio_mcm_episode_0bsaqu1,81,40,3,0.037037037037037035,0.8765432098765432,0.12345679012345678,0.7777777777777778,dio_104t,0.08641975308641975,0.5313875185185185,0.16387585185185186,0.6992876543209876,0.8403018148148148,0.189499987654321,0.09406502469135802,0.47776045679012347,0.5484024938271604,0.3141651975308642,0.19473753086419754,0.6317047037037037,0.001645457540133574,1590022.4160493826,1.2751470811516288,1.4053689099033377,0.8799071319220494
PEPE_C_10K,dio_mcm_episode_0vcr3lw,49,24,3,0.061224489795918366,0.8571428571428571,0.14285714285714285,0.8367346938775511,dio_104t,0.061224489795918366,0.5445141836734694,0.17418683673469387,0.7008415102040816,0.8310307551020408,0.2016648979591837,0.10234728571428571,0.6303229183673469,0.6778809387755103,0.3232576530612245,0.2111011836734694,0.609989,0.008554110845944244,256606799600.08163,1.511901446976957,1.2140361408167877,0.8798232276453439
PEPE_C_10K,dio_mcm_episode_15z3zml,49,19,3,0.061224489795918366,0.673469387755102,0.32653061224489793,0.8571428571428571,dio_0ahb,0.061224489795918366,0.5233824081632653,0.17976797959183674,0.6879557346938775,0.8093848775510204,0.260337,0.10722410204081632,0.4980469591836735,0.5512794897959183,0.3971811632653061,0.22236148979591835,0.5729561836734693,0.012617238884965565,448511168125.2857,2.6425826795344554,1.7906927183355026,0.8788596859543817
PEPE_B_10K,dio_mcm_episode_1qlxgj7,1729,80,155,0.0896471949103528,0.8461538461538461,0.15384615384615385,0.8218623481781376,dio_104t,0.04626951995373048,0.5277027501445922,0.16861307403123194,0.695771993637941,0.8345833973395026,0.19132016310005784,0.10794986813186813,0.47572444360902255,0.539813921341816,0.31697706651243496,0.2187634985540775,0.636225972238288,0.014183924153116072,425386308767.87683,1.3709423289240474,1.2857939925536142,0.8782461197119413
TRX_10K,dio_mcm_episode_15z3zml,44,17,3,0.06818181818181818,0.8636363636363636,0.13636363636363635,0.8181818181818182,dio_04uf,0.09090909090909091,0.5271523636363636,0.1674233181818182,0.6937258181818182,0.8282311363636363,0.22018072727272728,0.09211561363636364,0.46243863636363636,0.5255827727272727,0.3778563181818182,0.19365854545454544,0.5958375681818182,0.002180399592984887,2411689.775,1.9340980015082803,1.8622575936527068,0.8774577454545454
PEPE_C_10K,dio_mcm_episode_1yxc2ug,304,26,31,0.10197368421052631,0.75,0.25,0.8322368421052632,dio_104t,0.049342105263157895,0.5441008157894737,0.17357209539473684,0.7002227467105263,0.8262295756578948,0.2322035,0.08942246381578947,0.6165945493421052,0.6661574210526315,0.3521053486842105,0.18906940789473684,0.6045864506578947,0.010423201736447155,300016078068.7039,1.7676645484661617,1.479305545481778,0.8764937086687307
XLM_10K,dio_mcm_episode_0bsaqu1,67,27,3,0.04477611940298507,0.8656716417910447,0.13432835820895522,0.9104477611940298,dio_104t,0.05970149253731343,0.5395746268656716,0.16482120895522387,0.702117447761194,0.8404592089552239,0.19111346268656718,0.09178364179104477,0.5393922537313433,0.5916790447761194,0.3158704029850746,0.19088267164179104,0.6423505671641792,0.0028379417642157424,279243.3582089552,1.3011663018816528,1.1993576810455944,0.875080223287917
XLM_10K,dio_mcm_episode_1yxc2ug,210,28,48,0.22857142857142856,0.7714285714285715,0.22857142857142856,0.7619047619047619,dio_0m9z,0.05238095238095238,0.5243658761904761,0.1724394,0.6928088,0.8228153761904762,0.24542488571428572,0.08625441904761905,0.4830494285714286,0.5366358142857143,0.3736282,0.18502216666666665,0.5968135333333333,0.00379944482186916,439285.9857142857,2.046903192850813,1.6057036082546154,0.8749921929411765
TRX_10K,dio_mcm_episode_1yxc2ug,177,21,32,0.1807909604519774,0.751412429378531,0.24858757062146894,0.807909604519774,dio_0m9z,0.04519774011299435,0.5346826836158192,0.17280471186440677,0.694935824858757,0.8240593050847458,0.23758884745762712,0.08804580790960452,0.5445230790960452,0.5948533559322033,0.3898802824858757,0.1883541299435028,0.6091910790960452,0.0023913127457604786,3304029.127683616,2.649725598632614,2.0423964184907195,0.8714699238285144
KAS_10K,dio_mcm_episode_1qlxgj7,2466,67,481,0.19505271695052717,0.8434712084347121,0.15652879156528793,0.7988645579886455,dio_104t,0.046228710462287104,0.5295133479318734,0.16814599270072994,0.69594400162206,0.8335573446877534,0.20106357785888077,0.10065333860502838,0.4854649193025142,0.5489436841038119,0.3262660182481752,0.2064599776966748,0.6325679598540146,0.00554116914525549,798210.7648012977,1.4947932949594365,1.3026041427885802,0.8677993818642786
PEPE_C_10K,dio_mcm_episode_0bsaqu1,53,26,3,0.05660377358490566,0.7169811320754716,0.2830188679245283,0.8867924528301887,dio_05yg,0.07547169811320754,0.5450105471698113,0.17157475471698114,0.7021243584905661,0.8323478867924529,0.21629437735849055,0.0976798679245283,0.5985481132075472,0.6600415660377359,0.3219734528301887,0.19895775471698113,0.6495670566037736,0.008118873666177771,258754039270.03775,1.5245527670864494,1.152265411447037,0.8667045278579356
PEPE_C_10K,dio_mcm_episode_1eav7xq,65,30,3,0.046153846153846156,0.7846153846153846,0.2153846153846154,0.8769230769230769,dio_0m9z,0.06153846153846154,0.5475587538461538,0.16831936923076923,0.7043379076923076,0.8390298923076923,0.19283341538461538,0.09497572307692308,0.6075750769230769,0.6647072,0.3122759692307692,0.19679776923076922,0.6421832615384615,0.008834429305808909,258235862902.13846,1.5214997240586061,1.253820140269537,0.8664023042275371
PAXG_10K,dio_mcm_episode_1qlxgj7,1153,49,238,0.20641803989592367,0.8872506504770165,0.11274934952298352,0.813529921942758,dio_104t,0.05637467476149176,0.5335018915871639,0.1632943972246314,0.7042280945359931,0.8438196955767563,0.18786143625325238,0.08760922810060712,0.5045986348655681,0.5709863417172594,0.296936236773634,0.18389395143104945,0.6397175784908933,0.0012993570346169878,3.7296654813529924,1.4813150520620681,1.4581977213003208,0.8572967199661826
XRP_10K,dio_mcm_episode_15z3zml,40,17,3,0.075,0.675,0.325,0.725,dio_1v2w,0.05,0.5175429,0.178406275,0.68497105,0.81175465,0.2600339,0.09384955,0.47241295,0.50582675,0.423793375,0.200390075,0.5853329,0.0049100041309312874,2579914.475,2.2058009652527275,2.1490614832216375,0.8570376047058823
XLM_10K,dio_mcm_episode_1eav7xq,63,24,3,0.047619047619047616,0.8095238095238095,0.19047619047619047,0.8412698412698413,dio_0m9z,0.1111111111111111,0.5305834285714286,0.16986033333333334,0.6970793015873016,0.8322123492063492,0.19760409523809525,0.1067862380952381,0.5031982857142857,0.5642405396825397,0.3279264761904762,0.21698292063492064,0.6273634920634921,0.003055057860448738,244068.11111111112,1.137263222941359,1.2911142706201655,0.8563003990684483
PEPE_C_10K,dio_mcm_episode_08g1nk4,52,26,3,0.057692307692307696,0.5192307692307693,0.4807692307692308,0.9615384615384616,dio_0m9z,0.07692307692307693,0.5370262115384615,0.1847995,0.6908576153846154,0.8018976346153847,0.28546855769230767,0.10422688461538461,0.6057834038461538,0.6662886153846154,0.3970167884615385,0.2172203269230769,0.5469484038461538,0.010280744991831637,348326192039.28845,2.0523028796778853,1.4590874726065188,0.8556773990950226
KAS_10K,dio_mcm_episode_1yxc2ug,172,18,33,0.19186046511627908,0.7093023255813954,0.29069767441860467,0.8023255813953488,dio_00ja,0.040697674418604654,0.5256042151162791,0.18129021511627907,0.688206011627907,0.8147016569767442,0.24490336046511627,0.10912110465116279,0.5278045639534884,0.5725011395348837,0.3781417558139535,0.22463648255813953,0.592062238372093,0.006894817230579215,1114862.9593023255,2.087781510662285,1.620816339095613,0.8452391088919289
XRP_10K,dio_mcm_episode_1yxc2ug,210,26,65,0.30952380952380953,0.7380952380952381,0.2619047619047619,0.8571428571428571,dio_00ja,0.03333333333333333,0.5389823380952381,0.17328614761904762,0.6972636714285715,0.8239449666666666,0.24219629047619048,0.0840902619047619,0.5783154142857143,0.6261614333333333,0.3779232714285714,0.1822188761904762,0.6006559857142857,0.0041107506643696485,1971522.4,1.6856318513959163,1.7992359444815706,0.8448297825210084
PEPE_A_10K,dio_mcm_episode_1qlxgj7,2722,38,456,0.16752387950036737,0.8181484202792064,0.18185157972079352,0.8067597354886114,dio_14wj,0.0470242468772961,0.5375227178545188,0.16803579977957384,0.7055115988243938,0.8382406366642174,0.19178060727406318,0.09670245848640706,0.5543198008817046,0.6253214908155768,0.3248520789860397,0.19870701175606173,0.6223896318883174,0.011926656343016992,72849645403.81741,1.2552764206284521,1.03886595427884,0.841565458534965
XLM_10K,dio_mcm_episode_1qlxgj7,2526,66,262,0.10372129849564529,0.8388756927949327,0.1611243072050673,0.8448139350752177,dio_104t,0.039192399049881234,0.5347113606492478,0.167144580760095,0.7000057494061758,0.8379830684877276,0.19245902216943786,0.10011829968329375,0.5189007355502772,0.5771017236737925,0.3113608333333333,0.2037820866983373,0.6466542220902612,0.0027281663263816008,240614.95684877277,1.1211728564947863,1.1529648987071222,0.8407904485361627
DOGE_10K,dio_mcm_episode_1qlxgj7,2338,89,222,0.0949529512403764,0.8498716852010265,0.15012831479897348,0.8259195893926433,dio_104t,0.05517536355859709,0.5407221462788708,0.16740894482463645,0.7017909533789564,0.8383388952095808,0.18954429426860564,0.10020842728828058,0.5574284324208726,0.6229305556030795,0.29715719375534644,0.20438284260051326,0.646568126176219,0.002957434774865183,3558498.630881095,1.116036199062279,1.1026270822028628,0.8346908531904145
PEPE_C_10K,dio_mcm_episode_1qlxgj7,2333,76,320,0.13716245177882555,0.8542648949849978,0.14573510501500214,0.8251178739819974,dio_104t,0.05272181740248607,0.5374666626660951,0.16675406086583797,0.7011028054007715,0.838729057008144,0.18967075696528077,0.0995375499357051,0.5339955713673382,0.5988646905272181,0.3009289627089584,0.20311172010287185,0.6425499322760394,0.007407024133946122,174909811680.925,1.0305510133908915,1.0512366692999213,0.8213600002509731
