row_type,condition,asset,core_pairs,state_profile,quality_profile,family,phase,baseline_quality,followup_state,followup_quality,first_core_quality,second_core_quality
worldstate_core_summary,btc_b_focus_2400_3900,BTC,27,fehlt_im_folgefenster:24; lokale_qualitaet_reproduziert:2; lokale_qualitaet_wird_offen:1,fehlt:24; phase_nullnah:2; phase_offen_gemischt:1,,,,,,,
worldstate_core_summary,btc_b_focus_3000_4500,BTC,27,fehlt_im_folgefenster:22; lokale_qualitaet_reproduziert:3; lokale_qualitaet_driftet:1; lokale_qualitaet_wird_offen:1,fehlt:22; phase_nullnah:3; phase_ohne_nullfamilie:1; phase_offen_gemischt:1,,,,,,,
worldstate_core_summary,btc_b_focus_3200_5200,BTC,27,fehlt_im_folgefenster:25; lokale_qualitaet_wird_nachhallnah:1; lokale_qualitaet_reproduziert:1,fehlt:25; phase_nachhallnah_ohne_kern:1; phase_nullnah:1,,,,,,,
worldstate_core_detail,btc_b_focus_2400_3900,BTC,,,,dio_00ly,spaet,phase_offen_gemischt,fehlt_im_folgefenster,fehlt,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,btc_b_focus_2400_3900,BTC,,,,dio_06er,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,btc_b_focus_2400_3900,BTC,,,,dio_06s7,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,btc_b_focus_2400_3900,BTC,,,,dio_09bn,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,btc_b_focus_2400_3900,BTC,,,,dio_0dd2,spaet,phase_offen_gemischt,fehlt_im_folgefenster,fehlt,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,btc_b_focus_2400_3900,BTC,,,,dio_0l7p,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,btc_b_focus_2400_3900,BTC,,,,dio_0nlj,mitte,phase_nullnah,lokale_qualitaet_wird_offen,phase_offen_gemischt,phase_nullnah,phase_nullnah
worldstate_core_detail,btc_b_focus_2400_3900,BTC,,,,dio_0nlj,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
