asset,label,family,count,share,dominant_role,avg_rekopplung,avg_strain,avg_afterimage,avg_temporal_trust
BTC,real_10k,dio_104t,864,0.08645187112267361,stabil,0.7242008449074073,0.15072074421296297,0.4946112268518519,0.8612663078703704
BTC,real_10k,dio_155c,475,0.04752851711026616,stabil,0.7158715557894737,0.1593712652631579,0.36049443789473684,0.8242829178947368
BTC,real_10k,dio_0m9z,417,0.04172503502101261,stabil,0.7087070359712231,0.16812570743405275,0.34978591846522783,0.8201729136690648
BTC,real_10k,dio_0h9h,322,0.03221933159895938,stabil,0.7260005155279503,0.1400492298136646,0.32164207142857143,0.8121722298136645
BTC,real_10k,dio_0l7p,226,0.02261356814088453,stabil,0.7280416814159292,0.13322892920353982,0.2846354115044248,0.801340610619469
BTC,real_10k,dio_00ly,219,0.02191314788873324,stabil,0.7260369497716895,0.13612658447488585,0.24630967579908677,0.7893677853881278
BTC,real_10k,dio_14wj,214,0.021412847708625175,stabil,0.7328861074766355,0.12491580841121495,0.2741762570093458,0.7972028925233644
BTC,real_10k,dio_1pij,198,0.019811887132279368,stabil,0.6978958131313131,0.17910221717171715,0.25271342424242427,0.7899475858585859
BTC,real_10k,dio_1ewh,188,0.018811286772063236,stabil,0.7151779095744681,0.14893214361702128,0.24891772872340423,0.7890971808510638
BTC,real_10k,dio_00ja,173,0.017310386231739045,tragend_unruhig,0.7040186936416185,0.16345660693641617,0.2578595317919075,0.7875573988439307
BTC,real_10k,dio_17ct,154,0.015409245547328396,stabil,0.7185525454545455,0.14980968181818183,0.2405568051948052,0.7805707792207792
BTC,real_10k,dio_0pz6,154,0.015409245547328396,stabil,0.730355590909091,0.13169827922077923,0.23683159090909092,0.7818885909090909
BTC,real_17k,dio_104t,1200,0.07061315758503,field_stabil,0.7560489958333333,0.16295981333333331,0.8221874375,0.94240485
BTC,real_17k,dio_155c,830,0.048840767329645755,field_stabil,0.7510371722891567,0.17213340361445784,0.8294590578313252,0.9411226277108434
BTC,real_17k,dio_0m9z,737,0.04336824761680593,field_stabil,0.7423085766621438,0.18153413568521032,0.8330662238805969,0.9410316865671642
BTC,real_17k,dio_0l7p,659,0.03877839237377898,field_stabil,0.763998846737481,0.1529100424886191,0.838946344461305,0.9442120166919575
BTC,real_17k,dio_0h9h,467,0.02748028716017418,field_stabil,0.7609080706638115,0.15836735974304067,0.8496403083511777,0.9436041070663812
BTC,real_17k,dio_14wj,356,0.020948570083558903,field_stabil,0.7700668314606742,0.14530076966292135,0.8488069382022472,0.94188975
BTC,real_17k,dio_00ly,304,0.0178886665882076,field_stabil,0.7606068684210526,0.15829105921052633,0.854417792763158,0.940254730263158
BTC,real_17k,dio_0oc3,289,0.017006002118394727,field_stabil,0.7363111557093426,0.19162251903114189,0.8465022802768166,0.9394027024221454
BTC,real_17k,dio_17ct,263,0.015476050370719077,field_stabil,0.7568259733840305,0.1686019011406844,0.8507740532319392,0.9361040988593156
BTC,real_17k,dio_00ja,238,0.014004942921030952,field_stabil,0.7355734201680673,0.1835604075630252,0.8465834243697479,0.934807743697479
BTC,real_17k,dio_1lsu,235,0.013828410027068376,field_stabil,0.7509374042553192,0.17253237872340424,0.8500681872340425,0.9336120936170212
BTC,real_17k,dio_1ewh,229,0.013475344239143226,field_stabil,0.7481313799126638,0.17102222270742357,0.8513300873362445,0.9375897903930132
BTC,null_random_10k,dio_104t,703,0.07034220532319392,field_stabil,0.7586433058321479,0.16283156045519204,0.8147787752489332,0.937907293029872
BTC,null_random_10k,dio_155c,427,0.042725635381228734,field_stabil,0.7548554777517564,0.17237070491803277,0.8183360257611242,0.9336741662763467
BTC,null_random_10k,dio_0l7p,405,0.04052431458875325,field_stabil,0.7661136641975308,0.15224233333333334,0.8248635160493827,0.937535424691358
BTC,null_random_10k,dio_0m9z,397,0.039723834300580345,field_stabil,0.744945765743073,0.18194001763224182,0.8249148967254408,0.934356717884131
BTC,null_random_10k,dio_0h9h,275,0.027516509905943565,field_stabil,0.7636256981818181,0.1575910509090909,0.8250043563636363,0.9324012290909092
BTC,null_random_10k,dio_14wj,230,0.02301380828497098,field_stabil,0.771564804347826,0.14465621739130435,0.8245568130434783,0.9308389217391304
BTC,null_random_10k,dio_00ly,165,0.01650990594356614,field_stabil,0.7623248606060606,0.1568292,0.8287922484848484,0.9257365393939394
BTC,null_random_10k,dio_17ct,157,0.015709425655393235,field_stabil,0.756354203821656,0.16864969426751591,0.8209956878980892,0.9207676878980893
BTC,null_random_10k,dio_00ja,155,0.01550930558335001,field_stabil,0.7375588645161291,0.18250269677419356,0.8110341806451613,0.9194992645161291
BTC,null_random_10k,dio_06s7,152,0.015209125475285171,field_stabil,0.7726264210526316,0.14494677631578948,0.8163540394736842,0.9222999078947368
BTC,null_random_10k,dio_0pz6,143,0.014308585151090654,field_stabil,0.7695512937062937,0.15393176923076923,0.8193615454545454,0.9201967202797203
BTC,null_random_10k,dio_1lsu,140,0.014008405043025815,field_stabil,0.7518720785714286,0.17210519285714285,0.8134013071428571,0.9158001214285715
BTC,null_shuffle_10k,dio_104t,686,0.0686411847108265,field_stabil,0.7559967638483965,0.16383131486880467,0.8186377448979593,0.938447858600583
BTC,null_shuffle_10k,dio_155c,454,0.045427256353812284,field_stabil,0.7504339845814978,0.17307974008810573,0.8215535859030837,0.9346053920704847
BTC,null_shuffle_10k,dio_0m9z,436,0.04362617570542325,field_stabil,0.7435312798165138,0.18185720871559632,0.8239261146788991,0.9353556972477064
BTC,null_shuffle_10k,dio_0l7p,370,0.037022213327996795,field_stabil,0.7637369648648649,0.15346237567567567,0.8269444216216215,0.9370363324324325
BTC,null_shuffle_10k,dio_0h9h,250,0.02501500900540324,field_stabil,0.761792024,0.157848712,0.8334420720000001,0.932873512
BTC,null_shuffle_10k,dio_17ct,195,0.01951170702421453,field_stabil,0.7555164974358974,0.16855065128205127,0.8257249897435897,0.9266923282051283
BTC,null_shuffle_10k,dio_0pz6,193,0.019311586952171302,field_stabil,0.7677165958549224,0.15243608290155441,0.8304250569948187,0.92910596373057
BTC,null_shuffle_10k,dio_14wj,180,0.018010806483890335,field_stabil,0.76853505,0.14665929444444445,0.8310013444444444,0.929208161111111
BTC,null_shuffle_10k,dio_00ly,173,0.017310386231739045,field_stabil,0.7610621907514451,0.1579508092485549,0.8289121271676302,0.9257116011560694
BTC,null_shuffle_10k,dio_06s7,155,0.01550930558335001,field_stabil,0.7683795032258064,0.14580668387096773,0.8288845935483872,0.9250672580645161
BTC,null_shuffle_10k,dio_1q85,142,0.01420852511506904,field_stabil,0.7442357676056338,0.18210580985915492,0.8242115,0.9210327323943663
BTC,null_shuffle_10k,dio_00ja,134,0.013408044826896138,field_stabil,0.7345301268656717,0.18422597014925374,0.8190442313432835,0.9189432089552239
BTC,null_random_17k,dio_104t,1208,0.07108391196893021,field_stabil,0.7587572301324503,0.1628616771523179,0.8271067930463576,0.943594530629139
BTC,null_random_17k,dio_155c,704,0.041426385783217605,field_stabil,0.7538449943181817,0.17294662215909093,0.8351849275568182,0.9418102230113636
BTC,null_random_17k,dio_0l7p,665,0.03913145816170413,field_stabil,0.7662373684210526,0.15317363157894737,0.8392392902255639,0.9447024887218046
BTC,null_random_17k,dio_0m9z,633,0.03724844062610333,field_stabil,0.7447703048973143,0.18243749763033174,0.8367161785150079,0.940921140600316
BTC,null_random_17k,dio_0h9h,509,0.02995174767565023,field_stabil,0.7649727956777996,0.1578844184675835,0.8440894361493124,0.9429999764243615
BTC,null_random_17k,dio_14wj,406,0.023890784982935155,field_stabil,0.7724498325123152,0.1457025985221675,0.8447815147783251,0.9424195566502463
BTC,null_random_17k,dio_17ct,304,0.0178886665882076,field_stabil,0.7587384703947369,0.1689949342105263,0.8488228782894737,0.9372630263157894
BTC,null_random_17k,dio_00ly,287,0.01688831352241968,field_stabil,0.7637215017421604,0.1584017630662021,0.8540202160278746,0.9395352299651568
BTC,null_random_17k,dio_0pz6,283,0.01665293633046958,field_stabil,0.7706047561837456,0.15390558657243816,0.8547499187279152,0.9400469469964663
BTC,null_random_17k,dio_1lsu,269,0.015829116158644227,field_stabil,0.7534622565055762,0.1738486133828996,0.8509144163568774,0.9356216765799257
BTC,null_random_17k,dio_06s7,245,0.014416853006943627,field_stabil,0.7728903673469387,0.14664965714285716,0.8546017510204081,0.9392053918367347
BTC,null_random_17k,dio_00ja,235,0.013828410027068376,field_stabil,0.7366967617021276,0.18382507234042553,0.8452229446808511,0.934202114893617
BTC,null_shuffle_17k,dio_104t,1094,0.06437566199835236,field_stabil,0.7559954387568556,0.16427602376599634,0.8264333327239488,0.9427219908592323
BTC,null_shuffle_17k,dio_155c,716,0.04213251735906791,field_stabil,0.7507640893854749,0.17341691340782123,0.8324385810055867,0.9401942248603352
BTC,null_shuffle_17k,dio_0m9z,702,0.04130869718724255,field_stabil,0.7425779643874644,0.18266719658119657,0.8368636652421653,0.9415940170940171
BTC,null_shuffle_17k,dio_0l7p,620,0.03648346475226551,field_stabil,0.7642003806451613,0.15408388225806452,0.8433753903225807,0.9450681741935484
BTC,null_shuffle_17k,dio_0h9h,512,0.030128280569612805,field_stabil,0.76179148046875,0.15788025390625,0.8446686640625,0.9431818984375
BTC,null_shuffle_17k,dio_17ct,318,0.018712486760032954,field_stabil,0.7564689559748428,0.16947878301886793,0.8529890534591195,0.9390298930817611
BTC,null_shuffle_17k,dio_14wj,311,0.01830057667412028,field_stabil,0.7693432218649517,0.1464632347266881,0.8536347909967845,0.9416611607717043
BTC,null_shuffle_17k,dio_00ly,305,0.017947510886195128,field_stabil,0.7612895704918032,0.15924809180327867,0.8532212655737704,0.9394127311475411
BTC,null_shuffle_17k,dio_0pz6,286,0.016829469224432153,field_stabil,0.7684837517482517,0.15311324125874126,0.8564381013986013,0.9404123776223776
BTC,null_shuffle_17k,dio_1q85,260,0.015299517476756503,field_stabil,0.7459825653846154,0.18332474999999998,0.8551666923076924,0.9380072076923077
BTC,null_shuffle_17k,dio_00ja,258,0.015181828880781453,field_stabil,0.7350490736434109,0.18395398449612402,0.8549501124031008,0.9381844612403101
BTC,null_shuffle_17k,dio_06s7,252,0.014828763092856303,field_stabil,0.7695548333333333,0.14680947619047618,0.8550586507936508,0.9394594841269841
DOGE,real_10k,dio_104t,849,0.0849509705823494,stabil,0.7239652473498233,0.15070974676089516,0.4831513345111897,0.858628886925795
DOGE,real_10k,dio_0m9z,429,0.042925755453271965,stabil,0.7095457482517482,0.16715055944055943,0.3480226666666667,0.8206191048951049
DOGE,real_10k,dio_155c,401,0.0401240744446668,stabil,0.7149818852867831,0.15904730673316708,0.33381113216957603,0.8163199576059851
DOGE,real_10k,dio_0h9h,306,0.03061837102261357,stabil,0.7261364150326798,0.14021477777777777,0.31181639542483663,0.8088052875816993
DOGE,real_10k,dio_0l7p,258,0.025815489293576147,stabil,0.729275980620155,0.13335487596899223,0.3067752519379845,0.8085833100775194
DOGE,real_10k,dio_00ly,222,0.02221332799679808,stabil,0.7265213378378378,0.13754043243243244,0.27044327477477476,0.7952472972972974
DOGE,real_10k,dio_14wj,206,0.02061236742045227,stabil,0.7321446553398058,0.12539087378640776,0.2718570922330097,0.7965358009708738
DOGE,real_10k,dio_1pij,183,0.018310986591955174,stabil,0.6966464153005465,0.17935337158469944,0.21369635519125685,0.7793869344262295
DOGE,real_10k,dio_1ewh,167,0.016710026015609367,stabil,0.7151846047904191,0.14675711976047903,0.1984983652694611,0.774627766467066
DOGE,real_10k,dio_17ct,163,0.016309785871522913,stabil,0.7186611165644172,0.1510962699386503,0.23268052760736196,0.7801570184049079
DOGE,real_10k,dio_00ja,161,0.01610966579947969,tragend_unruhig,0.7031954285714286,0.1650450745341615,0.27182248447204965,0.7895230434782609
DOGE,real_10k,dio_1lsu,157,0.015709425655393235,stabil,0.712329796178344,0.15434289808917198,0.19836931847133757,0.7706087770700637
DOGE,real_17k,dio_104t,1213,0.07137813345886783,field_stabil,0.7561609859851608,0.1627306248969497,0.8240939192085738,0.9428426545754328
DOGE,real_17k,dio_155c,735,0.04325055902083088,field_stabil,0.7502959346938777,0.17307718639455782,0.8320699972789116,0.9411025741496598
DOGE,real_17k,dio_0l7p,731,0.04301518182888078,field_stabil,0.7646023242134063,0.15185135704514363,0.8342424404924761,0.9442467523939808
DOGE,real_17k,dio_0m9z,724,0.04260327174296811,field_stabil,0.7429174861878453,0.1816538867403315,0.8351173577348066,0.9413801933701658
DOGE,real_17k,dio_0h9h,423,0.024891138048723078,field_stabil,0.7634318747044918,0.15888516075650116,0.8503185200945627,0.9428668392434988
DOGE,real_17k,dio_14wj,362,0.021301635871484054,field_stabil,0.7695567734806629,0.14521894198895027,0.8487489640883977,0.9423974281767956
DOGE,real_17k,dio_00ly,313,0.018418265270095328,field_stabil,0.7614443674121406,0.15800041214057509,0.8508274632587859,0.9398745431309904
DOGE,real_17k,dio_0oc3,278,0.016358714840531953,field_stabil,0.735580201438849,0.1920604856115108,0.8498518129496403,0.9397369712230215
DOGE,real_17k,dio_1lsu,277,0.016299870542544427,field_stabil,0.7505346606498194,0.17329126714801443,0.8535812851985559,0.9373296064981951
DOGE,real_17k,dio_17ct,257,0.015122984582793927,field_stabil,0.7568005214007782,0.16974602334630348,0.8529156420233464,0.9364105719844359
DOGE,real_17k,dio_1q85,228,0.013416499941155702,field_stabil,0.7455608771929824,0.18116330263157895,0.8519436359649122,0.934870451754386
DOGE,real_17k,dio_0dd2,227,0.013357655643168176,field_stabil,0.7649839383259912,0.15678299118942732,0.8356318766519824,0.9336744008810572
DOGE,null_random_10k,dio_104t,737,0.07374424654792876,field_stabil,0.7571420556309362,0.16283458073270013,0.8173546906377205,0.9388553215739485
DOGE,null_random_10k,dio_155c,438,0.04382629577746648,field_stabil,0.752270694063927,0.17256938584474887,0.822633397260274,0.9349022191780821
DOGE,null_random_10k,dio_0l7p,421,0.042125275165099056,field_stabil,0.7658054964370546,0.15275036579572446,0.821991619952494,0.937321893111639
DOGE,null_random_10k,dio_0m9z,344,0.03442065239143486,field_stabil,0.7429653749999999,0.1816058546511628,0.8249586279069768,0.9323905436046511
DOGE,null_random_10k,dio_0h9h,285,0.028517110266159697,field_stabil,0.7623718807017543,0.1574337649122807,0.8267953368421053,0.9333054771929824
DOGE,null_random_10k,dio_14wj,270,0.027016209725835502,field_stabil,0.7705774148148148,0.14546661851851853,0.828202062962963,0.9341006555555555
