asset,label,family,count,share,dominant_role,avg_rekopplung,avg_strain,avg_afterimage,avg_temporal_trust
DOGE,null_random_10k,dio_00ly,175,0.01751050630378227,field_stabil,0.7636197771428572,0.15705675428571428,0.8238958742857143,0.9253279200000001
DOGE,null_random_10k,dio_0pz6,164,0.01640984590754453,field_stabil,0.7680889085365854,0.15358073170731706,0.830833774390244,0.9263713292682928
DOGE,null_random_10k,dio_17ct,149,0.014908945367220332,field_stabil,0.755052677852349,0.1687529597315436,0.8276264429530201,0.9205363154362416
DOGE,null_random_10k,dio_1q85,147,0.014708825295177107,field_stabil,0.7458369931972789,0.1798202993197279,0.8221293469387755,0.921559530612245
DOGE,null_random_10k,dio_06er,136,0.013608164898939363,field_stabil,0.7738053529411765,0.14264335294117647,0.8074799411764706,0.9183435661764705
DOGE,null_random_10k,dio_0dd2,133,0.013307984790874524,field_stabil,0.7652537669172932,0.15579905263157895,0.8132096541353384,0.9195743458646617
DOGE,null_shuffle_10k,dio_104t,667,0.06674004402641585,field_stabil,0.7563144812593703,0.16341261169415291,0.8178588800599701,0.9381663148425787
DOGE,null_shuffle_10k,dio_0l7p,410,0.041024614768861316,field_stabil,0.7641778829268292,0.15278936341463414,0.8267053512195122,0.9377743268292683
DOGE,null_shuffle_10k,dio_0m9z,404,0.04042425455273164,field_stabil,0.7430618589108912,0.18168209653465348,0.8252320099009901,0.9347138465346535
DOGE,null_shuffle_10k,dio_155c,393,0.0393235941564939,field_stabil,0.7518182061068702,0.17275524681933843,0.8209602849872772,0.9337174020356235
DOGE,null_shuffle_10k,dio_0h9h,346,0.03462077246347809,field_stabil,0.7622304190751444,0.157607950867052,0.8288231734104046,0.9357480462427745
DOGE,null_shuffle_10k,dio_14wj,258,0.025815489293576147,field_stabil,0.7695747713178294,0.14599243023255815,0.8314896976744186,0.9341194651162791
DOGE,null_shuffle_10k,dio_17ct,189,0.01891134680808485,field_stabil,0.7546524814814816,0.16803021164021165,0.8293932539682539,0.9258914867724868
DOGE,null_shuffle_10k,dio_00ly,188,0.018811286772063236,field_stabil,0.760753505319149,0.15792579255319147,0.8261687287234042,0.9259197127659574
DOGE,null_shuffle_10k,dio_0pz6,169,0.01691014608765259,field_stabil,0.767060597633136,0.1527796804733728,0.831246650887574,0.926607899408284
DOGE,null_shuffle_10k,dio_06s7,169,0.01691014608765259,field_stabil,0.7699623017751479,0.14576363313609467,0.8286172544378698,0.9272633609467456
DOGE,null_shuffle_10k,dio_09bn,144,0.014408645187112268,field_stabil,0.7673309513888888,0.15373595833333334,0.8287657638888889,0.9231392569444444
DOGE,null_shuffle_10k,dio_1kpz,140,0.014008405043025815,field_stabil,0.7697333928571428,0.14555897142857144,0.8237798714285715,0.9224397785714286
DOGE,null_random_17k,dio_104t,1213,0.07137813345886783,field_stabil,0.7589615523495465,0.16277866446826053,0.8248996760098928,0.9430899431162407
DOGE,null_random_17k,dio_0l7p,789,0.04642815111215723,field_stabil,0.7671925133079848,0.1521110443599493,0.8350986742712293,0.9450533079847909
DOGE,null_random_17k,dio_155c,729,0.04289749323290573,field_stabil,0.7536040919067215,0.17240773799725653,0.8355843196159123,0.9419927805212619
DOGE,null_random_17k,dio_0m9z,647,0.03807226079792868,field_stabil,0.7449848871715611,0.1821565378670788,0.83754985625966,0.9413782055641421
DOGE,null_random_17k,dio_0h9h,510,0.030010591973637753,field_stabil,0.7647975078431373,0.15772660980392159,0.8434587058823529,0.9429189176470588
DOGE,null_random_17k,dio_14wj,426,0.025067670942685655,field_stabil,0.7730072136150234,0.1456397840375587,0.8463849342723004,0.9433305469483568
DOGE,null_random_17k,dio_0pz6,280,0.016476403436507,field_stabil,0.7687452071428572,0.15368691071428572,0.8556007178571429,0.9405407499999999
DOGE,null_random_17k,dio_06er,274,0.016123337648581853,field_stabil,0.7798295145985401,0.1443387299270073,0.8436765510948905,0.9376350401459853
DOGE,null_random_17k,dio_1lsu,271,0.01594680475461928,field_stabil,0.752263442804428,0.17429551291512915,0.8457712435424354,0.9350605608856088
DOGE,null_random_17k,dio_00ly,270,0.015887960456631753,field_stabil,0.7627649925925927,0.1578755074074074,0.8500367185185186,0.9379784925925926
DOGE,null_random_17k,dio_17ct,264,0.015534894668706603,field_stabil,0.7590358901515152,0.16896726515151514,0.8535484659090908,0.9369715113636363
DOGE,null_random_17k,dio_06s7,233,0.013710721431093326,field_stabil,0.7714340300429186,0.14614771673819743,0.8488862832618026,0.9370647296137339
DOGE,null_shuffle_17k,dio_104t,1267,0.07455572555019419,field_stabil,0.7566437908445146,0.16342051460142068,0.8243965785319654,0.9430687600631412
DOGE,null_shuffle_17k,dio_0l7p,733,0.043132870424855835,field_stabil,0.7644955429740791,0.15297989495225103,0.8395725347885402,0.9455049645293316
DOGE,null_shuffle_17k,dio_0m9z,679,0.03995527833352948,field_stabil,0.7437811163475699,0.18162380117820323,0.8368790544918998,0.9413563431516937
DOGE,null_shuffle_17k,dio_155c,634,0.037307284924090856,field_stabil,0.7515539400630915,0.17250412933753942,0.8358379605678232,0.9407652776025237
DOGE,null_shuffle_17k,dio_0h9h,513,0.03018712486760033,field_stabil,0.7612517231968811,0.1581097134502924,0.8458063040935673,0.9435335867446394
DOGE,null_shuffle_17k,dio_14wj,481,0.02830410733199953,field_stabil,0.7698807318087318,0.14576025155925157,0.8500139501039502,0.9450934553014553
DOGE,null_shuffle_17k,dio_0pz6,307,0.01806519948217018,field_stabil,0.7687625602605863,0.15358528990228013,0.851213700325733,0.9398682019543974
DOGE,null_shuffle_17k,dio_17ct,297,0.017476756502294927,field_stabil,0.7561415151515152,0.1699102053872054,0.8538751717171716,0.9384855488215489
DOGE,null_shuffle_17k,dio_06s7,275,0.01618218194656938,field_stabil,0.7696175999999999,0.14702678545454545,0.8564758618181819,0.94085
DOGE,null_shuffle_17k,dio_00ly,273,0.016064493350594327,field_stabil,0.7608215970695971,0.15988035897435895,0.8576367435897435,0.9397280256410256
DOGE,null_shuffle_17k,dio_1q85,271,0.01594680475461928,field_stabil,0.7462397306273062,0.18132573800738006,0.8521035756457565,0.9381738044280443
DOGE,null_shuffle_17k,dio_00ja,238,0.014004942921030952,field_stabil,0.7364460756302521,0.18414368487394958,0.8599850462184875,0.9387580294117647
PAXG,real_10k,dio_104t,732,0.0732439463678207,stabil,0.7300130724043715,0.1492508169398907,0.44606615163934427,0.8487209043715847
PAXG,real_10k,dio_14wj,530,0.05303181909145487,stabil,0.7439732698113207,0.13078713773584905,0.46639968113207547,0.8562968377358491
PAXG,real_10k,dio_0m9z,326,0.032619571743045826,stabil,0.7158381411042944,0.1664322116564417,0.3313882392638037,0.8140553650306749
PAXG,real_10k,dio_0h9h,287,0.02871723033820292,stabil,0.7300327212543555,0.13984275261324042,0.2833274111498258,0.801513912891986
PAXG,real_10k,dio_1u5i,254,0.025415249149489692,stabil,0.7320155905511812,0.1344517086614173,0.31720549212598426,0.811949874015748
PAXG,real_10k,dio_1fll,229,0.02291374824894937,stabil,0.7555495021834061,0.114208192139738,0.40282387772925765,0.8330671615720524
PAXG,real_10k,dio_1ewh,227,0.022713628176906142,stabil,0.719501242290749,0.15009929955947138,0.26891518502202644,0.7968028546255507
PAXG,real_10k,dio_1pij,225,0.02251350810486292,stabil,0.7036979288888888,0.18110718222222222,0.2598519111111111,0.7930271866666667
PAXG,real_10k,dio_155c,222,0.02221332799679808,stabil,0.7195673603603604,0.15554106756756755,0.23888004954954956,0.7860979234234233
PAXG,real_10k,dio_00ja,205,0.020512307384430658,stabil,0.7099638926829268,0.16128300487804878,0.26057886341463415,0.7916477268292682
PAXG,real_10k,dio_0l7p,203,0.02031218731238743,stabil,0.7317069655172415,0.133130039408867,0.24963702955665024,0.7927043891625616
PAXG,real_10k,dio_00ly,201,0.020112067240344207,stabil,0.7305298905472637,0.13746092537313434,0.23926882587064677,0.7868410497512438
PAXG,real_17k,dio_104t,1035,0.06090384841708838,field_stabil,0.762421038647343,0.16296904830917874,0.8278178589371981,0.9431615342995169
PAXG,real_17k,dio_14wj,952,0.05601977168412381,field_stabil,0.77914518697479,0.1432399527310924,0.8452085955882354,0.9510908802521009
PAXG,real_17k,dio_0l7p,622,0.03660115334824056,field_stabil,0.7681957122186495,0.15352260450160773,0.8429013392282958,0.9465020932475884
PAXG,real_17k,dio_0m9z,555,0.03265858538307638,field_stabil,0.7477492324324325,0.18251527927927927,0.8428707963963964,0.9423709009009009
PAXG,real_17k,dio_155c,480,0.028245263034012005,field_stabil,0.7560796291666667,0.17305102083333335,0.8425691583333333,0.9405320375
PAXG,real_17k,dio_0h9h,445,0.02618571260444863,field_stabil,0.7654016921348314,0.15881293258426968,0.8444761932584269,0.9416815460674157
PAXG,real_17k,dio_1u5i,441,0.02595033541249853,field_stabil,0.7686878911564625,0.1517912426303855,0.8438843287981859,0.9445209410430838
PAXG,real_17k,dio_1fll,391,0.023008120513122277,field_stabil,0.7927569641943734,0.13029442199488492,0.8496877058823529,0.946718969309463
PAXG,real_17k,dio_06er,327,0.019242085441920676,field_stabil,0.7829122905198777,0.14201803975535168,0.8533551100917431,0.9455452201834862
PAXG,real_17k,dio_0oc3,295,0.01735906790631988,field_stabil,0.7413312745762711,0.19418709152542374,0.8480618406779661,0.9393606033898305
PAXG,real_17k,dio_00ly,284,0.0167117806284571,field_stabil,0.7655611443661972,0.1591530528169014,0.8588198450704225,0.9409184154929576
PAXG,real_17k,dio_1ewh,278,0.016358714840531953,field_stabil,0.7519221187050359,0.17249292446043166,0.8531226151079138,0.9417134208633093
PAXG,null_random_10k,dio_104t,574,0.05743446067640584,field_stabil,0.7566633292682927,0.163035287456446,0.8197380383275261,0.9372671341463416
PAXG,null_random_10k,dio_0m9z,318,0.031819091454872925,field_stabil,0.744944034591195,0.17970441509433963,0.8285726477987422,0.9335850377358491
PAXG,null_random_10k,dio_0l7p,277,0.027716629977986792,field_stabil,0.7605713321299639,0.1544525415162455,0.828871046931408,0.934886259927798
PAXG,null_random_10k,dio_14wj,275,0.027516509905943565,field_stabil,0.7715367927272727,0.14379048363636365,0.8346778545454545,0.9380936036363637
PAXG,null_random_10k,dio_0h9h,269,0.026916149689813887,field_stabil,0.7607886208178439,0.15773024907063196,0.8290558773234201,0.9324399739776952
PAXG,null_random_10k,dio_0dd2,194,0.019411646988192914,field_stabil,0.7679703092783505,0.1550370206185567,0.8190260103092782,0.9284568041237113
PAXG,null_random_10k,dio_1fll,191,0.019111466880128075,field_stabil,0.7869010104712042,0.1292870994764398,0.826383445026178,0.9318227905759162
PAXG,null_random_10k,dio_1u5i,181,0.018110866519911947,field_stabil,0.7610129447513813,0.15168553038674032,0.8268742486187846,0.9291809944751381
PAXG,null_random_10k,dio_155c,176,0.017610566339803884,field_stabil,0.7498996477272727,0.17392286363636364,0.8312167897727272,0.92414525
PAXG,null_random_10k,dio_06er,167,0.016710026015609367,field_stabil,0.7769593892215568,0.14116188023952098,0.8195335449101796,0.9267306467065868
PAXG,null_random_10k,dio_1ewh,167,0.016710026015609367,field_stabil,0.7494413952095809,0.17026826946107784,0.8350065449101796,0.9290850538922156
PAXG,null_random_10k,dio_1q85,148,0.014808885331198719,field_stabil,0.7451212162162162,0.18394596621621623,0.8323025945945947,0.9211344594594595
PAXG,null_shuffle_10k,dio_104t,597,0.059735841504902944,field_stabil,0.7566532948073702,0.16301462479061976,0.8186642914572865,0.9370574623115578
PAXG,null_shuffle_10k,dio_0l7p,259,0.02591554932959776,field_stabil,0.7629274208494209,0.15402235135135137,0.8280777374517375,0.9337279343629343
PAXG,null_shuffle_10k,dio_155c,241,0.024114468681208725,field_stabil,0.7490978215767635,0.17482246887966807,0.8296378506224067,0.9295128921161826
PAXG,null_shuffle_10k,dio_0h9h,233,0.02331398839303582,field_stabil,0.7607868412017167,0.15860724034334764,0.8270919785407725,0.9299318412017167
PAXG,null_shuffle_10k,dio_14wj,220,0.022013207924754852,field_stabil,0.7686729409090909,0.1457248136363636,0.8361025727272727,0.9338702454545456
PAXG,null_shuffle_10k,dio_1q85,220,0.022013207924754852,field_stabil,0.744640109090909,0.18297745,0.8325932045454545,0.9299590727272726
PAXG,null_shuffle_10k,dio_0m9z,212,0.021212727636581948,field_stabil,0.7399925943396227,0.18492552358490566,0.8331283018867924,0.9272104198113208
PAXG,null_shuffle_10k,dio_0dd2,182,0.01821092655593356,field_stabil,0.767670989010989,0.15549527472527472,0.8334762692307692,0.9308654230769231
PAXG,null_shuffle_10k,dio_0tay,172,0.01721032619571743,field_stabil,0.7570099069767442,0.16604587209302324,0.832772773255814,0.9285425872093024
PAXG,null_shuffle_10k,dio_0obq,163,0.016309785871522913,field_stabil,0.747306300613497,0.17733067484662576,0.8267546748466257,0.9248964294478528
PAXG,null_shuffle_10k,dio_00ly,156,0.015609365619371623,field_stabil,0.7602310320512821,0.1572569935897436,0.8208076474358975,0.9228592948717949
PAXG,null_shuffle_10k,dio_1u5i,150,0.015009005403241946,field_stabil,0.7612706666666667,0.15158020666666666,0.8243551266666667,0.9257685066666667
PAXG,null_random_17k,dio_104t,894,0.052606802400847356,field_stabil,0.7582229966442953,0.16367722147651007,0.833150673378076,0.9435183210290827
PAXG,null_random_17k,dio_0m9z,560,0.032952806873014,field_stabil,0.7451453357142857,0.18109383571428572,0.8411186339285714,0.9410876249999999
PAXG,null_random_17k,dio_0l7p,508,0.029892903377662705,field_stabil,0.7635916259842519,0.154434968503937,0.8468112185039369,0.9452329921259842
