world,group,run_dir,candles,unique_symbols,unique_families,adaptive_rekopplung,rekopplung,strain,afterimage,temporal_trust,temporal_caution,sensory_coupling,role_entropy,milieu_entropy,episode_rows,meaning_breadth,role_variance,fieldtime_pressure,nullwelt_abstand,maturity_pressure,dominant_reifezustand,druck_jung,druck_schmal_stabil,druck_breit_getragen,druck_nachhallend_offen,druck_nullweltnah,druck_feldzeit_reif
BTC_2024_5M_10K,realwelt_2024,debug/cross_anchor_btc2024_5m_10k/dio_mini_lauf_1,10000.0,689.0,685.0,0.7040552887941834,0.7040552887941834,0.15699830008635107,0.18245318175869418,0.7040067897208142,0.19146807549729544,0.8443860449328731,0.7188743803274871,0.7188743803274871,9994.0,1.0,0.7188743803274871,0.5649972986607376,1.0,0.8051547779493428,feldzeit_reif,0.43500270133926244,0.7040552887941834,2.4229296691216704,0.9244344888244811,0.0,3.4035788811823817
DOGE_2024_5M_10K,realwelt_2024,debug/doge_2024_5m_10k/dio_mini_lauf_1,10000.0,685.0,679.0,0.70407450005791,0.70407450005791,0.1572190896410956,0.18016839958422656,0.7038258273822515,0.19202811108319184,0.8443049110709775,0.7395257753659743,0.7395257753659743,9994.0,0.9927176803364657,0.7395257753659743,0.5639887052944287,0.9920800878472619,0.8058612765434908,feldzeit_reif,0.44329361436910564,0.7113568197214443,2.43631795576035,0.9410339126409502,0.015202231816272449,3.3732661425219623
PAXG_2024_5M_10K,realwelt_2024,debug/paxg_2024_5m_10k/dio_mini_lauf_1,10000.0,528.0,527.0,0.7139043528075738,0.7139043528075738,0.15251001827615038,0.19283926434221837,0.7217716221367724,0.1816934098444956,0.8548571268397741,0.5688414427932769,0.5688414427932769,9994.0,0.7678355386522306,0.5688414427932769,0.5776391588781651,0.667910463507169,0.6906034897270441,feldzeit_reif,0.6545253024696043,0.9460688141553432,2.0505813342530814,1.094224341622573,0.5642539978406004,2.405170341217172
XRP_2024_5M_10K,realwelt_2024,debug/xrp_2024_5m_10k/dio_mini_lauf_1,10000.0,685.0,680.0,0.7046211057973504,0.7046211057973504,0.1566506557573314,0.18025042495748328,0.7041675802667693,0.19203610069832658,0.8448168598728355,0.7401000895651524,0.7401000895651524,9994.0,0.9934476073437649,0.7401000895651524,0.564127301508642,0.9931355271908213,0.8064634959413999,feldzeit_reif,0.4424250911475931,0.7111734984535855,2.438168802706268,0.9407297389474533,0.013416865465413763,3.37776523894304
NULL_RANDOM_2400,nullwelt,debug/1831_damping_asset10k_null/NULL_RANDOM_2400_factor_1p0/dio_mini_lauf_1,2400.0,221.0,221.0,0.7174267049732919,0.7123213900211881,0.15209247825092317,0.5112203286947926,0.7508140011356488,0.16838481814904932,0.8554385934495307,0.0,0.5949028515096454,2394.0,0.3216912271037047,0.2974514257548227,0.697883170560464,0.0012000627072181408,0.4805933521414297,nullweltnah,0.9804256023358313,1.3957354778695872,1.3365693578318192,1.5249176563341706,1.6771087101890771,0.8705850615644023
NULL_SHUFFLE_2400,nullwelt,debug/1831_damping_asset10k_null/NULL_SHUFFLE_2400_factor_1p0/dio_mini_lauf_1,2400.0,224.0,222.0,0.7078080829635846,0.7027997113496546,0.1652820940952454,0.5106735041172321,0.7445277619876675,0.19169352972203338,0.8444185576036695,0.0,0.5949028515096454,2394.0,0.32459822232580804,0.2974514257548227,0.6878359121276221,0.0004990580588391971,0.47548510118923853,nullweltnah,0.9875658655465699,1.3832098606377765,1.3298577310442155,1.5119634026792255,1.6749027196153528,0.8609796094502646
