preview_symbol,real_count,null_count,real_world_count,null_world_count,real_phase,null_phase,real_avg_profile,null_avg_profile,profile_delta,real_avg_depth,null_avg_depth,depth_delta,real_avg_visual_gap,null_avg_visual_gap,real_avg_hearing_gap,null_avg_hearing_gap,real_avg_tension,null_avg_tension
dio_mcm_episode_12fuh1y,6,5,3,1,ruhig_getragene_nahe,zentrumsnah_getragen,0.775122,0.524563,0.250559,0.708216,0.700965,0.007251,0.168214,0.087368,0.071854,0.092984,0.079947,0.096756
dio_mcm_episode_1ole1yf,9,3,5,1,zentrumsnah_getragen,zentrumsnah_getragen,0.530385,0.508265,0.02212,0.402788,0.50441,-0.101622,0.198121,0.161068,0.115845,0.12236,0.115803,0.114433
dio_mcm_episode_1i3ov0z,247,1,4,1,ruhig_getragene_nahe,offene_sensorische_randnaehe,0.725464,0.492872,0.232592,0.679718,0.739113,-0.059395,0.140997,0.274254,0.088645,0.150481,0.09134,0.134722
dio_mcm_episode_1foqdcq,4,1,3,1,zentrumsnah_getragen,ruhig_getragene_nahe,0.61785,0.748936,-0.131086,0.473577,0.634184,-0.160607,0.155129,0.13113,0.068216,0.046978,0.08299,0.064009
dio_mcm_episode_1cbmua3,6,3,3,1,zentrumsnah_getragen,zentrumsnah_getragen,0.582286,0.527635,0.054651,0.439347,0.538456,-0.099109,0.145095,0.154875,0.014381,0.014996,0.028122,0.036816
