preview_symbol,field_function_class,field_function_variant,field_function_confidence,depth_score,depth_state,world_count,count,avg_afterimage,avg_recurrence,avg_rekopplung,avg_strain,avg_sensory_coupling,last_world,world_binding_quality,world_binding_confidence,real_world_count,null_world_count,synthetic_world_count,real_observation_share,null_observation_share,synthetic_observation_share,worlds,effects,passive_only,influences_action,is_gate,is_motoric
dio_mcm_episode_103jy5j,milieu_island,quiet_deep_recoupling,0.716826,0.725809,local_depth_seed,1,1,0.818764,0.990196,0.720387,0.167092,0.829499,WB_FRESH_REAL_BTC_10K,realworld_bound,0.711001,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_05upp98,milieu_island,quiet_deep_recoupling,0.716228,0.723162,local_depth_seed,1,3,0.850549,0.950316,0.719285,0.170464,0.836342,WB_FRESH_REAL_BTC_10K,realworld_bound,0.710441,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:3,stabil:3,1,0,0,0
dio_mcm_episode_02ixe4y,milieu_island,quiet_deep_recoupling,0.696172,0.703112,local_depth_seed,1,2,0.833598,0.914793,0.700409,0.19463,0.798835,WB_FRESH_REAL_BTC_10K,realworld_bound,0.704024,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_0iwh9d2,milieu_island,quiet_deep_recoupling,0.850348,0.701456,local_depth_seed,1,565,0.800756,0.884179,0.722245,0.162972,0.857732,WB_FRESH_REAL_BTC_10K,realworld_bound,0.725311,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:565,stabil:565,1,0,0,0
dio_mcm_episode_0vig3jz,milieu_island,quiet_deep_recoupling,0.849688,0.700668,local_depth_seed,1,2349,0.804159,0.879905,0.721525,0.163498,0.853845,WB_FRESH_REAL_BTC_10K,realworld_bound,0.725077,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2349,stabil:2349,1,0,0,0
dio_mcm_episode_1iy3qls,milieu_island,quiet_deep_recoupling,0.689225,0.69853,local_depth_seed,1,1,0.855506,0.814815,0.72321,0.161365,0.878776,WB_FRESH_REAL_BTC_10K,realworld_bound,0.702227,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_14xx81a,milieu_island,quiet_deep_recoupling,0.687793,0.696223,local_depth_seed,1,5,0.803217,0.846278,0.726523,0.156831,0.877604,WB_FRESH_REAL_BTC_10K,realworld_bound,0.701611,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:5,stabil:5,1,0,0,0
dio_mcm_episode_0whyn34,milieu_island,quiet_deep_recoupling,0.678644,0.686187,local_depth_seed,1,2,0.84029,0.826762,0.701151,0.188538,0.808065,WB_FRESH_REAL_BTC_10K,realworld_bound,0.698524,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_06eyd53,milieu_island,quiet_deep_recoupling,0.674467,0.684974,local_depth_seed,1,3,0.781287,0.821551,0.724401,0.153399,0.860201,WB_FRESH_REAL_BTC_10K,realworld_bound,0.697721,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:3,stabil:3,1,0,0,0
dio_mcm_episode_12tgchq,milieu_island,quiet_deep_recoupling,0.831939,0.684349,local_depth_seed,1,558,0.764626,0.842635,0.720095,0.16183,0.853346,WB_FRESH_REAL_BTC_10K,realworld_bound,0.719654,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:558,stabil:558,1,0,0,0
dio_mcm_episode_0pvq9jm,milieu_island,quiet_deep_recoupling,0.672525,0.683591,local_depth_seed,1,1,0.814579,0.782609,0.725628,0.150402,0.865204,WB_FRESH_REAL_BTC_10K,realworld_bound,0.6972,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_1fdlu6e,milieu_island,quiet_deep_recoupling,0.829596,0.681908,local_depth_seed,1,963,0.766487,0.83321,0.718518,0.163077,0.849871,WB_FRESH_REAL_BTC_10K,realworld_bound,0.718887,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:963,stabil:963,1,0,0,0
dio_mcm_episode_0s2q227,milieu_island,quiet_deep_recoupling,0.653697,0.664555,local_depth_seed,1,2,0.776637,0.755953,0.712255,0.167541,0.845455,WB_FRESH_REAL_BTC_10K,realworld_bound,0.691137,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_0icnf2v,milieu_island,quiet_deep_recoupling,0.808083,0.662489,local_depth_seed,1,4264,0.711133,0.791262,0.718708,0.159445,0.856172,WB_FRESH_REAL_BTC_10K,realworld_bound,0.71238,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:4264,stabil:4264,1,0,0,0
dio_mcm_episode_0goqj8y,milieu_island,quiet_deep_recoupling,0.648874,0.659032,local_depth_seed,1,1,0.782078,0.761905,0.696506,0.189709,0.806291,WB_FRESH_REAL_BTC_10K,realworld_bound,0.689468,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_1qv5i56,milieu_island,quiet_deep_recoupling,0.645311,0.655884,local_depth_seed,1,3,0.754849,0.747657,0.706973,0.173357,0.833302,WB_FRESH_REAL_BTC_10K,realworld_bound,0.688403,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:3,stabil:3,1,0,0,0
dio_mcm_episode_1chjpo0,milieu_island,quiet_deep_recoupling,0.640652,0.654629,local_depth_seed,1,2,0.711755,0.738095,0.725152,0.147867,0.879109,WB_FRESH_REAL_BTC_10K,realworld_bound,0.687524,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_0bsaqu1,milieu_island,local_milieu_seed,0.63853,0.647282,local_depth_seed,1,11,0.674995,0.75664,0.716884,0.159377,0.857567,WB_FRESH_REAL_BTC_10K,realworld_bound,0.685905,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:11,stabil:11,1,0,0,0
dio_mcm_episode_1eav7xq,milieu_island,local_milieu_seed,0.595764,0.604609,local_depth_seed,1,15,0.59589,0.650119,0.706473,0.164719,0.847598,WB_FRESH_REAL_BTC_10K,realworld_bound,0.672237,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:15,stabil:15,1,0,0,0
dio_mcm_episode_0v9h8bc,milieu_island,local_milieu_seed,0.579379,0.59608,local_depth_seed,1,3,0.567724,0.653045,0.699837,0.17354,0.827398,WB_FRESH_REAL_BTC_10K,realworld_bound,0.668408,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:3,stabil:3,1,0,0,0
dio_mcm_episode_1rj8742,milieu_island,local_milieu_seed,0.696951,0.588248,local_depth_seed,1,207,0.534141,0.62231,0.710186,0.156095,0.854199,WB_FRESH_REAL_BTC_10K,realworld_bound,0.683458,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:207,stabil:207,1,0,0,0
dio_mcm_episode_15z3zml,milieu_island,local_milieu_seed,0.567173,0.580082,local_depth_seed,1,12,0.527756,0.60978,0.702312,0.163594,0.829936,WB_FRESH_REAL_BTC_10K,realworld_bound,0.663819,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:12,stabil:12,1,0,0,0
dio_mcm_episode_0bl40lr,milieu_island,local_milieu_seed,0.557693,0.572206,local_depth_seed,1,1,0.573459,0.642857,0.654374,0.233385,0.716284,WB_FRESH_REAL_BTC_10K,realworld_bound,0.661074,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_0b8eoy2,milieu_island,local_milieu_seed,0.548887,0.560762,local_depth_seed,1,16,0.484587,0.565295,0.699566,0.164853,0.827767,WB_FRESH_REAL_BTC_10K,realworld_bound,0.657781,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:16,stabil:16,1,0,0,0
dio_mcm_episode_1qlxgj7,milieu_island,local_milieu_seed,0.691413,0.55457,local_depth_seed,1,567,0.460525,0.544932,0.704178,0.157442,0.847098,WB_FRESH_REAL_BTC_10K,realworld_bound,0.67662,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:567,stabil:567,1,0,0,0
dio_mcm_episode_18bzc1l,milieu_island,local_milieu_seed,0.524994,0.54519,local_depth_seed,1,3,0.464093,0.528233,0.689804,0.179316,0.826149,WB_FRESH_REAL_BTC_10K,realworld_bound,0.651633,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:3,stabil:3,1,0,0,0
dio_mcm_episode_14sn1ov,milieu_island,local_milieu_seed,0.521153,0.53588,local_depth_seed,1,14,0.434042,0.504679,0.693147,0.168954,0.830976,WB_FRESH_REAL_BTC_10K,realworld_bound,0.64942,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:14,stabil:14,1,0,0,0
dio_mcm_episode_171moy1,milieu_island,local_milieu_seed,0.515176,0.535264,local_depth_seed,1,4,0.437425,0.52381,0.684392,0.180293,0.794087,WB_FRESH_REAL_BTC_10K,realworld_bound,0.648472,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:4,stabil:4,1,0,0,0
dio_mcm_episode_0hvxln3,milieu_island,local_milieu_seed,0.511581,0.533431,local_depth_seed,1,6,0.409375,0.481233,0.709489,0.144588,0.862296,WB_FRESH_REAL_BTC_10K,realworld_bound,0.647639,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:6,stabil:6,1,0,0,0
dio_mcm_episode_1yxc2ug,milieu_island,local_milieu_seed,0.519171,0.524606,local_depth_seed,1,31,0.405137,0.473267,0.695643,0.163127,0.837032,WB_FRESH_REAL_BTC_10K,realworld_bound,0.647113,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:31,stabil:31,1,0,0,0
dio_mcm_episode_0wgvtdq,milieu_island,local_milieu_seed,0.501549,0.523276,local_depth_seed,1,2,0.421543,0.495798,0.679288,0.184923,0.777783,WB_FRESH_REAL_BTC_10K,realworld_bound,0.644406,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_08g1nk4,milieu_island,local_milieu_seed,0.500095,0.516075,local_depth_seed,1,14,0.396906,0.456037,0.689118,0.170611,0.822457,WB_FRESH_REAL_BTC_10K,realworld_bound,0.642907,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:14,stabil:14,1,0,0,0
dio_mcm_episode_0vcr3lw,milieu_island,local_milieu_seed,0.485126,0.504162,local_depth_seed,1,9,0.380905,0.435416,0.67933,0.183133,0.807813,WB_FRESH_REAL_BTC_10K,realworld_bound,0.638667,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:9,stabil:9,1,0,0,0
dio_mcm_episode_08621v5,active_recoupling,compact_carried_recoupling,0.472325,0.489451,local_depth_seed,1,1,0.292095,0.444444,0.68433,0.168797,0.78821,WB_FRESH_REAL_BTC_10K,realworld_bound,0.634227,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_1r085q1,active_recoupling,compact_carried_recoupling,0.483246,0.482593,local_depth_seed,1,2,0.343877,0.361111,0.679761,0.182104,0.835988,WB_FRESH_REAL_BTC_10K,realworld_bound,0.634521,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_1of7d6d,active_recoupling,compact_carried_recoupling,0.498392,0.47556,local_depth_seed,1,1,0.241578,0.375,0.704911,0.139223,0.852185,WB_FRESH_REAL_BTC_10K,realworld_bound,0.635376,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_1o136gs,active_recoupling,compact_carried_recoupling,0.503151,0.468848,local_depth_seed,1,3,0.275238,0.317901,0.697432,0.143649,0.869523,WB_FRESH_REAL_BTC_10K,realworld_bound,0.634834,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:3,stabil:3,1,0,0,0
dio_mcm_episode_0rbjarj,active_recoupling,compact_carried_recoupling,0.516709,0.468422,local_depth_seed,1,42,0.243626,0.346441,0.699641,0.146285,0.85926,WB_FRESH_REAL_BTC_10K,realworld_bound,0.636655,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:42,stabil:42,1,0,0,0
dio_mcm_episode_17bman0,active_recoupling,compact_carried_recoupling,0.484978,0.464321,local_depth_seed,1,1,0.233743,0.375,0.686012,0.161927,0.80105,WB_FRESH_REAL_BTC_10K,realworld_bound,0.631475,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_16hqn22,active_recoupling,compact_carried_recoupling,0.493742,0.459307,local_depth_seed,1,2,0.244052,0.333333,0.686701,0.163846,0.831352,WB_FRESH_REAL_BTC_10K,realworld_bound,0.631799,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_0tfzgic,active_recoupling,compact_carried_recoupling,0.602734,0.423651,local_depth_seed,1,235,0.158704,0.23774,0.687649,0.154105,0.85051,WB_FRESH_REAL_BTC_10K,realworld_bound,0.64064,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:235,stabil:235,1,0,0,0
dio_mcm_episode_0izppf1,open_surface,unsettled_surface_trace,0.509615,0.416779,local_depth_seed,1,1,0.192248,0.285714,0.645267,0.209734,0.707345,WB_FRESH_REAL_BTC_10K,realworld_bound,0.626366,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_04jxate,active_recoupling,compact_carried_recoupling,0.52266,0.406173,local_depth_seed,1,3,0.087672,0.206349,0.696702,0.138919,0.855015,WB_FRESH_REAL_BTC_10K,realworld_bound,0.626284,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:3,stabil:3,1,0,0,0
dio_mcm_episode_1xeuxgu,active_recoupling,compact_carried_recoupling,0.52494,0.400083,local_depth_seed,1,2,0.095909,0.166667,0.699238,0.127683,0.852491,WB_FRESH_REAL_BTC_10K,realworld_bound,0.625506,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_060v63u,active_recoupling,compact_carried_recoupling,0.531648,0.397202,local_depth_seed,1,1,0.062576,0.166667,0.706958,0.117553,0.867337,WB_FRESH_REAL_BTC_10K,realworld_bound,0.625927,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_023ecmg,open_surface,unsettled_surface_trace,0.54477,0.396258,local_depth_seed,1,1,0.192314,0.285714,0.59661,0.282018,0.647209,WB_FRESH_REAL_BTC_10K,realworld_bound,0.627594,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,tragend_unruhig:1,1,0,0,0
dio_mcm_episode_1tyoa8j,open_surface,unsettled_surface_trace,0.539074,0.374897,local_depth_seed,1,1,0.100764,0.166667,0.646094,0.203397,0.736057,WB_FRESH_REAL_BTC_10K,realworld_bound,0.622952,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_1tlnw1j,open_surface,unsettled_surface_trace,0.540447,0.374481,local_depth_seed,1,2,0.100768,0.166667,0.64359,0.210388,0.745532,WB_FRESH_REAL_BTC_10K,realworld_bound,0.623069,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_127vzyf,active_recoupling,compact_carried_recoupling,0.554416,0.346394,surface_anchor,1,1,0.0,0.0,0.691606,0.132914,0.910198,WB_FRESH_REAL_BTC_10K,realworld_bound,0.619969,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_0kdf1b0,open_surface,unsettled_surface_trace,0.549817,0.338655,surface_anchor,1,3,0.0,0.0,0.675129,0.15432,0.875197,WB_FRESH_REAL_BTC_10K,realworld_bound,0.617932,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:3,stabil:3,1,0,0,0
dio_mcm_episode_17e1ecl,open_surface,unsettled_surface_trace,0.549995,0.338455,surface_anchor,1,2,0.0,0.0,0.675845,0.151541,0.865768,WB_FRESH_REAL_BTC_10K,realworld_bound,0.617921,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_1kebzg8,open_surface,unsettled_surface_trace,0.555025,0.336935,surface_anchor,1,1,0.0,0.0,0.669721,0.166205,0.877962,WB_FRESH_REAL_BTC_10K,realworld_bound,0.618352,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_0mfdlry,open_surface,unsettled_surface_trace,0.555574,0.334497,surface_anchor,1,1,0.0,0.0,0.669619,0.157335,0.837443,WB_FRESH_REAL_BTC_10K,realworld_bound,0.61799,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_0ur4u33,open_surface,unsettled_surface_trace,0.560405,0.331994,surface_anchor,1,2,0.0,0.0,0.662412,0.170917,0.838395,WB_FRESH_REAL_BTC_10K,realworld_bound,0.618216,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,stabil:2,1,0,0,0
dio_mcm_episode_16rn392,open_surface,unsettled_surface_trace,0.562199,0.331678,surface_anchor,1,1,0.0,0.0,0.658682,0.176935,0.854097,WB_FRESH_REAL_BTC_10K,realworld_bound,0.61841,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_0vrwcan,open_surface,unsettled_surface_trace,0.563649,0.330316,surface_anchor,1,1,0.0,0.0,0.655199,0.178299,0.849191,WB_FRESH_REAL_BTC_10K,realworld_bound,0.618368,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_0usdsrp,open_surface,unsettled_surface_trace,0.573755,0.324197,surface_anchor,1,1,0.0,0.0,0.645273,0.196763,0.814796,WB_FRESH_REAL_BTC_10K,realworld_bound,0.618681,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_129zwzz,open_surface,unsettled_surface_trace,0.577199,0.320943,surface_anchor,1,1,0.0,0.0,0.639759,0.198007,0.787259,WB_FRESH_REAL_BTC_10K,realworld_bound,0.618578,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_134512u,open_surface,unsettled_surface_trace,0.581152,0.317995,surface_anchor,1,1,0.0,0.0,0.632919,0.202769,0.768243,WB_FRESH_REAL_BTC_10K,realworld_bound,0.6186,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_0nu3wih,open_surface,unsettled_surface_trace,0.583606,0.317506,surface_anchor,1,1,0.0,0.0,0.632654,0.21167,0.77369,WB_FRESH_REAL_BTC_10K,realworld_bound,0.618856,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_1y7uo9c,open_surface,unsettled_surface_trace,0.582126,0.317147,surface_anchor,1,3,0.0,0.0,0.63235,0.20804,0.767866,WB_FRESH_REAL_BTC_10K,realworld_bound,0.618584,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:3,stabil:3,1,0,0,0
dio_mcm_episode_0xg0gjh,open_surface,unsettled_surface_trace,0.608761,0.311466,surface_anchor,1,3,0.033012,0.055556,0.581722,0.286464,0.663322,WB_FRESH_REAL_BTC_10K,realworld_bound,0.62129,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:3,tragend_unruhig:3,1,0,0,0
dio_mcm_episode_0m2pnpt,open_surface,unsettled_surface_trace,0.592716,0.309834,surface_anchor,1,1,0.0,0.0,0.619852,0.219093,0.714013,WB_FRESH_REAL_BTC_10K,realworld_bound,0.61875,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_1xppyx0,open_surface,unsettled_surface_trace,0.600065,0.307243,surface_anchor,1,1,0.0,0.0,0.610972,0.242933,0.735593,WB_FRESH_REAL_BTC_10K,realworld_bound,0.619313,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_0xsyn4p,open_surface,unsettled_surface_trace,0.609176,0.301555,surface_anchor,1,1,0.0,0.0,0.598989,0.259043,0.706843,WB_FRESH_REAL_BTC_10K,realworld_bound,0.619564,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,tragend_unruhig:1,1,0,0,0
dio_mcm_episode_0v3gsdo,open_surface,unsettled_surface_trace,0.605337,0.301311,surface_anchor,1,2,0.0,0.0,0.602608,0.241778,0.674042,WB_FRESH_REAL_BTC_10K,realworld_bound,0.618983,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,tragend_unruhig:2,1,0,0,0
dio_mcm_episode_16bqw8k,open_surface,unsettled_surface_trace,0.626626,0.290869,surface_anchor,1,2,0.0,0.0,0.573477,0.294628,0.671721,WB_FRESH_REAL_BTC_10K,realworld_bound,0.620084,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:2,tragend_unruhig:2,1,0,0,0
dio_mcm_episode_19yyogk,open_surface,unsettled_surface_trace,0.631479,0.287886,surface_anchor,1,1,0.0,0.0,0.568113,0.301244,0.65308,WB_FRESH_REAL_BTC_10K,realworld_bound,0.620227,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,tragend_unruhig:1,1,0,0,0
dio_mcm_episode_01tuifc,open_surface,unsettled_surface_trace,0.631202,0.287608,surface_anchor,1,1,0.0,0.0,0.569333,0.29864,0.644755,WB_FRESH_REAL_BTC_10K,realworld_bound,0.620138,1,0,0,1.0,0.0,0.0,WB_FRESH_REAL_BTC_10K:1,tragend_unruhig:1,1,0,0,0
