asset,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
BTC,dio_1lsu,235,3,field_stabil,67,0.011827007943512798,0.7490669552238806,0.1687162985074627,0.7517044776119403,0.8822297462686567,84,0.014827890556045897,0.7524788571428571,0.17279709523809522,0.8870327142857144,0.952314107142857,84,0.014830508474576272,0.7508878571428571,0.17531144047619046,0.8915604285714286,0.955893619047619,0.0030035005310634737,0.13985595095948833,0.07366387277896236,0.0065951419687277635,anschlussfaehige_oberflaeche
BTC,dio_1ewh,229,3,field_stabil,81,0.014298323036187114,0.746703938271605,0.1678912098765432,0.766762074074074,0.8954828518518518,72,0.012709620476610768,0.7492535694444444,0.17239783333333333,0.8947911666666667,0.9585921944444444,76,0.013418079096045197,0.7485896052631579,0.17305601315789473,0.9002881315789474,0.962569907894737,-0.0008802439401419167,0.13352605750487334,0.06708705604288512,0.005164803281351521,anschlussfaehige_oberflaeche
BTC,dio_06s7,228,3,field_stabil,82,0.014474845542806708,0.7682018292682927,0.14368934146341464,0.7755864634146341,0.897373256097561,70,0.01235657546337158,0.7710611714285714,0.1475187,0.9021665142857144,0.9598684428571429,76,0.013418079096045197,0.7705905789473684,0.1481392105263158,0.8982054078947368,0.9615187763157895,-0.0010567664467615104,0.12261894448010269,0.0641455202182285,0.004449869062901152,anschlussfaehige_oberflaeche
BTC,dio_0pz6,226,3,field_stabil,85,0.01500441306266549,0.7663856470588235,0.15054497647058823,0.7726777176470588,0.8972577176470589,71,0.012533097969991174,0.768432014084507,0.15514687323943663,0.8964878450704226,0.9576932394366197,70,0.012358757062146893,0.7680401428571428,0.1561963142857143,0.9078694285714286,0.9634429285714287,-0.002645656000518597,0.13519171092436977,0.0661852109243698,0.005651337815126056,anschlussfaehige_oberflaeche
BTC,dio_1kpz,221,3,field_stabil,62,0.010944395410414828,0.7678067419354839,0.14247595161290322,0.7417683225806451,0.8807911612903225,78,0.013768755516328331,0.7711737307692308,0.14658926923076923,0.8881667564102563,0.9542501538461539,81,0.014300847457627119,0.7706406419753087,0.14771075308641973,0.8928065555555555,0.9601788271604939,0.0033564520472122907,0.15103823297491048,0.07938766587017132,0.005234801473516515,anschlussfaehige_oberflaeche
BTC,dio_0obq,209,3,field_stabil,55,0.009708737864077669,0.7407465272727273,0.17780543636363635,0.7375578363636364,0.8736210363636364,90,0.01588702559576346,0.7456696444444445,0.18033776666666665,0.8799796444444444,0.9519058888888889,64,0.011299435028248588,0.7452363125,0.181892390625,0.89257625,0.957891828125,0.0015906971641709185,0.1550184136363636,0.08427079176136354,0.004086954261363657,anschlussfaehige_oberflaeche
BTC,dio_1q85,185,3,field_stabil,63,0.011120917917034422,0.7424623968253968,0.17739468253968255,0.7478053174603175,0.8811367142857143,57,0.010061782877316858,0.7451288771929825,0.18399587719298244,0.8964053684210527,0.9544891052631579,65,0.011475988700564972,0.7479471692307692,0.18194638461538462,0.9127261692307692,0.9636280461538462,0.0003550707835305502,0.16492085177045168,0.08249133186813196,0.004551702075702074,anschlussfaehige_oberflaeche
BTC,dio_0g2r,164,3,field_stabil,67,0.011827007943512798,0.7444456417910448,0.1668245223880597,0.7482242089552239,0.8820865671641791,40,0.00706090026478376,0.747747925,0.171188875,0.9011118,0.9569546750000001,57,0.010063559322033898,0.7472672280701754,0.17284040350877194,0.905468754385965,0.9598186842105263,-0.0017634486214789004,0.15724454543074107,0.0777321170463472,0.0060158811207122465,anschlussfaehige_oberflaeche
BTC,dio_1gp2,160,3,field_stabil,74,0.013062665489849955,0.7431540810810812,0.16949445945945946,0.7522641486486487,0.8879062837837839,40,0.00706090026478376,0.746313075,0.17398825,0.9017576500000001,0.9537717750000001,46,0.008121468926553672,0.7459601304347826,0.17587760869565217,0.9099013260869565,0.9624267173913043,-0.004941196563296283,0.15763717743830785,0.07452043360752036,0.006383149236192709,anschlussfaehige_oberflaeche
BTC,dio_09bn,159,3,field_stabil,43,0.007590467784642542,0.764883046511628,0.14711402325581396,0.6895981627906976,0.8533195348837209,59,0.010414827890556045,0.7680726101694916,0.15505633898305085,0.9003609322033899,0.9534522372881356,57,0.010063559322033898,0.766573298245614,0.15744787719298248,0.9149706666666667,0.9629827543859649,0.0024730915373913556,0.22537250387596908,0.109663219502244,0.010333853937168513,kernfamilie_mit_feldzeitverdichtung
BTC,dio_06er,152,3,field_stabil,35,0.00617828773168579,0.7687359714285714,0.13990408571428573,0.6636128857142858,0.8383461714285715,56,0.009885260370697264,0.7752056964285714,0.1445779642857143,0.8815005535714285,0.9485712678571429,61,0.010769774011299435,0.7752132131147541,0.14564519672131146,0.9027517540983606,0.9611156229508196,0.004591486279613644,0.23913886838407483,0.12276945152224816,0.005741111007025734,kernfamilie_mit_feldzeitverdichtung
BTC,dio_0dd2,151,3,field_stabil,30,0.00529567519858782,0.7581084666666666,0.15211706666666666,0.6219869,0.8221428666666667,60,0.01059135039717564,0.7644139166666667,0.15846385,0.8729816499999999,0.94625455,61,0.010769774011299435,0.7660948688524589,0.1583060491803279,0.8924247213114754,0.9579356721311475,0.005474098812711614,0.2704378213114754,0.1357928054644808,0.006188982513661234,kernfamilie_mit_feldzeitverdichtung
BTC,dio_0tay,149,3,field_stabil,41,0.007237422771403354,0.7543555365853659,0.15904753658536586,0.6950893170731707,0.8535135365853659,50,0.0088261253309797,0.75597238,0.16853346,0.9038560800000001,0.9542026199999999,58,0.010240112994350282,0.757277948275862,0.16749113793103448,0.9032939482758621,0.9609261724137932,0.003002690222946928,0.2082046312026914,0.1074126358284273,0.008443601345668628,kernfamilie_mit_feldzeitverdichtung
BTC,dio_19pg,149,3,field_stabil,47,0.008296557811120918,0.7358284680851065,0.17773721276595747,0.7220187234042553,0.8644903404255319,48,0.008473080317740512,0.7391065416666667,0.18348077083333333,0.8936748125,0.9517824583333333,54,0.009533898305084746,0.7385325,0.18653185185185187,0.9142374444444444,0.9624917777777777,0.0012373404939638281,0.1922187210401891,0.09800143735224587,0.008794639085894396,anschlussfaehige_oberflaeche
BTC,dio_04uf,144,3,field_stabil,58,0.010238305383936452,0.7306195344827586,0.1888668448275862,0.7429785862068966,0.875891827586207,40,0.00706090026478376,0.73503445,0.19200045,0.9002138500000001,0.9529688999999999,46,0.008121468926553672,0.736732304347826,0.19028602173913042,0.9138380217391304,0.9600115869565218,-0.0021168364573827796,0.17085943553223382,0.0841197593703148,0.0014191769115442232,anschlussfaehige_oberflaeche
BTC,dio_0nlj,142,3,field_stabil,48,0.008473080317740512,0.77212625,0.13681004166666666,0.7194998125000001,0.8656907083333333,40,0.00706090026478376,0.7751963749999999,0.144736225,0.910180375,0.9565794249999999,54,0.009533898305084746,0.775064425925926,0.1461415925925926,0.920957,0.9647334074074074,0.0010608179873442345,0.20145718749999997,0.09904269907407415,0.009331550925925941,anschlussfaehige_oberflaeche
BTC,dio_1u5i,137,3,field_stabil,50,0.0088261253309797,0.7586555199999999,0.14954525999999999,0.70517612,0.8662249599999999,43,0.007590467784642542,0.7622446976744186,0.1550732093023256,0.911306,0.9591820930232559,44,0.007768361581920904,0.7617941818181818,0.15611886363636363,0.9166963181818182,0.9656184318181819,-0.0010577637490587948,0.21152019818181822,0.09939347181818192,0.00657360363636364,anschlussfaehige_oberflaeche
BTC,dio_1jc2,134,3,field_stabil,50,0.0088261253309797,0.7718649,0.1339591,0.7196713,0.8676915599999999,41,0.007237422771403354,0.7755944390243902,0.14010746341463415,0.9098725609756098,0.9565326585365853,43,0.00759180790960452,0.7769252790697674,0.1400187441860465,0.9269266279069767,0.9648654418604651,-0.001234317421375179,0.20725532790697665,0.09717388186046516,0.0060596441860465144,anschlussfaehige_oberflaeche
BTC,dio_169a,134,3,field_stabil,40,0.00706090026478376,0.7306028999999999,0.19112405,0.684854775,0.8482283,57,0.010061782877316858,0.7356010175438596,0.19554256140350876,0.8949560000000001,0.9503875964912281,37,0.006532485875706214,0.7384924324324325,0.19414316216216215,0.9195497567567568,0.9636027297297297,-0.0005284143890775458,0.23469498175675674,0.11537442972972967,0.003019112162162163,kernfamilie_mit_feldzeitverdichtung
BTC,dio_0kx9,128,3,field_stabil,43,0.007590467784642542,0.7709343488372092,0.13351183720930232,0.6969218139534884,0.8555870232558139,42,0.007413945278022948,0.7749482142857144,0.14089980952380954,0.9159104047619048,0.956946119047619,43,0.00759180790960452,0.7765615813953488,0.13975137209302327,0.9183426279069768,0.9621685348837209,1.3401249619781133e-06,0.22142081395348845,0.10658151162790697,0.0062395348837209486,kernfamilie_mit_feldzeitverdichtung
BTC,dio_1492,127,3,field_stabil,43,0.007590467784642542,0.7712319302325582,0.13792734883720928,0.6990392093023257,0.856223930232558,39,0.006884377758164166,0.7757460512820513,0.14451002564102564,0.915053,0.9567511025641026,45,0.007944915254237288,0.7781199555555555,0.14392102222222222,0.9146681333333333,0.9637522666666666,0.0003544474695947458,0.21562892403100764,0.10752833643410853,0.005993673385012943,kernfamilie_mit_feldzeitverdichtung
BTC,dio_05yg,125,3,field_stabil,51,0.009002647837599295,0.7209708235294118,0.19691856862745097,0.7146202745098039,0.8637889999999999,38,0.006707855251544572,0.7254674999999999,0.2024423947368421,0.9100615000000001,0.9540449999999999,36,0.006355932203389831,0.7253141111111111,0.20421916666666667,0.9282828611111111,0.9605259722222222,-0.0026467156342094636,0.21366258660130721,0.09673697222222233,0.0073005980392157055,anschlussfaehige_oberflaeche
BTC,dio_0jkk,113,3,field_stabil,54,0.009532215357458075,0.7178017222222223,0.2008446851851852,0.7349337222222223,0.8712530185185186,29,0.005119152691968226,0.721753172413793,0.20504127586206897,0.9156496896551723,0.9554656206896552,30,0.005296610169491525,0.7201139666666666,0.20836606666666668,0.9240749333333333,0.9599942,-0.00423560518796655,0.18914121111111104,0.08874118148148147,0.007521381481481487,anschlussfaehige_oberflaeche
BTC,dio_1r55,110,3,field_stabil,18,0.003177405119152692,0.7458588333333334,0.160816,0.48723155555555553,0.7553011666666667,54,0.009532215357458075,0.7541034259259258,0.1704672777777778,0.8582727777777778,0.9348105740740741,38,0.006709039548022599,0.7566040263157895,0.16971423684210526,0.896135947368421,0.9553066578947369,0.0035316344288699067,0.4089043918128654,0.2000054912280702,0.008898236842105278,kernfamilie_mit_feldzeitverdichtung
BTC,dio_07uk,108,3,field_stabil,28,0.004942630185348632,0.7582323928571428,0.15431375,0.6257355714285715,0.8139394285714285,43,0.007590467784642542,0.7623015581395349,0.16331562790697676,0.8935404186046512,0.9453312558139536,37,0.006532485875706214,0.7634904054054054,0.16417354054054054,0.9245784864864864,0.9598800000000001,0.0015898556903575821,0.29884291505791494,0.14594057142857153,0.009859790540540536,kernfamilie_mit_feldzeitverdichtung
BTC,dio_17db,107,3,field_stabil,38,0.006707855251544572,0.7221492105263158,0.19961157894736842,0.6735845263157895,0.8423940263157895,47,0.008296557811120918,0.7254915319148936,0.20807489361702128,0.8967053404255318,0.9498037234042552,22,0.003884180790960452,0.7252930454545454,0.2097485909090909,0.93608,0.9660526363636364,-0.00282367446058412,0.26249547368421056,0.12365861004784684,0.01013701196172248,kernfamilie_mit_feldzeitverdichtung
DOGE,dio_104t,1213,3,field_stabil,361,0.06372462488967344,0.7551432493074792,0.16312381440443213,0.8024585595567867,0.9298663407202217,447,0.07890556045895852,0.7566525838926175,0.16257636017897092,0.8332742662192394,0.9483164876957494,405,0.0715042372881356,0.756525575308642,0.16255041481481483,0.833246387654321,0.9483677061728394,0.007779612398462157,0.03078782809753433,0.018501365452617713,-0.0005733995896173016,anschlussfaehige_oberflaeche
DOGE,dio_155c,735,3,field_stabil,240,0.04236540158870256,0.7492955083333332,0.17252654166666667,0.7993775875,0.922471175,248,0.04377758164165931,0.7512644717741935,0.1728063306451613,0.8460041088709678,0.9492961814516129,247,0.04360875706214689,0.7502955506072875,0.17388417813765183,0.8498453765182187,0.9509791781376518,0.001243355473444327,0.05046778901821869,0.028508003137651783,0.001357636470985163,anschlussfaehige_oberflaeche
DOGE,dio_0l7p,731,3,field_stabil,220,0.038834951456310676,0.7632085545454546,0.15125430454545455,0.7958336681818181,0.9235454000000001,275,0.04854368932038835,0.7659636509090909,0.15154045454545456,0.8509099454545455,0.9531557236363636,236,0.041666666666666664,0.7643153093220338,0.15277021186440679,0.8506253474576271,0.953163406779661,0.002831715210355988,0.05479167927580897,0.029618006779660977,0.0015159073189522365,anschlussfaehige_oberflaeche
DOGE,dio_0m9z,724,3,field_stabil,246,0.04342453662842012,0.7423981910569105,0.18031386585365852,0.7975304999999999,0.9230028170731708,229,0.040423654015887024,0.7442764672489083,0.18134486026200874,0.8546307292576419,0.950166152838428,249,0.04396186440677966,0.7421806987951808,0.18326196787148594,0.8543053293172691,0.9514558955823293,0.0005373277783595407,0.05677482931726918,0.02845307850915857,0.002948102017827414,anschlussfaehige_oberflaeche
DOGE,dio_0h9h,423,3,field_stabil,156,0.027537511032656663,0.7623487564102565,0.15673560897435898,0.7949453333333333,0.9160230833333333,134,0.023654015887025596,0.7643096119402986,0.16037539552238805,0.8836771567164179,0.9580275820895523,133,0.023481638418079095,0.7638179624060151,0.15990500000000002,0.881658067669173,0.959078015037594,-0.004055872614577568,0.0867127343358397,0.04305493170426078,0.0031693910256410385,anschlussfaehige_oberflaeche
DOGE,dio_14wj,362,3,field_stabil,115,0.02030008826125331,0.7671113652173912,0.1440877652173913,0.7875134347826087,0.9093632173913043,134,0.023654015887025596,0.7706369701492537,0.14515537313432836,0.8702311268656717,0.9552102985074628,113,0.019950564971751412,0.7707645221238938,0.1464455221238938,0.8855938849557522,0.9608222920353983,-0.00034952328950189904,0.09808045017314349,0.05145907464409394,0.0023577569065025006,anschlussfaehige_oberflaeche
DOGE,dio_00ly,313,3,field_stabil,98,0.01729920564872021,0.7600157551020408,0.15625405102040815,0.7814837346938777,0.9028196122448979,113,0.01994704324801412,0.7625526814159292,0.15844809734513274,0.8779254336283185,0.954823575221239,102,0.018008474576271187,0.7615891176470588,0.15918232352941175,0.8874315294117647,0.9589151568627452,0.000709268927550976,0.10594779471788707,0.05609554461784727,0.002928272509003599,anschlussfaehige_oberflaeche
DOGE,dio_0oc3,278,3,field_stabil,74,0.013062665489849955,0.7328248513513513,0.19012198648648648,0.7603819324324324,0.8907035540540541,112,0.01977052074139453,0.7373467410714286,0.19256801785714286,0.8829830714285715,0.95678075,92,0.016242937853107344,0.7356458913043479,0.19300184782608695,0.8814830108695652,0.9584279456521739,0.003180272363257389,0.1211010784371328,0.06772439159811983,0.00287986133960047,anschlussfaehige_oberflaeche
DOGE,dio_1lsu,277,3,field_stabil,90,0.01588702559576346,0.7471733888888888,0.1719602222222222,0.7809693000000001,0.8986147333333333,103,0.01818181818181818,0.7512186019417476,0.17501692233009708,0.887537291262136,0.9547476116504855,84,0.014830508474576272,0.753297380952381,0.17260140476190478,0.8897433095238095,0.9574520357142857,-0.001056517121187187,0.10877400952380945,0.058837302380952416,0.0006411825396825666,anschlussfaehige_oberflaeche
DOGE,dio_17ct,257,3,field_stabil,84,0.014827890556045897,0.7542411428571428,0.16816102380952383,0.7752845119047619,0.8957028571428571,93,0.01641659311562224,0.7586833548387097,0.16993887096774193,0.8838986344086022,0.9535696666666666,80,0.014124293785310734,0.7572990749999999,0.1711860875,0.8984106000000001,0.959206225,-0.0007035967707351622,0.12312608809523817,0.06350336785714283,0.0030250636904761707,anschlussfaehige_oberflaeche
DOGE,dio_1q85,228,3,field_stabil,88,0.015533980582524271,0.7427838295454545,0.17983982954545455,0.7776298068181817,0.8972033522727273,74,0.013062665489849955,0.7474166891891892,0.18156585135135136,0.9000870675675675,0.9581574594594594,66,0.011652542372881356,0.7471828484848485,0.1824765909090909,0.8970497424242424,0.9589835757575758,-0.003881438209642915,0.11941993560606068,0.06178022348484846,0.0026367613636363585,anschlussfaehige_oberflaeche
DOGE,dio_0dd2,227,3,field_stabil,54,0.009532215357458075,0.7607315370370371,0.1545795,0.7178490185185185,0.8705930925925927,104,0.018358340688437776,0.7667584807692307,0.15650291346153844,0.8617877115384616,0.9491576538461538,69,0.012182203389830509,0.765637231884058,0.15892960869565217,0.8883864782608696,0.9597053043478262,0.0026499880323724335,0.17053745974235113,0.08911221175523354,0.004350108695652166,anschlussfaehige_oberflaeche
DOGE,dio_0pz6,221,3,field_stabil,71,0.012533097969991174,0.7657315211267606,0.15092070422535211,0.7582268873239436,0.8876839014084507,82,0.014474845542806708,0.767792231707317,0.15523834146341464,0.886822743902439,0.9549062682926829,68,0.012005649717514125,0.7687251323529412,0.1553432794117647,0.9062984705882353,0.962379161764706,-0.0005274482524770495,0.1480715832642917,0.07469526035625529,0.004422575186412592,anschlussfaehige_oberflaeche
DOGE,dio_06s7,221,3,field_stabil,80,0.01412180052956752,0.7690368875,0.14389535,0.765432225,0.894664,71,0.012533097969991174,0.7711946901408451,0.1472556056338028,0.8993896478873239,0.9596110845070421,70,0.012358757062146893,0.7710268571428571,0.14778729999999998,0.9053054,0.9636948428571429,-0.001763043467420627,0.13987317500000007,0.0690308428571429,0.0038919499999999774,anschlussfaehige_oberflaeche
DOGE,dio_0obq,212,3,field_stabil,69,0.012180052956751985,0.7418323623188406,0.17657852173913044,0.7463876376811593,0.8830323333333333,83,0.014651368049426301,0.7455609759036145,0.18129118072289155,0.893313843373494,0.9566083493975904,60,0.01059322033898305,0.7450059333333333,0.18228536666666667,0.9126561833333333,0.9639719333333333,-0.0015868326177689348,0.16626854565217397,0.0809396,0.005706844927536231,anschlussfaehige_oberflaeche
DOGE,dio_06er,210,3,field_stabil,50,0.0088261253309797,0.7711278199999999,0.1388603,0.71509972,0.8660858,83,0.014651368049426301,0.7767940722891565,0.14346080722891566,0.8643539518072288,0.9479023012048192,77,0.013594632768361582,0.7759968701298702,0.14485697402597403,0.8841417142857143,0.9585381948051948,0.004768507437381882,0.16904199428571431,0.09245239480519474,0.005996674025974036,anschlussfaehige_oberflaeche
DOGE,dio_1ewh,209,3,field_stabil,71,0.012533097969991174,0.7464859577464789,0.16880814084507043,0.7629555633802817,0.8902858450704225,72,0.012709620476610768,0.7505324861111111,0.17090075000000002,0.8923904305555556,0.9574107500000001,66,0.011652542372881356,0.7505391515151515,0.17185260606060604,0.8983195303030302,0.9612490757575758,-0.0008805555971098181,0.13536396692274855,0.07096323068715327,0.0030444652155356133,anschlussfaehige_oberflaeche
DOGE,dio_00ja,209,3,field_stabil,93,0.01641659311562224,0.7332178387096774,0.18239431182795698,0.7623883978494623,0.8957659139784946,53,0.009355692850838482,0.7362439245283019,0.1850451509433962,0.8750441509433962,0.9522658490566037,63,0.011122881355932203,0.7348441428571428,0.18783107936507937,0.9137751904761904,0.9640302539682539,-0.005293711759690038,0.15138679262672805,0.06826433998975934,0.005436767537122383,anschlussfaehige_oberflaeche
DOGE,dio_09bn,192,3,field_stabil,70,0.01235657546337158,0.767594,0.14842677142857144,0.7613732571428572,0.8878996571428571,55,0.009708737864077669,0.7679728363636363,0.1553201272727273,0.9066994181818182,0.9586704727272727,67,0.01182909604519774,0.7697022686567164,0.15381068656716418,0.9085992835820895,0.9622549701492537,-0.0005274794181738401,0.14722602643923233,0.07435531300639653,0.0053839151385927375,anschlussfaehige_oberflaeche
DOGE,dio_0tay,185,3,field_stabil,56,0.009885260370697264,0.7544049821428571,0.161250375,0.7275209821428571,0.8745993035714286,61,0.010767872903795234,0.7587215737704918,0.1666736393442623,0.9046083770491804,0.9581500163934425,68,0.012005649717514125,0.7588282647058824,0.16633423529411764,0.9050809411764706,0.962900455882353,0.0021203893468168603,0.17755995903361355,0.08830115231092439,0.0050838602941176425,anschlussfaehige_oberflaeche
DOGE,dio_0nlj,169,3,field_stabil,63,0.011120917917034422,0.7753412222222222,0.1367931746031746,0.7448297777777778,0.8823440317460317,42,0.007413945278022948,0.7766826190476189,0.1432220476190476,0.9058092857142858,0.9589306190476191,64,0.011299435028248588,0.777229203125,0.143177390625,0.90526465625,0.96266778125,0.0001785171112141659,0.16043487847222215,0.08032374950396826,0.006384216021825401,anschlussfaehige_oberflaeche
DOGE,dio_1kpz,162,3,field_stabil,64,0.011297440423654015,0.768268546875,0.142101203125,0.74258628125,0.881442171875,49,0.008649602824360106,0.7689090408163266,0.14874653061224488,0.9097161224489796,0.9593765102040817,49,0.008651129943502825,0.769237918367347,0.1496765306122449,0.9251560204081632,0.9672314693877552,-0.0026463104801511903,0.1825697391581632,0.08578929751275521,0.007575327487244904,anschlussfaehige_oberflaeche
DOGE,dio_1u5i,147,3,field_stabil,54,0.009532215357458075,0.757599574074074,0.15108481481481484,0.7288199259259259,0.8729660555555555,50,0.0088261253309797,0.7613483,0.15622998000000002,0.91106172,0.95968502,43,0.00759180790960452,0.7626281395348837,0.15629537209302324,0.9275518604651162,0.9682112325581396,-0.0019404074478535554,0.19873193453919025,0.09524517700258406,0.005210557278208405,anschlussfaehige_oberflaeche
DOGE,dio_0g2r,138,3,field_stabil,56,0.009885260370697264,0.7428407142857143,0.16990089285714285,0.7407534464285714,0.8763676785714286,31,0.005472197705207414,0.7493208387096775,0.17175687096774192,0.8842576451612904,0.9501225806451613,51,0.009004237288135594,0.7481555098039216,0.17206045098039216,0.8999644117647059,0.9575163725490196,-0.0008810230825616709,0.15921096533613444,0.08114869397759095,0.0021595581232493055,anschlussfaehige_oberflaeche
DOGE,dio_169a,138,3,field_stabil,40,0.00706090026478376,0.7321708499999999,0.1884625,0.6951022,0.85023865,49,0.008649602824360106,0.7367134489795919,0.19375851020408166,0.8916571020408163,0.950109836734694,49,0.008651129943502825,0.7369600000000001,0.1952251020408163,0.9162170612244898,0.9613627142857142,0.0015902296787190648,0.22111486122448976,0.1111240642857142,0.006762602040816301,kernfamilie_mit_feldzeitverdichtung
DOGE,dio_0z9t,138,3,field_stabil,27,0.004766107678729038,0.7518633703703704,0.16177925925925926,0.5982665555555555,0.8091547037037037,74,0.013062665489849955,0.7555913108108108,0.17127221621621622,0.8781667432432433,0.9458355,37,0.006532485875706214,0.755783945945946,0.17298832432432432,0.9138216486486488,0.9624525135135135,0.0017663781969771766,0.31555509309309326,0.15329780980980978,0.011209065065065055,kernfamilie_mit_feldzeitverdichtung
DOGE,dio_1492,127,3,field_stabil,43,0.007590467784642542,0.772279558139535,0.13710190697674418,0.6990446744186047,0.8573256744186046,37,0.0065313327449249775,0.7769521891891892,0.14282286486486487,0.9058114324324325,0.9543027297297297,47,0.008298022598870056,0.7763537234042553,0.1453689574468085,0.911625425531915,0.9627067872340426,0.0007075548142275144,0.2125807511133102,0.10538111281543794,0.008267050470064319,kernfamilie_mit_feldzeitverdichtung
